Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,3.5939,,,,,,,,,,,,,,,,70,1.2095,3.3447,0.5160,9.4658,27.0547,15.1151,8.2563,23.7101,14.5991
1,Line,0.3739,,,,,,,,,,,,,,,,156,0.1870,-0.0824,0.3131,4.9506,31.9535,17.9729,4.7636,32.0359,17.6598
1,Line,3.4946,,,,,,,,,,,,,,,,126,-0.4696,0.6546,3.4005,7.7867,29.8453,19.3313,8.2563,29.1907,15.9308
1,Line,0.0550,,,,,,,,,,,,,,,,94,0.0035,-0.0534,0.0125,8.5765,32.6435,18.2119,8.5730,32.6970,18.1994
1,Line,0.7044,,,,,,,,,,,,,,,,116,0.3082,-0.6270,-0.0897,8.5645,23.0831,14.5094,8.2563,23.7101,14.5991
1,Line,0.7372,,,,,,,,,,,,,,,,58,-0.2781,-0.4507,-0.5129,4.6994,32.0641,17.5524,4.9775,32.5148,18.0654
1,Line,0.8614,,,,,,,,,,,,,,,,102,-0.1796,0.8345,0.1156,9.8231,31.1667,15.6968,10.0026,30.3322,15.5812
1,Line,0.6604,,,,,,,,,,,,,,,,180,-0.6604,0.0000,0.0000,7.7867,35.6077,17.3575,8.4472,35.6077,17.3575
1,Line,0.4206,,,,,,,,,,,,,,,,58,-0.1586,-0.2571,-0.2926,3.4721,30.0751,15.2886,3.6308,30.3322,15.5812
1,Line,0.0510,,,,,,,,,,,,,,,,119,-0.0196,0.0359,-0.0305,5.0327,32.3788,18.1485,5.0522,32.3429,18.1790
1,Line,0.0735,,,,,,,,,,,,,,,,91,0.0015,-0.0695,0.0239,8.5730,32.6970,18.1994,8.5715,32.7665,18.1755
1,Line,0.0317,,,,,,,,,,,,,,,,158,-0.0124,0.0051,0.0288,8.7494,33.0253,17.6304,8.7617,33.0202,17.6016
1,Line,0.0299,,,,,,,,,,,,,,,,159,-0.0116,0.0044,0.0272,8.7377,33.0297,17.6576,8.7494,33.0253,17.6304
1,Line,0.0336,,,,,,,,,,,,,,,,156,-0.0131,0.0058,0.0303,8.7617,33.0202,17.6016,8.7749,33.0144,17.5713
1,Line,0.0372,,,,,,,,,,,,,,,,154,-0.0146,0.0071,0.0335,8.7887,33.0080,17.5393,8.8033,33.0008,17.5058
1,Line,0.0354,,,,,,,,,,,,,,,,155,-0.0139,0.0065,0.0319,8.7749,33.0144,17.5713,8.7887,33.0080,17.5393
1,Line,0.0248,,,,,,,,,,,,,,,,170,-0.0094,0.0017,0.0228,8.6967,33.0405,17.7552,8.7062,33.0389,17.7324
