Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,,,0.0104,,,,,,,,,,162,-0.0065,0.0021,0.0079,5.4093,1.3695,1.9015,5.4158,1.3674,1.8936
1,Line,,,,,,,0.0157,,,,,,,,,,14,0.0121,0.0030,0.0095,5.4330,1.3793,1.9190,5.4209,1.3763,1.9095
1,Line,,,,,,,0.0108,,,,,,,,,,162,-0.0067,0.0022,0.0081,5.4209,1.3763,1.9095,5.4276,1.3741,1.9014
1,Line,,,,,,,0.0157,,,,,,,,,,30,0.0116,0.0068,0.0080,5.4209,1.3763,1.9095,5.4093,1.3695,1.9015
1,Line,,,,,,,0.0099,,,,,,,,,,162,-0.0062,0.0020,0.0075,5.3907,1.3465,1.8918,5.3969,1.3445,1.8844
1,Line,,,,,,,0.0157,,,,,,,,,,45,0.0103,0.0101,0.0060,5.4093,1.3695,1.9015,5.3990,1.3593,1.8955
1,Line,,,,,,,0.0102,,,,,,,,,,162,-0.0064,0.0020,0.0077,5.3990,1.3593,1.8955,5.4053,1.3573,1.8878
1,Line,,,,,,,0.0157,,,,,,,,,,355,0.0118,-0.0010,0.0103,5.4448,1.3783,1.9293,5.4330,1.3793,1.9190
1,Line,,,,,,,0.0117,,,,,,,,,,162,-0.0073,0.0023,0.0088,5.4555,1.3734,1.9396,5.4628,1.3711,1.9308
1,Line,,,,,,,0.0157,,,,,,,,,,299,0.0064,-0.0115,0.0085,5.4707,1.3534,1.9578,5.4643,1.3649,1.9494
1,Line,,,,,,,0.0119,,,,,,,,,,162,-0.0074,0.0024,0.0089,5.4643,1.3649,1.9494,5.4717,1.3625,1.9404
1,Line,,,,,,,0.0157,,,,,,,,,,316,0.0088,-0.0085,0.0097,5.4643,1.3649,1.9494,5.4555,1.3734,1.9396
1,Line,,,,,,,0.0111,,,,,,,,,,162,-0.0069,0.0022,0.0084,5.4330,1.3793,1.9190,5.4399,1.3771,1.9106
1,Line,,,,,,,0.0157,,,,,,,,,,335,0.0107,-0.0049,0.0104,5.4555,1.3734,1.9396,5.4448,1.3783,1.9293
1,Line,,,,,,,0.0114,,,,,,,,,,162,-0.0071,0.0023,0.0086,5.4448,1.3783,1.9293,5.4519,1.3760,1.9207
1,Line,,,,,,,0.0157,,,,,,,,,,119,-0.0064,0.0115,-0.0085,5.3861,1.2879,1.9035,5.3925,1.2763,1.9120
1,Line,,,,,,,0.0098,,,,,,,,,,162,-0.0061,0.0020,0.0074,5.3925,1.2763,1.9120,5.3986,1.2744,1.9046
1,Line,,,,,,,0.0157,,,,,,,,,,104,-0.0035,0.0138,-0.0066,5.3826,1.3016,1.8969,5.3861,1.2879,1.9035
1,Line,,,,,,,0.0100,,,,,,,,,,162,-0.0063,0.0020,0.0076,5.4013,1.2678,1.9217,5.4076,1.2658,1.9142
1,Line,,,,,,,0.0157,,,,,,,,,,155,-0.0107,0.0049,-0.0104,5.4013,1.2678,1.9217,5.4120,1.2629,1.9321
1,Line,,,,,,,0.0103,,,,,,,,,,162,-0.0064,0.0021,0.0078,5.4120,1.2629,1.9321,5.4184,1.2609,1.9243
1,Line,,,,,,,0.0157,,,,,,,,,,136,-0.0088,0.0085,-0.0097,5.3925,1.2763,1.9120,5.4013,1.2678,1.9217
1,Line,,,,,,,0.0097,,,,,,,,,,162,-0.0061,0.0019,0.0073,5.3861,1.2879,1.9035,5.3921,1.2859,1.8962
1,Line,,,,,,,0.0157,,,,,,,,,,69,0.0057,0.0145,0.0010,5.3907,1.3465,1.8918,5.3850,1.3320,1.8909
1,Line,,,,,,,0.0097,,,,,,,,,,162,-0.0061,0.0020,0.0073,5.3850,1.3320,1.8909,5.3911,1.3300,1.8835
1,Line,,,,,,,0.0157,,,,,,,,,,57,0.0083,0.0128,0.0036,5.3990,1.3593,1.8955,5.3907,1.3465,1.8918
1,Line,,,,,,,0.0096,,,,,,,,,,162,-0.0060,0.0019,0.0073,5.3822,1.3167,1.8926,5.3882,1.3147,1.8853
1,Line,,,,,,,0.0157,,,,,,,,,,91,-0.0004,0.0151,-0.0043,5.3822,1.3167,1.8926,5.3826,1.3016,1.8969
1,Line,,,,,,,0.0096,,,,,,,,,,162,-0.0060,0.0019,0.0072,5.3826,1.3016,1.8969,5.3886,1.2997,1.8897
1,Line,,,,,,,0.0157,,,,,,,,,,80,0.0028,0.0153,-0.0017,5.3850,1.3320,1.8909,5.3822,1.3167,1.8926
1,Line,,,,,,,0.0157,,,,,,,,,,155,-0.0108,0.0050,-0.0102,5.4076,1.2658,1.9142,5.4184,1.2609,1.9243
1,Line,,,,,,,0.0103,,,,,,,,,,161,-0.0063,0.0021,0.0079,5.4184,1.2609,1.9243,5.4247,1.2587,1.9164
1,Line,,,,,,,0.0157,,,,,,,,,,136,-0.0090,0.0085,-0.0096,5.3986,1.2744,1.9046,5.4076,1.2658,1.9142
1,Line,,,,,,,0.0106,,,,,,,,,,161,-0.0065,0.0022,0.0081,5.4304,1.2598,1.9344,5.4369,1.2576,1.9262
1,Line,,,,,,,0.0157,,,,,,,,,,194,-0.0123,-0.0030,-0.0092,5.4304,1.2598,1.9344,5.4427,1.2628,1.9436
1,Line,,,,,,,0.0109,,,,,,,,,,161,-0.0067,0.0023,0.0084,5.4427,1.2628,1.9436,5.4494,1.2605,1.9352
1,Line,,,,,,,0.0157,,,,,,,,,,175,-0.0120,0.0010,-0.0100,5.4184,1.2609,1.9243,5.4304,1.2598,1.9344
1,Line,,,,,,,0.0100,,,,,,,,,,161,-0.0061,0.0021,0.0077,5.4076,1.2658,1.9142,5.4137,1.2637,1.9065
1,Line,,,,,,,0.0157,,,,,,,,,,91,-0.0004,0.0150,-0.0043,5.3882,1.3147,1.8853,5.3886,1.2997,1.8897
1,Line,,,,,,,0.0096,,,,,,,,,,161,-0.0059,0.0020,0.0074,5.3886,1.2997,1.8897,5.3945,1.2977,1.8823
1,Line,,,,,,,0.0157,,,,,,,,,,80,0.0028,0.0153,-0.0018,5.3911,1.3300,1.8835,5.3882,1.3147,1.8853
1,Line,,,,,,,0.0097,,,,,,,,,,161,-0.0059,0.0020,0.0074,5.3921,1.2859,1.8962,5.3980,1.2839,1.8888
1,Line,,,,,,,0.0157,,,,,,,,,,119,-0.0065,0.0116,-0.0084,5.3921,1.2859,1.8962,5.3986,1.2744,1.9046
1,Line,,,,,,,0.0098,,,,,,,,,,161,-0.0060,0.0020,0.0075,5.3986,1.2744,1.9046,5.4046,1.2723,1.8971
1,Line,,,,,,,0.0157,,,,,,,,,,104,-0.0035,0.0138,-0.0066,5.3886,1.2997,1.8897,5.3921,1.2859,1.8962
1,Line,,,,,,,0.0120,,,,,,,,,,342,0.0075,-0.0024,-0.0090,5.4793,1.3069,1.9615,5.4718,1.3093,1.9705
1,Line,,,,,,,0.0157,,,,,,,,,,260,-0.0028,-0.0153,0.0017,5.4718,1.3093,1.9705,5.4746,1.3246,1.9688
1,Line,,,,,,,0.0121,,,,,,,,,,162,-0.0075,0.0024,0.0091,5.4746,1.3246,1.9688,5.4821,1.3222,1.9597
1,Line,,,,,,,0.0121,,,,,,,,,,162,-0.0076,0.0024,0.0091,5.4742,1.3396,1.9645,5.4818,1.3372,1.9554
1,Line,,,,,,,0.0157,,,,,,,,,,284,0.0035,-0.0138,0.0066,5.4742,1.3396,1.9645,5.4707,1.3534,1.9578
1,Line,,,,,,,0.0120,,,,,,,,,,162,-0.0075,0.0024,0.0091,5.4707,1.3534,1.9578,5.4782,1.3510,1.9488
1,Line,,,,,,,0.0157,,,,,,,,,,271,0.0004,-0.0151,0.0043,5.4746,1.3246,1.9688,5.4742,1.3396,1.9645
1,Line,,,,,,,0.0028,,,,,,,,,,248,-0.0010,-0.0026,-0.0002,5.4783,1.3043,1.9613,5.4793,1.3069,1.9615
1,Line,,,,,,,0.0115,,,,,,,,,,161,-0.0070,0.0024,0.0088,5.4650,1.2796,1.9572,5.4720,1.2772,1.9484
1,Line,,,,,,,0.0157,,,,,,,,,,210,-0.0118,-0.0068,-0.0078,5.4427,1.2628,1.9436,5.4545,1.2695,1.9514
1,Line,,,,,,,0.0112,,,,,,,,,,161,-0.0069,0.0023,0.0086,5.4545,1.2695,1.9514,5.4614,1.2672,1.9428
1,Line,,,,,,,0.0157,,,,,,,,,,224,-0.0105,-0.0101,-0.0058,5.4545,1.2695,1.9514,5.4650,1.2796,1.9572
1,Line,,,,,,,0.0129,,,,,,,,,,248,-0.0048,-0.0119,-0.0007,5.4735,1.2923,1.9606,5.4783,1.3043,1.9613
1,Line,,,,,,,0.0157,,,,,,,,,,236,-0.0084,-0.0127,-0.0035,5.4650,1.2796,1.9572,5.4735,1.2923,1.9606
1,Line,,,,,,,0.0118,,,,,,,,,,161,-0.0072,0.0024,0.0090,5.4735,1.2923,1.9606,5.4806,1.2899,1.9516
1,Line,,,,,,,0.0106,,,,,,,,,,162,-0.0066,0.0021,0.0080,5.4238,1.2619,1.9423,5.4304,1.2598,1.9344
1,Line,,,,,,,0.0097,,,,,,,,,,163,-0.0062,0.0019,0.0072,5.3799,1.2898,1.9107,5.3861,1.2879,1.9035
1,Line,,,,,,,0.0157,,,,,,,,,,92,-0.0004,0.0151,-0.0043,5.3760,1.3186,1.8997,5.3764,1.3035,1.9040
1,Line,,,,,,,0.0096,,,,,,,,,,163,-0.0062,0.0019,0.0071,5.3764,1.3035,1.9040,5.3826,1.3016,1.8969
1,Line,,,,,,,0.0157,,,,,,,,,,104,-0.0035,0.0137,-0.0067,5.3764,1.3035,1.9040,5.3799,1.2898,1.9107
1,Line,,,,,,,0.0100,,,,,,,,,,163,-0.0064,0.0020,0.0074,5.3949,1.2698,1.9292,5.4013,1.2678,1.9217
1,Line,,,,,,,0.0157,,,,,,,,,,119,-0.0063,0.0115,-0.0086,5.3799,1.2898,1.9107,5.3862,1.2783,1.9193
1,Line,,,,,,,0.0098,,,,,,,,,,163,-0.0063,0.0019,0.0073,5.3862,1.2783,1.9193,5.3925,1.2763,1.9120
1,Line,,,,,,,0.0157,,,,,,,,,,80,0.0027,0.0153,-0.0016,5.3787,1.3339,1.8981,5.3760,1.3186,1.8997
1,Line,,,,,,,0.0099,,,,,,,,,,163,-0.0064,0.0019,0.0074,5.3843,1.3485,1.8992,5.3907,1.3465,1.8918
