,1454.5729,2001.771,760.5483,,,,,,,,,,,,,,,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.5533,262.8489,1477.8122,2344.5533,262.8489
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.8457,263.0733,1477.8122,2344.8457,263.0733
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2315.1947,255.2852,1477.8122,2315.1947,255.2852
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.2911,263.303,1477.8122,2344.2911,263.303
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2318.2311,247.9549,1477.8122,2318.2311,247.9549
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2374.9475,263.1517,1477.8122,2374.9475,263.1517
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.7673,263.3657,1477.8122,2344.7673,263.3657
1,Line,42.3696,,,,,,,,,,,,,,,,89,0,16.6342,-38.8071,1548.5336,2331.8256,232.2096,1548.5336,2315.1915,271.0167
1,Line,42.3696,,,,,,,,,,,,,,,,89,0,16.6342,-38.8071,1558.886,2331.8256,232.2096,1558.886,2315.1915,271.0167
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2373.9118,271.0181,1477.8122,2373.9118,271.0181
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2359.7504,236.8301,1477.8122,2359.7504,236.8301
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.7673,262.9376,1477.8122,2344.7673,262.9376
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.2608,263.23,1477.8122,2344.2608,263.23
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.2911,263.0003,1477.8122,2344.2911,263.0003
1,Line,442.106,,,,,,,,,,,,,,,,89,-1.6324,172.1054,-405.554,1348.426,2154.9673,725.3466,1350.0584,1982.8619,1130.9006
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1310.1564,2148.1822,692.0793,1310.1564,2343.9296,235.5105
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1309.2476,2154.5044,694.7898,1309.2476,2350.2518,238.2209
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1312.8206,2142.2909,689.5536,1312.8206,2338.0382,232.9847
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1322.5822,2133.3499,685.7205,1322.5822,2329.0972,229.1516
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1317.0588,2137.2318,687.3847,1317.0588,2332.9792,230.8158
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1317.0588,2171.7771,702.1948,1317.0588,2367.5244,245.6259
1,Line,442.1052,,,,,,,,,,,,,,,,90,-1.8667,172.6235,-405.3318,1354.0494,2142.5325,720.0157,1355.9161,1969.909,1125.3475
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1322.5822,2175.659,703.8591,1322.5822,2371.4063,247.2902
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1310.1564,2160.8267,697.5002,1310.1564,2356.574,240.9313
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1312.8206,2166.718,700.0259,1312.8206,2362.4654,243.4571
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1361.6771,2148.1822,692.0793,1361.6771,2343.9296,235.5105
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1359.0128,2142.2909,689.5536,1359.0128,2338.0382,232.9847
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1362.5858,2154.5044,694.7898,1362.5858,2350.2518,238.2209
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1359.0128,2166.718,700.0259,1359.0128,2362.4654,243.4571
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1361.6771,2160.8267,697.5002,1361.6771,2356.574,240.9313
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1335.9167,2130.0773,684.3174,1335.9167,2325.8246,227.7486
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1329.0143,2130.9096,684.6743,1329.0143,2326.6569,228.1054
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1342.8192,2130.9096,684.6743,1342.8192,2326.6569,228.1054
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1354.7746,2137.2318,687.3847,1354.7746,2332.9792,230.8158
1,Line,498.5,,,,,,,,,,,,,,,,89,0,-195.7473,456.5689,1349.2513,2133.3499,685.7205,1349.2513,2329.0972,229.1516
1,Line,442.1026,,,,,,,,,,,,,,,,89,-0.374,172.2571,-405.4889,1318.2228,2151.3252,723.7852,1318.5968,1979.0681,1129.2741
1,Line,442.1033,,,,,,,,,,,,,,,,89,-0.5011,172.1054,-405.554,1321.2739,2154.9673,725.3466,1321.775,1982.8619,1130.9006
1,Line,442.1019,,,,,,,,,,,,,,,,89,-0.294,172.4339,-405.4131,1316.3048,2147.084,721.9669,1316.5988,1974.6501,1127.3801
1,Line,442.1009,,,,,,,,,,,,,,,,89,-0.294,172.8131,-405.2505,1316.3048,2137.9811,718.0644,1316.5988,1965.1679,1123.3149
1,Line,442.1014,,,,,,,,,,,,,,,,89,-0.2668,172.6235,-405.3318,1315.6506,2142.5325,720.0157,1315.9174,1969.909,1125.3475
1,Line,442.1057,,,,,,,,,,,,,,,,89,-1.2738,171.9157,-405.6353,1339.8191,2159.5187,727.2979,1341.0929,1987.603,1132.9332
1,Line,442.1059,,,,,,,,,,,,,,,,89,-1.4668,171.9889,-405.6039,1344.4497,2157.7619,726.5448,1345.9164,1985.773,1132.1486
1,Line,442.1052,,,,,,,,,,,,,,,,89,-1.0668,171.8908,-405.646,1334.85,2160.1179,727.5548,1335.9167,1988.2271,1133.2008
1,Line,442.104,,,,,,,,,,,,,,,,89,-0.6668,171.9889,-405.6039,1325.2503,2157.7619,726.5448,1325.917,1985.773,1132.1486
1,Line,442.1047,,,,,,,,,,,,,,,,89,-0.8597,171.9157,-405.6353,1329.8808,2159.5187,727.2979,1330.7405,1987.603,1132.9332
1,Line,442.1026,,,,,,,,,,,,,,,,89,-1.4668,173.2581,-405.0598,1344.4497,2127.3031,713.4866,1345.9164,1954.0451,1118.5464
1,Line,442.1019,,,,,,,,,,,,,,,,89,-1.2738,173.3313,-405.0284,1339.8191,2125.5463,712.7334,1341.0929,1952.2151,1117.7618
1,Line,442.1033,,,,,,,,,,,,,,,,89,-1.6324,173.1416,-405.1097,1348.426,2130.0978,714.6847,1350.0584,1956.9562,1119.7944
1,Line,442.1047,,,,,,,,,,,,,,,,90,-1.8395,172.8131,-405.2505,1353.3951,2137.9811,718.0644,1355.2346,1965.1679,1123.3149
1,Line,442.104,,,,,,,,,,,,,,,,90,-1.7596,172.9899,-405.1748,1351.4771,2133.7398,716.2461,1353.2367,1960.75,1121.4209
1,Line,442.1006,,,,,,,,,,,,,,,,89,-0.5011,173.1416,-405.1097,1321.2739,2130.0978,714.6847,1321.775,1956.9562,1119.7944
1,Line,442.1007,,,,,,,,,,,,,,,,89,-0.374,172.9899,-405.1748,1318.2228,2133.7398,716.2461,1318.5968,1960.75,1121.4209
1,Line,442.1007,,,,,,,,,,,,,,,,89,-0.6668,173.2581,-405.0598,1325.2503,2127.3031,713.4866,1325.917,1954.0451,1118.5464
1,Line,442.1014,,,,,,,,,,,,,,,,89,-1.0668,173.3562,-405.0177,1334.85,2124.9471,712.4765,1335.9167,1951.5909,1117.4942
1,Line,442.1009,,,,,,,,,,,,,,,,89,-0.8597,173.3313,-405.0284,1329.8808,2125.5463,712.7334,1330.7405,1952.2151,1117.7618
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2366.0452,241.6602,1477.8122,2366.0452,241.6602
1,Line,28.0936,,,,,,,,,,,,,,,,95,-1.4668,12.6065,-24.9539,1543.7101,2169.6362,703.1653,1545.1769,2157.0297,728.1192
1,Line,28.095,,,,,,,,,,,,,,,,96,-1.6324,12.49,-25.0038,1539.5681,2166.7251,701.9173,1541.2006,2154.2351,726.921
1,Line,28.0893,,,,,,,,,,,,,,,,94,-1.2738,12.6797,-24.9225,1548.5336,2171.4662,703.9498,1549.8074,2158.7865,728.8723
1,Line,28.0735,,,,,,,,,,,,,,,,92,-0.8597,12.6797,-24.9225,1558.886,2171.4662,703.9498,1559.7457,2158.7865,728.8723
1,Line,28.0824,,,,,,,,,,,,,,,,93,-1.0668,12.7046,-24.9118,1553.7098,2172.0904,704.2174,1554.7766,2159.3857,729.1292
1,Line,28.0203,,,,,,,,,,,,,,,,89,0,-11.9719,25.2259,1580.3789,2141.8003,721.5901,1580.3789,2153.7723,696.3642
1,Line,28.0112,,,,,,,,,,,,,,,,89,0.0363,-11.719,25.3343,1579.5065,2135.731,718.988,1579.4702,2147.4501,693.6537
1,Line,28.0322,,,,,,,,,,,,,,,,89,0.0363,-12.2248,25.1175,1579.5065,2147.8697,724.1921,1579.4702,2160.0945,699.0746
1,Line,28.0936,,,,,,,,,,,,,,,,96,-1.7596,12.3383,-25.0688,1536.3898,2162.9313,700.2908,1538.1494,2150.593,725.3596
1,Line,28.0461,,,,,,,,,,,,,,,,90,0.1429,-12.4605,25.0165,1576.9488,2153.5254,726.6168,1576.8059,2165.9858,701.6003
1,Line,28.0104,,,,,,,,,,,,,,,,91,-0.374,11.6056,-25.383,1571.0298,2144.6132,692.4375,1571.4037,2133.0076,717.8205
1,Line,28.0147,,,,,,,,,,,,,,,,90,-0.294,11.7823,-25.3072,1573.0277,2149.0312,694.3316,1573.3218,2137.2489,719.6388
1,Line,28.009,,,,,,,,,,,,,,,,91,-0.5011,11.4538,-25.448,1567.8515,2140.8194,690.8111,1568.3526,2129.3656,716.2591
1,Line,28.0147,,,,,,,,,,,,,,,,93,-0.8597,11.2642,-25.5293,1558.886,2136.0783,688.7785,1559.7457,2124.8142,714.3078
1,Line,28.0104,,,,,,,,,,,,,,,,92,-0.6668,11.3374,-25.4979,1563.7095,2137.9083,689.563,1564.3763,2126.5709,715.061
1,Line,28.052,,,,,,,,,,,,,,,,91,-0.5011,12.49,-25.0038,1567.8515,2166.7251,701.9173,1568.3526,2154.2351,726.921
1,Line,28.0632,,,,,,,,,,,,,,,,92,-0.6668,12.6065,-24.9539,1563.7095,2169.6362,703.1653,1564.3763,2157.0297,728.1192
1,Line,28.0409,,,,,,,,,,,,,,,,91,-0.374,12.3383,-25.0688,1571.0298,2162.9313,700.2908,1571.4037,2150.593,725.3596
1,Line,28.0216,,,,,,,,,,,,,,,,90,-0.2668,11.9719,-25.2259,1573.7092,2153.7723,696.3642,1573.976,2141.8003,721.5901
1,Line,28.0305,,,,,,,,,,,,,,,,90,-0.294,12.1616,-25.1446,1573.0277,2158.5133,698.3967,1573.3218,2146.3518,723.5413
1,Line,28.1182,,,,,,,,,,,,,,,,96,1.8211,-12.6628,24.9297,1536.673,2158.3821,728.6989,1534.8519,2171.0449,703.7692
1,Line,28.1162,,,,,,,,,,,,,,,,95,1.6001,-12.8181,24.8631,1541.9754,2162.1087,730.2966,1540.3753,2174.9268,705.4335
1,Line,28.1162,,,,,,,,,,,,,,,,97,1.9906,-12.4605,25.0165,1532.6043,2153.5254,726.6168,1530.6137,2165.9858,701.6003
1,Line,28.1014,,,,,,,,,,,,,,,,98,2.1335,-11.9719,25.2259,1529.1742,2141.8003,721.5901,1527.0407,2153.7723,696.3642
1,Line,28.1105,,,,,,,,,,,,,,,,97,2.0972,-12.2248,25.1175,1530.0466,2147.8697,724.1921,1527.9494,2160.0945,699.0746
1,Line,28.0609,,,,,,,,,,,,,,,,90,0.3124,-12.6628,24.9297,1572.8802,2158.3821,728.6989,1572.5677,2171.0449,703.7692
1,Line,28.0757,,,,,,,,,,,,,,,,91,0.5334,-12.8181,24.8631,1567.5777,2162.1087,730.2966,1567.0444,2174.9268,705.4335
1,Line,28.0896,,,,,,,,,,,,,,,,92,0.7907,-12.9157,24.8213,1561.4029,2164.4514,731.3009,1560.6123,2177.3671,706.4796
1,Line,28.1105,,,,,,,,,,,,,,,,94,1.3429,-12.9157,24.8213,1548.1502,2164.4514,731.3009,1546.8073,2177.3671,706.4796
1,Line,28.1014,,,,,,,,,,,,,,,,93,1.0668,-12.949,24.807,1554.7766,2165.2504,731.6435,1553.7098,2178.1994,706.8365
1,Line,28.0112,,,,,,,,,,,,,,,,92,0.7907,-11.0281,25.6305,1561.4029,2119.1493,711.8792,1560.6123,2130.1774,686.2487
1,Line,28.0203,,,,,,,,,,,,,,,,94,1.0668,-10.9948,25.6448,1554.7766,2118.3503,711.5366,1553.7098,2129.3451,685.8918
1,Line,28.0054,,,,,,,,,,,,,,,,91,0.5334,-11.1257,25.5887,1567.5777,2121.492,712.8835,1567.0444,2132.6177,687.2949
1,Line,28.0054,,,,,,,,,,,,,,,,90,0.1429,-11.4834,25.4353,1576.9488,2130.0753,716.5633,1576.8059,2141.5587,691.128
1,Line,28.0035,,,,,,,,,,,,,,,,90,0.3124,-11.281,25.5221,1572.8802,2125.2186,714.4812,1572.5677,2136.4997,688.9591
1,Line,28.0757,,,,,,,,,,,,,,,,97,1.9906,-11.4834,25.4353,1532.6043,2130.0753,716.5633,1530.6137,2141.5587,691.128
1,Line,28.0896,,,,,,,,,,,,,,,,98,2.0972,-11.719,25.3343,1530.0466,2135.731,718.988,1527.9494,2147.4501,693.6537
1,Line,28.0609,,,,,,,,,,,,,,,,97,1.8211,-11.281,25.5221,1536.673,2125.2186,714.4812,1534.8519,2136.4997,688.9591
1,Line,28.0322,,,,,,,,,,,,,,,,95,1.3429,-11.0281,25.6305,1548.1502,2119.1493,711.8792,1546.8073,2130.1774,686.2487
1,Line,28.0461,,,,,,,,,,,,,,,,96,1.6001,-11.1257,25.5887,1541.9754,2121.492,712.8835,1540.3753,2132.6177,687.2949
1,Line,28.0216,,,,,,,,,,,,,,,,94,-1.0668,11.2392,-25.54,1553.7098,2135.4541,688.5109,1554.7766,2124.215,714.0509
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2359.7504,289.4732,1477.8122,2359.7504,289.4732
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2352.4199,233.7938,1477.8122,2352.4199,233.7938
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.6316,262.8592,1477.8122,2344.6316,262.8592
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.5533,293.5452,1477.8122,2344.5533,293.5452
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.5533,263.4544,1477.8122,2344.5533,263.4544
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.2608,263.0733,1477.8122,2344.2608,263.0733
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2323.0613,284.6431,1477.8122,2323.0613,284.6431
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.6316,263.4441,1477.8122,2344.6316,263.4441
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.4019,263.4138,1477.8122,2344.4019,263.4138
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2314.1591,263.1517,1477.8122,2314.1591,263.1517
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.7046,263.4138,1477.8122,2344.7046,263.4138
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.7046,262.8895,1477.8122,2344.7046,262.8895
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.3392,263.3657,1477.8122,2344.3392,263.3657
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2366.0452,284.6431,1477.8122,2366.0452,284.6431
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.4749,262.8592,1477.8122,2344.4749,262.8592
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.2505,263.1517,1477.8122,2344.2505,263.1517
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.8155,263.0003,1477.8122,2344.8155,263.0003
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.8457,263.23,1477.8122,2344.8457,263.23
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.4019,262.8895,1477.8122,2344.4019,262.8895
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2370.8754,278.3484,1477.8122,2370.8754,278.3484
1,Line,442.1057,,,,,,,,,,,,,,,,89,-1.8395,-172.4339,405.4131,1534.3919,1973.9179,1128.9545,1536.2314,2146.3518,723.5413
1,Line,28.0824,,,,,,,,,,,,,,,,97,-1.8667,11.9719,-25.2259,1533.7104,2153.7723,696.3642,1535.5772,2141.8003,721.5901
1,Circle,,2922.4666,1477.8122,2344.5533,263.1517,30.5,,,191.6372,61,,,,,,,,,,,,,,,,
1,Circle,,0.2899,1477.8122,2344.5533,263.1517,0.3038,,,1.9088,0.6076,,,,,,,,,,,,,,,,
1,Circle,,0.2899,1584.2088,2344.5533,263.1517,0.3038,,,1.9088,0.6076,,,,,,,,,,,,,,,,
1,Line,28.0409,,,,,,,,,,,,,,,,95,-1.4668,11.3374,-25.4979,1543.7101,2137.9083,689.563,1545.1769,2126.5709,715.061
1,Line,28.0305,,,,,,,,,,,,,,,,94,-1.2738,11.2642,-25.5293,1548.5336,2136.0783,688.7785,1549.8074,2124.8142,714.3078
1,Line,28.052,,,,,,,,,,,,,,,,96,-1.6324,11.4538,-25.448,1539.5681,2140.8194,690.8111,1541.2006,2129.3656,716.2591
1,Line,28.0735,,,,,,,,,,,,,,,,97,-1.8395,11.7823,-25.3072,1534.3919,2149.0312,694.3316,1536.2314,2137.2489,719.6388
1,Line,28.0632,,,,,,,,,,,,,,,,96,-1.7596,11.6056,-25.383,1536.3898,2144.6132,692.4375,1538.1494,2133.0076,717.8205
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2336.6867,233.7938,1477.8122,2336.6867,233.7938
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2318.2311,278.3484,1477.8122,2318.2311,278.3484
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.3392,262.9376,1477.8122,2344.3392,262.9376
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2323.0613,241.6602,1477.8122,2323.0613,241.6602
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2370.8754,247.9549,1477.8122,2370.8754,247.9549
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2329.3562,289.4732,1477.8122,2329.3562,289.4732
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2373.9118,255.2852,1477.8122,2373.9118,255.2852
1,Circle,,2922.4666,1584.2088,2344.5533,263.1517,30.5,,,191.6372,61,,,,,,,,,,,,,,,,
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.5533,232.7581,1477.8122,2344.5533,232.7581
1,Line,106.4,,,,,,,,,,,,,,,,180,106.3966,0,0,1584.2088,2344.4749,263.4441,1477.8122,2344.4749,263.4441
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.2071,261.2849,1411.8143,2345.2071,261.2849
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.0714,261.7913,1411.8143,2345.0714,261.7913
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2366.7774,283.0688,1411.8143,2366.7774,283.0688
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.2855,261.2745,1411.8143,2345.2855,261.2745
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2366.7774,240.0858,1411.8143,2366.7774,240.0858
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2371.6076,276.774,1411.8143,2371.6076,276.774
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.5779,261.6556,1411.8143,2345.5779,261.6556
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.1341,261.3151,1411.8143,2345.1341,261.3151
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.4368,261.8395,1411.8143,2345.4368,261.8395
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.4368,261.3151,1411.8143,2345.4368,261.3151
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2337.4189,290.9352,1411.8143,2337.4189,290.9352
1,Line,70.7236,,,,,,,,,,,,,,,,180,-70.7214,-0.0032,-0.0014,1341.0929,2315.9237,269.4423,1411.8143,2315.9269,269.4437
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.5882,261.5773,1411.8143,2345.5882,261.5773
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2360.4826,235.2557,1411.8143,2360.4826,235.2557
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2353.1521,290.9352,1411.8143,2353.1521,290.9352
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.5779,261.4989,1411.8143,2345.5779,261.4989
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.5476,261.7286,1411.8143,2345.5476,261.7286
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.0233,261.7286,1411.8143,2345.0233,261.7286
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2330.0883,235.2557,1411.8143,2330.0883,235.2557
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2315.9269,253.7108,1411.8143,2315.9269,253.7108
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2371.6076,246.3805,1411.8143,2371.6076,246.3805
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.0714,261.3632,1411.8143,2345.0714,261.3632
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2323.7935,240.0858,1411.8143,2323.7935,240.0858
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2344.993,261.4989,1411.8143,2344.993,261.4989
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2323.7935,283.0688,1411.8143,2323.7935,283.0688
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.2071,261.8697,1411.8143,2345.2071,261.8697
1,Circle,,2922.4666,1305.4177,2345.2855,261.5773,30.5,,,191.6372,61,,,,,,,,,,,,,,,,
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.2855,231.1837,1411.8143,2345.2855,231.1837
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2337.4189,232.2194,1411.8143,2337.4189,232.2194
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2318.9633,276.774,1411.8143,2318.9633,276.774
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.2855,261.88,1411.8143,2345.2855,261.88
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.3638,261.2849,1411.8143,2345.3638,261.2849
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.2855,291.9708,1411.8143,2345.2855,291.9708
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2344.9827,261.5773,1411.8143,2344.9827,261.5773
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.5476,261.4259,1411.8143,2345.5476,261.4259
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2314.8912,261.5773,1411.8143,2314.8912,261.5773
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.3638,261.8697,1411.8143,2345.3638,261.8697
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2345.1341,261.8395,1411.8143,2345.1341,261.8395
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2360.4826,287.8988,1411.8143,2360.4826,287.8988
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2353.1521,232.2194,1411.8143,2353.1521,232.2194
1,Line,106.4,,,,,,,,,,,,,,,,180,-106.3966,0,0,1305.4177,2374.644,269.4437,1411.8143,2374.644,269.4437
1,Line,14.2,,,,,,,,,,,,,,,,180,14.1995,0,0,1494.5615,2435.7865,447.4915,1480.3619,2435.7865,447.4915
1,Group_99,,,,,,,,,,,1476.197,2112.4216,100.4019,1,1,1,,,,,,,,,,
1,Line,14.2,,,,,,,,,,,,,,,,180,14.1995,0,0,1494.5615,2344.4915,561.4973,1480.3619,2344.4915,561.4973
1,Line,14.2,,,,,,,,,,,,,,,,180,14.1995,0,0,1494.5615,2392.9979,387.3938,1480.3619,2392.9979,387.3938
1,Line,14.2,,,,,,,,,,,,,,,,180,14.1995,0,0,1494.5615,2415.2316,378.1015,1480.3619,2415.2316,378.1015
1,Line,6,,,,,,,,,,,,,,,,180,5.9996,0,-0.0535,1321.7285,1891.6602,1221.262,1315.7289,1891.6602,1221.3154
1,Line,6,,,,,,,,,,,,,,,,180,5.9996,0,-0.0535,1320.9995,1920.6669,1140.0759,1314.9999,1920.6669,1140.1294
1,Line,123.1272,,,,,,,,,,,,,,,,90,-0.4403,-112.4768,-49.0306,1314.9999,1920.6669,1140.1294,1315.4402,2033.1437,1189.16
1,Group_149,,,,,,,,,,,1318.9967,1985.8533,1183.8423,0.39,0.78,0.78,,,,,,,,,,
1,Line,141.847,,,,,,,,,,,,,,,,90,0,141.3551,0,1315.7289,2033.0152,1221.3154,1315.7289,1891.6602,1221.3154
1,Line,14.2,,,,,,,,,,,,,,,,180,14.1995,0,0,1494.5615,2431.714,405.5909,1480.3619,2431.714,405.5909
1,Line,14.2,,,,,,,,,,,,,,,,180,14.1995,0,0,1494.5615,2429.3097,481.391,1480.3619,2429.3097,481.391
1,Line,14.2,,,,,,,,,,,,,,,,180,14.1995,0,0,1494.5615,2393.4795,387.6981,1480.3619,2393.4795,387.6981
1,Line,14.2,,,,,,,,,,,,,,,,180,14.1995,0,0,1494.5615,2411.2293,518.2358,1480.3619,2411.2293,518.2358
