,1454.5729,2001.771,760.5483,,,,,,,,,,,,,,,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,44.5758,,,,,,,,,,,,,,,,105,-9.9685,39.5611,22.0001,1364.7912,383.6342,812.6874,1374.361,345.6555,791.5674
1,Line,43.8852,,,,,,,,,,,,,,,,88,1.2482,45.2181,-5.9861,1393.7046,555.554,824.0506,1392.5064,512.1446,829.7973
1,Line,43.9684,,,,,,,,,,,,,,,,85,4.1826,45.4228,-3.0513,1392.5064,555.4198,823.3866,1388.4911,511.8138,826.3159
1,Line,46.138,,,,,,,,,,,,,,,,82,-6.0807,-44.0848,17.9164,1387.8672,513.2326,841.2504,1393.7046,555.554,824.0506
1,Line,47.4841,,,,,,,,,,,,,,,,85,3.9013,44.892,-20.1764,1414.5148,557.4051,833.2089,1410.7696,514.3087,852.5783
1,Line,52.3102,,,,,,,,,,,,,,,,64,23.8567,48.6675,4.7564,1410.7696,559.9534,845.8166,1387.8672,513.2326,841.2504
1,Line,41.7866,,,,,,,,,,,,,,,,90,0.2179,-42.9352,6.6502,1374.361,510.3153,810.5413,1374.1518,551.533,804.1572
1,Line,41.9074,,,,,,,,,,,,,,,,93,2.6176,-41.864,11.7983,1374.1518,510.2892,810.2669,1371.6389,550.4787,798.9406
1,Line,44.5758,,,,,,,,,,,,,,,,77,-9.9685,-41.9909,16.9073,1364.7912,511.2764,820.6584,1374.361,551.5876,804.4273
1,Line,46.1786,,,,,,,,,,,,,,,,80,7.5733,43.5486,-18.7544,1388.4911,554.7269,819.9588,1381.2207,512.9203,837.963
1,Line,49.8879,,,,,,,,,,,,,,,,111,17.114,-42.3758,24.5568,1381.2207,512.9203,837.963,1364.7912,553.601,814.3885
1,Line,83.7716,,,,,,,,,,,,,,,,24,-79.7732,-34.9164,5.1725,1368.2833,503.2344,736.0045,1444.8655,536.7542,731.039
1,Line,45.4011,,,,,,,,,,,,,,,,83,5.788,46.2758,-7.3188,1444.8655,557.699,834.6632,1439.3091,513.2743,841.6893
1,Line,45.9335,,,,,,,,,,,,,,,,65,-15.6819,-32.4273,31.3745,1353.2286,505.624,761.1585,1368.2833,536.7542,731.039
1,Line,42.6783,,,,,,,,,,,,,,,,69,15.5471,40.2353,-10.4595,1365.3199,507.4725,780.6168,1350.3947,468.8466,790.6579
1,Line,47.3187,,,,,,,,,,,,,,,,85,-2.952,-34.8879,34.5646,1350.3947,508.2677,788.9874,1353.2286,541.7601,755.8054
1,Line,45.1414,,,,,,,,,,,,,,,,85,3.6787,46.3485,-6.4269,1420.9792,557.6773,834.5555,1417.4476,513.1827,840.7254
1,Line,45.0348,,,,,,,,,,,,,,,,86,3.0549,46.3565,-5.8615,1417.4476,557.5945,834.1463,1414.5148,513.0923,839.7733
1,Line,47.4748,,,,,,,,,,,,,,,,86,-2.9672,-45.0666,19.9203,1418.1306,514.4133,853.679,1420.9792,557.6773,834.5555
1,Line,48.3048,,,,,,,,,,,,,,,,89,0.8236,44.8786,-22.5336,1439.3091,557.7864,835.0954,1438.5184,514.7029,856.7276
1,Line,50.8697,,,,,,,,,,,,,,,,66,21.2373,48.2977,-3.9344,1438.5184,560.7791,849.9019,1418.1306,514.4133,853.679
1,Line,47.2862,,,,,,,,,,,,,,,,109,8.2357,-19.4781,44.3872,1360.1595,706.7248,742.8191,1352.2533,725.4237,700.2073
1,Line,47.2862,,,,,,,,,,,,,,,,103,-8.2357,38.4803,29.4777,1352.2533,555.7934,40.8258,1360.1595,518.8523,12.5272
1,Line,39.1709,,,,,,,,,,,,,,,,90,-0.1036,40.0851,7.2073,1365.4084,553.8835,49.389,1365.5078,515.4018,42.4699
1,Line,44.6719,,,,,,,,,,,,,,,,73,-11.9577,-40.9591,-18.3644,1360.1595,518.8523,12.5272,1371.6389,558.173,30.1571
1,Line,41.9074,,,,,,,,,,,,,,,,94,-2.6176,41.6195,12.6338,1371.6389,558.173,30.1571,1374.1518,518.2183,18.0286
1,Line,41.7866,,,,,,,,,,,,,,,,90,-0.2179,42.7935,7.5081,1374.1518,559.3316,24.9626,1374.361,518.2499,17.7548
1,Line,39.187,,,,,,,,,,,,,,,,90,0.0922,-25.4183,31.8433,1365.4084,719.6185,693.6289,1365.3199,744.02,663.0593
1,Line,39.187,,,,,,,,,,,,,,,,90,-0.0922,39.0568,11.6056,1365.3199,552.8479,54.032,1365.4084,515.3533,42.8906
1,Line,41.9074,,,,,,,,,,,,,,,,95,2.6176,-26.9337,34.1515,1374.1518,736.1779,712.3939,1371.6389,762.0342,679.6084
1,Line,42.6134,,,,,,,,,,,,,,,,70,13.8068,39.1853,15.4176,1365.5078,553.9756,48.9757,1352.2533,516.3577,34.1747
1,Line,41.7866,,,,,,,,,,,,,,,,90,0.2179,-30.8263,30.6162,1374.361,736.3603,712.6005,1374.1518,765.9535,683.209
1,Line,47.4841,,,,,,,,,,,,,,,,85,-3.9013,-44.4792,-21.0709,1410.7696,523.0839,-24.1938,1414.5148,565.7839,-3.9658
1,Line,52.3102,,,,,,,,,,,,,,,,64,-23.8567,-48.7529,3.7814,1387.8672,521.7812,-12.8898,1410.7696,568.5841,-16.5199
1,Line,46.138,,,,,,,,,,,,,,,,82,6.0807,43.7173,18.7952,1393.7046,563.7499,5.1536,1387.8672,521.7812,-12.8898
1,Line,47.4748,,,,,,,,,,,,,,,,86,2.9672,44.6589,20.8182,1420.9792,566.083,-5.3067,1418.1306,523.2105,-25.2922
1,Line,45.0348,,,,,,,,,,,,,,,,86,-3.0549,-46.2299,-6.7881,1414.5148,521.6114,-11.4158,1417.4476,565.9921,-4.8992
1,Line,46.1786,,,,,,,,,,,,,,,,80,-7.5733,-43.1645,-19.6222,1381.2207,521.4032,-9.6092,1388.4911,562.8411,9.2281
1,Line,44.5758,,,,,,,,,,,,,,,,76,9.9685,41.6441,17.7444,1374.361,559.3916,24.6936,1364.7912,519.4133,7.659
1,Line,43.9684,,,,,,,,,,,,,,,,85,-4.1826,-45.3527,-3.9598,1388.4911,520.0639,2.0134,1392.5064,563.6024,5.8148
1,Line,49.8879,,,,,,,,,,,,,,,,113,-17.114,41.8758,25.4,1364.7912,561.604,14.7748,1381.2207,521.4032,-9.6092
1,Line,43.8852,,,,,,,,,,,,,,,,88,-1.2482,-45.0893,-6.8899,1392.5064,520.4642,-1.4607,1393.7046,563.7499,5.1536
1,Line,45.0348,,,,,,,,,,,,,,,,74,-3.0549,-12.6021,-44.9932,1414.5148,880.9455,285.564,1417.4476,893.0435,328.7575
1,Line,42.6783,,,,,,,,,,,,,,,,131,-15.5471,15.3843,-38.6206,1350.3947,847.0949,456.8824,1365.3199,832.326,493.9581
1,Line,45.1414,,,,,,,,,,,,,,,,76,-3.6787,-12.9802,44.9546,1417.4476,879.2051,550.3494,1420.9792,891.666,507.193
1,Line,45.0348,,,,,,,,,,,,,,,,86,-3.0549,-46.6862,-1.9187,1414.5148,476.9021,-14.2077,1417.4476,521.7209,-12.3658
1,Line,47.4748,,,,,,,,,,,,,,,,43,-2.9672,-0.1318,49.2718,1418.1306,891.5395,554.4939,1420.9792,891.666,507.193
1,Line,47.3187,,,,,,,,,,,,,,,,109,-2.952,12.4905,47.4954,1350.3947,815.432,570.4873,1353.2286,803.4411,524.8917
1,Line,42.6783,,,,,,,,,,,,,,,,118,-15.5471,26.566,-31.9764,1350.3947,815.432,570.4873,1365.3199,789.9287,601.1847
1,Line,45.9335,,,,,,,,,,,,,,,,152,-15.6819,10.9581,43.7695,1353.2286,790.0091,558.8623,1368.2833,779.4893,516.8436
1,Line,45.1414,,,,,,,,,,,,,,,,70,-3.6787,-12.0778,-45.2054,1417.4476,881.858,285.2776,1420.9792,893.4527,328.6748
1,Line,43.8852,,,,,,,,,,,,,,,,84,-1.2482,-12.0451,-43.9926,1392.5064,871.3844,288.5651,1393.7046,882.9476,330.798
1,Line,83.7716,,,,,,,,,,,,,,,,24,79.7732,35.2289,2.2,1444.8655,509.6786,92.135,1368.2833,475.8589,90.023
1,Line,45.4011,,,,,,,,,,,,,,,,83,-5.788,-46.7291,-3.3776,1439.3091,476.9213,-16.1323,1444.8655,521.7812,-12.8898
1,Line,47.3187,,,,,,,,,,,,,,,,85,2.952,37.6871,31.4891,1353.2286,512.5712,67.0338,1350.3947,476.3915,36.8043
1,Line,42.6783,,,,,,,,,,,,,,,,68,-15.5471,-38.6214,-15.3839,1350.3947,515.7713,39.2634,1365.3199,552.8479,54.032
1,Line,45.9335,,,,,,,,,,,,,,,,65,15.6819,34.9654,28.5187,1368.2833,509.6786,92.135,1353.2286,476.1118,64.757
1,Line,47.4748,,,,,,,,,,,,,,,,86,2.9672,46.5904,16.0362,1420.9792,521.7687,-12.7806,1418.1306,477.0419,-28.1753
1,Line,47.4841,,,,,,,,,,,,,,,,85,-3.9013,-46.4381,-16.3062,1410.7696,477.0308,-27.0697,1414.5148,521.6114,-11.4158
1,Line,45.1414,,,,,,,,,,,,,,,,85,-3.6787,-46.7261,-2.4828,1417.4476,476.9117,-15.1641,1420.9792,521.7687,-12.7806
1,Line,48.3048,,,,,,,,,,,,,,,,89,-0.8236,-46.6242,-18.656,1438.5184,477.0725,-31.2375,1439.3091,521.8317,-13.3277
1,Line,50.8697,,,,,,,,,,,,,,,,66,-21.2373,-48.4575,0.1657,1418.1306,477.0419,-28.1753,1438.5184,523.561,-28.3344
1,Line,42.6134,,,,,,,,,,,,,,,,61,-13.8068,-23.3453,35.045,1352.2533,725.4237,700.2073,1365.5078,747.8352,666.5641
1,Line,47.4841,,,,,,,,,,,,,,,,85,-3.9013,-42.033,-25.6047,1410.7696,568.5841,-16.5199,1414.5148,608.9357,8.0606
1,Line,43.9684,,,,,,,,,,,,,,,,85,-4.1826,-44.6903,-8.6786,1388.4911,562.8411,9.2281,1392.5064,605.7438,17.5596
1,Line,45.0348,,,,,,,,,,,,,,,,86,-3.0549,-45.2671,-11.5831,1414.5148,565.7839,-3.9658,1417.4476,609.2404,7.154
1,Line,47.4748,,,,,,,,,,,,,,,,86,2.9672,42.2381,25.3722,1420.9792,609.3733,6.7583,1418.1306,568.8247,-17.5991
1,Line,52.3102,,,,,,,,,,,,,,,,64,-23.8567,-48.8811,-1.3353,1387.8672,566.1069,-5.4139,1410.7696,613.0328,-4.1321
1,Line,46.1786,,,,,,,,,,,,,,,,79,-7.5733,-40.8769,-24.0265,1381.2207,565.3881,-2.1909,1388.4911,604.6299,20.8745
1,Line,49.8879,,,,,,,,,,,,,,,,115,-17.114,38.9913,29.638,1364.7912,602.8197,26.2615,1381.2207,565.3881,-2.1909
1,Line,44.5758,,,,,,,,,,,,,,,,75,9.9685,39.5611,22.0001,1374.361,599.5826,35.8948,1364.7912,561.604,14.7748
1,Line,46.138,,,,,,,,,,,,,,,,81,6.0807,41.5132,23.2618,1393.7046,605.9596,16.9174,1387.8672,566.1069,-5.4139
1,Line,43.8852,,,,,,,,,,,,,,,,88,-1.2482,-44.122,-11.5652,1392.5064,563.6024,5.8148,1393.7046,605.9596,16.9174
1,Line,47.3187,,,,,,,,,,,,,,,,84,2.952,30.3165,38.6364,1353.2286,583.7821,82.9163,1350.3947,554.6783,45.8253
1,Line,45.9335,,,,,,,,,,,,,,,,59,15.6819,28.2719,35.165,1368.2833,575.7338,106.8676,1353.2286,548.5928,73.1091
1,Line,83.7716,,,,,,,,,,,,,,,,23,79.7732,34.0016,9.4762,1444.8655,575.7338,106.8676,1368.2833,543.0923,97.7704
1,Line,39.187,,,,,,,,,,,,,,,,90,-0.0922,35.7903,19.4722,1365.3199,625.882,78.5724,1365.4084,591.5232,59.8791
1,Line,45.0348,,,,,,,,,,,,,,,,95,3.0549,-35.3746,-30.5268,1417.4476,728.1956,69.2707,1414.5148,762.1552,98.5764
1,Line,50.8697,,,,,,,,,,,,,,,,66,-21.2373,-47.433,-9.9126,1418.1306,568.8247,-17.5991,1438.5184,614.3604,-8.083
1,Line,45.1414,,,,,,,,,,,,,,,,85,-3.6787,-45.1888,-12.1432,1417.4476,565.9921,-4.8992,1420.9792,609.3733,6.7583
1,Line,45.9335,,,,,,,,,,,,,,,,20,-15.6819,-3.104,45.0134,1353.2286,729.6259,649.8358,1368.2833,732.6058,606.6229
1,Line,45.4011,,,,,,,,,,,,,,,,82,-5.788,-45.0057,-13.0191,1439.3091,566.2029,-5.8442,1444.8655,609.4083,6.6541
1,Line,48.3048,,,,,,,,,,,,,,,,89,-0.8236,-41.7264,-27.9418,1438.5184,569.4914,-20.5879,1439.3091,609.5488,6.2362
1,Line,83.7716,,,,,,,,,,,,,,,,23,79.7732,34.8059,5.8702,1444.8655,543.0923,97.7704,1368.2833,509.6786,92.135
1,Line,45.4011,,,,,,,,,,,,,,,,83,-5.788,-46.12,-8.2435,1439.3091,521.8317,-13.3277,1444.8655,566.1069,-5.4139
1,Line,45.9335,,,,,,,,,,,,,,,,62,15.6819,31.7928,32.0173,1368.2833,543.0923,97.7704,1353.2286,512.5712,67.0338
1,Line,42.6783,,,,,,,,,,,,,,,,66,-15.5471,-36.8017,-19.3366,1350.3947,554.6783,45.8253,1365.3199,590.008,64.3885
1,Line,47.3187,,,,,,,,,,,,,,,,85,2.952,34.1891,35.2559,1353.2286,548.5928,73.1091,1350.3947,515.7713,39.2634
1,Line,39.1709,,,,,,,,,,,,,,,,90,0.1036,-28.7757,28.8216,1365.5078,719.8987,693.9464,1365.4084,747.5233,666.2777
1,Line,47.2862,,,,,,,,,,,,,,,,114,8.2357,-14.7316,46.1801,1360.1595,739.8421,716.5461,1352.2533,753.9844,672.2133
1,Line,50.8697,,,,,,,,,,,,,,,,66,-21.2373,-48.2093,-4.9003,1418.1306,523.2105,-25.2922,1438.5184,569.4914,-20.5879
1,Line,48.3048,,,,,,,,,,,,,,,,89,-0.8236,-44.4186,-23.4273,1438.5184,523.561,-28.3344,1439.3091,566.2029,-5.8442
1,Line,45.1414,,,,,,,,,,,,,,,,85,-3.6787,-46.2106,-7.3533,1417.4476,521.7209,-12.3658,1420.9792,566.083,-5.3067
1,Line,41.7866,,,,,,,,,,,,,,,,90,-0.2179,41.7742,11.94,1374.1518,599.4949,36.1561,1374.361,559.3916,24.6936
1,Line,44.6719,,,,,,,,,,,,,,,,72,-11.9577,-38.8151,-22.5451,1360.1595,560.5372,19.5576,1371.6389,597.7996,41.201
1,Line,41.9074,,,,,,,,,,,,,,,,94,-2.6176,40.0708,16.9149,1371.6389,597.7996,41.201,1374.1518,559.3316,24.9626
1,Line,83.7716,,,,,,,,,,,,,,,,163,79.7732,-22.4868,27.207,1444.8655,711.0185,632.7417,1368.2833,732.6058,606.6229
1,Line,44.6719,,,,,,,,,,,,,,,,64,11.9577,23.1168,-38.4768,1371.6389,762.0342,679.6084,1360.1595,739.8421,716.5461
1,Line,42.6134,,,,,,,,,,,,,,,,69,13.8068,37.3591,19.4291,1365.5078,591.6581,59.4777,1352.2533,555.7934,40.8258
1,Line,39.187,,,,,,,,,,,,,,,,90,-0.0922,37.6297,15.6245,1365.3199,590.008,64.3885,1365.4084,553.8835,49.389
1,Line,83.7716,,,,,,,,,,,,,,,,159,-79.7732,31.2883,16.3383,1368.2833,637.2824,135.0115,1444.8655,607.2456,119.3268
1,Line,39.1709,,,,,,,,,,,,,,,,90,-0.1036,39.1121,11.3578,1365.4084,591.5232,59.8791,1365.5078,553.9756,48.9757
1,Line,47.2862,,,,,,,,,,,,,,,,104,-8.2357,35.1882,33.3384,1352.2533,594.3179,51.5625,1360.1595,560.5372,19.5576
1,Line,39.187,,,,,,,,,,,,,,,,89,0.0922,-14.3339,38.1393,1365.4084,794.0245,603.6043,1365.3199,807.7851,566.9906
1,Line,45.1414,,,,,,,,,,,,,,,,85,-3.6787,-46.2212,7.2862,1417.4476,387.6436,-6.6841,1420.9792,432.0159,-13.6788
1,Line,42.6783,,,,,,,,,,,,,,,,134,-15.5471,18.5966,37.1806,1350.3947,842.1016,339.0535,1365.3199,824.2488,303.3602
1,Line,39.1709,,,,,,,,,,,,,,,,93,-0.1036,9.7197,39.5502,1365.4084,838.5227,339.7769,1365.5078,829.1918,301.8087
1,Line,47.4748,,,,,,,,,,,,,,,,93,2.9672,-45.0666,19.9203,1420.9792,387.5609,-7.0934,1418.1306,430.8248,-26.2168
1,Line,45.0348,,,,,,,,,,,,,,,,86,-3.0549,-46.065,7.8297,1414.5148,387.833,-5.7467,1417.4476,432.0554,-13.2632
1,Line,45.9335,,,,,,,,,,,,,,,,137,15.6819,-11.832,43.5414,1368.2833,781.4917,316.781,1353.2286,792.8503,274.9812
1,Line,39.187,,,,,,,,,,,,,,,,90,-0.0922,30.9596,26.4877,1365.3199,692.2177,117.7609,1365.4084,662.4965,92.3327
1,Line,47.3187,,,,,,,,,,,,,,,,99,2.952,-13.4387,47.2359,1353.2286,805.5997,309.2139,1350.3947,818.5008,263.8674
1,Line,39.187,,,,,,,,,,,,,,,,98,-0.0922,5.2833,40.3998,1365.3199,833.8597,340.7193,1365.4084,828.7877,301.9355
1,Line,39.1709,,,,,,,,,,,,,,,,90,-0.1036,33.688,22.8879,1365.4084,695.0523,113.9405,1365.5078,662.7119,91.9681
1,Line,45.9335,,,,,,,,,,,,,,,,114,15.6819,-32.4273,31.3745,1368.2833,408.4839,96.4232,1353.2286,439.6141,66.3037
1,Line,47.3187,,,,,,,,,,,,,,,,94,2.952,-34.8879,34.5646,1353.2286,403.4781,71.6568,1350.3947,436.9704,38.4748
1,Line,42.6783,,,,,,,,,,,,,,,,69,-15.5471,-40.976,-7.0181,1350.3947,436.9704,38.4748,1365.3199,476.3074,45.2121
1,Line,42.6134,,,,,,,,,,,,,,,,71,13.8068,41.5346,6.9338,1365.5078,476.3592,40.0318,1352.2533,436.486,33.3754
1,Line,39.1709,,,,,,,,,,,,,,,,90,-0.1036,-40.6703,2.1644,1365.4084,437.3157,42.1096,1365.5078,476.3592,40.0318
1,Line,45.4011,,,,,,,,,,,,,,,,83,-5.788,-46.4102,6.4115,1439.3091,387.4517,-7.6332,1444.8655,432.0055,-13.7882
1,Line,48.3048,,,,,,,,,,,,,,,,91,-0.8236,44.8786,-22.5336,1438.5184,430.5352,-29.2654,1439.3091,387.4517,-7.6332
1,Line,50.8697,,,,,,,,,,,,,,,,123,21.2373,-35.2414,-33.2588,1438.5184,737.7737,56.3616,1418.1306,771.6054,88.29
1,Line,83.7716,,,,,,,,,,,,,,,,24,79.7732,34.9164,-5.1725,1444.8655,442.0037,91.4577,1368.2833,408.4839,96.4232
1,Line,50.8697,,,,,,,,,,,,,,,,66,-21.2373,-47.3641,10.2367,1418.1306,385.0657,-19.4381,1438.5184,430.5352,-29.2654
1,Line,46.1786,,,,,,,,,,,,,,,,13,-7.5733,-4.5886,-47.1918,1381.2207,863.6427,244.3083,1388.4911,868.0477,289.6125
1,Line,49.8879,,,,,,,,,,,,,,,,13,-17.114,-1.0596,48.9647,1364.7912,862.6254,291.3144,1381.2207,863.6427,244.3083
1,Line,43.9684,,,,,,,,,,,,,,,,77,-4.1826,-19.247,-41.2556,1388.4911,852.9073,248.9598,1392.5064,871.3844,288.5651
1,Line,46.138,,,,,,,,,,,,,,,,25,6.0807,5.5812,47.2571,1393.7046,872.0307,288.3622,1387.8672,866.6727,242.9954
1,Line,41.9074,,,,,,,,,,,,,,,,112,-2.6176,9.8683,42.3596,1371.6389,847.5882,296.0344,1374.1518,838.1146,255.3691
1,Line,39.1709,,,,,,,,,,,,,,,,92,-0.1036,13.8007,38.3176,1365.4084,828.7877,301.9355,1365.5078,815.5391,265.1506
1,Line,44.6719,,,,,,,,,,,,,,,,117,-11.9577,25.7487,36.7677,1360.1595,857.9498,292.782,1371.6389,833.2311,257.485
1,Line,83.7716,,,,,,,,,,,,,,,,5,79.7732,8.794,34.1837,1444.8655,789.9339,349.5974,1368.2833,781.4917,316.781
1,Line,44.5758,,,,,,,,,,,,,,,,16,9.9685,5.4546,44.9362,1374.361,852.9291,294.3579,1364.7912,847.6926,251.2192
1,Line,41.7866,,,,,,,,,,,,,,,,92,-0.2179,14.8944,40.8135,1374.1518,852.6661,294.4405,1374.361,838.3675,255.2595
1,Line,47.4748,,,,,,,,,,,,,,,,27,2.9672,4.2999,49.084,1420.9792,882.2564,285.1526,1418.1306,878.1284,238.0319
1,Line,50.8697,,,,,,,,,,,,,,,,39,-21.2373,-19.8608,-44.1997,1418.1306,878.1284,238.0319,1438.5184,897.1948,280.4636
1,Line,45.4011,,,,,,,,,,,,,,,,113,-5.788,16.7803,43.7419,1439.3091,882.7819,284.9876,1444.8655,866.6727,242.9954
1,Line,83.7716,,,,,,,,,,,,,,,,7,79.7732,12.3191,33.0773,1444.8655,781.4917,316.781,1368.2833,769.6654,285.0268
1,Line,48.3048,,,,,,,,,,,,,,,,112,-0.8236,-1.9203,-50.1804,1438.5184,880.9384,236.8144,1439.3091,882.7819,284.9876
1,Line,47.4841,,,,,,,,,,,,,,,,16,-3.9013,-3.9913,-49.0547,1410.7696,877.1139,238.4715,1414.5148,880.9455,285.564
1,Line,43.8852,,,,,,,,,,,,,,,,86,-1.2482,-16.5776,-42.4926,1392.5064,856.1162,247.5694,1393.7046,872.0307,288.3622
1,Line,52.3102,,,,,,,,,,,,,,,,47,-23.8567,-27.6513,-40.3296,1387.8672,866.6727,242.9954,1410.7696,893.218,281.7119
1,Line,45.0348,,,,,,,,,,,,,,,,79,-3.0549,-17.2362,-43.4295,1414.5148,865.3113,243.5853,1417.4476,881.858,285.2776
1,Line,45.1414,,,,,,,,,,,,,,,,76,-3.6787,-16.737,-43.6953,1417.4476,866.1888,243.2051,1420.9792,882.2564,285.1526
1,Line,47.2862,,,,,,,,,,,,,,,,79,-8.2357,-41.8488,24.4613,1352.2533,436.486,33.3754,1360.1595,476.6609,9.8925
1,Line,41.9074,,,,,,,,,,,,,,,,93,-2.6176,42.7121,8.2143,1371.6389,517.6091,23.3157,1374.1518,476.6055,15.43
1,Line,44.6719,,,,,,,,,,,,,,,,74,-11.9577,-42.6544,-13.9825,1360.1595,476.6609,9.8925,1371.6389,517.6091,23.3157
1,Line,47.2862,,,,,,,,,,,,,,,,102,-8.2357,41.3509,25.294,1352.2533,516.3577,34.1747,1360.1595,476.6609,9.8925
1,Line,41.7866,,,,,,,,,,,,,,,,90,-0.2179,43.3439,2.994,1374.1518,518.2183,18.0286,1374.361,476.6082,15.1544
1,Line,44.5758,,,,,,,,,,,,,,,,77,9.9685,43.2708,13.2943,1374.361,518.2499,17.7548,1364.7912,476.7099,4.9923
1,Line,47.3187,,,,,,,,,,,,,,,,94,2.952,-38.3098,30.7286,1353.2286,439.6141,66.3037,1350.3947,476.3915,36.8043
1,Line,42.6783,,,,,,,,,,,,,,,,68,-15.5471,-40.0179,-11.2627,1350.3947,476.3915,36.8043,1365.3199,514.8087,47.6165
1,Line,39.1709,,,,,,,,,,,,,,,,90,-0.1036,40.6189,2.9779,1365.4084,515.3533,42.8906,1365.5078,476.3592,40.0318
1,Line,42.6134,,,,,,,,,,,,,,,,71,13.8068,40.5823,11.2373,1365.5078,515.4018,42.4699,1352.2533,476.4428,31.6821
1,Line,39.187,,,,,,,,,,,,,,,,90,-0.0922,40.056,7.4596,1365.3199,514.8087,47.6165,1365.4084,476.355,40.4553
1,Line,45.4011,,,,,,,,,,,,,,,,102,-5.788,22.0921,-41.3144,1439.3091,863.5775,592.5025,1444.8655,842.3691,632.1643
1,Line,46.138,,,,,,,,,,,,,,,,82,6.0807,45.4425,14.1226,1393.7046,520.5418,-2.1337,1387.8672,476.9169,-15.6914
1,Line,48.3048,,,,,,,,,,,,,,,,84,0.8236,8.1486,-49.5517,1439.3091,863.5775,592.5025,1438.5184,855.7549,640.0721
1,Line,39.1709,,,,,,,,,,,,,,,,89,0.1036,-18.4607,36.3029,1365.5078,794.3891,603.8197,1365.4084,812.1114,568.9689
1,Line,49.8879,,,,,,,,,,,,,,,,67,-17.114,-39.5767,28.8516,1364.7912,350.1997,23.7333,1381.2207,388.1933,-3.9643
1,Line,49.8879,,,,,,,,,,,,,,,,112,-17.114,44.3015,20.8837,1364.7912,519.4133,7.659,1381.2207,476.8839,-12.3894
1,Line,46.1786,,,,,,,,,,,,,,,,80,-7.5733,-44.9791,-15.0029,1381.2207,476.8839,-12.3894,1388.4911,520.0639,2.0134
1,Line,43.8852,,,,,,,,,,,,,,,,88,-1.2482,-45.5625,-2.1392,1392.5064,476.8018,-4.1873,1393.7046,520.5418,-2.1337
1,Line,52.3102,,,,,,,,,,,,,,,,64,-23.8567,-48.0906,8.8567,1387.8672,476.9169,-15.6914,1410.7696,523.0839,-24.1938
1,Line,43.9684,,,,,,,,,,,,,,,,85,-4.1826,-45.5181,0.8024,1388.4911,476.7668,-0.6904,1392.5064,520.4642,-1.4607
1,Line,46.1786,,,,,,,,,,,,,,,,99,-7.5733,45.2704,-14.0997,1381.2207,476.8839,-12.3894,1388.4911,433.4243,1.1463
1,Line,49.8879,,,,,,,,,,,,,,,,69,-17.114,-44.7106,19.9929,1364.7912,433.9617,6.8038,1381.2207,476.8839,-12.3894
1,Line,43.8852,,,,,,,,,,,,,,,,88,-1.2482,-45.5365,2.635,1392.5064,433.0935,-2.3351,1393.7046,476.8086,-4.8647
1,Line,43.9684,,,,,,,,,,,,,,,,85,-4.1826,-45.1849,5.5559,1388.4911,433.4243,1.1463,1392.5064,476.8018,-4.1873
1,Line,46.138,,,,,,,,,,,,,,,,97,6.0807,-45.7161,13.2103,1393.7046,433.0295,-3.0095,1387.8672,476.9169,-15.6914
1,Line,41.9074,,,,,,,,,,,,,,,,86,-2.6176,-42.8679,7.3578,1371.6389,435.4522,22.4935,1374.1518,476.6055,15.43
1,Line,39.187,,,,,,,,,,,,,,,,90,-0.0922,-40.1973,6.6564,1365.3199,437.7656,46.8454,1365.4084,476.355,40.4553
1,Line,41.7866,,,,,,,,,,,,,,,,90,-0.2179,-43.3951,2.1259,1374.1518,434.9489,17.1952,1374.361,476.6082,15.1544
1,Line,44.6719,,,,,,,,,,,,,,,,74,-11.9577,-43.8823,-9.4474,1360.1595,434.4252,11.6823,1371.6389,476.5522,20.7518
1,Line,44.5758,,,,,,,,,,,,,,,,102,9.9685,-43.5282,12.4256,1374.361,434.9228,16.9209,1364.7912,476.7099,4.9923
1,Line,45.4011,,,,,,,,,,,,,,,,83,-5.788,-46.8261,1.5253,1439.3091,431.9638,-14.2271,1444.8655,476.9169,-15.6914
1,Line,47.4748,,,,,,,,,,,,,,,,93,2.9672,-46.902,15.1005,1420.9792,432.0159,-13.6788,1418.1306,477.0419,-28.1753
1,Line,48.3048,,,,,,,,,,,,,,,,91,-0.8236,46.9882,-17.7191,1438.5184,477.0725,-31.2375,1439.3091,431.9638,-14.2271
1,Line,45.9335,,,,,,,,,,,,,,,,112,15.6819,-35.5292,27.8132,1368.2833,442.0037,91.4577,1353.2286,476.1118,64.757
1,Line,83.7716,,,,,,,,,,,,,,,,24,79.7732,35.2658,-1.4944,1444.8655,475.8589,90.023,1368.2833,442.0037,91.4577
1,Line,45.0348,,,,,,,,,,,,,,,,86,-3.0549,-46.631,2.9718,1414.5148,432.1458,-12.3111,1417.4476,476.9117,-15.1641
1,Line,52.3102,,,,,,,,,,,,,,,,63,-23.8567,-46.9013,13.8349,1387.8672,432.0055,-13.7882,1410.7696,477.0308,-27.0697
1,Line,45.1414,,,,,,,,,,,,,,,,85,-3.6787,-46.7296,2.4149,1417.4476,432.0554,-13.2632,1420.9792,476.9158,-15.5815
1,Line,50.8697,,,,,,,,,,,,,,,,66,-21.2373,-48.1747,5.2299,1418.1306,430.8248,-26.2168,1438.5184,477.0725,-31.2375
