Count,Name,Area,Center X,Center Y,Center Z,Length,Radius,Start Angle,Total Angle,Circumference,Diameter,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,9.8677,,,,,,,,,,,,113,1.9328,-4.5578,-0.7985,1249.8667,1969.8619,406.4557,1246.0633,1978.8306,408.0268
1,Line,,,,,11.0767,,,,,,,,,,,,113,2.1822,-5.1830,0.2465,1256.1238,1970.3685,432.7421,1251.8297,1980.5675,432.2571
1,Line,,,,,13.6514,,,,,,,,,,,,123,-3.1174,4.7120,-4.0258,1249.2533,1979.3832,415.7365,1255.3877,1970.1110,423.6583
1,Line,,,,,11.5846,,,,,,,,,,,,111,2.1199,-5.4547,0.6410,1255.3877,1970.4303,441.8400,1251.2163,1981.1639,440.5785
1,Line,,,,,13.9229,,,,,,,,,,,,117,-2.4940,4.8798,-4.4754,1251.2163,1979.9710,423.9356,1256.1238,1970.3685,432.7421
1,Line,,,,,10.1823,,,,,,,,,,,,114,2.0575,-4.7300,-0.4111,1253.3020,1970.0756,414.9276,1249.2533,1979.3832,415.7365
1,Line,,,,,13.0730,,,,,,,,,,,,134,-4.1774,4.2948,-2.8707,1241.6466,1978.3131,400.8067,1249.8667,1969.8619,406.4557
1,Line,,,,,10.7096,,,,,,,,,,,,113,2.1199,-5.0107,-0.1409,1255.3877,1970.1110,423.6583,1251.2163,1979.9710,423.9356
1,Line,,,,,13.2917,,,,,,,,,,,,130,-3.6786,4.4492,-3.5069,1246.0633,1978.8306,408.0268,1253.3020,1970.0756,414.9276
1,Line,,,,,12.5080,,,,,,,,,,,,115,-1.9952,4.2104,4.3238,1160.5493,1977.8569,394.4432,1164.4753,1969.5718,385.9349
1,Line,,,,,8.8418,,,,,,,,,,,,73,-1.2470,-4.0143,-1.5875,1164.4753,1969.5718,385.9349,1166.9291,1977.4710,389.0587
1,Line,,,,,8.4837,,,,,,,,,,,,80,-0.6858,-3.8331,-1.8505,1180.5475,1969.3844,377.8301,1181.8971,1976.9271,381.4715
1,Line,,,,,8.6280,,,,,,,,,,,,77,-0.9352,-3.9237,-1.7190,1172.2047,1969.4342,381.2706,1174.0450,1977.1552,384.6533
1,Line,,,,,12.9410,,,,,,,,,,,,95,-0.4364,4.5401,4.7378,1150.7342,1978.8306,408.0268,1151.5930,1969.8967,398.7039
1,Line,,,,,9.3305,,,,,,,,,,,,68,-1.7458,-4.2771,-1.0686,1151.5930,1969.8967,398.7039,1155.0283,1978.3131,400.8067
1,Line,,,,,12.7426,,,,,,,,,,,,106,-1.2470,4.4272,4.5583,1155.0283,1978.3131,400.8067,1157.4820,1969.6012,391.8369
1,Line,,,,,9.1846,,,,,,,,,,,,70,-1.5587,-4.1954,-1.3245,1157.4820,1969.6012,391.8369,1160.5493,1977.8569,394.4432
1,Line,,,,,12.2157,,,,,,,,,,,,130,-3.3045,3.9490,3.4675,1174.0450,1977.1552,384.6533,1180.5475,1969.3844,377.8301
1,Line,,,,,12.1174,,,,,,,,,,,,141,-4.6138,3.7202,1.6711,1198.3374,1976.7429,378.9016,1207.4164,1969.4223,375.6133
1,Line,,,,,8.3560,,,,,,,,,,,,95,0.3117,-3.7425,-1.9821,1207.4164,1969.4223,375.6133,1206.8029,1976.7867,379.5135
1,Line,,,,,12.1192,,,,,,,,,,,,142,-4.8009,3.7618,0.8555,1206.8029,1976.7867,379.5135,1216.2500,1969.3844,377.8301
1,Line,,,,,8.4837,,,,,,,,,,,,100,0.6858,-3.8331,-1.8505,1216.2500,1969.3844,377.8301,1214.9004,1976.9271,381.4715
1,Line,,,,,12.1100,,,,,,,,,,,,135,-3.8033,3.8138,2.9771,1181.8971,1976.9271,381.4715,1189.3811,1969.4223,375.6133
1,Line,,,,,8.3560,,,,,,,,,,,,85,-0.3117,-3.7425,-1.9821,1189.3811,1969.4223,375.6133,1189.9946,1976.7867,379.5135
1,Line,,,,,12.0352,,,,,,,,,,,,138,-4.2397,3.7648,2.2930,1189.9946,1976.7867,379.5135,1198.3374,1969.3784,375.0014
1,Line,,,,,8.3335,,,,,,,,,,,,90,0.0000,-3.7425,-1.9821,1198.3374,1969.3784,375.0014,1198.3374,1976.7429,378.9016
1,Line,,,,,11.3916,,,,,,,,,,,,178,5.3620,-0.1560,-2.1766,1175.7627,2212.6545,346.4928,1165.2114,2212.9615,350.7760
1,Line,,,,,11.1728,,,,,,,,,,,,178,4.8632,-0.2095,-2.9229,1165.8249,2254.5593,350.5003,1156.2552,2254.9716,356.2519
1,Line,,,,,42.9842,,,,,,,,,,,,75,-5.6114,-20.9834,2.3167,1165.2114,2212.9615,350.7760,1176.2534,2254.2523,346.2171
1,Line,,,,,41.6016,,,,,,,,,,,,89,0.2494,21.1395,-0.1401,1176.2534,2254.2523,346.2171,1175.7627,2212.6545,346.4928
1,Line,,,,,11.5099,,,,,,,,,,,,177,4.9879,-0.2184,-3.0473,1165.2114,2212.9615,350.7760,1155.3963,2213.3914,356.7723
1,Line,,,,,11.2185,,,,,,,,,,,,176,4.3021,-0.2675,-3.7314,1156.2552,2254.9716,356.2519,1147.7896,2255.4979,363.5944
1,Line,,,,,42.9290,,,,,,,,,,,,76,-5.2997,-20.9210,3.1874,1155.3963,2213.3914,356.7723,1165.8249,2254.5593,350.5003
1,Line,,,,,41.6032,,,,,,,,,,,,89,0.3117,21.1395,-0.1401,1165.8249,2254.5593,350.5003,1165.2114,2212.9615,350.7760
1,Line,,,,,11.2780,,,,,,,,,,,,178,5.2997,-0.1560,-2.1766,1176.2534,2254.2523,346.2171,1165.8249,2254.5593,350.5003
1,Line,,,,,41.6069,,,,,,,,,,,,90,0.0000,21.1439,-0.0779,1198.3374,2253.9979,342.6683,1198.3374,2212.3914,342.8216
1,Line,,,,,11.4522,,,,,,,,,,,,180,5.7984,-0.0357,-0.4975,1198.3374,2212.3914,342.8216,1186.9274,2212.4615,343.8006
1,Line,,,,,11.1977,,,,,,,,,,,,180,5.6737,-0.0312,-0.4353,1198.3374,2253.9979,342.6683,1187.1727,2254.0593,343.5249
1,Line,,,,,43.0900,,,,,,,,,,,,75,-5.7984,-21.1083,0.5754,1186.9274,2212.4615,343.8006,1198.3374,2253.9979,342.6683
1,Line,,,,,41.5994,,,,,,,,,,,,90,0.1247,21.1395,-0.1401,1187.1727,2254.0593,343.5249,1186.9274,2212.4615,343.8006
1,Line,,,,,11.4863,,,,,,,,,,,,179,5.6737,-0.0981,-1.3682,1186.9274,2212.4615,343.8006,1175.7627,2212.6545,346.4928
1,Line,,,,,11.2480,,,,,,,,,,,,179,5.5490,-0.0981,-1.3682,1187.1727,2254.0593,343.5249,1176.2534,2254.2523,346.2171
1,Line,,,,,43.0506,,,,,,,,,,,,75,-5.7984,-21.0414,1.5083,1175.7627,2212.6545,346.4928,1187.1727,2254.0593,343.5249
1,Line,,,,,12.8591,,,,,,,,,,,,106,1.7458,-6.0844,1.6238,1245.0818,1970.8404,466.7803,1241.6466,1982.8131,463.5850
1,Line,,,,,15.1110,,,,,,,,,,,,93,-0.3117,5.6268,-5.2165,1249.2533,1981.7517,448.7777,1249.8667,1970.6794,459.0426
1,Line,,,,,13.2085,,,,,,,,,,,,103,1.4964,-6.2655,1.8868,1239.1928,1970.9400,473.6613,1236.2482,1983.2692,469.9485
1,Line,,,,,15.4380,,,,,,,,,,,,85,0.4988,5.8258,-5.2308,1246.0633,1982.3043,456.4873,1245.0818,1970.8404,466.7803
1,Line,,,,,11.9394,,,,,,,,,,,,110,2.0575,-5.6359,0.9041,1253.3020,1970.6615,450.5566,1249.2533,1981.7517,448.7777
1,Line,,,,,14.3963,,,,,,,,,,,,109,-1.8081,5.1516,-4.8699,1251.8297,1980.5675,432.2571,1255.3877,1970.4303,441.8400
1,Line,,,,,12.4954,,,,,,,,,,,,108,1.9328,-5.9076,1.2986,1249.8667,1970.6794,459.0426,1246.0633,1982.3043,456.4873
1,Line,,,,,14.6361,,,,,,,,,,,,101,-1.0599,5.3372,-5.0707,1251.2163,1981.1639,440.5785,1253.3020,1970.6615,450.5566
1,Line,,,,,15.7646,,,,,,,,,,,,78,1.2470,6.0337,-5.1207,1241.6466,1982.8131,463.5850,1239.1928,1970.9400,473.6613
1,Line,,,,,11.4844,,,,,,,,,,,,176,4.4268,-0.2719,-3.7935,1155.3963,2213.3914,356.7723,1146.6854,2213.9264,364.2372
1,Line,,,,,11.2185,,,,,,,,,,,,175,3.7409,-0.3076,-4.2911,1147.7896,2255.4979,363.5944,1140.4283,2256.1032,372.0382
1,Line,,,,,42.8958,,,,,,,,,,,,77,-4.8632,-20.8586,4.0580,1146.6854,2213.9264,364.2372,1156.2552,2254.9716,356.2519
1,Line,,,,,41.5924,,,,,,,,,,,,89,0.4364,21.1305,-0.2645,1156.2552,2254.9716,356.2519,1155.3963,2213.3914,356.7723
1,Line,,,,,42.8431,,,,,,,,,,,,78,-4.3021,-20.8096,4.7421,1139.3241,2214.5492,372.9258,1147.7896,2255.4979,363.5944
1,Line,,,,,41.5911,,,,,,,,,,,,88,0.5611,21.1261,-0.3267,1147.7896,2255.4979,363.5944,1146.6854,2213.9264,364.2372
1,Line,,,,,41.5781,,,,,,,,,,,,88,0.5611,21.1172,-0.4510,1140.4283,2256.1032,372.0382,1139.3241,2214.5492,372.9258
1,Line,,,,,11.4048,,,,,,,,,,,,175,3.7409,-0.3165,-4.4154,1146.6854,2213.9264,364.2372,1139.3241,2214.5492,372.9258
1,Line,,,,,43.1017,,,,,,,,,,,,105,5.6114,-21.1707,-0.2952,1231.5861,2222.3650,481.9617,1220.5441,2264.0243,482.5427
1,Line,,,,,8.7562,,,,,,,,,,,,171,1.7614,-0.2922,-4.0759,1251.2893,2448.4225,424.8148,1247.8233,2448.9974,432.8352
1,Line,,,,,80.3066,,,,,,,,,,,,97,-4.9381,40.3967,-3.0407,1247.8233,2448.9974,432.8352,1257.5404,2369.5057,438.8186
1,Line,,,,,81.2703,,,,,,,,,,,,100,7.1926,-40.6636,-0.6838,1257.5404,2369.5057,438.8186,1243.3869,2449.5227,440.1643
1,Line,,,,,80.2124,,,,,,,,,,,,96,-4.4493,40.3471,-3.7316,1243.3869,2449.5227,440.1643,1252.1421,2370.1285,447.5072
1,Line,,,,,8.6768,,,,,,,,,,,,163,0.9864,-0.3073,-4.2867,1253.2302,2447.8178,416.3795,1251.2893,2448.4225,424.8148
1,Line,,,,,81.3941,,,,,,,,,,,,99,6.2942,-40.7999,-2.5850,1263.6749,2368.1372,419.7281,1251.2893,2448.4225,424.8148
1,Line,,,,,81.3583,,,,,,,,,,,,100,6.8709,-40.7354,-1.6857,1261.3438,2368.8390,429.5181,1247.8233,2448.9974,432.8352
1,Line,,,,,10.0702,,,,,,,,,,,,170,-1.9328,0.3388,4.7264,1257.5404,2369.5057,438.8186,1261.3438,2368.8390,429.5181
1,Line,,,,,8.5833,,,,,,,,,,,,173,2.2545,-0.2670,-3.7245,1247.8233,2448.9974,432.8352,1243.3869,2449.5227,440.1643
1,Line,,,,,80.0899,,,,,,,,,,,,95,-3.4872,40.2778,-4.6993,1231.0481,2450.3950,452.3332,1237.9102,2371.1373,461.5803
1,Line,,,,,10.1802,,,,,,,,,,,,176,-3.9280,0.2407,3.3582,1237.9102,2371.1373,461.5803,1245.6396,2370.6636,454.9721
1,Line,,,,,8.6624,,,,,,,,,,,,177,3.3818,-0.2015,-2.8110,1237.7027,2449.9985,446.8019,1231.0481,2450.3950,452.3332
1,Line,,,,,81.0986,,,,,,,,,,,,100,7.4152,-40.5185,1.3410,1245.6396,2370.6636,454.9721,1231.0481,2450.3950,452.3332
1,Line,,,,,80.1485,,,,,,,,,,,,96,-4.0334,40.3170,-4.1520,1237.7027,2449.9985,446.8019,1245.6396,2370.6636,454.9721
1,Line,,,,,9.9143,,,,,,,,,,,,175,-3.3045,0.2719,3.7935,1245.6396,2370.6636,454.9721,1252.1421,2370.1285,447.5072
