Count,Name,Area,Center X,Center Y,Center Z,Length,Radius,Start Angle,Total Angle,Circumference,Diameter,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,9.8435,,,,,,,,,,,,91,0.2465,-6.6081,-3.9048,82.7286,912.3459,11.2185,82.4821,918.9540,15.1233
1,Line,,,,,6.5387,,,,,,,,,,,,90,0.0000,1.3216,-4.9260,82.7286,913.6676,6.2925,82.7286,912.3459,11.2185
1,Line,,,,,11.5643,,,,,,,,,,,,90,0.0000,2.3429,-8.7107,82.4821,921.2969,6.4126,82.4821,918.9540,15.1233
1,Line,,,,,12.2479,,,,,,,,,,,,42,2.5878,7.1488,-6.0074,95.9755,895.0448,-8.7860,93.3877,887.8960,-2.7786
1,Line,,,,,2.6032,,,,,,,,,,,,165,2.4029,0.0000,-0.7810,84.8850,903.7554,-11.9098,82.4821,903.7554,-11.1289
1,Line,,,,,11.5643,,,,,,,,,,,,90,0.0000,-8.7107,2.3429,82.4821,895.0448,-8.7860,82.4821,903.7554,-11.1289
1,Line,,,,,12.1903,,,,,,,,,,,,139,2.5878,-7.0887,6.0074,95.9755,912.5262,21.5512,93.3877,919.6148,15.5438
1,Line,,,,,2.7747,,,,,,,,,,,,166,-2.5878,0.0000,0.7810,93.3877,903.7554,24.6750,95.9755,903.7554,23.8940
1,Line,,,,,4.2355,,,,,,,,,,,,8,-4.1897,-0.2403,-0.4205,89.1980,894.3840,-9.8673,93.3877,894.6243,-9.4468
1,Line,,,,,12.4713,,,,,,,,,,,,90,0.0000,6.9085,-6.8484,89.1980,894.3840,-9.8673,89.1980,887.4755,-3.0189
1,Line,,,,,12.1993,,,,,,,,,,,,90,0.0000,-2.4630,-9.1913,84.8850,919.6148,-2.7786,84.8850,922.0779,6.4126
1,Line,,,,,4.3567,,,,,,,,,,,,6,-4.3129,-0.4806,0.0000,84.8850,922.0779,6.4126,89.1980,922.5585,6.4126
1,Line,,,,,12.1428,,,,,,,,,,,,103,2.5878,-8.7107,-3.1238,95.9755,895.0448,21.5512,93.3877,903.7554,24.6750
1,Line,,,,,4.0927,,,,,,,,,,,,5,4.0665,0.3604,0.0000,86.7951,894.2638,6.2925,82.7286,893.9034,6.2925
1,Line,,,,,6.5387,,,,,,,,,,,,90,0.0000,-1.3216,4.9260,82.7286,893.9034,6.2925,82.7286,895.2250,1.3664
1,Line,,,,,4.0912,,,,,,,,,,,,6,4.0665,0.3004,0.1802,86.7951,895.5254,1.5467,82.7286,895.2250,1.3664
1,Line,,,,,12.5168,,,,,,,,,,,,90,0.0000,-9.4315,2.5231,89.1980,903.7554,25.1556,89.1980,913.1870,22.6325
1,Line,,,,,12.4972,,,,,,,,,,,,90,0.0000,2.4630,-9.4315,89.1980,887.4755,-3.0189,89.1980,885.0125,6.4126
1,Line,,,,,13.0412,,,,,,,,,,,,133,4.1897,2.8835,-9.1913,93.3877,887.8960,-2.7786,89.1980,885.0125,6.4126
1,Line,,,,,7.6118,,,,,,,,,,,,36,-4.0665,0.9612,-4.9260,82.7286,895.2250,1.3664,86.7951,894.2638,6.2925
1,Line,,,,,4.0912,,,,,,,,,,,,2,4.0665,0.3004,-0.1802,86.7951,895.5254,11.0383,82.7286,895.2250,11.2185
1,Line,,,,,7.6603,,,,,,,,,,,,58,-4.0665,-3.7846,-3.3641,82.7286,895.2250,11.2185,86.7951,899.0096,14.5826
1,Line,,,,,11.5643,,,,,,,,,,,,90,0.0000,8.7107,2.3429,82.4821,903.7554,23.8940,82.4821,895.0448,21.5512
1,Line,,,,,9.9000,,,,,,,,,,,,92,0.2465,-3.7846,-6.7282,82.7286,908.7415,14.8229,82.4821,912.5262,21.5512
1,Line,,,,,6.5351,,,,,,,,,,,,90,0.0000,3.6044,-3.6044,82.7286,912.3459,11.2185,82.7286,908.7415,14.8229
1,Line,,,,,11.6543,,,,,,,,,,,,90,0.0000,6.4279,-6.4279,82.4821,918.9540,15.1233,82.4821,912.5262,21.5512
1,Line,,,,,11.6543,,,,,,,,,,,,90,0.0000,6.4279,6.4279,95.9755,895.0448,21.5512,95.9755,888.6169,15.1233
1,Line,,,,,2.7747,,,,,,,,,,,,14,2.5878,0.0000,0.7810,95.9755,903.7554,-11.1289,93.3877,903.7554,-11.9098
1,Line,,,,,12.1250,,,,,,,,,,,,90,0.0000,-9.1312,2.4630,93.3877,894.6243,-9.4468,93.3877,903.7554,-11.9098
1,Line,,,,,11.6543,,,,,,,,,,,,90,0.0000,-6.4279,6.4279,95.9755,888.6169,-2.3581,95.9755,895.0448,-8.7860
1,Line,,,,,11.6387,,,,,,,,,,,,90,0.0000,-2.3429,8.7707,95.9755,886.2740,6.4126,95.9755,888.6169,-2.3581
1,Line,,,,,11.5643,,,,,,,,,,,,90,0.0000,2.3429,8.7107,95.9755,888.6169,15.1233,95.9755,886.2740,6.4126
1,Line,,,,,12.1816,,,,,,,,,,,,72,2.5878,9.1312,-1.6821,95.9755,903.7554,-11.1289,93.3877,894.6243,-9.4468
1,Line,,,,,11.6387,,,,,,,,,,,,90,0.0000,-8.7707,-2.3429,82.4821,903.7554,-11.1289,82.4821,912.5262,-8.7860
1,Line,,,,,12.2179,,,,,,,,,,,,77,2.4029,9.1913,1.6821,84.8850,912.9467,-9.4468,82.4821,903.7554,-11.1289
1,Line,,,,,6.3701,,,,,,,,,,,,90,0.0000,4.8059,1.2615,86.7951,903.8155,15.8442,86.7951,899.0096,14.5826
1,Line,,,,,6.3720,,,,,,,,,,,,90,0.0000,3.4843,3.5443,86.7951,899.0096,14.5826,86.7951,895.5254,11.0383
