Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z
1,Line,,,,,,,90,0.0009,-0.1743,0.0520,0.8123,-0.5981,1.6318,0.1819,0.8114,-0.4238,1.5797
1,Line,,,,,,,91,-0.0018,0.1788,-0.0488,0.2552,-0.4048,1.5868,0.1854,0.2570,-0.5836,1.6356
1,Line,,,,,,,90,0.0000,0.3651,0.0000,0.2533,0.1031,1.5524,0.3651,0.2533,-0.2620,1.5524
1,Line,,,,,,,179,-0.5553,0.0145,0.0038,0.2570,-0.5836,1.6356,0.5555,0.8123,-0.5981,1.6318
1,Line,,,,,,,179,0.5563,-0.0055,-0.0136,0.8096,-0.2674,1.5387,0.5565,0.2533,-0.2620,1.5524
1,Line,,,,,,,178,-0.5562,0.0190,0.0071,0.2552,-0.4048,1.5868,0.5566,0.8114,-0.4238,1.5797
1,Line,,,,,,,90,-0.0009,-0.1743,-0.0520,0.8114,0.2650,1.5797,0.1819,0.8123,0.4393,1.6318
1,Line,,,,,,,91,-0.0018,0.1428,-0.0344,0.2533,-0.2620,1.5524,0.1469,0.2552,-0.4048,1.5868
1,Line,,,,,,,91,0.0018,-0.1564,0.0410,0.8114,-0.4238,1.5797,0.1617,0.8096,-0.2674,1.5387
1,Line,,,,,,,90,0.0000,0.3400,0.0000,-0.2111,0.0906,1.5674,0.3400,-0.2111,-0.2494,1.5674
1,Line,,,,,,,178,0.4645,-0.0125,-0.0151,0.2533,-0.2620,1.5524,0.4649,-0.2111,-0.2494,1.5674
1,Line,,,,,,,89,0.0020,0.1671,0.0537,-0.2075,0.3811,1.6504,0.1756,-0.2095,0.2139,1.5967
1,Line,,,,,,,2,0.4645,0.0125,-0.0151,0.2533,0.1031,1.5524,0.4649,-0.2111,0.0906,1.5674
1,Line,,,,,,,91,-0.0016,0.1233,-0.0293,-0.2111,-0.2494,1.5674,0.1267,-0.2095,-0.3727,1.5967
1,Line,,,,,,,91,-0.0020,0.1671,-0.0537,-0.2095,-0.3727,1.5967,0.1756,-0.2075,-0.5399,1.6504
1,Line,,,,,,,90,0.0000,-0.3761,0.0000,0.8096,-0.2674,1.5387,0.3761,0.8096,0.1086,1.5387
1,Line,,,,,,,175,-0.4645,0.0437,0.0148,-0.2075,-0.5399,1.6504,0.4668,0.2570,-0.5836,1.6356
1,Line,,,,,,,176,0.4647,-0.0321,-0.0099,0.2552,-0.4048,1.5868,0.4659,-0.2095,-0.3727,1.5967
1,Line,,,,,,,89,0.0018,0.1788,0.0488,0.2570,0.4248,1.6356,0.1854,0.2552,0.2460,1.5868
1,Line,,,,,,,1,-0.5553,-0.0145,0.0038,0.2570,0.4248,1.6356,0.5555,0.8123,0.4393,1.6318
1,Line,,,,,,,85,-0.0099,-0.1066,-0.1482,0.8123,0.4393,1.6318,0.1828,0.8222,0.5458,1.7799
1,Line,,,,,,,2,0.5562,0.0190,-0.0071,0.8114,0.2650,1.5797,0.5566,0.2552,0.2460,1.5868
1,Line,,,,,,,87,0.0066,0.1098,0.1504,0.2635,0.5346,1.7860,0.1863,0.2570,0.4248,1.6356
1,Line,,,,,,,1,0.5587,0.0113,-0.0060,0.8222,0.5458,1.7799,0.5588,0.2635,0.5346,1.7860
1,Line,,,,,,,74,-0.0394,-0.1353,-0.0533,0.5996,0.4606,1.6675,0.1506,0.6389,0.5958,1.7208
1,Line,,,,,,,117,-0.0283,0.0560,-0.0040,0.6389,0.5958,1.7208,0.0629,0.6672,0.5398,1.7249
