Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.0084,,,,,,,,,,,,,,115,0.0036,-0.0076,0.0005,14.4531,29.6046,3.3596,14.4495,29.6122,3.3591
1,Line,0.0003,,,,,,,,,,,,,,122,0.0001,-0.0002,0.0000,14.4532,29.6044,3.3596,14.4531,29.6046,3.3596
1,Line,0.0003,,,,,,,,,,,,,,118,0.0001,-0.0002,0.0000,14.4495,29.6122,3.3591,14.4493,29.6124,3.3591
1,Line,0.0003,,,,,,,,,,,,,,115,0.0001,-0.0002,0.0000,14.4460,29.6203,3.3587,14.4459,29.6206,3.3587
1,Line,0.0086,,,,,,,,,,,,,,113,0.0033,-0.0079,0.0004,14.4493,29.6124,3.3591,14.4460,29.6203,3.3587
1,Line,0.0003,,,,,,,,,,,,,,128,0.0002,-0.0002,0.0000,14.4615,29.5898,3.3607,14.4614,29.5900,3.3607
1,Line,0.0079,,,,,,,,,,,,,,124,0.0044,-0.0066,0.0006,14.4660,29.5832,3.3613,14.4615,29.5898,3.3607
1,Line,0.0081,,,,,,,,,,,,,,121,0.0041,-0.0069,0.0005,14.4614,29.5900,3.3607,14.4572,29.5969,3.3601
1,Line,0.0082,,,,,,,,,,,,,,118,0.0039,-0.0072,0.0005,14.4571,29.5972,3.3601,14.4532,29.6044,3.3596
1,Line,0.0003,,,,,,,,,,,,,,125,0.0002,-0.0002,0.0000,14.4572,29.5969,3.3601,14.4571,29.5972,3.3601
1,Line,0.0003,,,,,,,,,,,,,,107,0.0001,-0.0003,0.0000,14.4354,29.6556,3.3573,14.4353,29.6559,3.3573
1,Line,0.0093,,,,,,,,,,,,,,103,0.0021,-0.0091,0.0003,14.4375,29.6466,3.3576,14.4354,29.6556,3.3573
1,Line,0.0095,,,,,,,,,,,,,,101,0.0018,-0.0093,0.0002,14.4353,29.6559,3.3573,14.4335,29.6652,3.3570
1,Line,0.2023,,,,,,,,,,,,,,100,0.0338,-0.1994,0.0045,14.4334,29.6655,3.3570,14.3996,29.8649,3.3526
1,Line,0.0003,,,,,,,,,,,,,,104,0.0001,-0.0003,0.0000,14.4335,29.6652,3.3570,14.4334,29.6655,3.3570
1,Line,0.0089,,,,,,,,,,,,,,108,0.0027,-0.0085,0.0004,14.4429,29.6288,3.3583,14.4402,29.6373,3.3579
1,Line,0.0087,,,,,,,,,,,,,,110,0.0030,-0.0082,0.0004,14.4459,29.6206,3.3587,14.4429,29.6288,3.3583
1,Line,0.0003,,,,,,,,,,,,,,112,0.0001,-0.0002,0.0000,14.4402,29.6373,3.3579,14.4401,29.6375,3.3579
1,Line,0.0003,,,,,,,,,,,,,,109,0.0001,-0.0002,0.0000,14.4376,29.6463,3.3576,14.4375,29.6466,3.3576
1,Line,0.0091,,,,,,,,,,,,,,105,0.0024,-0.0088,0.0003,14.4401,29.6375,3.3579,14.4376,29.6463,3.3576
1,Line,0.0045,,,,,,,,,,,,,,167,0.0043,-0.0010,0.0006,14.4957,29.5599,3.3652,14.4913,29.5609,3.3646
1,Line,0.0002,,,,,,,,,,,,,,175,0.0002,0.0000,0.0000,14.4959,29.5599,3.3652,14.4957,29.5599,3.3652
1,Line,0.0002,,,,,,,,,,,,,,169,0.0002,0.0000,0.0000,14.4913,29.5609,3.3646,14.4911,29.5609,3.3646
1,Line,0.0002,,,,,,,,,,,,,,161,0.0002,-0.0001,0.0000,14.4871,29.5625,3.3641,14.4869,29.5625,3.3641
1,Line,0.0044,,,,,,,,,,,,,,159,0.0041,-0.0016,0.0005,14.4911,29.5609,3.3646,14.4871,29.5625,3.3641
1,Line,0.0003,,,,,,,,,,,,,,7,0.0003,0.0000,0.0000,14.5057,29.5595,3.3665,14.5054,29.5595,3.3665
1,Line,0.0050,,,,,,,,,,,,,,7,0.0049,0.0006,0.0007,14.5106,29.5601,3.3672,14.5057,29.5595,3.3665
1,Line,0.0048,,,,,,,,,,,,,,1,0.0048,0.0001,0.0006,14.5054,29.5595,3.3665,14.5007,29.5594,3.3659
1,Line,0.0046,,,,,,,,,,,,,,174,0.0046,-0.0005,0.0006,14.5004,29.5594,3.3658,14.4959,29.5599,3.3652
