Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.8449,,,,,,,,,,,,,,175,0.4331,-0.0394,0.2756,1277.0883,1107.5116,75.1654,1276.3775,1107.5762,74.7131
1,Line,1.4762,,,,,,,,,,,,,,0,0.3543,0.0000,0.8268,1277.6698,1107.5116,76.5222,1277.0883,1107.5116,75.1654
1,Line,1.3963,,,,,,,,,,,,,,87,0.0394,0.8268,-0.1969,1277.7344,1108.8685,76.1992,1277.6698,1107.5116,76.5222
1,Line,0.9319,,,,,,,,,,,,,,0,0.4724,0.0000,0.3150,1277.1529,1108.8685,74.7131,1276.3775,1108.8685,74.1962
1,Line,1.4317,,,,,,,,,,,,,,87,0.0394,0.8268,-0.2756,1277.1529,1108.8685,74.7131,1277.0883,1107.5116,75.1654
1,Line,1.5070,,,,,,,,,,,,,,59,-0.4724,-0.7874,0.0000,1276.3775,1107.5762,74.7131,1277.1529,1108.8685,74.7131
1,Line,0.3877,,,,,,,,,,,,,,180,-0.2362,0.0000,0.0000,1277.6698,1108.7393,80.9159,1278.0575,1108.7393,80.9159
1,Line,1.1861,,,,,,,,,,,,,,96,-0.0787,0.7087,-0.1181,1274.8914,1107.4470,77.6207,1275.0207,1106.2840,77.8145
1,Line,3.4560,,,,,,,,,,,,,,90,0.0000,-0.7480,1.9685,1274.8914,1106.2194,80.8513,1274.8914,1107.4470,77.6207
1,Line,3.0402,,,,,,,,,,,,,,27,0.0787,0.0394,-1.8504,1275.0207,1106.2840,77.8145,1274.8914,1106.2194,80.8513
1,Line,1.2479,,,,,,,,,,,,,,111,0.2756,-0.7087,0.0000,1275.3437,1106.2194,80.8513,1274.8914,1107.3824,80.8513
1,Line,1.1702,,,,,,,,,,,,,,96,-0.0787,0.7087,0.0000,1274.7622,1107.3824,80.8513,1274.8914,1106.2194,80.8513
1,Line,1.0518,,,,,,,,,,,,,,0,0.1181,0.0000,-0.6299,1275.2145,1106.2840,76.7807,1275.0207,1106.2840,77.8145
1,Line,1.2276,,,,,,,,,,,,,,93,-0.0394,0.7087,-0.2362,1275.7314,1107.5116,75.1654,1275.7960,1106.3486,75.5530
1,Line,2.0937,,,,,,,,,,,,,,67,-0.3150,-0.7480,0.9843,1275.2145,1106.2840,76.7807,1275.7314,1107.5116,75.1654
1,Line,1.3599,,,,,,,,,,,,,,6,0.3543,0.0394,-0.7480,1275.7960,1106.3486,75.5530,1275.2145,1106.2840,76.7807
1,Line,1.2562,,,,,,,,,,,,,,93,-0.0394,0.7480,-0.1575,1275.1499,1107.5116,76.5222,1275.2145,1106.2840,76.7807
1,Line,1.7871,,,,,,,,,,,,,,84,-0.0787,-0.7480,0.7874,1275.0207,1106.2840,77.8145,1275.1499,1107.5116,76.5222
1,Line,0.4523,,,,,,,,,,,,,,180,-0.2756,0.0000,0.0000,1274.8914,1106.2194,80.8513,1275.3437,1106.2194,80.8513
1,Line,0.5209,,,,,,,,,,,,,,180,-0.3150,0.0000,-0.0394,1277.0237,1107.3824,80.8513,1277.5406,1107.3824,80.9159
1,Line,1.4303,,,,,,,,,,,,,,108,0.2756,-0.8268,0.0000,1277.5406,1107.3824,80.9159,1277.0883,1108.7393,80.9159
1,Line,1.3630,,,,,,,,,,,,,,85,0.0787,0.8268,0.0000,1277.6698,1108.7393,80.9159,1277.5406,1107.3824,80.9159
1,Line,0.1292,,,,,,,,,,,,,,180,-0.0787,0.0000,0.0000,1278.0575,1108.7393,80.9159,1278.1867,1108.7393,80.9159
1,Line,0.3930,,,,,,,,,,,,,,180,-0.2362,0.0000,0.0394,1277.5406,1107.3824,80.9159,1277.9282,1107.3824,80.8513
1,Line,0.5815,,,,,,,,,,,,,,180,-0.3543,0.0000,0.0000,1277.0883,1108.7393,80.9159,1277.6698,1108.7393,80.9159
1,Line,1.1720,,,,,,,,,,,,,,96,-0.0787,0.7087,0.0394,1275.2145,1107.3824,80.9159,1275.3437,1106.2194,80.8513
1,Line,1.3019,,,,,,,,,,,,,,117,0.3543,-0.7087,-0.0394,1275.7960,1106.2194,80.8513,1275.2145,1107.3824,80.9159
1,Line,0.4523,,,,,,,,,,,,,,180,-0.2756,0.0000,0.0000,1275.3437,1106.2194,80.8513,1275.7960,1106.2194,80.8513
1,Line,1.6799,,,,,,,,,,,,,,180,-1.0236,0.0000,0.0000,1275.7960,1106.2194,80.8513,1277.4759,1106.2194,80.8513
1,Line,1.1630,,,,,,,,,,,,,,90,0.0000,0.7087,0.0000,1275.7960,1107.3824,80.8513,1275.7960,1106.2194,80.8513
1,Line,0.1292,,,,,,,,,,,,,,180,-0.0787,0.0000,0.0000,1274.6330,1108.7393,80.9159,1274.7622,1108.7393,80.9159
1,Line,1.4917,,,,,,,,,,,,,,95,-0.0787,0.9055,0.0000,1274.5038,1110.2254,80.9159,1274.6330,1108.7393,80.9159
1,Line,0.6461,,,,,,,,,,,,,,180,-0.3937,0.0000,0.0000,1274.9560,1112.8745,81.0451,1275.6022,1112.8745,81.0451
1,Line,1.6205,,,,,,,,,,,,,,113,0.3937,-0.9055,0.0000,1277.9282,1114.6190,81.1098,1277.2821,1116.1051,81.1098
1,Line,2.2615,,,,,,,,,,,,,,180,-1.3780,0.0000,0.0000,1275.6022,1112.8745,81.0451,1277.8636,1112.8745,81.0451
1,Line,1.3584,,,,,,,,,,,,,,93,-0.0394,0.8268,0.0000,1275.1499,1108.7393,80.9159,1275.2145,1107.3824,80.9159
1,Line,1.5139,,,,,,,,,,,,,,95,-0.0787,0.9055,-0.1575,1274.6330,1110.2900,77.1684,1274.7622,1108.8039,77.4268
1,Line,4.0557,,,,,,,,,,,,,,90,0.0000,-0.9449,2.2835,1274.6330,1108.7393,80.9159,1274.6330,1110.2900,77.1684
1,Line,1.4889,,,,,,,,,,,,,,92,-0.0394,0.9055,0.0394,1275.0853,1110.2254,80.9805,1275.1499,1108.7393,80.9159
1,Line,1.5734,,,,,,,,,,,,,,109,0.3150,-0.9055,0.0000,1275.1499,1108.7393,80.9159,1274.6330,1110.2254,80.9159
1,Line,0.4569,,,,,,,,,,,,,,180,-0.2756,0.0000,-0.0394,1274.6330,1110.2254,80.9159,1275.0853,1110.2254,80.9805
1,Line,0.7137,,,,,,,,,,,,,,180,-0.4331,0.0000,-0.0394,1277.2175,1114.6190,81.0451,1277.9282,1114.6190,81.1098
1,Line,1.4931,,,,,,,,,,,,,,88,0.0394,0.9055,-0.0787,1278.4451,1116.2344,76.6515,1278.3805,1114.7483,76.7807
1,Line,4.2708,,,,,,,,,,,,,,146,0.1181,-0.0787,2.5984,1278.5744,1114.6190,81.0451,1278.3805,1114.7483,76.7807
1,Line,1.5840,,,,,,,,,,,,,,0,0.1969,0.0000,0.9449,1278.3805,1114.7483,76.7807,1278.0575,1114.7483,75.2300
1,Line,1.5574,,,,,,,,,,,,,,88,0.0394,0.9449,-0.0787,1278.1221,1116.2990,75.1008,1278.0575,1114.7483,75.2300
1,Line,2.3502,,,,,,,,,,,,,,61,-0.5118,-0.9055,-0.9843,1277.2821,1114.8129,73.4854,1278.1221,1116.2990,75.1008
1,Line,1.4889,,,,,,,,,,,,,,88,0.0394,0.9055,0.0394,1278.6390,1116.1051,81.1098,1278.5744,1114.6190,81.0451
1,Line,0.4569,,,,,,,,,,,,,,180,-0.2756,0.0000,0.0394,1277.9282,1114.6190,81.1098,1278.3805,1114.6190,81.0451
1,Line,1.4875,,,,,,,,,,,,,,88,0.0394,0.9055,0.0000,1277.9928,1116.1051,81.1098,1277.9282,1114.6190,81.1098
1,Line,1.5372,,,,,,,,,,,,,,105,0.2362,-0.9055,-0.0394,1278.3805,1114.6190,81.0451,1277.9928,1116.1051,81.1098
1,Line,4.5441,,,,,,,,,,,,,,79,-0.1575,-0.8268,-2.6378,1278.3805,1114.7483,76.7807,1278.6390,1116.1051,81.1098
1,Line,0.1938,,,,,,,,,,,,,,180,-0.1181,0.0000,0.0000,1278.3805,1114.6190,81.0451,1278.5744,1114.6190,81.0451
1,Line,1.3645,,,,,,,,,,,,,,95,-0.0787,0.8268,0.0394,1274.6330,1108.7393,80.9159,1274.7622,1107.3824,80.8513
1,Line,0.1292,,,,,,,,,,,,,,180,-0.0787,0.0000,0.0000,1274.7622,1107.3824,80.8513,1274.8914,1107.3824,80.8513
1,Line,3.2339,,,,,,,,,,,,,,27,0.0787,0.0394,-1.9685,1274.8914,1107.4470,77.6207,1274.7622,1107.3824,80.8513
1,Line,1.4303,,,,,,,,,,,,,,108,0.2756,-0.8268,0.0000,1275.2145,1107.3824,80.9159,1274.7622,1108.7393,80.9159
1,Line,0.3295,,,,,,,,,,,,,,180,-0.1969,0.0000,-0.0394,1274.8914,1107.3824,80.8513,1275.2145,1107.3824,80.9159
1,Line,1.3645,,,,,,,,,,,,,,95,-0.0787,0.8268,0.0394,1274.7622,1108.7393,80.9159,1274.8914,1107.3824,80.8513
1,Line,1.3767,,,,,,,,,,,,,,95,-0.0787,0.8268,-0.1181,1274.7622,1108.8039,77.4268,1274.8914,1107.4470,77.6207
1,Line,1.4762,,,,,,,,,,,,,,0,0.3543,0.0000,-0.8268,1275.7314,1107.5116,75.1654,1275.1499,1107.5116,76.5222
1,Line,1.4317,,,,,,,,,,,,,,93,-0.0394,0.8268,-0.2756,1275.6668,1108.8685,74.7131,1275.7314,1107.5116,75.1654
1,Line,2.0144,,,,,,,,,,,,,,85,-0.0787,-0.8661,0.8661,1274.8914,1107.4470,77.6207,1275.0207,1108.8685,76.1992
1,Line,1.1303,,,,,,,,,,,,,,14,0.1575,0.0394,-0.6693,1275.1499,1107.5116,76.5222,1274.8914,1107.4470,77.6207
1,Line,1.4008,,,,,,,,,,,,,,95,-0.0787,0.8268,-0.1969,1275.0207,1108.8685,76.1992,1275.1499,1107.5116,76.5222
1,Line,0.5851,,,,,,,,,,,,,,180,-0.3543,0.0000,0.0394,1275.2145,1107.3824,80.9159,1275.7960,1107.3824,80.8513
1,Line,1.5222,,,,,,,,,,,,,,92,-0.0394,0.9055,-0.1969,1274.9560,1110.3546,75.8761,1275.0207,1108.8685,76.1992
1,Line,2.2016,,,,,,,,,,,,,,83,-0.1181,-0.9449,0.9449,1274.7622,1108.8039,77.4268,1274.9560,1110.3546,75.8761
1,Line,1.2562,,,,,,,,,,,,,,14,0.1575,0.0394,-0.7480,1275.0207,1108.8685,76.1992,1274.7622,1108.8039,77.4268
1,Line,3.7078,,,,,,,,,,,,,,90,0.0000,-0.8661,2.0866,1274.7622,1107.3824,80.8513,1274.7622,1108.8039,77.4268
1,Line,3.7503,,,,,,,,,,,,,,27,0.0787,0.0394,-2.2835,1274.6330,1110.2900,77.1684,1274.5038,1110.2254,80.9159
1,Line,1.3336,,,,,,,,,,,,,,11,0.1969,0.0394,-0.7874,1274.9560,1110.3546,75.8761,1274.6330,1110.2900,77.1684
1,Line,1.3599,,,,,,,,,,,,,,87,0.0394,0.8268,0.0394,1277.0883,1108.7393,80.9159,1277.0237,1107.3824,80.8513
1,Line,1.5042,,,,,,,,,,,,,,115,0.3937,-0.8268,-0.0394,1275.7960,1107.3824,80.8513,1275.1499,1108.7393,80.9159
1,Line,1.9384,,,,,,,,,,,,,,180,-1.1811,0.0000,0.0000,1275.1499,1108.7393,80.9159,1277.0883,1108.7393,80.9159
1,Line,1.6205,,,,,,,,,,,,,,0,0.3937,0.0000,-0.9055,1275.6668,1108.8685,74.7131,1275.0207,1108.8685,76.1992
1,Line,1.2276,,,,,,,,,,,,,,180,-0.7480,0.0000,0.0000,1275.7960,1107.3824,80.8513,1277.0237,1107.3824,80.8513
1,Line,0.5558,,,,,,,,,,,,,,0,0.2756,0.0000,0.1969,1276.8298,1102.6656,77.2330,1276.3775,1102.6656,76.9099
1,Line,2.1710,,,,,,,,,,,,,,86,0.0787,1.1811,-0.5906,1276.9590,1104.6040,76.2638,1276.8298,1102.6656,77.2330
1,Line,2.3977,,,,,,,,,,,,,,79,-0.2362,-1.1811,0.8268,1275.9898,1102.6656,77.2330,1276.3775,1104.6040,75.8761
1,Line,0.5046,,,,,,,,,,,,,,0,0.2362,0.0000,-0.1969,1276.3775,1102.6656,76.9099,1275.9898,1102.6656,77.2330
1,Line,2.1968,,,,,,,,,,,,,,90,0.0000,1.1811,-0.6299,1276.3775,1104.6040,75.8761,1276.3775,1102.6656,76.9099
1,Line,2.1244,,,,,,,,,,,,,,73,-0.3543,-1.1811,0.3937,1276.3775,1102.6656,76.9099,1276.9590,1104.6040,76.2638
1,Line,0.6777,,,,,,,,,,,,,,162,0.1181,-0.0394,0.3937,1277.3467,1102.6010,78.7191,1277.1529,1102.6656,78.0730
1,Line,2.0227,,,,,,,,,,,,,,82,0.1575,1.1811,-0.3150,1277.6052,1104.5394,78.2022,1277.3467,1102.6010,78.7191
1,Line,1.9662,,,,,,,,,,,,,,73,-0.3543,-1.1417,-0.0787,1276.8298,1102.6656,77.2330,1277.4113,1104.5394,77.3622
1,Line,0.9000,,,,,,,,,,,,,,0,0.1969,0.0000,0.5118,1277.1529,1102.6656,78.0730,1276.8298,1102.6656,77.2330
1,Line,2.0206,,,,,,,,,,,,,,82,0.1575,1.1417,-0.4331,1277.4113,1104.5394,77.3622,1277.1529,1102.6656,78.0730
1,Line,2.6641,,,,,,,,,,,,,,82,-0.1575,-1.1811,1.1024,1275.6022,1102.6656,78.0730,1275.8606,1104.6040,76.2638
1,Line,2.0051,,,,,,,,,,,,,,45,0.0394,0.0394,-1.2205,1275.4729,1102.6010,78.7191,1275.4083,1102.5364,80.7221
1,Line,2.0227,,,,,,,,,,,,,,98,-0.1575,1.1811,-0.3150,1275.2145,1104.5394,78.2022,1275.4729,1102.6010,78.7191
1,Line,1.9662,,,,,,,,,,,,,,99,-0.1969,1.1811,0.0394,1275.0853,1104.4748,80.7867,1275.4083,1102.5364,80.7221
1,Line,0.1938,,,,,,,,,,,,,,180,-0.1181,0.0000,0.0000,1275.4729,1102.5364,80.7221,1275.6668,1102.5364,80.7221
1,Line,0.0646,,,,,,,,,,,,,,180,-0.0394,0.0000,0.0000,1275.4083,1102.5364,80.7221,1275.4729,1102.5364,80.7221
1,Line,3.2248,,,,,,,,,,,,,,96,0.1181,-1.2205,1.5354,1275.4083,1102.5364,80.7221,1275.2145,1104.5394,78.2022
1,Line,0.9251,,,,,,,,,,,,,,0,0.2362,0.0000,-0.5118,1275.9898,1102.6656,77.2330,1275.6022,1102.6656,78.0730
1,Line,2.1710,,,,,,,,,,,,,,94,-0.0787,1.1811,-0.5906,1275.8606,1104.6040,76.2638,1275.9898,1102.6656,77.2330
1,Line,2.3670,,,,,,,,,,,,,,92,0.0394,-1.1811,0.8268,1275.4729,1102.6010,78.7191,1275.4083,1104.5394,77.3622
1,Line,0.6621,,,,,,,,,,,,,,27,0.0787,0.0394,-0.3937,1275.6022,1102.6656,78.0730,1275.4729,1102.6010,78.7191
1,Line,2.0134,,,,,,,,,,,,,,96,-0.1181,1.1417,-0.4331,1275.4083,1104.5394,77.3622,1275.6022,1102.6656,78.0730
1,Line,1.9319,,,,,,,,,,,,,,76,-0.2756,-1.1417,-0.0787,1277.1529,1102.6656,78.0730,1277.6052,1104.5394,78.2022
1,Line,1.2310,,,,,,,,,,,,,,45,0.0394,0.0394,-0.7480,1275.7960,1100.4688,79.4298,1275.7314,1100.4042,80.6575
1,Line,2.2707,,,,,,,,,,,,,,99,-0.1969,1.2992,-0.4331,1275.4729,1102.6010,78.7191,1275.7960,1100.4688,79.4298
1,Line,2.1575,,,,,,,,,,,,,,99,-0.1969,1.2992,0.0394,1275.4083,1102.5364,80.7221,1275.7314,1100.4042,80.6575
1,Line,2.1797,,,,,,,,,,,,,,102,0.2756,-1.2992,0.0000,1275.9252,1100.4042,80.7221,1275.4729,1102.5364,80.7221
1,Line,0.0646,,,,,,,,,,,,,,180,-0.0394,0.0000,0.0000,1275.7314,1100.4042,80.6575,1275.7960,1100.4042,80.6575
1,Line,2.9411,,,,,,,,,,,,,,97,0.1575,-1.3386,1.1811,1275.7314,1100.4042,80.6575,1275.4729,1102.6010,78.7191
1,Line,0.5521,,,,,,,,,,,,,,0,0.1181,0.0000,-0.3150,1276.1191,1100.4688,78.4606,1275.9252,1100.4688,78.9775
1,Line,2.5199,,,,,,,,,,,,,,93,-0.0787,1.3386,-0.7480,1275.9898,1102.6656,77.2330,1276.1191,1100.4688,78.4606
1,Line,2.5894,,,,,,,,,,,,,,95,0.1181,-1.3386,0.8268,1275.7960,1100.4688,79.4298,1275.6022,1102.6656,78.0730
1,Line,0.4704,,,,,,,,,,,,,,0,0.0787,0.0000,-0.2756,1275.9252,1100.4688,78.9775,1275.7960,1100.4688,79.4298
1,Line,2.3977,,,,,,,,,,,,,,98,-0.1969,1.3386,-0.5512,1275.6022,1102.6656,78.0730,1275.9252,1100.4688,78.9775
1,Line,2.1575,,,,,,,,,,,,,,99,-0.1969,1.2992,0.0394,1275.4729,1102.5364,80.7221,1275.7960,1100.4042,80.6575
1,Line,0.3231,,,,,,,,,,,,,,180,-0.1969,0.0000,0.0000,1277.0883,1102.5364,80.7221,1277.4113,1102.5364,80.7221
1,Line,0.3231,,,,,,,,,,,,,,180,-0.1969,0.0000,0.0000,1276.7652,1102.5364,80.7221,1277.0883,1102.5364,80.7221
1,Line,2.8090,,,,,,,,,,,,,,80,-0.1969,-1.1417,-1.2598,1277.3467,1102.6010,78.7191,1277.6698,1104.4748,80.7867
1,Line,2.0051,,,,,,,,,,,,,,135,0.0394,-0.0394,1.2205,1277.4113,1102.5364,80.7221,1277.3467,1102.6010,78.7191
1,Line,1.9566,,,,,,,,,,,,,,82,0.1575,1.1811,0.0394,1277.6698,1104.4748,80.7867,1277.4113,1102.5364,80.7221
1,Line,0.4523,,,,,,,,,,,,,,180,-0.2756,0.0000,0.0000,1276.1837,1100.4042,80.6575,1276.6360,1100.4042,80.6575
1,Line,2.1478,,,,,,,,,,,,,,97,-0.1575,1.2992,0.0000,1275.6668,1102.5364,80.7221,1275.9252,1100.4042,80.7221
1,Line,0.1445,,,,,,,,,,,,,,180,-0.0787,0.0000,-0.0394,1275.7960,1100.4042,80.6575,1275.9252,1100.4042,80.7221
1,Line,0.2664,,,,,,,,,,,,,,180,-0.1575,0.0000,0.0394,1275.9252,1100.4042,80.7221,1276.1837,1100.4042,80.6575
1,Line,2.1371,,,,,,,,,,,,,,87,0.0787,1.2992,0.0394,1276.7652,1102.5364,80.7221,1276.6360,1100.4042,80.6575
1,Line,2.1949,,,,,,,,,,,,,,104,0.3150,-1.2992,-0.0394,1276.1837,1100.4042,80.6575,1275.6668,1102.5364,80.7221
1,Line,1.1702,,,,,,,,,,,,,,84,0.0787,0.7087,0.0000,1277.9282,1107.3824,80.8513,1277.7990,1106.2194,80.8513
1,Line,0.3231,,,,,,,,,,,,,,180,-0.1969,0.0000,0.0000,1277.4759,1106.2194,80.8513,1277.7990,1106.2194,80.8513
1,Line,0.1292,,,,,,,,,,,,,,180,-0.0787,0.0000,0.0000,1277.7990,1106.2194,80.8513,1277.9282,1106.2194,80.8513
1,Line,1.1702,,,,,,,,,,,,,,84,0.0787,0.7087,0.0000,1278.0575,1107.3824,80.8513,1277.9282,1106.2194,80.8513
1,Line,3.2397,,,,,,,,,,,,,,77,-0.1575,-0.6693,-1.8504,1277.7990,1106.2840,77.8145,1278.0575,1107.3824,80.8513
1,Line,1.1666,,,,,,,,,,,,,,87,0.0394,0.7087,0.0394,1277.5406,1107.3824,80.9159,1277.4759,1106.2194,80.8513
1,Line,2.5845,,,,,,,,,,,,,,180,-1.5748,0.0000,0.0000,1275.0853,1104.4748,80.7867,1277.6698,1104.4748,80.7867
1,Line,1.7565,,,,,,,,,,,,,,96,-0.1181,1.0630,0.0394,1274.8914,1106.2194,80.8513,1275.0853,1104.4748,80.7867
1,Line,1.7648,,,,,,,,,,,,,,82,0.1575,1.0630,0.0394,1277.9282,1106.2194,80.8513,1277.6698,1104.4748,80.7867
1,Line,1.1932,,,,,,,,,,,,,,103,0.1575,-0.7087,-0.0394,1277.7990,1106.2194,80.8513,1277.5406,1107.3824,80.9159
1,Line,1.2479,,,,,,,,,,,,,,111,0.2756,-0.7087,0.0000,1277.4759,1106.2194,80.8513,1277.0237,1107.3824,80.8513
1,Line,3.0402,,,,,,,,,,,,,,153,0.0787,-0.0394,1.8504,1277.9282,1106.2194,80.8513,1277.7990,1106.2840,77.8145
1,Line,0.7887,,,,,,,,,,,,,,0,0.3937,0.0000,0.2756,1277.0237,1106.3486,75.5530,1276.3775,1106.3486,75.1008
1,Line,1.2276,,,,,,,,,,,,,,87,0.0394,0.7087,-0.2362,1277.0883,1107.5116,75.1654,1277.0237,1106.3486,75.5530
1,Line,1.5971,,,,,,,,,,,,,,65,-0.3543,-0.7480,0.5118,1275.7960,1106.3486,75.5530,1276.3775,1107.5762,74.7131
1,Line,0.7367,,,,,,,,,,,,,,0,0.3543,0.0000,-0.2756,1276.3775,1106.3486,75.1008,1275.7960,1106.3486,75.5530
1,Line,1.2874,,,,,,,,,,,,,,90,0.0000,0.7480,-0.2362,1276.3775,1107.5762,74.7131,1276.3775,1106.3486,75.1008
1,Line,1.3645,,,,,,,,,,,,,,59,-0.4331,-0.7087,-0.0394,1276.3775,1106.3486,75.1008,1277.0883,1107.5116,75.1654
1,Line,1.1808,,,,,,,,,,,,,,87,0.0394,0.7087,-0.1181,1277.8636,1107.4470,77.6207,1277.7990,1106.2840,77.8145
1,Line,1.4706,,,,,,,,,,,,,,74,-0.1969,-0.7087,-0.5118,1277.5406,1106.2840,76.7807,1277.8636,1107.4470,77.6207
1,Line,1.0656,,,,,,,,,,,,,,0,0.1575,0.0000,0.6299,1277.7990,1106.2840,77.8145,1277.5406,1106.2840,76.7807
1,Line,1.3336,,,,,,,,,,,,,,173,0.3150,-0.0394,0.7480,1277.5406,1106.2840,76.7807,1277.0237,1106.3486,75.5530
1,Line,1.2612,,,,,,,,,,,,,,84,0.0787,0.7480,-0.1575,1277.6698,1107.5116,76.5222,1277.5406,1106.2840,76.7807
1,Line,2.5886,,,,,,,,,,,,,,27,0.0787,0.0394,-1.5748,1275.2145,1104.5394,78.2022,1275.0853,1104.4748,80.7867
1,Line,1.8435,,,,,,,,,,,,,,86,0.0787,1.0630,-0.3543,1277.5406,1106.2840,76.7807,1277.4113,1104.5394,77.3622
1,Line,1.8514,,,,,,,,,,,,,,71,-0.3543,-1.0236,-0.3150,1276.9590,1104.6040,76.2638,1277.5406,1106.2840,76.7807
1,Line,1.1897,,,,,,,,,,,,,,172,0.2756,-0.0394,0.6693,1277.4113,1104.5394,77.3622,1276.9590,1104.6040,76.2638
1,Line,1.8849,,,,,,,,,,,,,,88,0.0394,1.0630,-0.4331,1277.0237,1106.3486,75.5530,1276.9590,1104.6040,76.2638
1,Line,1.8882,,,,,,,,,,,,,,70,-0.3937,-1.0630,0.1969,1276.3775,1104.6040,75.8761,1277.0237,1106.3486,75.5530
1,Line,0.8620,,,,,,,,,,,,,,0,0.1181,0.0000,0.5118,1277.6052,1104.5394,78.2022,1277.4113,1104.5394,77.3622
1,Line,3.1535,,,,,,,,,,,,,,79,-0.1969,-1.0236,-1.6142,1277.6052,1104.5394,78.2022,1277.9282,1106.2194,80.8513
1,Line,1.0984,,,,,,,,,,,,,,180,-0.6693,0.0000,0.0000,1275.6668,1102.5364,80.7221,1276.7652,1102.5364,80.7221
1,Line,2.5861,,,,,,,,,,,,,,135,0.0394,-0.0394,1.5748,1277.6698,1104.4748,80.7867,1277.6052,1104.5394,78.2022
1,Line,1.7976,,,,,,,,,,,,,,84,0.1181,1.0630,-0.2362,1277.7990,1106.2840,77.8145,1277.6052,1104.5394,78.2022
1,Line,1.8435,,,,,,,,,,,,,,77,-0.2362,-1.0630,-0.2756,1277.4113,1104.5394,77.3622,1277.7990,1106.2840,77.8145
1,Line,0.6989,,,,,,,,,,,,,,0,0.3543,0.0000,0.2362,1276.9590,1104.6040,76.2638,1276.3775,1104.6040,75.8761
1,Line,1.8491,,,,,,,,,,,,,,96,-0.1181,1.0630,-0.3543,1275.2145,1106.2840,76.7807,1275.4083,1104.5394,77.3622
1,Line,2.2503,,,,,,,,,,,,,,90,0.0000,-1.0630,0.8661,1275.2145,1104.5394,78.2022,1275.2145,1106.2840,76.7807
1,Line,0.8620,,,,,,,,,,,,,,0,0.1181,0.0000,-0.5118,1275.4083,1104.5394,77.3622,1275.2145,1104.5394,78.2022
1,Line,1.7976,,,,,,,,,,,,,,96,-0.1181,1.0630,-0.2362,1275.0207,1106.2840,77.8145,1275.2145,1104.5394,78.2022
1,Line,3.4801,,,,,,,,,,,,,,92,0.0394,-1.1024,1.8110,1275.0853,1104.4748,80.7867,1275.0207,1106.2840,77.8145
