Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.0362,,,,,,,,,,,,,,,,0,0.0029,0.0000,-0.0182,-2.2225,25.5811,6.4580,-2.2281,25.5811,6.4938
1,Line,0.1112,,,,,,,,,,,,,,,,72,0.0129,0.0390,-0.0390,-2.2281,25.5811,6.4938,-2.2533,25.5045,6.5703
1,Line,0.2686,,,,,,,,,,,,,,,,180,-0.0307,0.0000,0.1335,-2.2747,25.2602,6.4371,-2.2145,25.2602,6.1754
1,Line,0.0200,,,,,,,,,,,,,,,,68,-0.0028,-0.0069,0.0069,-2.2145,25.2602,6.1754,-2.2090,25.2738,6.1618
1,Line,0.1702,,,,,,,,,,,,,,,,80,0.0148,0.0855,0.0000,-2.2533,25.5045,6.5703,-2.2823,25.3368,6.5703
1,Line,0.2456,,,,,,,,,,,,,,,,180,-0.0193,0.0000,0.1237,-2.2405,25.7038,6.7087,-2.2026,25.7038,6.4660
1,Line,0.0719,,,,,,,,,,,,,,,,180,-0.0006,0.0000,0.0367,-2.3286,25.7038,7.0533,-2.3274,25.7038,6.9814
1,Line,0.1083,,,,,,,,,,,,,,,,89,0.0006,0.0390,0.0390,-2.2823,25.3368,6.5703,-2.2836,25.2602,6.4938
1,Line,0.1682,,,,,,,,,,,,,,,,81,-0.0101,-0.0602,0.0602,-2.3483,25.5856,7.1715,-2.3286,25.7038,7.0533
1,Line,0.9078,,,,,,,,,,,,,,,,0,0.2187,0.0000,-0.4080,2.6570,-25.5805,8.0127,2.2282,-25.5805,8.8128
1,Line,0.1032,,,,,,,,,,,,,,,,76,0.0130,0.0510,0.0000,0.1802,-1.8726,9.4463,0.1548,-1.9726,9.4463
1,Line,0.0320,,,,,,,,,,,,,,,,135,-0.0070,0.0070,0.0130,0.1665,-1.8589,9.4717,0.1802,-1.8726,9.4463
1,Line,0.0320,,,,,,,,,,,,,,,,45,0.0070,0.0070,0.0130,-0.0237,-1.8589,9.4717,-0.0374,-1.8726,9.4463
1,Line,0.1110,,,,,,,,,,,,,,,,102,-0.0110,0.0540,-0.0130,-0.0453,-1.7530,9.4463,-0.0237,-1.8589,9.4717
1,Line,0.1172,,,,,,,,,,,,,,,,84,-0.0060,-0.0580,-0.0130,0.1548,-1.9726,9.4463,0.1665,-1.8589,9.4717
