Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Area,Center X,Center Y,Center Z,Length,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,,,,,,,3.6250,,,,,,176,0.0607,-0.4173,-3.0044,-5645.1803,2170.1865,88.2064,-5645.2410,2170.6038,91.2108
1,Line,,,,,,,,,,,3.0197,,,,,,91,0.5956,0.1381,-0.6853,-5644.9990,2170.3097,78.8709,-5645.5946,2170.1716,79.5562
1,Line,,,,,,,,,,,3.0113,,,,,,91,-0.6085,-0.1366,0.2632,-5645.5844,2170.1535,82.1716,-5644.9759,2170.2901,81.9084
1,Line,,,,,,,,,,,3.0410,,,,,,38,0.0231,-0.0196,3.0375,-5644.9759,2170.2901,81.9084,-5644.9990,2170.3097,78.8709
1,Line,,,,,,,,,,,2.8653,,,,,,22,0.3267,-0.4899,0.4337,-5644.3801,2173.5211,55.6006,-5644.7068,2174.0110,55.1670
1,Line,,,,,,,,,,,2.1112,,,,,,78,0.4288,-0.0023,0.4508,-5644.4703,2175.3800,63.7413,-5644.8991,2175.3823,63.2905
1,Line,,,,,,,,,,,0.3463,,,,,,144,0.0171,0.0392,-0.2785,-5644.8820,2175.4215,63.0120,-5644.8991,2175.3823,63.2905
1,Line,,,,,,,,,,,2.9176,,,,,,170,-0.0168,0.5308,1.4096,-5644.2927,2174.5651,46.9512,-5644.2759,2174.0342,45.5416
1,Line,,,,,,,,,,,2.4942,,,,,,76,-0.5043,0.0141,0.5783,-5644.9990,2170.3097,78.8709,-5644.4948,2170.2956,78.2926
1,Line,,,,,,,,,,,2.0998,,,,,,78,-0.4272,-0.0002,-0.4324,-5644.8820,2175.4215,63.0120,-5644.4547,2175.4217,63.4444
1,Line,,,,,,,,,,,0.3661,,,,,,148,0.0156,0.0417,-0.2969,-5644.4547,2175.4217,63.4444,-5644.4703,2175.3800,63.7413
1,Line,,,,,,,,,,,1.3173,,,,,,139,0.0592,0.1089,1.1747,-5644.3032,2174.8253,45.9592,-5644.3624,2174.7164,44.7845
1,Line,,,,,,,,,,,0.7264,,,,,,145,-0.0291,-0.0672,-0.6352,-5643.6295,2175.2802,43.8553,-5643.6004,2175.3475,44.4906
1,Line,,,,,,,,,,,2.2553,,,,,,154,0.0957,0.3942,-1.1310,-5645.5453,2172.0935,68.8374,-5645.6410,2171.6992,69.9685
1,Line,,,,,,,,,,,4.1034,,,,,,167,0.0109,0.5049,3.3073,-5645.5453,2172.0935,68.8374,-5645.5562,2171.5886,65.5301
1,Line,,,,,,,,,,,0.8918,,,,,,111,0.0612,0.0405,0.8191,-5644.3496,2175.5582,45.5332,-5644.4108,2175.5177,44.7141
1,Line,,,,,,,,,,,3.3015,,,,,,159,-0.0946,-0.6213,-1.3272,-5643.6128,2173.2696,43.9779,-5643.5183,2173.8909,45.3052
1,Line,,,,,,,,,,,1.0787,,,,,,135,-0.0602,-0.0925,-0.9392,-5643.6223,2174.6367,43.8549,-5643.5621,2174.7292,44.7941
1,Line,,,,,,,,,,,1.2369,,,,,,106,0.2238,0.1180,-0.2230,-5645.0172,2170.7218,90.9878,-5645.2410,2170.6038,91.2108
1,Line,,,,,,,,,,,1.3071,,,,,,77,0.2682,-0.0028,0.2110,-5644.1603,2172.2284,74.0353,-5644.4285,2172.2312,73.8243
1,Line,,,,,,,,,,,2.3889,,,,,,166,0.0100,0.3560,-1.6648,-5644.4185,2172.5873,72.1594,-5644.4285,2172.2312,73.8243
1,Line,,,,,,,,,,,2.4027,,,,,,166,-0.0100,-0.3577,1.6765,-5644.4386,2171.8735,75.5008,-5644.4285,2172.2312,73.8243
1,Line,,,,,,,,,,,3.3509,,,,,,162,-0.0301,-0.2914,3.0403,-5643.8815,2171.4369,80.3271,-5643.8515,2171.7282,77.2868
1,Line,,,,,,,,,,,2.9771,,,,,,161,0.0381,0.3189,-2.5451,-5644.4507,2171.6724,76.6658,-5644.4888,2171.3535,79.2109
1,Line,,,,,,,,,,,3.1572,,,,,,166,-0.0167,-0.4025,2.4928,-5644.1518,2171.2371,79.3384,-5644.1351,2171.6396,76.8456
1,Line,,,,,,,,,,,2.2391,,,,,,165,0.0159,0.3112,-1.6637,-5644.5362,2172.5178,74.7819,-5644.5522,2172.2067,76.4456
1,Line,,,,,,,,,,,1.5937,,,,,,28,-0.1767,0.2100,0.8929,-5644.0441,2172.7957,76.2962,-5643.8674,2172.5857,75.4033
1,Line,,,,,,,,,,,2.2495,,,,,,178,0.0510,-0.2959,1.7247,-5643.8164,2172.2898,77.1280,-5643.8674,2172.5857,75.4033
1,Line,,,,,,,,,,,1.7760,,,,,,157,0.0571,0.2888,1.0719,-5643.8674,2172.5857,75.4033,-5643.9245,2172.2969,74.3314
1,Line,,,,,,,,,,,1.9388,,,,,,7,-0.1136,0.3332,0.9449,-5644.5522,2172.2067,76.4456,-5644.4386,2171.8735,75.5008
1,Line,,,,,,,,,,,2.0917,,,,,,163,-0.0223,-0.2639,1.6589,-5644.5941,2172.5434,77.4770,-5644.5719,2172.8074,75.8181
1,Line,,,,,,,,,,,2.5835,,,,,,77,-0.5277,0.0117,-0.4781,-5644.5719,2172.8074,75.8181,-5644.0441,2172.7957,76.2962
1,Line,,,,,,,,,,,3.1515,,,,,,146,-0.1363,-0.3421,2.6068,-5643.9530,2171.7280,81.1547,-5643.8166,2172.0701,78.5479
1,Line,,,,,,,,,,,1.6167,,,,,,107,0.2772,0.1527,0.5444,-5644.7767,2170.9391,99.9499,-5645.0539,2170.7865,99.4056
1,Line,,,,,,,,,,,3.2436,,,,,,64,-0.4876,0.1255,-2.1581,-5645.7549,2172.2941,94.0313,-5645.2673,2172.1687,96.1894
1,Line,,,,,,,,,,,1.9718,,,,,,62,0.3748,-0.1059,0.6155,-5645.2673,2172.1687,96.1894,-5645.6421,2172.2745,95.5739
1,Line,,,,,,,,,,,0.6100,,,,,,90,0.1239,0.0273,-0.0018,-5645.1624,2170.9559,94.1106,-5645.2862,2170.9286,94.1124
1,Line,,,,,,,,,,,0.5711,,,,,,90,0.1159,0.0251,-0.0257,-5645.1686,2171.0437,94.7293,-5645.2846,2171.0185,94.7550
1,Line,,,,,,,,,,,1.0089,,,,,,103,0.1901,0.0885,-0.0299,-5645.0044,2171.0892,95.3589,-5645.1945,2171.0007,95.3889
1,Line,,,,,,,,,,,1.6378,,,,,,68,-0.1128,0.0196,-1.5425,-5645.7549,2172.2941,94.0313,-5645.6421,2172.2745,95.5739
1,Line,,,,,,,,,,,1.9755,,,,,,1,-0.0791,0.3461,0.9932,-5644.6484,2172.0485,81.2090,-5644.5692,2171.7024,80.2157
1,Line,,,,,,,,,,,2.8371,,,,,,161,-0.0356,-0.3059,2.4196,-5644.6484,2172.0485,81.2090,-5644.6127,2172.3545,78.7894
1,Line,,,,,,,,,,,3.1485,,,,,,164,-0.0219,-0.3380,2.6943,-5644.0249,2172.0229,81.9898,-5644.0030,2172.3609,79.2954
1,Line,,,,,,,,,,,0.8196,,,,,,56,0.0997,-0.0395,0.6370,-5645.6421,2172.2745,95.5739,-5645.7418,2172.3140,94.9368
1,Line,,,,,,,,,,,0.8564,,,,,,147,-0.0625,-0.1662,-0.0638,-5644.6559,2170.6615,84.3755,-5644.5935,2170.8277,84.4392
1,Line,,,,,,,,,,,1.9639,,,,,,145,0.1578,0.3724,-0.2685,-5644.4356,2171.2001,84.1707,-5644.5935,2170.8277,84.4392
1,Line,,,,,,,,,,,1.9220,,,,,,172,0.0096,-0.1481,-1.7844,-5644.9894,2170.1616,77.0864,-5644.9990,2170.3097,78.8709
1,Line,,,,,,,,,,,1.5080,,,,,,145,0.0864,0.2049,1.0632,-5646.9033,2172.5918,73.9838,-5646.9897,2172.3870,72.9206
1,Line,,,,,,,,,,,2.5680,,,,,,165,0.0193,0.3725,-1.8373,-5646.9897,2172.3870,72.9206,-5647.0089,2172.0144,74.7579
1,Line,,,,,,,,,,,3.7225,,,,,,162,-0.0619,-0.5625,2.5392,-5647.2470,2171.2854,75.7993,-5647.1850,2171.8480,73.2601
1,Line,,,,,,,,,,,1.1459,,,,,,53,-0.1975,0.0902,0.4716,-5647.3433,2172.2838,72.3993,-5647.1458,2172.1936,71.9277
1,Line,,,,,,,,,,,2.8463,,,,,,157,-0.0903,-0.4506,1.7935,-5647.3433,2172.2838,72.3993,-5647.2530,2172.7344,70.6057
1,Line,,,,,,,,,,,1.0409,,,,,,52,-0.1816,0.0873,0.3806,-5647.5249,2172.3711,72.7799,-5647.3433,2172.2838,72.3993
1,Line,,,,,,,,,,,1.2957,,,,,,59,0.2325,-0.0806,-0.5278,-5647.1850,2171.8480,73.2601,-5647.4175,2171.9286,73.7879
1,Line,,,,,,,,,,,2.8052,,,,,,152,-0.1117,-0.3866,2.0305,-5647.5169,2172.5965,73.7226,-5647.4052,2172.9831,71.6921
1,Line,,,,,,,,,,,2.9756,,,,,,155,-0.0978,-0.4293,2.0905,-5647.3192,2172.6743,74.2460,-5647.2214,2173.1036,72.1555
1,Line,,,,,,,,,,,2.4320,,,,,,166,0.0116,0.3310,-1.8377,-5646.8916,2172.9228,72.1461,-5646.9033,2172.5918,73.9838
1,Line,,,,,,,,,,,3.9276,,,,,,157,-0.1226,-0.6147,2.5171,-5647.5401,2171.3139,76.3050,-5647.4175,2171.9286,73.7879
1,Line,,,,,,,,,,,1.2321,,,,,,65,0.2185,-0.0487,-0.5990,-5647.4175,2171.9286,73.7879,-5647.6360,2171.9773,74.3869
1,Line,,,,,,,,,,,2.8462,,,,,,153,-0.1191,-0.4363,1.8357,-5647.5249,2172.3711,72.7799,-5647.4058,2172.8074,70.9442
1,Line,,,,,,,,,,,2.4883,,,,,,164,-0.0307,-0.3946,1.6025,-5647.1458,2172.1936,71.9277,-5647.1152,2172.5882,70.3252
1,Line,,,,,,,,,,,2.8253,,,,,,176,0.0641,-0.4590,1.7360,-5644.0454,2173.0987,70.5648,-5644.1095,2173.5577,68.8287
1,Line,,,,,,,,,,,3.1784,,,,,,168,-0.0012,0.2230,-2.9921,-5644.5397,2171.2082,79.2806,-5644.5385,2170.9852,82.2727
1,Line,,,,,,,,,,,4.0323,,,,,,170,0.0108,-0.3306,3.7052,-5644.1115,2170.8163,83.1180,-5644.1223,2171.1469,79.4127
1,Line,,,,,,,,,,,0.8964,,,,,,86,-0.1789,-0.0238,-0.2237,-5644.4003,2173.0247,70.0843,-5644.2214,2173.0485,70.3080
1,Line,,,,,,,,,,,2.9503,,,,,,167,0.0078,0.4695,-1.8984,-5644.2136,2173.5180,68.4097,-5644.2214,2173.0485,70.3080
1,Line,,,,,,,,,,,0.9168,,,,,,94,-0.1760,-0.0502,-0.2567,-5644.2214,2173.0485,70.3080,-5644.0454,2173.0987,70.5648
1,Line,,,,,,,,,,,3.2625,,,,,,120,0.2441,0.2205,-2.8532,-5643.7812,2170.9694,84.8106,-5644.0252,2170.7488,87.6638
1,Line,,,,,,,,,,,2.2304,,,,,,156,-0.0742,-0.3552,1.3886,-5647.4175,2171.9286,73.7879,-5647.3433,2172.2838,72.3993
1,Line,,,,,,,,,,,1.2762,,,,,,145,0.0739,0.1705,0.9108,-5646.8916,2172.9228,72.1461,-5646.9656,2172.7523,71.2353
1,Line,,,,,,,,,,,2.4375,,,,,,164,0.0241,0.3653,-1.6853,-5646.9656,2172.7523,71.2353,-5646.9897,2172.3870,72.9206
1,Line,,,,,,,,,,,3.0932,,,,,,171,-0.0113,0.1972,-2.9438,-5643.9932,2172.0529,82.3569,-5643.9820,2171.8558,85.3007
1,Line,,,,,,,,,,,2.6279,,,,,,161,0.0468,0.4070,-1.7385,-5647.0089,2172.0144,74.7579,-5647.0558,2171.6074,76.4964
1,Line,,,,,,,,,,,2.1387,,,,,,162,-0.0392,-0.3456,1.3324,-5647.1850,2171.8480,73.2601,-5647.1458,2172.1936,71.9277
1,Line,,,,,,,,,,,2.5407,,,,,,152,-0.1111,-0.3938,1.6070,-5647.6360,2171.9773,74.3869,-5647.5249,2172.3711,72.7799
1,Line,,,,,,,,,,,0.7096,,,,,,51,-0.1303,0.0668,-0.0874,-5644.4753,2174.0344,68.8524,-5644.3450,2173.9676,68.9397
1,Line,,,,,,,,,,,0.3852,,,,,,154,-0.0174,-0.0694,0.1730,-5644.1440,2173.6514,67.4888,-5644.1267,2173.7209,67.3157
1,Line,,,,,,,,,,,0.4196,,,,,,132,0.0359,0.0491,-0.3008,-5644.3825,2173.7903,67.3523,-5644.4185,2173.7412,67.6531
1,Line,,,,,,,,,,,2.7215,,,,,,106,-0.1806,-0.0955,-2.5379,-5647.0316,2170.7995,80.1435,-5646.8510,2170.8950,82.6814
1,Line,,,,,,,,,,,3.8935,,,,,,93,-0.2007,-0.0520,-3.7637,-5647.3097,2171.9173,82.3904,-5647.1091,2171.9692,86.1541
1,Line,,,,,,,,,,,0.3426,,,,,,174,0.0069,-0.0604,0.1787,-5644.5870,2173.8491,67.9047,-5644.5938,2173.9095,67.7260
1,Line,,,,,,,,,,,1.3985,,,,,,60,-0.2744,0.0897,0.1643,-5644.4185,2173.7412,67.6531,-5644.1440,2173.6514,67.4888
1,Line,,,,,,,,,,,3.5177,,,,,,165,0.0371,0.7031,-0.9522,-5645.0598,2171.6345,69.8640,-5645.0969,2170.9314,70.8162
1,Line,,,,,,,,,,,2.7621,,,,,,89,0.5389,0.1084,-0.7989,-5645.0969,2170.9314,70.8162,-5645.6358,2170.8230,71.6151
1,Line,,,,,,,,,,,4.2746,,,,,,163,-0.0691,-0.8421,1.3251,-5644.5130,2170.6652,70.3433,-5644.4439,2171.5073,69.0182
1,Line,,,,,,,,,,,1.1685,,,,,,21,-0.1312,0.2002,-0.2008,-5645.7733,2172.4747,95.3730,-5645.6421,2172.2745,95.5739
1,Line,,,,,,,,,,,1.8988,,,,,,14,-0.0153,0.0314,1.8914,-5645.6575,2172.3059,97.4652,-5645.6421,2172.2745,95.5739
1,Line,,,,,,,,,,,2.8147,,,,,,72,-0.5812,0.0647,0.1045,-5645.6410,2171.6992,69.9685,-5645.0598,2171.6345,69.8640
1,Line,,,,,,,,,,,3.7212,,,,,,85,0.1993,0.0253,3.5935,-5647.2304,2170.8377,84.3547,-5647.4297,2170.8125,80.7612
1,Line,,,,,,,,,,,2.9792,,,,,,165,0.0195,0.4137,-2.2154,-5646.9033,2172.5918,73.9838,-5646.9228,2172.1782,76.1992
1,Line,,,,,,,,,,,2.7758,,,,,,155,-0.0889,-0.3741,2.0699,-5647.4081,2172.3002,76.3159,-5647.3192,2172.6743,74.2460
1,Line,,,,,,,,,,,2.0564,,,,,,67,-0.4160,0.0825,0.2622,-5647.3192,2172.6743,74.2460,-5646.9033,2172.5918,73.9838
1,Line,,,,,,,,,,,1.4371,,,,,,166,-0.0080,-0.2254,-0.9428,-5647.5249,2172.3711,72.7799,-5647.5169,2172.5965,73.7226
1,Line,,,,,,,,,,,2.4060,,,,,,152,-0.0981,-0.3392,1.7042,-5647.6150,2172.2573,75.4268,-5647.5169,2172.5965,73.7226
1,Line,,,,,,,,,,,1.1479,,,,,,99,-0.1976,-0.0778,-0.5234,-5647.5169,2172.5965,73.7226,-5647.3192,2172.6743,74.2460
1,Line,,,,,,,,,,,3.6570,,,,,,154,-0.1393,-0.5492,2.4385,-5647.7753,2171.4281,76.8254,-5647.6360,2171.9773,74.3869
1,Line,,,,,,,,,,,2.1936,,,,,,150,-0.0828,-0.2533,1.7801,-5647.4910,2172.0469,78.0960,-5647.4081,2172.3002,76.3159
1,Line,,,,,,,,,,,2.4100,,,,,,64,-0.4854,0.1220,0.1167,-5647.4081,2172.3002,76.3159,-5646.9228,2172.1782,76.1992
1,Line,,,,,,,,,,,1.5970,,,,,,164,0.0168,0.2431,-1.0848,-5646.9228,2172.1782,76.1992,-5646.9396,2171.9351,77.2840
1,Line,,,,,,,,,,,1.7043,,,,,,164,-0.0210,-0.2799,-1.0399,-5647.6360,2171.9773,74.3869,-5647.6150,2172.2573,75.4268
1,Line,,,,,,,,,,,3.0612,,,,,,152,-0.1275,-0.4367,2.1408,-5647.7425,2171.8205,77.5677,-5647.6150,2172.2573,75.4268
1,Line,,,,,,,,,,,1.3501,,,,,,90,-0.2069,-0.0429,-0.8890,-5647.6150,2172.2573,75.4268,-5647.4081,2172.3002,76.3159
1,Line,,,,,,,,,,,2.8739,,,,,,15,0.2714,-0.5317,0.1191,-5644.7017,2171.5506,97.2295,-5644.9731,2172.0823,97.1104
1,Line,,,,,,,,,,,1.6099,,,,,,8,-0.0505,0.1385,1.4453,-5645.1742,2171.3563,92.2658,-5645.1237,2171.2177,90.8205
1,Line,,,,,,,,,,,2.3965,,,,,,166,-0.0151,-0.4724,0.7586,-5645.1893,2170.8839,93.0243,-5645.1742,2171.3563,92.2658
1,Line,,,,,,,,,,,0.9501,,,,,,136,0.0233,0.0377,0.9259,-5644.9731,2172.0823,97.1104,-5644.9964,2172.0447,96.1845
1,Line,,,,,,,,,,,2.3609,,,,,,13,-0.2106,0.4427,-0.1240,-5644.9964,2172.0447,96.1845,-5644.7858,2171.6020,96.3085
1,Line,,,,,,,,,,,1.0359,,,,,,47,-0.0841,0.0514,-0.9210,-5644.7858,2171.6020,96.3085,-5644.7017,2171.5506,97.2295
1,Line,,,,,,,,,,,2.5444,,,,,,75,-0.5189,0.0244,-0.4807,-5645.4092,2173.0471,67.4344,-5644.8903,2173.0227,67.9151
1,Line,,,,,,,,,,,5.2127,,,,,,166,-0.0375,-1.0719,0.7493,-5644.2236,2171.3873,61.9005,-5644.1860,2172.4592,61.1512
1,Line,,,,,,,,,,,7.3890,,,,,,165,0.0747,1.5216,-0.9543,-5644.6555,2172.4593,60.2655,-5644.7302,2170.9378,61.2198
1,Line,,,,,,,,,,,8.5670,,,,,,164,-0.1170,-1.7753,0.4100,-5645.3846,2170.8664,62.4401,-5645.2676,2172.6416,62.0300
1,Line,,,,,,,,,,,4.5860,,,,,,162,0.0927,0.9276,-0.9617,-5644.8903,2173.0227,67.9151,-5644.9831,2172.0950,68.8767
1,Line,,,,,,,,,,,2.7046,,,,,,78,0.5623,0.0016,0.0393,-5644.9831,2172.0950,68.8767,-5645.5453,2172.0935,68.8374
1,Line,,,,,,,,,,,4.3739,,,,,,165,0.0450,0.8804,-1.0741,-5644.0298,2172.6990,64.6180,-5644.0749,2171.8186,65.6921
1,Line,,,,,,,,,,,1.7322,,,,,,104,-0.3225,-0.1596,0.0722,-5645.0742,2170.7986,97.4881,-5644.7517,2170.9583,97.4159
1,Line,,,,,,,,,,,1.4330,,,,,,54,-0.2667,0.1180,-0.2921,-5645.3666,2171.7118,89.9798,-5645.0999,2171.5938,90.2719
1,Line,,,,,,,,,,,2.8458,,,,,,57,-0.5175,0.2021,0.9792,-5645.6174,2171.7959,91.2510,-5645.0999,2171.5938,90.2719
1,Line,,,,,,,,,,,2.0465,,,,,,68,0.4181,-0.0769,0.0867,-5645.1993,2171.7190,91.3377,-5645.6174,2171.7959,91.2510
1,Line,,,,,,,,,,,1.3285,,,,,,170,0.0048,-0.1366,-1.1543,-5645.2673,2172.1687,96.1894,-5645.2722,2172.3053,97.3437
1,Line,,,,,,,,,,,0.8908,,,,,,28,-0.0899,0.1064,0.5874,-5645.3572,2172.2750,96.7768,-5645.2673,2172.1687,96.1894
1,Line,,,,,,,,,,,1.7983,,,,,,59,-0.2507,0.0841,1.2712,-5645.6174,2171.7959,91.2510,-5645.3666,2171.7118,89.9798
1,Line,,,,,,,,,,,1.3142,,,,,,26,-0.0994,0.1252,1.0658,-5645.1993,2171.7190,91.3377,-5645.0999,2171.5938,90.2719
1,Line,,,,,,,,,,,1.1178,,,,,,173,0.0115,-0.1244,0.9425,-5644.7517,2170.9583,97.4159,-5644.7632,2171.0827,96.4734
1,Line,,,,,,,,,,,1.9959,,,,,,101,0.3814,0.1628,0.0765,-5644.7632,2171.0827,96.4734,-5645.1445,2170.9199,96.3969
1,Line,,,,,,,,,,,1.2828,,,,,,18,-0.0704,0.1213,-1.0912,-5645.1445,2170.9199,96.3969,-5645.0742,2170.7986,97.4881
1,Line,,,,,,,,,,,1.8935,,,,,,164,0.0238,0.3760,-0.5486,-5645.0999,2171.5938,90.2719,-5645.1237,2171.2177,90.8205
1,Line,,,,,,,,,,,1.9797,,,,,,172,0.0251,-0.3627,0.9281,-5645.1742,2171.3563,92.2658,-5645.1993,2171.7190,91.3377
1,Line,,,,,,,,,,,0.3632,,,,,,80,-0.0752,-0.0032,-0.0278,-5645.7327,2172.3027,97.4374,-5645.6575,2172.3059,97.4652
1,Line,,,,,,,,,,,4.8407,,,,,,160,0.1361,0.9536,-1.4031,-5645.4092,2173.0471,67.4344,-5645.5453,2172.0935,68.8374
1,Line,,,,,,,,,,,2.1971,,,,,,153,-0.1200,-0.4401,0.1149,-5645.6209,2171.7606,92.3958,-5645.5009,2172.2007,92.2809
1,Line,,,,,,,,,,,2.1663,,,,,,93,0.4345,0.1184,-0.0028,-5645.2410,2170.6038,91.2108,-5645.6755,2170.4854,91.2137
1,Line,,,,,,,,,,,0.6215,,,,,,48,-0.0970,0.0549,0.3146,-5645.3379,2170.6587,91.5255,-5645.2410,2170.6038,91.2108
1,Line,,,,,,,,,,,1.6551,,,,,,84,-0.3378,-0.0348,0.2671,-5645.6209,2171.7606,92.3958,-5645.2831,2171.7955,92.1287
1,Line,,,,,,,,,,,0.9342,,,,,,17,0.0310,-0.0561,-0.8819,-5645.2831,2171.7955,92.1287,-5645.3141,2171.8516,93.0106
1,Line,,,,,,,,,,,1.6575,,,,,,95,-0.3068,-0.0909,-0.6148,-5645.6209,2171.7606,92.3958,-5645.3141,2171.8516,93.0106
1,Line,,,,,,,,,,,0.9697,,,,,,175,-0.0135,0.1152,-0.7933,-5644.0127,2172.5444,77.9712,-5643.9992,2172.4292,78.7646
1,Line,,,,,,,,,,,1.9308,,,,,,175,0.0420,-0.3368,-1.0314,-5644.5522,2172.2067,76.4456,-5644.5941,2172.5434,77.4770
1,Line,,,,,,,,,,,0.9233,,,,,,166,0.0051,0.1353,-0.6545,-5644.4386,2171.8735,75.5008,-5644.4436,2171.7382,76.1553
1,Line,,,,,,,,,,,1.5542,,,,,,69,-0.3176,0.0513,-0.1476,-5644.4436,2171.7382,76.1553,-5644.1261,2171.6869,76.3029
1,Line,,,,,,,,,,,2.0712,,,,,,175,0.0314,-0.2513,1.6750,-5644.0127,2172.5444,77.9712,-5644.0441,2172.7957,76.2962
1,Line,,,,,,,,,,,0.9146,,,,,,163,0.0107,0.1133,-0.7329,-5644.5941,2172.5434,77.4770,-5644.6049,2172.4302,78.2099
1,Line,,,,,,,,,,,0.9533,,,,,,1,0.0279,-0.1225,0.7372,-5644.5242,2172.0842,77.1829,-5644.5522,2172.2067,76.4456
1,Line,,,,,,,,,,,2.8652,,,,,,163,0.0500,0.5923,-0.1864,-5644.7017,2171.5506,97.2295,-5644.7517,2170.9583,97.4159
1,Line,,,,,,,,,,,1.6093,,,,,,76,-0.2413,0.0065,-1.1145,-5645.0044,2171.0892,95.3589,-5644.7632,2171.0827,96.4734
1,Line,,,,,,,,,,,2.5055,,,,,,170,0.0227,-0.5193,0.1649,-5644.7632,2171.0827,96.4734,-5644.7858,2171.6020,96.3085
1,Line,,,,,,,,,,,2.1769,,,,,,87,0.2801,0.0466,1.6951,-5644.7858,2171.6020,96.3085,-5645.0659,2171.5553,94.6134
1,Line,,,,,,,,,,,8.7384,,,,,,175,-0.1607,1.2271,6.3974,-5645.5453,2172.0935,68.8374,-5645.3846,2170.8664,62.4401
1,Line,,,,,,,,,,,1.2471,,,,,,100,-0.2405,-0.0967,-0.0359,-5645.3850,2170.8232,96.3610,-5645.1445,2170.9199,96.3969
1,Line,,,,,,,,,,,1.1068,,,,,,20,0.0500,-0.0808,1.0080,-5645.1445,2170.9199,96.3969,-5645.1945,2171.0007,95.3889
1,Line,,,,,,,,,,,2.3509,,,,,,101,-0.1284,-0.0550,-2.2529,-5645.1248,2171.9897,93.9316,-5644.9964,2172.0447,96.1845
1,Line,,,,,,,,,,,1.4153,,,,,,104,0.2645,0.1284,-0.0585,-5645.0742,2170.7986,97.4881,-5645.3386,2170.6702,97.5466
1,Line,,,,,,,,,,,2.5385,,,,,,115,0.0250,0.0191,-2.5340,-5644.7517,2170.9583,97.4159,-5644.7767,2170.9391,99.9499
1,Line,,,,,,,,,,,2.9673,,,,,,33,-0.1136,0.1129,2.8656,-5644.8153,2171.6635,100.0951,-5644.7017,2171.5506,97.2295
1,Line,,,,,,,,,,,1.4333,,,,,,53,0.2710,-0.1240,-0.0049,-5644.9964,2172.0447,96.1845,-5645.2673,2172.1687,96.1894
1,Line,,,,,,,,,,,2.4553,,,,,,55,0.2823,-0.1195,1.9632,-5645.2673,2172.1687,96.1894,-5645.5496,2172.2882,94.2262
1,Line,,,,,,,,,,,1.9208,,,,,,47,0.0202,-0.0121,1.9174,-5645.0539,2170.7865,99.4056,-5645.0742,2170.7986,97.4881
1,Line,,,,,,,,,,,1.7388,,,,,,62,-0.2942,0.0863,-0.9210,-5645.2673,2172.1687,96.1894,-5644.9731,2172.0823,97.1104
1,Line,,,,,,,,,,,4.7721,,,,,,154,0.2351,0.9444,-0.9282,-5644.2316,2171.1642,74.7688,-5644.4667,2170.2198,75.6970
1,Line,,,,,,,,,,,3.4214,,,,,,129,-0.0446,-0.0559,-3.4040,-5644.4948,2170.2956,78.2926,-5644.4502,2170.3515,81.6966
1,Line,,,,,,,,,,,4.3338,,,,,,155,-0.2047,-0.8594,0.8523,-5644.4502,2170.3515,81.6966,-5644.2455,2171.2109,80.8443
1,Line,,,,,,,,,,,2.8001,,,,,,114,0.2032,0.1461,-2.5282,-5644.2178,2170.3589,69.5208,-5644.4210,2170.2128,72.0491
1,Line,,,,,,,,,,,2.2692,,,,,,134,0.2210,0.3302,-1.2238,-5644.1673,2170.3429,68.6135,-5644.3883,2170.0127,69.8374
1,Line,,,,,,,,,,,3.8389,,,,,,147,0.2761,0.7300,-0.8048,-5644.0448,2170.6772,69.8700,-5644.3209,2169.9472,70.6748
1,Line,,,,,,,,,,,2.7914,,,,,,170,0.0043,-0.1103,2.7405,-5644.2455,2171.2109,80.8443,-5644.2498,2171.3212,78.1038
1,Line,,,,,,,,,,,2.8344,,,,,,163,0.0445,0.5201,1.3149,-5644.6962,2172.0035,83.9428,-5644.7407,2171.4834,82.6278
1,Line,,,,,,,,,,,2.2851,,,,,,145,-0.0369,-0.0858,2.2405,-5644.7407,2171.4834,82.6278,-5644.7039,2171.5692,80.3873
1,Line,,,,,,,,,,,2.9338,,,,,,172,0.0366,-0.5264,-1.4717,-5644.7372,2171.6798,79.2975,-5644.7737,2172.2062,80.7693
1,Line,,,,,,,,,,,2.9670,,,,,,169,0.0116,-0.5954,-0.7741,-5644.7143,2171.4075,84.2923,-5644.7259,2172.0029,85.0664
1,Line,,,,,,,,,,,1.6751,,,,,,41,0.2787,-0.2074,-0.1216,-5644.4356,2171.2001,84.1707,-5644.7143,2171.4075,84.2923
1,Line,,,,,,,,,,,2.1061,,,,,,29,-0.0618,0.0718,-2.0563,-5644.7580,2172.0753,81.8865,-5644.6962,2172.0035,83.9428
1,Line,,,,,,,,,,,2.0996,,,,,,133,-0.2003,-0.2836,1.2728,-5644.3872,2170.1121,69.8106,-5644.1869,2170.3957,68.5379
1,Line,,,,,,,,,,,1.5367,,,,,,72,-0.3156,0.0328,-0.1798,-5644.4507,2171.6724,76.6658,-5644.1351,2171.6396,76.8456
1,Line,,,,,,,,,,,1.3629,,,,,,92,0.2642,0.0665,0.3752,-5643.8675,2171.9134,76.1468,-5644.1316,2171.8469,75.7715
