Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Area,Center X,Center Y,Center Z,Length,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,,,,,,,2.0999,,,,,,150,-0.0986,-0.2996,1.4519,-5644.0212,2174.5583,66.3481,-5643.9226,2174.8579,64.8961
1,Line,,,,,,,,,,,0.7358,,,,,,95,0.1110,0.0348,0.4777,-5644.4366,2174.3628,67.9895,-5644.5476,2174.3279,67.5119
1,Line,,,,,,,,,,,0.9987,,,,,,44,0.1709,-0.1144,-0.1365,-5644.1278,2173.6977,69.3653,-5644.2987,2173.8121,69.5018
1,Line,,,,,,,,,,,0.7563,,,,,,103,-0.0994,-0.0459,0.5430,-5644.7098,2174.3575,67.4594,-5644.6105,2174.4034,66.9164
1,Line,,,,,,,,,,,0.7600,,,,,,28,0.0628,-0.0755,0.5955,-5644.5476,2174.3279,67.5119,-5644.6105,2174.4034,66.9164
1,Line,,,,,,,,,,,1.3587,,,,,,89,0.2467,0.0500,0.6171,-5644.2987,2173.8121,69.5018,-5644.5454,2173.7621,68.8846
1,Line,,,,,,,,,,,0.4481,,,,,,168,-0.0005,-0.0584,0.3490,-5644.2987,2173.8121,69.5018,-5644.2982,2173.8705,69.1528
1,Line,,,,,,,,,,,0.5820,,,,,,15,-0.0430,0.0857,-0.3552,-5644.1708,2173.7833,69.0100,-5644.1278,2173.6977,69.3653
1,Line,,,,,,,,,,,0.9480,,,,,,121,0.0782,0.0726,0.7971,-5644.6105,2174.4034,66.9164,-5644.6887,2174.3308,66.1193
1,Line,,,,,,,,,,,1.0764,,,,,,121,-0.0886,-0.0828,-0.9047,-5644.7984,2174.2748,66.5547,-5644.7098,2174.3575,67.4594
1,Line,,,,,,,,,,,0.7381,,,,,,12,-0.0511,0.1132,-0.4337,-5644.7098,2174.3575,67.4594,-5644.6588,2174.2444,67.8931
1,Line,,,,,,,,,,,0.7700,,,,,,115,-0.1112,-0.0836,0.3812,-5644.6588,2174.2444,67.8931,-5644.5476,2174.3279,67.5119
1,Line,,,,,,,,,,,0.6622,,,,,,3,0.0313,-0.1158,0.3252,-5644.6574,2174.2151,66.4446,-5644.6887,2174.3308,66.1193
1,Line,,,,,,,,,,,0.7354,,,,,,105,0.1097,0.0561,-0.4354,-5644.6887,2174.3308,66.1193,-5644.7984,2174.2748,66.5547
1,Line,,,,,,,,,,,0.7542,,,,,,1,0.0319,-0.1410,0.2921,-5644.7666,2174.1337,66.8467,-5644.7984,2174.2748,66.5547
1,Line,,,,,,,,,,,1.5807,,,,,,40,0.2597,-0.2010,0.0619,-5644.0705,2174.4678,65.5645,-5644.3302,2174.6688,65.5026
1,Line,,,,,,,,,,,1.4127,,,,,,44,-0.2368,0.1587,0.3398,-5644.3279,2174.5220,67.3990,-5644.0911,2174.3633,67.0592
1,Line,,,,,,,,,,,1.1595,,,,,,145,0.0705,0.1674,-0.7623,-5644.0911,2174.3633,67.0592,-5644.1616,2174.1959,67.8215
1,Line,,,,,,,,,,,1.0705,,,,,,143,-0.0814,-0.1777,0.5122,-5643.9244,2173.9868,67.1540,-5643.8431,2174.1645,66.6418
1,Line,,,,,,,,,,,1.8485,,,,,,124,0.1544,0.1606,1.5063,-5644.4366,2174.3628,67.9895,-5644.5910,2174.2021,66.4833
1,Line,,,,,,,,,,,1.2832,,,,,,124,-0.1078,-0.1106,-1.0464,-5644.4357,2174.4114,66.3526,-5644.3279,2174.5220,67.3990
1,Line,,,,,,,,,,,1.0992,,,,,,134,-0.1087,-0.1592,0.5905,-5644.4366,2174.3628,67.9895,-5644.3279,2174.5220,67.3990
1,Line,,,,,,,,,,,1.0966,,,,,,140,-0.1020,-0.1906,0.3489,-5644.0123,2173.9023,66.3158,-5643.9103,2174.0929,65.9669
1,Line,,,,,,,,,,,0.5726,,,,,,64,0.0867,-0.0210,-0.3792,-5644.6649,2174.5050,66.6784,-5644.7516,2174.5259,67.0576
1,Line,,,,,,,,,,,1.2881,,,,,,51,0.2293,-0.1162,-0.3614,-5644.2460,2173.9182,68.4910,-5644.4753,2174.0344,68.8524
1,Line,,,,,,,,,,,1.8092,,,,,,161,-0.0387,-0.3284,0.8628,-5644.4753,2174.0344,68.8524,-5644.4366,2174.3628,67.9895
1,Line,,,,,,,,,,,1.0756,,,,,,116,0.0909,0.0717,0.9204,-5644.7516,2174.5259,67.0576,-5644.8425,2174.4543,66.1372
1,Line,,,,,,,,,,,0.5438,,,,,,71,-0.0974,0.0122,0.2696,-5644.8425,2174.4543,66.1372,-5644.7450,2174.4421,65.8676
1,Line,,,,,,,,,,,0.9473,,,,,,116,-0.0801,-0.0629,-0.8108,-5644.7450,2174.4421,65.8676,-5644.6649,2174.5050,66.6784
1,Line,,,,,,,,,,,0.4538,,,,,,14,0.0359,-0.0737,0.2248,-5644.2101,2173.8445,68.7158,-5644.2460,2173.9182,68.4910
1,Line,,,,,,,,,,,1.3366,,,,,,12,0.1112,-0.2547,-0.0096,-5643.8114,2174.6033,64.8865,-5643.9226,2174.8579,64.8961
1,Line,,,,,,,,,,,0.5768,,,,,,143,-0.0267,-0.0567,-0.4919,-5643.9493,2174.8013,64.4042,-5643.9226,2174.8579,64.8961
1,Line,,,,,,,,,,,1.0707,,,,,,44,0.1801,-0.1223,-0.2236,-5643.9226,2174.8579,64.8961,-5644.1027,2174.9802,65.1197
1,Line,,,,,,,,,,,1.5852,,,,,,146,-0.1055,-0.2574,0.8501,-5644.4357,2174.4114,66.3526,-5644.3302,2174.6688,65.5026
1,Line,,,,,,,,,,,1.1805,,,,,,123,-0.1009,-0.1005,-0.9614,-5644.3302,2174.6688,65.5026,-5644.2293,2174.7693,66.4640
1,Line,,,,,,,,,,,1.5856,,,,,,146,-0.0986,-0.2473,0.9350,-5644.3279,2174.5220,67.3990,-5644.2293,2174.7693,66.4640
1,Line,,,,,,,,,,,1.3405,,,,,,29,0.1534,-0.1789,-0.7155,-5643.9493,2174.8013,64.4042,-5644.1027,2174.9802,65.1197
1,Line,,,,,,,,,,,1.2896,,,,,,39,-0.1882,0.1499,0.5692,-5644.2460,2173.9182,68.4910,-5644.0578,2173.7683,67.9218
1,Line,,,,,,,,,,,0.5483,,,,,,161,0.0117,0.0937,-0.3069,-5644.0578,2173.7683,67.9218,-5644.0695,2173.6746,68.2286
1,Line,,,,,,,,,,,1.1673,,,,,,28,0.1406,-0.1699,-0.4871,-5644.0695,2173.6746,68.2286,-5644.2101,2173.8445,68.7158
1,Line,,,,,,,,,,,0.7971,,,,,,122,0.0695,0.0675,0.6469,-5644.1027,2174.9802,65.1197,-5644.1722,2174.9128,64.4728
1,Line,,,,,,,,,,,1.2005,,,,,,51,-0.2229,0.1115,0.0686,-5644.1722,2174.9128,64.4728,-5643.9493,2174.8013,64.4042
1,Line,,,,,,,,,,,1.6609,,,,,,37,-0.2372,0.2091,0.6675,-5644.1616,2174.1959,67.8215,-5643.9244,2173.9868,67.1540
1,Line,,,,,,,,,,,0.5086,,,,,,155,-0.0150,-0.0656,0.3922,-5644.5454,2173.7621,68.8846,-5644.5303,2173.8278,68.4925
1,Line,,,,,,,,,,,0.9424,,,,,,60,-0.0505,0.0160,0.9073,-5644.2178,2170.3589,69.5208,-5644.1673,2170.3429,68.6135
1,Line,,,,,,,,,,,3.2674,,,,,,126,-0.4388,-0.4805,0.9384,-5645.6348,2170.6537,71.9332,-5645.1960,2171.1342,70.9949
1,Line,,,,,,,,,,,2.3142,,,,,,53,0.4350,-0.2042,0.1178,-5645.1960,2171.1342,70.9949,-5645.6310,2171.3384,70.8770
1,Line,,,,,,,,,,,3.6208,,,,,,59,0.5474,-0.1895,-2.3125,-5644.3883,2170.0127,69.8374,-5644.9356,2170.2022,72.1499
1,Line,,,,,,,,,,,3.0047,,,,,,85,0.6200,0.0735,0.1112,-5644.9356,2170.2022,72.1499,-5645.5556,2170.1287,72.0387
1,Line,,,,,,,,,,,6.0565,,,,,,72,1.1673,-0.1160,-2.2014,-5644.3883,2170.0127,69.8374,-5645.5556,2170.1287,72.0387
1,Line,,,,,,,,,,,2.2241,,,,,,53,-0.4185,0.1964,-0.0534,-5645.1960,2171.1342,70.9949,-5644.7776,2170.9378,71.0482
1,Line,,,,,,,,,,,1.5790,,,,,,166,-0.0076,-0.2136,-1.1984,-5644.5236,2170.6014,70.4879,-5644.5161,2170.8150,71.6863
1,Line,,,,,,,,,,,1.5290,,,,,,53,0.2615,-0.1228,0.6381,-5644.5161,2170.8150,71.6863,-5644.7776,2170.9378,71.0482
1,Line,,,,,,,,,,,0.6032,,,,,,16,0.0545,-0.1016,0.2380,-5644.6105,2174.4034,66.9164,-5644.6649,2174.5050,66.6784
1,Line,,,,,,,,,,,2.1849,,,,,,25,0.2706,-0.3584,0.3288,-5644.7776,2170.9378,71.0482,-5645.0482,2171.2962,70.7194
1,Line,,,,,,,,,,,1.0902,,,,,,126,0.1479,0.1620,-0.2754,-5645.0482,2171.2962,70.7194,-5645.1960,2171.1342,70.9949
1,Line,,,,,,,,,,,2.1033,,,,,,25,-0.2540,0.3364,0.5603,-5644.7776,2170.9378,71.0482,-5644.5236,2170.6014,70.4879
1,Line,,,,,,,,,,,2.4171,,,,,,177,0.0327,-0.2001,-2.2117,-5644.3883,2170.0127,69.8374,-5644.4210,2170.2128,72.0491
1,Line,,,,,,,,,,,2.4981,,,,,,68,-0.3051,0.0564,2.0034,-5645.1204,2171.7198,102.0985,-5644.8153,2171.6635,100.0951
1,Line,,,,,,,,,,,3.2420,,,,,,61,-0.2964,0.0891,-2.8800,-5645.2722,2172.3053,97.3437,-5644.9757,2172.2162,100.2237
1,Line,,,,,,,,,,,1.8576,,,,,,49,0.2420,-0.1347,-1.2945,-5644.9757,2172.2162,100.2237,-5645.2178,2172.3510,101.5182
1,Line,,,,,,,,,,,1.8093,,,,,,41,-0.2991,0.2230,0.2332,-5645.2722,2172.3053,97.3437,-5644.9731,2172.0823,97.1104
1,Line,,,,,,,,,,,3.4918,,,,,,171,-0.0386,0.7243,0.1452,-5644.8153,2171.6635,100.0951,-5644.7767,2170.9391,99.9499
1,Line,,,,,,,,,,,2.2631,,,,,,49,0.2196,-0.1231,-1.9118,-5644.7767,2170.9391,99.9499,-5644.9963,2171.0623,101.8617
1,Line,,,,,,,,,,,1.5782,,,,,,77,-0.3006,0.0042,0.6328,-5645.5727,2172.3095,97.9765,-5645.2722,2172.3053,97.3437
1,Line,,,,,,,,,,,0.8346,,,,,,64,-0.1214,0.0313,0.5771,-5645.1237,2171.2177,90.8205,-5645.0023,2171.1864,90.2433
1,Line,,,,,,,,,,,1.5521,,,,,,107,0.2668,0.1461,0.5183,-5645.0539,2170.7865,99.4056,-5645.3207,2170.6404,98.8873
1,Line,,,,,,,,,,,2.8052,,,,,,156,0.0576,0.2758,2.4562,-5644.9963,2171.0623,101.8617,-5645.0539,2170.7865,99.4056
1,Line,,,,,,,,,,,2.3566,,,,,,166,0.0149,0.4646,-0.7445,-5645.0023,2171.1864,90.2433,-5645.0172,2170.7218,90.9878
1,Line,,,,,,,,,,,1.0660,,,,,,64,0.1924,-0.0484,-0.4757,-5645.0172,2170.7218,90.9878,-5645.2096,2170.7702,91.4635
1,Line,,,,,,,,,,,2.2843,,,,,,157,-0.0859,-0.4476,0.6430,-5645.2096,2170.7702,91.4635,-5645.1237,2171.2177,90.8205
1,Line,,,,,,,,,,,0.6503,,,,,,15,0.0563,-0.1112,0.2517,-5644.6887,2174.3308,66.1193,-5644.7450,2174.4421,65.8676
1,Line,,,,,,,,,,,2.9763,,,,,,79,0.6098,0.0064,0.5061,-5644.0030,2172.3609,79.2954,-5644.6127,2172.3545,78.7894
1,Line,,,,,,,,,,,0.4572,,,,,,130,-0.0452,-0.0573,0.2933,-5644.1095,2173.5577,68.8287,-5644.0644,2173.6150,68.5355
1,Line,,,,,,,,,,,1.4035,,,,,,81,0.1636,0.0083,1.1616,-5644.1095,2173.5577,68.8287,-5644.2731,2173.5494,67.6672
1,Line,,,,,,,,,,,0.6854,,,,,,162,-0.0079,-0.0757,0.5795,-5644.6127,2172.3545,78.7894,-5644.6049,2172.4302,78.2099
1,Line,,,,,,,,,,,2.9655,,,,,,78,-0.6057,0.0010,-0.5547,-5644.6049,2172.4302,78.2099,-5643.9992,2172.4292,78.7646
1,Line,,,,,,,,,,,0.6246,,,,,,165,0.0038,0.0683,-0.5309,-5643.9992,2172.4292,78.7646,-5644.0030,2172.3609,79.2954
1,Line,,,,,,,,,,,1.2606,,,,,,100,0.1828,0.0754,0.8275,-5644.1095,2173.5577,68.8287,-5644.2923,2173.4823,68.0012
1,Line,,,,,,,,,,,0.9992,,,,,,37,0.1499,-0.1295,-0.3014,-5644.2731,2173.5494,67.6672,-5644.4230,2173.6788,67.9685
1,Line,,,,,,,,,,,0.4975,,,,,,152,0.0184,0.0633,-0.3833,-5644.4230,2173.6788,67.9685,-5644.4414,2173.6155,68.3518
1,Line,,,,,,,,,,,1.0235,,,,,,36,-0.1491,0.1332,0.3506,-5644.4414,2173.6155,68.3518,-5644.2923,2173.4823,68.0012
1,Line,,,,,,,,,,,0.5828,,,,,,102,-0.0787,-0.0357,-0.4085,-5644.2923,2173.4823,68.0012,-5644.2136,2173.5180,68.4097
1,Line,,,,,,,,,,,0.6802,,,,,,99,-0.1041,-0.0397,-0.4191,-5644.2136,2173.5180,68.4097,-5644.1095,2173.5577,68.8287
1,Line,,,,,,,,,,,0.4735,,,,,,152,-0.0192,-0.0671,0.3340,-5644.2923,2173.4823,68.0012,-5644.2731,2173.5494,67.6672
1,Line,,,,,,,,,,,1.9931,,,,,,1,-0.0810,0.3409,1.0638,-5644.5318,2172.0133,77.7296,-5644.4507,2171.6724,76.6658
1,Line,,,,,,,,,,,0.6033,,,,,,147,0.0256,0.0667,-0.4959,-5643.7911,2172.1368,78.0520,-5643.8166,2172.0701,78.5479
1,Line,,,,,,,,,,,1.8216,,,,,,21,0.1863,-0.2908,-0.7475,-5643.8166,2172.0701,78.5479,-5644.0030,2172.3609,79.2954
1,Line,,,,,,,,,,,0.5117,,,,,,163,-0.0040,-0.0460,0.4610,-5643.8515,2171.7282,77.2868,-5643.8475,2171.7742,76.8258
1,Line,,,,,,,,,,,0.9822,,,,,,2,0.0440,-0.1795,0.4175,-5644.7984,2174.2748,66.5547,-5644.8425,2174.4543,66.1372
1,Line,,,,,,,,,,,0.9262,,,,,,2,-0.0418,0.1684,-0.4017,-5644.7516,2174.5259,67.0576,-5644.7098,2174.3575,67.4594
1,Line,,,,,,,,,,,1.8676,,,,,,23,-0.2081,0.2924,0.7125,-5643.9992,2172.4292,78.7646,-5643.7911,2172.1368,78.0520
1,Line,,,,,,,,,,,1.4984,,,,,,95,0.2786,0.0873,0.5229,-5643.8475,2171.7742,76.8258,-5644.1261,2171.6869,76.3029
1,Line,,,,,,,,,,,1.9918,,,,,,1,0.0810,-0.3412,-1.0598,-5644.5318,2172.0133,77.7296,-5644.6127,2172.3545,78.7894
1,Line,,,,,,,,,,,0.6017,,,,,,162,-0.0071,-0.0658,0.5105,-5644.4507,2171.6724,76.6658,-5644.4436,2171.7382,76.1553
1,Line,,,,,,,,,,,1.9937,,,,,,1,0.0806,-0.3460,-1.0276,-5644.4436,2171.7382,76.1553,-5644.5242,2172.0842,77.1829
1,Line,,,,,,,,,,,0.5901,,,,,,157,0.0091,0.0473,-0.5427,-5644.1261,2171.6869,76.3029,-5644.1351,2171.6396,76.8456
1,Line,,,,,,,,,,,1.4960,,,,,,95,-0.2837,-0.0887,-0.4412,-5644.1351,2171.6396,76.8456,-5643.8515,2171.7282,77.2868
1,Line,,,,,,,,,,,1.9938,,,,,,1,-0.0807,0.3460,1.0270,-5644.6049,2172.4302,78.2099,-5644.5242,2172.0842,77.1829
1,Line,,,,,,,,,,,24.0000,,,,,,90,0.0000,-5.5080,0.0000,-5226.4597,2111.9707,128.3287,-5226.4597,2117.4788,128.3287
1,Arc,,,,,,,8.8632,-5793.9299,2178.9137,98.1193,15.1251,32.1755,270,27,,,,,,,,,,,,
1,Arc,,,,,,,26.0206,-4561.1739,2177.6360,154.3138,24.6923,47.5700,27,30,,,,,,,,,,,,
1,Arc,,,,,,,67.6743,-4691.1739,2179.3321,136.3501,37.9426,66.1656,270,33,,,,,,,,,,,,
1,Line,,,,,,,,,,,68.5629,,,,,,166,-66.3125,16.8129,4.5655,-4561.1739,2177.6360,198.6938,-4494.8614,2160.8231,194.1283
1,Line,,,,,,,,,,,68.8429,,,,,,180,-66.3125,0.1743,-18.4925,-4691.1739,2179.3321,74.0063,-4624.8614,2179.1578,92.4988
1,Line,,,,,,,,,,,55.7860,,,,,,163,48.9614,-15.1057,-22.0607,-5744.9685,2177.9652,48.1938,-5793.9299,2193.0709,70.2545
1,Line,,,,,,,,,,,77.6689,,,,,,25,-66.3125,-31.2958,-25.6062,-4691.1739,2179.3321,74.0063,-4624.8614,2210.6279,99.6126
1,Arc,,,,,,,53.7696,-4864.4239,2179.3321,119.4438,37.2539,79.2500,243,27,,,,,,,,,,,,
1,Arc,,,,,,,4.0539,-5823.3727,2177.8955,94.3414,9.2307,15.8975,147,33,,,,,,,,,,,,
1,Line,,,,,,,,,,,33.7426,,,,,,159,-29.4428,11.3873,-11.9169,-5823.3727,2165.7799,102.2902,-5793.9299,2154.3926,114.2071
1,Line,,,,,,,,,,,77.7069,,,,,,178,-66.3125,2.7181,-40.4181,-4691.1739,2118.9355,105.1782,-4624.8614,2116.2174,145.5963
1,Arc,,,,,,,49.8826,-4624.8614,2179.1578,145.5963,31.8671,53.0975,270,34,,,,,,,,,,,,
1,Line,,,,,,,,,,,66.1406,,,,,,173,-63.6875,7.3387,-16.2671,-4624.8614,2210.6279,99.6126,-4561.1739,2203.2892,115.8796
1,Line,,,,,,,,,,,73.5478,,,,,,163,70.3305,-21.4824,-1.1887,-4424.5309,2187.8504,180.4663,-4494.8614,2209.3329,181.6551
1,Line,,,,,,,,,,,66.0422,,,,,,170,-63.6875,11.5971,-13.0762,-4624.8614,2233.6657,119.0476,-4561.1739,2222.0686,132.1238
1,Line,,,,,,,,,,,68.1086,,,,,,163,63.6875,-20.0295,-13.4725,-4561.1739,2222.0686,132.1238,-4624.8614,2242.0981,145.5963
1,Arc,,,,,,,50.8653,-4691.1739,2179.3321,136.3501,34.4648,66.1656,123,30,,,,,,,,,,,,
1,Line,,,,,,,,,,,35.0010,,,,,,176,-34.9008,2.6222,0.3532,-5693.3986,2147.0843,51.1645,-5658.4977,2144.4621,50.8113
1,Line,,,,,,,,,,,55.4966,,,,,,28,48.9614,26.1102,-0.9525,-5744.9685,2229.5449,113.2546,-5793.9299,2203.4347,114.2071
1,Line,,,,,,,,,,,52.4429,,,,,,8,-51.5699,-7.6017,5.7458,-5744.9685,2203.7551,56.9103,-5693.3986,2211.3567,51.1645
1,Arc,,,,,,,72.6351,-4864.4239,2179.3321,119.4438,41.2161,79.2500,33,30,,,,,,,,,,,,
1,Line,,,,,,,,,,,77.1489,,,,,,1,-70.3305,-0.8280,-31.7000,-4494.8614,2178.5789,130.5388,-4424.5309,2179.4069,162.2388
1,Line,,,,,,,,,,,32.6511,,,,,,25,-29.4428,-13.4237,4.3610,-5823.3727,2190.0110,86.3926,-5793.9299,2203.4347,82.0316
1,Line,,,,,,,,,,,76.7212,,,,,,160,-70.3305,26.2401,-15.8500,-4494.8614,2214.0905,164.6163,-4424.5309,2187.8504,180.4663
1,Line,,,,,,,,,,,794.0739,,,,,,180,-794.0739,0.0000,0.0000,-5658.4977,2214.2021,188.0763,-4864.4239,2214.2021,188.0763
1,Arc,,,,,,,15.1527,-4494.8614,2178.5789,164.6163,18.4574,34.0775,239,31,,,,,,,,,,,,
1,Line,,,,,,,,,,,77.6403,,,,,,15,-70.3305,-18.5838,-27.1345,-4494.8614,2160.8231,135.1044,-4424.5309,2179.4069,162.2388
1,Arc,,,,,,,16.6058,-5793.9299,2178.9137,98.1193,18.6823,32.1755,147,33,,,,,,,,,,,,
1,Arc,,,,,,,100.7415,-4864.4239,2179.3321,119.4438,46.0155,79.2500,0,33,,,,,,,,,,,,
1,Line,,,,,,,,,,,794.0739,,,,,,180,-794.0739,0.0000,0.0000,-5658.4977,2239.7287,159.0688,-4864.4239,2239.7287,159.0688
1,Line,,,,,,,,,,,34.9878,,,,,,168,-29.4428,6.1441,-17.8751,-5823.3727,2170.9005,108.1091,-5793.9299,2164.7564,125.9841
1,Line,,,,,,,,,,,80.0759,,,,,,22,-70.3305,-29.0272,-24.9638,-4494.8614,2143.0673,164.6163,-4424.5309,2172.0945,189.5801
1,Arc,,,,,,,12.3731,-4494.8614,2178.5789,164.6163,17.2410,34.0775,151,29,,,,,,,,,,,,
1,Line,,,,,,,,,,,60.5424,,,,,,151,-51.5699,28.6163,13.6758,-5744.9685,2152.1753,169.5989,-5693.3986,2123.5590,155.9231
1,Arc,,,,,,,2.1637,-5823.3727,2177.8955,94.3414,7.4731,15.8975,90,27,,,,,,,,,,,,
1,Line,,,,,,,,,,,9.6246,,,,,,90,0.0000,-0.7551,-9.5949,-4946.5682,1612.1206,124.1543,-4946.5682,1612.8757,133.7492
1,Line,,,,,,,,,,,386.5625,,,,,,106,-105.3105,370.7946,-29.1822,-5051.8788,1983.6704,104.5670,-4946.5682,1612.8757,133.7492
1,Line,,,,,,,,,,,11.0625,,,,,,90,0.0000,-0.8680,-11.0284,-5051.8788,1982.8024,93.5386,-5051.8788,1983.6704,104.5670
1,Line,,,,,,,,,,,8.2044,,,,,,179,-5.8568,0.1135,-5.7443,-5750.8253,2178.0787,172.5711,-5744.9685,2177.9652,178.3154
1,Line,,,,,,,,,,,27.6958,,,,,,179,-19.7711,0.3830,-19.3911,-5770.5963,2178.4617,153.1800,-5750.8253,2178.0787,172.5711
1,Line,,,,,,,,,,,48.6058,,,,,,0,48.6058,0.0000,0.0000,-4946.5682,1612.8757,133.7492,-4995.1740,1612.8757,133.7492
1,Line,,,,,,,,,,,81.0150,,,,,,18,-70.3305,-23.1383,-32.8888,-4494.8614,2147.8250,147.5776,-4424.5309,2170.9633,180.4663
1,Arc,,,,,,,72.6351,-5658.4977,2179.3321,119.4438,41.2161,79.2500,33,30,,,,,,,,,,,,
1,Line,,,,,,,,,,,76.8089,,,,,,160,70.3305,-25.7042,17.1033,-4424.5309,2183.6286,164.6809,-4494.8614,2209.3329,147.5776
1,Line,,,,,,,,,,,65.0719,,,,,,9,-63.6875,-10.1123,-8.7175,-4624.8614,2116.2174,145.5963,-4561.1739,2126.3297,154.3138
1,Line,,,,,,,,,,,66.4401,,,,,,10,63.6875,11.4407,-15.0763,-4561.1739,2222.0686,176.5038,-4624.8614,2210.6279,191.5801
1,Arc,,,,,,,32.1075,-4624.8614,2179.1578,145.5963,27.4721,53.0975,26,30,,,,,,,,,,,,
1,Line,,,,,,,,,,,35.2539,,,,,,5,-34.9008,-2.8454,-4.0832,-5693.3986,2211.3567,183.9931,-5658.4977,2214.2021,188.0763
1,Line,,,,,,,,,,,72.8191,,,,,,2,-63.6875,-1.6799,-35.2662,-4624.8614,2124.6498,119.0476,-4561.1739,2126.3297,154.3138
1,Line,,,,,,,,,,,77.3032,,,,,,22,-70.3305,-27.8960,-15.8500,-4494.8614,2143.0673,164.6163,-4424.5309,2170.9633,180.4663
1,Line,,,,,,,,,,,52.2836,,,,,,166,-48.9614,12.5811,13.3442,-5793.9299,2164.7564,70.2545,-5744.9685,2152.1753,56.9103
1,Arc,,,,,,,44.9496,-5744.9685,2177.9652,113.2546,32.6679,63.7911,216,29,,,,,,,,,,,,
1,Arc,,,,,,,21.6521,-4624.8614,2179.1578,145.5963,24.0661,53.0975,180,26,,,,,,,,,,,,
1,Line,,,,,,,,,,,70.2430,,,,,,167,66.3125,-15.4064,-17.3025,-4624.8614,2233.6657,119.0476,-4691.1739,2249.0721,136.3501
1,Arc,,,,,,,21.6521,-4624.8614,2179.1578,145.5963,24.0661,53.0975,334,26,,,,,,,,,,,,
1,Line,,,,,,,,,,,48.7682,,,,,,43,-34.9008,-32.2478,10.9706,-5693.3986,2147.0843,51.1645,-5658.4977,2179.3321,40.1938
1,Arc,,,,,,,67.6743,-4691.1739,2179.3321,136.3501,37.9426,66.1656,237,33,,,,,,,,,,,,
1,Line,,,,,,,,,,,176.0989,,,,,,180,-173.2500,0.0000,-31.5475,-4864.4239,2144.4621,50.8113,-4691.1739,2144.4621,82.3588
1,Line,,,,,,,,,,,72.9580,,,,,,167,-63.6875,14.4841,-32.5113,-4624.8614,2147.6876,99.6126,-4561.1739,2133.2034,132.1238
1,Line,,,,,,,,,,,73.9650,,,,,,23,-66.3125,-27.6197,-17.6245,-4561.1739,2133.2034,176.5038,-4494.8614,2160.8231,194.1283
1,Arc,,,,,,,26.0206,-4561.1739,2177.6360,154.3138,24.6923,47.5700,124,30,,,,,,,,,,,,
1,Line,,,,,,,,,,,174.9829,,,,,,3,173.2500,9.3434,-22.7188,-4691.1739,2249.0721,136.3501,-4864.4239,2239.7287,159.0688
1,Arc,,,,,,,15.1527,-4494.8614,2178.5789,164.6163,18.4574,34.0775,90,31,,,,,,,,,,,,
1,Line,,,,,,,,,,,66.4203,,,,,,177,-66.3125,3.5742,-1.2388,-4691.1739,2214.2021,190.3414,-4624.8614,2210.6279,191.5801
1,Line,,,,,,,,,,,52.1382,,,,,,174,-51.5699,5.0910,5.7458,-5744.9685,2152.1753,56.9103,-5693.3986,2147.0843,51.1645
1,Arc,,,,,,,44.9496,-5744.9685,2177.9652,113.2546,32.6679,63.7911,295,29,,,,,,,,,,,,
1,Line,,,,,,,,,,,71.8133,,,,,,12,-70.3305,-14.3620,-2.1235,-4494.8614,2160.8231,194.1283,-4424.5309,2175.1851,196.2518
1,Line,,,,,,,,,,,71.1931,,,,,,159,66.3125,-25.7339,2.9805,-4494.8614,2196.3347,135.1044,-4561.1739,2222.0686,132.1238
1,Arc,,,,,,,49.8826,-4624.8614,2179.1578,145.5963,31.8671,53.0975,56,34,,,,,,,,,,,,
1,Line,,,,,,,,,,,52.6077,,,,,,21,-48.9614,-19.1998,1.3074,-5793.9299,2203.4347,82.0316,-5744.9685,2222.6345,80.7242
1,Line,,,,,,,,,,,76.1763,,,,,,23,-66.3125,-28.7521,-24.0582,-4691.1739,2118.9355,167.5220,-4624.8614,2147.6876,191.5801
1,Arc,,,,,,,105.6372,-5693.3986,2179.2205,117.5788,46.2606,76.6886,0,35,,,,,,,,,,,,
1,Arc,,,,,,,72.6351,-4864.4239,2179.3321,119.4438,41.2161,79.2500,117,30,,,,,,,,,,,,
1,Line,,,,,,,,,,,173.2648,,,,,,180,-173.2500,0.0000,-2.2650,-4864.4239,2214.2021,188.0763,-4691.1739,2214.2021,190.3414
1,Line,,,,,,,,,,,73.6165,,,,,,176,-66.3125,4.1579,-31.6980,-4561.1739,2151.9829,115.8796,-4494.8614,2147.8250,147.5776
1,Line,,,,,,,,,,,53.0252,,,,,,13,-51.5699,-12.2475,1.4897,-5744.9685,2222.6345,80.7242,-5693.3986,2234.8820,79.2345
1,Line,,,,,,,,,,,173.4561,,,,,,180,-173.2500,0.0000,-8.4531,-4864.4239,2118.9355,159.0688,-4691.1739,2118.9355,167.5220
1,Arc,,,,,,,13.6738,-4494.8614,2178.5789,164.6163,17.8304,34.0775,301,30,,,,,,,,,,,,
1,Line,,,,,,,,,,,72.0775,,,,,,153,-63.6875,32.9919,-7.1137,-4624.8614,2210.6279,191.5801,-4561.1739,2177.6360,198.6938
1,Arc,,,,,,,82.9054,-5744.9685,2177.9652,113.2546,40.1523,63.7911,324,36,,,,,,,,,,,,
