Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,,,0.3505,,,,,,,,,,19,-0.3276,-0.1145,-0.0493,23.5754,-20.5192,3.8856,23.9030,-20.4047,3.9349
1,Line,,,,,,,0.4281,,,,,,,,,,17,0.4091,0.1224,0.0301,23.9845,-20.3968,3.9157,23.5754,-20.5192,3.8856
1,Line,,,,,,,1.3855,,,,,,,,,,15,1.3405,0.3489,-0.0312,25.5513,-20.1703,3.5807,24.2108,-20.5192,3.6119
1,Line,,,,,,,1.2411,,,,,,,,,,14,1.2047,0.2935,-0.0530,25.1660,-20.2257,3.6778,23.9613,-20.5192,3.7308
1,Line,,,,,,,0.9444,,,,,,,,,,14,0.9161,0.2284,-0.0230,24.7502,-20.2908,3.7626,23.8341,-20.5192,3.7856
1,Line,,,,,,,0.9163,,,,,,,,,,15,0.8835,0.2424,0.0137,24.8448,-20.2769,3.7445,23.9613,-20.5192,3.7308
1,Line,,,,,,,0.5454,,,,,,,,,,18,-0.5159,-0.1677,-0.0561,23.8341,-20.5192,3.7856,24.3500,-20.3515,3.8417
1,Line,,,,,,,1.5612,,,,,,,,,,176,-1.5299,0.0997,-0.2947,16.6533,-20.5320,2.9369,18.1832,-20.6317,3.2316
1,Line,,,,,,,1.5347,,,,,,,,,,4,1.5305,0.1125,0.0159,24.2377,-20.5192,3.5971,22.7073,-20.6317,3.5812
1,Line,,,,,,,1.5233,,,,,,,,,,4,1.5190,0.1125,0.0222,24.2108,-20.5192,3.6119,22.6918,-20.6317,3.5897
1,Line,,,,,,,1.6417,,,,,,,,,,176,-1.6136,0.0998,-0.2850,16.6620,-20.5319,2.9352,18.2756,-20.6317,3.2203
1,3D Polyline,,,,,,,0.4920,,,,,,,,,,,,,,,,,,,
