Count,Name,Area,Center X,Center Y,Center Z,Length,Radius,Start Angle,Total Angle,Circumference,Diameter,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,22.1622,,,,,,,,,,,,135,0.0703,-0.0703,-16.5197,-197.2678,1265.5038,21.2008,-197.3621,1265.5981,43.3626
1,Line,,,,,5.0471,,,,,,,,,,,,0,2.0380,0.0000,3.1624,-150.8834,1265.2210,103.7943,-153.6175,1265.2210,99.5518
1,Line,,,,,5.0471,,,,,,,,,,,,180,-2.0380,0.0000,-3.1624,-203.3959,1263.2412,119.8215,-200.6618,1263.2412,124.0639
1,Line,,,,,0.4807,,,,,,,,,,,,101,-0.0703,0.3514,0.0000,-195.8537,1265.6924,51.4705,-195.7594,1265.2210,51.4705
1,Line,,,,,0.4216,,,,,,,,,,,,90,0.0000,-0.2811,-0.1406,-201.3218,1318.9590,40.5343,-201.3218,1319.3361,40.7229
1,Line,,,,,83.2214,,,,,,,,,,,,177,42.3059,-1.9677,45.3278,-82.3439,1273.0460,173.0881,-139.0988,1275.6858,112.2793
1,Line,,,,,1.3597,,,,,,,,,,,,180,-0.5622,0.0000,-0.8433,-153.6175,1265.6924,99.5518,-152.8633,1265.6924,100.6832
1,Line,,,,,53.7769,,,,,,,,,,,,2,37.1055,1.3352,-15.1093,-152.8633,1265.6924,100.6832,-202.6416,1263.9011,120.9528
1,Line,,,,,1.3597,,,,,,,,,,,,0,0.5622,0.0000,0.8433,-202.6416,1263.9011,120.9528,-203.3959,1263.9011,119.8215
1,Line,,,,,53.7835,,,,,,,,,,,,2,-37.1055,-1.4758,15.1093,-200.6618,1263.2412,124.0639,-150.8834,1265.2210,103.7943
1,Line,,,,,0.4714,,,,,,,,,,,,90,0.0000,-0.3514,0.0000,-153.6175,1265.2210,99.5518,-153.6175,1265.6924,99.5518
1,Line,,,,,53.7769,,,,,,,,,,,,2,-37.1055,-1.3352,15.1093,-203.3959,1263.9011,119.8215,-153.6175,1265.6924,99.5518
1,Line,,,,,8.9345,,,,,,,,,,,,116,-2.6705,5.5518,2.5299,-199.4362,1273.1403,54.8644,-195.8537,1265.6924,51.4705
1,Line,,,,,10.2524,,,,,,,,,,,,75,1.8974,6.9573,-2.5299,-205.6585,1265.5981,43.3626,-208.2040,1256.2647,46.7566
1,Line,,,,,6.6963,,,,,,,,,,,,2,-4.9896,-0.1406,0.0000,-208.2040,1280.2111,49.4906,-201.5103,1280.3996,49.4906
