Count,Name,Length,Area,Center X,Center Y,Center Z,Circumference,Diameter,Radius,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.1455,,,,,,,,,,,,,,31,-0.0024,0.0203,-0.0360,0.9184,-1.6833,0.2327,0.9239,-1.7304,0.3162
1,Line,0.0540,,,,,,,,,,,,,,39,0.0024,-0.0084,-0.0080,0.9239,-1.7304,0.3162,0.9184,-1.7110,0.3347
1,Line,0.0536,,,,,,,,,,,,,,41,0.0028,-0.0088,0.0000,0.9249,-1.7414,0.4577,0.9184,-1.7211,0.4577
1,Line,0.1448,,,,,,,,,,,,,,25,0.0000,0.0143,-0.0510,0.9239,-1.6971,0.1979,0.9239,-1.7304,0.3162
1,Line,0.1474,,,,,,,,,,,,,,24,0.0000,0.0211,-0.0350,0.9239,-1.6482,0.1167,0.9239,-1.6971,0.1979
1,Line,0.0507,,,,,,,,,,,,,,111,-0.0024,0.0000,0.0210,0.9184,-1.5900,0.1376,0.9239,-1.5900,0.0889
1,Line,0.1488,,,,,,,,,,,,,,24,0.0000,0.0251,-0.0120,0.9239,-1.5900,0.0889,0.9239,-1.6482,0.1167
1,Line,0.1487,,,,,,,,,,,,,,29,-0.0024,0.0247,-0.0150,0.9184,-1.6399,0.1631,0.9239,-1.6971,0.1979
1,Line,0.0512,,,,,,,,,,,,,,44,0.0024,-0.0060,-0.0150,0.9239,-1.6971,0.1979,0.9184,-1.6833,0.2327
1,Line,0.1442,,,,,,,,,,,,,,178,-0.0024,-0.0060,-0.0600,0.9184,-1.7110,0.5783,0.9239,-1.6971,0.7174
1,Line,0.0512,,,,,,,,,,,,,,47,0.0024,-0.0060,0.0150,0.9239,-1.6971,0.7174,0.9184,-1.6833,0.6827
1,Line,0.0507,,,,,,,,,,,,,,60,0.0024,-0.0036,0.0190,0.9239,-1.6482,0.7963,0.9184,-1.6399,0.7522
1,Line,0.1467,,,,,,,,,,,,,,21,0.0000,-0.0143,-0.0520,0.9239,-1.7304,0.5968,0.9239,-1.6971,0.7174
1,Line,0.1420,,,,,,,,,,,,,,21,0.0004,-0.0048,-0.0600,0.9249,-1.7414,0.4577,0.9239,-1.7304,0.5968
1,Line,0.1443,,,,,,,,,,,,,,36,-0.0004,0.0048,-0.0610,0.9239,-1.7304,0.3162,0.9249,-1.7414,0.4577
1,Line,0.1458,,,,,,,,,,,,,,38,-0.0028,0.0131,-0.0530,0.9184,-1.7110,0.3347,0.9249,-1.7414,0.4577
1,Line,0.1418,,,,,,,,,,,,,,62,-0.0024,0.0040,-0.0600,0.9184,-1.7211,0.4577,0.9239,-1.7304,0.5968
1,Line,0.0540,,,,,,,,,,,,,,40,0.0024,-0.0084,0.0080,0.9239,-1.7304,0.5968,0.9184,-1.7110,0.5783
1,Line,0.1483,,,,,,,,,,,,,,29,-0.0024,0.0251,0.0090,0.9184,-1.5900,0.1376,0.9239,-1.6482,0.1167
1,Line,0.1251,,,,,,,,,,,,,,17,0.0000,0.0040,0.0530,0.9175,-1.4589,0.4577,0.9175,-1.4682,0.3347
1,Line,0.0467,,,,,,,,,,,,,,63,-0.0048,0.0060,-0.0060,0.9175,-1.4682,0.3347,0.9286,-1.4820,0.3487
1,Line,0.0457,,,,,,,,,,,,,,69,-0.0048,0.0048,-0.0100,0.9175,-1.4968,0.2327,0.9286,-1.5079,0.2559
1,Line,0.1133,,,,,,,,,,,,,,21,0.0000,-0.0111,-0.0400,0.9286,-1.5079,0.2559,0.9286,-1.4820,0.3487
1,Line,0.1110,,,,,,,,,,,,,,17,0.0000,-0.0036,-0.0470,0.9286,-1.4820,0.3487,0.9286,-1.4737,0.4577
1,Line,0.0464,,,,,,,,,,,,,,60,-0.0048,0.0064,0.0000,0.9175,-1.4589,0.4577,0.9286,-1.4737,0.4577
1,Line,0.1088,,,,,,,,,,,,,,31,0.0000,0.0036,-0.0460,0.9286,-1.4737,0.4577,0.9286,-1.4820,0.5644
1,Line,0.1229,,,,,,,,,,,,,,31,0.0000,-0.0040,0.0520,0.9175,-1.4682,0.5783,0.9175,-1.4589,0.4577
1,Line,0.1246,,,,,,,,,,,,,,52,0.0048,-0.0099,0.0460,0.9286,-1.4820,0.5644,0.9175,-1.4589,0.4577
1,Line,0.1286,,,,,,,,,,,,,,9,0.0048,0.0191,0.0250,0.9295,-1.5457,0.1956,0.9184,-1.5900,0.1376
1,Line,0.1133,,,,,,,,,,,,,,23,0.0000,-0.0191,-0.0090,0.9295,-1.5900,0.1747,0.9295,-1.5457,0.1956
1,Line,0.0528,,,,,,,,,,,,,,54,0.0024,-0.0036,-0.0200,0.9239,-1.6482,0.1167,0.9184,-1.6399,0.1631
1,Line,0.1301,,,,,,,,,,,,,,23,0.0000,0.0219,0.0110,0.9184,-1.5393,0.1631,0.9184,-1.5900,0.1376
1,Line,0.1274,,,,,,,,,,,,,,24,-0.0004,0.0183,0.0300,0.9175,-1.4968,0.2327,0.9184,-1.5393,0.1631
1,Line,0.1127,,,,,,,,,,,,,,24,0.0004,-0.0163,-0.0260,0.9295,-1.5457,0.1956,0.9286,-1.5079,0.2559
1,Line,0.1249,,,,,,,,,,,,,,22,0.0000,0.0123,0.0440,0.9175,-1.4682,0.3347,0.9175,-1.4968,0.2327
1,Line,0.1245,,,,,,,,,,,,,,4,0.0044,0.0135,0.0400,0.9286,-1.5079,0.2559,0.9184,-1.5393,0.1631
1,Line,0.0458,,,,,,,,,,,,,,84,-0.0048,0.0028,-0.0140,0.9184,-1.5393,0.1631,0.9295,-1.5457,0.1956
1,Line,0.1488,,,,,,,,,,,,,,23,0.0000,0.0251,0.0120,0.9239,-1.5319,0.1167,0.9239,-1.5900,0.0889
1,Line,0.1483,,,,,,,,,,,,,,29,-0.0024,0.0219,0.0320,0.9184,-1.5393,0.1631,0.9239,-1.5900,0.0889
1,Line,0.1374,,,,,,,,,,,,,,112,-0.0087,0.0000,0.0550,0.9239,-1.5900,0.0889,0.9442,-1.5900,-0.0387
1,Line,0.1386,,,,,,,,,,,,,,66,0.0087,-0.0088,-0.0510,0.9442,-1.6685,-0.0016,0.9239,-1.6482,0.1167
1,Line,0.1474,,,,,,,,,,,,,,23,0.0000,0.0211,0.0350,0.9239,-1.4829,0.1979,0.9239,-1.5319,0.1167
1,Line,0.1449,,,,,,,,,,,,,,23,-0.0004,0.0143,0.0510,0.9230,-1.4497,0.3162,0.9239,-1.4829,0.1979
1,Line,0.1428,,,,,,,,,,,,,,42,-0.0028,0.0064,0.0590,0.9175,-1.4682,0.3347,0.9239,-1.4829,0.1979
1,Line,0.1466,,,,,,,,,,,,,,32,-0.0028,0.0151,0.0500,0.9175,-1.4968,0.2327,0.9239,-1.5319,0.1167
1,Line,0.0519,,,,,,,,,,,,,,168,0.0024,0.0032,-0.0200,0.9239,-1.5319,0.1167,0.9184,-1.5393,0.1631
1,Line,0.2214,,,,,,,,,,,,,,42,-0.0087,0.0279,-0.0610,0.9239,-1.7304,0.3162,0.9442,-1.7950,0.4577
1,Line,0.1431,,,,,,,,,,,,,,43,0.0083,-0.0231,0.0000,0.9442,-1.7950,0.4577,0.9249,-1.7414,0.4577
1,Line,0.1426,,,,,,,,,,,,,,47,0.0087,-0.0211,0.0220,0.9442,-1.7793,0.6479,0.9239,-1.7304,0.5968
1,Line,0.1943,,,,,,,,,,,,,,31,0.0000,0.0068,-0.0820,0.9442,-1.7793,0.2675,0.9442,-1.7950,0.4577
1,Line,0.1969,,,,,,,,,,,,,,26,0.0000,0.0191,-0.0700,0.9442,-1.7350,0.1051,0.9442,-1.7793,0.2675
1,Line,0.2243,,,,,,,,,,,,,,37,-0.0087,0.0374,0.0050,0.9239,-1.6482,0.1167,0.9442,-1.7350,0.1051
1,Line,0.1424,,,,,,,,,,,,,,50,0.0087,-0.0163,-0.0400,0.9442,-1.7350,0.1051,0.9239,-1.6971,0.1979
1,Line,0.2238,,,,,,,,,,,,,,38,-0.0087,0.0354,-0.0300,0.9239,-1.6971,0.1979,0.9442,-1.7793,0.2675
1,Line,0.1418,,,,,,,,,,,,,,45,0.0087,-0.0211,-0.0210,0.9442,-1.7793,0.2675,0.9239,-1.7304,0.3162
1,Line,0.0518,,,,,,,,,,,,,,179,0.0028,0.0060,-0.0150,0.9239,-1.4829,0.1979,0.9175,-1.4968,0.2327
1,Line,0.0518,,,,,,,,,,,,,,178,0.0028,0.0060,0.0150,0.9239,-1.4829,0.7174,0.9175,-1.4968,0.6827
1,Line,0.1488,,,,,,,,,,,,,,24,0.0000,-0.0251,0.0120,0.9239,-1.5900,0.8241,0.9239,-1.5319,0.7963
1,Line,0.1461,,,,,,,,,,,,,,24,0.0000,-0.0211,0.0340,0.9239,-1.5319,0.7963,0.9239,-1.4829,0.7174
1,Line,0.1464,,,,,,,,,,,,,,18,-0.0024,-0.0243,0.0150,0.9184,-1.5393,0.7522,0.9239,-1.4829,0.7174
1,Line,0.1483,,,,,,,,,,,,,,18,-0.0024,-0.0251,-0.0090,0.9184,-1.5900,0.7754,0.9239,-1.5319,0.7963
1,Line,0.0507,,,,,,,,,,,,,,116,0.0024,0.0000,0.0210,0.9239,-1.5900,0.8241,0.9184,-1.5900,0.7754
1,Line,0.1461,,,,,,,,,,,,,,23,0.0000,-0.0211,-0.0340,0.9239,-1.6971,0.7174,0.9239,-1.6482,0.7963
1,Line,0.0498,,,,,,,,,,,,,,165,0.0024,0.0032,0.0190,0.9239,-1.5319,0.7963,0.9184,-1.5393,0.7522
1,Line,0.1488,,,,,,,,,,,,,,23,0.0000,-0.0251,-0.0120,0.9239,-1.6482,0.7963,0.9239,-1.5900,0.8241
1,Line,0.0519,,,,,,,,,,,,,,7,0.0024,0.0080,-0.0080,0.9230,-1.4497,0.3162,0.9175,-1.4682,0.3347
1,Line,0.1420,,,,,,,,,,,,,,31,0.0000,-0.0048,0.0600,0.9230,-1.4497,0.5968,0.9230,-1.4386,0.4577
1,Line,0.1443,,,,,,,,,,,,,,17,0.0000,0.0048,0.0610,0.9230,-1.4386,0.4577,0.9230,-1.4497,0.3162
1,Line,0.1441,,,,,,,,,,,,,,177,-0.0024,-0.0040,0.0610,0.9175,-1.4589,0.4577,0.9230,-1.4497,0.3162
