Count,Name,Length,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,341.2811,,,,,,,,,,,,,,,,176,0.0000,-1.7214,0.0000,1.3931,-689.1309,1450.0384,1.3931,-687.4095,1450.0384
1,Line,340.3190,,,,,,,,,,,,,,,,178,0.0000,-0.8178,0.0000,1.3931,-678.1973,1450.0384,1.3931,-677.3796,1450.0384
1,Line,341.5551,,,,,,,,,,,,,,,,176,0.0000,-1.9291,0.0000,1.3931,-691.6833,1450.0384,1.3931,-689.7542,1450.0384
1,Line,4.2406,,,,,,,,,,,,,,,,176,0.0000,-0.0240,0.0000,1.3931,-691.7073,1450.0384,1.3931,-691.6833,1450.0384
1,Line,341.0348,,,,,,,,,,,,,,,,176,0.0000,-1.5227,0.0000,1.3931,-686.6994,1450.0384,1.3931,-685.1767,1450.0384
1,Line,340.8158,,,,,,,,,,,,,,,,177,0.0000,-1.3328,0.0000,1.3931,-684.3894,1450.0384,1.3931,-683.0566,1450.0384
1,Line,340.2055,,,,,,,,,,,,,,,,178,0.0000,-0.6644,0.0000,1.3931,-676.3815,1450.0384,1.3931,-675.7171,1450.0384
1,Line,405.2448,,,,,,,,,,,,,,,,178,0.0000,-0.7914,0.0000,1.3931,-677.1730,1450.0384,1.3931,-676.3815,1450.0384
1,Line,406.0243,,,,,,,,,,,,,,,,4,0.0000,-2.1454,0.0000,1.3931,-697.8057,1450.0384,1.3931,-695.6603,1450.0384
1,Line,406.1614,,,,,,,,,,,,,,,,4,0.0000,-1.9517,0.0000,1.3931,-695.8605,1450.0384,1.3931,-693.9088,1450.0384
1,Line,340.9176,,,,,,,,,,,,,,,,4,0.0000,-1.7280,0.0000,1.3931,-694.8962,1450.0384,1.3931,-693.1682,1450.0384
1,Line,405.9295,,,,,,,,,,,,,,,,4,0.0000,-0.5700,0.0000,1.3931,-679.0351,1450.0384,1.3931,-678.4651,1450.0384
1,Line,340.9750,,,,,,,,,,,,,,,,4,0.0000,-1.6385,0.0000,1.3931,-693.9088,1450.0384,1.3931,-692.2703,1450.0384
1,Line,406.2505,,,,,,,,,,,,,,,,4,0.0000,-1.1756,0.0000,1.3931,-683.0406,1450.0384,1.3931,-681.8650,1450.0384
1,Line,340.8599,,,,,,,,,,,,,,,,4,0.0000,-1.8011,0.0000,1.3931,-695.6603,1450.0384,1.3931,-693.8592,1450.0384
1,Line,118.7043,,,,,,,,,,,,,,,,4,0.0000,-0.6017,0.0000,1.3931,-695.4979,1450.0384,1.3931,-694.8962,1450.0384
1,Line,341.0498,,,,,,,,,,,,,,,,4,0.0000,-0.9869,0.0000,1.3931,-681.8650,1450.0384,1.3931,-680.8781,1450.0384
1,Line,256.9784,,,,,,,,,,,,,,,,3,0.0000,-0.1601,0.0000,1.3931,-673.6724,1450.0384,1.3931,-673.5123,1450.0384
1,Line,340.6364,,,,,,,,,,,,,,,,4,0.0000,-0.3038,0.0000,1.3931,-674.9536,1450.0384,1.3931,-674.6498,1450.0384
1,Line,340.3685,,,,,,,,,,,,,,,,3,0.0000,-0.0775,0.0000,1.3931,-671.9201,1450.0384,1.3931,-671.8427,1450.0384
1,Line,340.4498,,,,,,,,,,,,,,,,3,0.0000,-0.1366,0.0000,1.3931,-672.7123,1450.0384,1.3931,-672.5757,1450.0384
1,Line,405.8840,,,,,,,,,,,,,,,,4,0.0000,-0.4902,0.0000,1.3931,-676.8865,1450.0384,1.3931,-676.3963,1450.0384
1,Line,340.8562,,,,,,,,,,,,,,,,4,0.0000,-0.5348,0.0000,1.3931,-678.0485,1450.0384,1.3931,-677.5137,1450.0384
1,Line,405.7581,,,,,,,,,,,,,,,,4,0.0000,-0.3619,0.0000,1.3931,-675.3155,1450.0384,1.3931,-674.9536,1450.0384
1,Line,340.7421,,,,,,,,,,,,,,,,4,0.0000,-0.4115,0.0000,1.3931,-676.3963,1450.0384,1.3931,-675.9848,1450.0384
1,Line,340.2951,,,,,,,,,,,,,,,,2,0.0000,-0.0349,0.0000,1.3931,-671.3501,1450.0384,1.3931,-671.3152,1450.0384
1,Line,340.0825,,,,,,,,,,,,,,,,1,0.0000,-0.0322,0.0000,1.3931,-671.3143,1450.0384,1.3931,-671.2820,1450.0384
1,Line,405.0982,,,,,,,,,,,,,,,,1,0.0000,-0.0384,0.0000,1.3931,-671.3527,1450.0384,1.3931,-671.3143,1450.0384
1,Line,213.6426,,,,,,,,,,,,,,,,177,0.0000,-0.7226,0.0000,1.3931,-681.7725,1450.0384,1.3931,-681.0499,1450.0384
1,Line,405.7431,,,,,,,,,,,,,,,,177,0.0000,-1.3723,0.0000,1.3931,-683.5742,1450.0384,1.3931,-682.2020,1450.0384
1,Line,340.2297,,,,,,,,,,,,,,,,2,0.0000,-0.0091,0.0000,1.3931,-671.0038,1450.0384,1.3931,-670.9947,1450.0384
1,Line,405.2737,,,,,,,,,,,,,,,,2,0.0000,-0.0108,0.0000,1.3931,-671.0146,1450.0384,1.3931,-671.0038,1450.0384
1,Line,340.1232,,,,,,,,,,,,,,,,2,0.0000,-0.0077,0.0000,1.3931,-670.9859,1450.0384,1.3931,-670.9781,1450.0384
1,Line,340.1724,,,,,,,,,,,,,,,,2,0.0000,0.0000,0.0000,1.3931,-670.8823,1450.0384,1.3931,-670.8823,1450.0384
1,Line,309.5666,,,,,,,,,,,,,,,,177,0.0000,1.9369,0.0000,1.3931,-695.1679,1450.0384,1.3931,-697.1048,1450.0384
1,Line,340.0057,,,,,,,,,,,,,,,,0,0.0000,-0.1243,0.0000,1.3931,-671.4899,1450.0384,1.3931,-671.3656,1450.0384
1,Line,340.9694,,,,,,,,,,,,,,,,4,0.0000,1.4833,0.0000,1.3931,-687.9873,1450.0384,1.3931,-689.4706,1450.0384
1,Line,285.4606,,,,,,,,,,,,,,,,177,0.0000,1.7861,0.0000,1.3931,-697.4531,1450.0384,1.3931,-699.2392,1450.0384
1,Line,340.0657,,,,,,,,,,,,,,,,1,0.0000,0.0112,0.0000,1.3931,-670.9651,1450.0384,1.3931,-670.9763,1450.0384
1,Line,340.1032,,,,,,,,,,,,,,,,1,0.0000,0.0228,0.0000,1.3931,-671.2399,1450.0384,1.3931,-671.2627,1450.0384
1,Line,340.0168,,,,,,,,,,,,,,,,1,0.0000,-0.0625,0.0000,1.3931,-671.0903,1450.0384,1.3931,-671.0278,1450.0384
1,Line,340.0369,,,,,,,,,,,,,,,,1,0.0000,-0.0173,0.0000,1.3931,-670.9152,1450.0384,1.3931,-670.8979,1450.0384
1,Line,340.7006,,,,,,,,,,,,,,,,3,0.0000,1.8682,0.0000,1.3931,-693.2954,1450.0384,1.3931,-695.1636,1450.0384
1,Line,340.9986,,,,,,,,,,,,,,,,4,0.0000,0.7133,0.0000,1.3931,-678.1997,1450.0384,1.3931,-678.9130,1450.0384
1,Line,341.0210,,,,,,,,,,,,,,,,4,0.0000,0.7992,0.0000,1.3931,-678.9611,1450.0384,1.3931,-679.7603,1450.0384
1,Line,341.3812,,,,,,,,,,,,,,,,176,0.0000,2.1317,0.0000,1.3931,-697.2114,1450.0384,1.3931,-699.3431,1450.0384
1,Line,309.7917,,,,,,,,,,,,,,,,176,0.0000,1.9345,0.0000,1.3931,-695.2769,1450.0384,1.3931,-697.2114,1450.0384
1,Line,340.8311,,,,,,,,,,,,,,,,4,0.0000,1.7057,0.0000,1.3931,-690.7535,1450.0384,1.3931,-692.4592,1450.0384
1,Line,340.7526,,,,,,,,,,,,,,,,3,0.0000,1.8157,0.0000,1.3931,-692.4311,1450.0384,1.3931,-694.2468,1450.0384
1,Line,340.9107,,,,,,,,,,,,,,,,4,0.0000,1.5589,0.0000,1.3931,-688.6322,1450.0384,1.3931,-690.1911,1450.0384
1,Line,340.8840,,,,,,,,,,,,,,,,4,0.0000,1.6118,0.0000,1.3931,-689.3875,1450.0384,1.3931,-690.9993,1450.0384
1,Line,340.2034,,,,,,,,,,,,,,,,2,0.0000,-0.0045,0.0000,1.3931,-672.4603,1450.0384,1.3931,-672.4559,1450.0384
1,Line,341.0609,,,,,,,,,,,,,,,,4,0.0000,-1.4742,0.0000,1.3931,-692.0177,1450.0384,1.3931,-690.5435,1450.0384
1,Line,341.0381,,,,,,,,,,,,,,,,4,0.0000,-0.8915,0.0000,1.3931,-680.7557,1450.0384,1.3931,-679.8642,1450.0384
1,Line,406.2366,,,,,,,,,,,,,,,,4,0.0000,-1.0619,0.0000,1.3931,-681.8175,1450.0384,1.3931,-680.7557,1450.0384
1,Line,406.1955,,,,,,,,,,,,,,,,4,0.0000,-1.8912,0.0000,1.3931,-695.2237,1450.0384,1.3931,-693.3325,1450.0384
1,Line,340.7803,,,,,,,,,,,,,,,,4,0.0000,-0.4785,0.0000,1.3931,-678.4651,1450.0384,1.3931,-677.9866,1450.0384
1,Line,406.2637,,,,,,,,,,,,,,,,4,0.0000,-1.7561,0.0000,1.3931,-693.7738,1450.0384,1.3931,-692.0177,1450.0384
1,Line,341.0036,,,,,,,,,,,,,,,,4,0.0000,-1.5877,0.0000,1.3931,-693.3325,1450.0384,1.3931,-691.7448,1450.0384
1,Line,405.6030,,,,,,,,,,,,,,,,3,0.0000,-0.3088,0.0000,1.3931,-677.8318,1450.0384,1.3931,-677.5229,1450.0384
1,Line,153.1371,,,,,,,,,,,,,,,,2,0.0000,-0.0195,0.0000,1.3931,-673.4220,1450.0384,1.3931,-673.4025,1450.0384
1,Line,340.3374,,,,,,,,,,,,,,,,3,0.0000,-0.0989,0.0000,1.3931,-674.5626,1450.0384,1.3931,-674.4638,1450.0384
1,Line,340.1490,,,,,,,,,,,,,,,,2,0.0000,0.0176,0.0000,1.3931,-671.7388,1450.0384,1.3931,-671.7564,1450.0384
1,Line,340.2661,,,,,,,,,,,,,,,,2,0.0000,-0.0433,0.0000,1.3931,-673.4025,1450.0384,1.3931,-673.3592,1450.0384
1,Line,405.4972,,,,,,,,,,,,,,,,3,0.0000,-0.2036,0.0000,1.3931,-676.1410,1450.0384,1.3931,-675.9374,1450.0384
1,Line,340.5062,,,,,,,,,,,,,,,,3,0.0000,-0.2593,0.0000,1.3931,-677.5229,1450.0384,1.3931,-677.2637,1450.0384
1,Line,405.4019,,,,,,,,,,,,,,,,3,0.0000,-0.1178,0.0000,1.3931,-674.6804,1450.0384,1.3931,-674.5626,1450.0384
1,Line,340.4174,,,,,,,,,,,,,,,,3,0.0000,-0.1709,0.0000,1.3931,-675.9374,1450.0384,1.3931,-675.7665,1450.0384
1,Line,340.8903,,,,,,,,,,,,,,,,4,0.0000,-0.5804,0.0000,1.3931,-678.6595,1450.0384,1.3931,-678.0791,1450.0384
1,Line,405.8240,,,,,,,,,,,,,,,,3,0.0000,-2.2567,0.0000,1.3931,-698.5254,1450.0384,1.3931,-696.2686,1450.0384
1,Line,340.5641,,,,,,,,,,,,,,,,2,0.0000,-1.9421,0.0000,1.3931,-696.9056,1450.0384,1.3931,-694.9635,1450.0384
1,Line,405.8569,,,,,,,,,,,,,,,,3,0.0000,-2.2370,0.0000,1.3931,-698.2834,1450.0384,1.3931,-696.0464,1450.0384
1,Line,340.6918,,,,,,,,,,,,,,,,3,0.0000,-1.8945,0.0000,1.3931,-696.2686,1450.0384,1.3931,-694.3741,1450.0384
1,Line,340.0460,,,,,,,,,,,,,,,,179,0.0000,-0.5008,0.0000,1.3931,-677.5927,1450.0384,1.3931,-677.0919,1450.0384
1,Line,405.0548,,,,,,,,,,,,,,,,179,0.0000,-0.5965,0.0000,1.3931,-678.1892,1450.0384,1.3931,-677.5927,1450.0384
1,Line,405.6720,,,,,,,,,,,,,,,,2,0.0000,-2.3133,0.0000,1.3931,-699.2189,1450.0384,1.3931,-696.9056,1450.0384
1,Line,340.4723,,,,,,,,,,,,,,,,2,0.0000,-1.9842,0.0000,1.3931,-697.4698,1450.0384,1.3931,-695.4857,1450.0384
1,Line,340.7194,,,,,,,,,,,,,,,,3,0.0000,-1.8779,0.0000,1.3931,-696.0464,1450.0384,1.3931,-694.1685,1450.0384
1,Line,340.8019,,,,,,,,,,,,,,,,3,0.0000,-1.8027,0.0000,1.3931,-695.0388,1450.0384,1.3931,-693.2361,1450.0384
1,Line,220.3968,,,,,,,,,,,,,,,,3,0.0000,-1.1658,0.0000,1.3931,-696.2047,1450.0384,1.3931,-695.0388,1450.0384
1,Line,241.1574,,,,,,,,,,,,,,,,3,0.0000,-1.2519,0.0000,1.3931,-694.0730,1450.0384,1.3931,-692.8212,1450.0384
1,Line,405.9879,,,,,,,,,,,,,,,,3,0.0000,-2.1075,0.0000,1.3931,-696.6980,1450.0384,1.3931,-694.5905,1450.0384
1,Line,340.7470,,,,,,,,,,,,,,,,3,0.0000,-1.8571,0.0000,1.3931,-695.7671,1450.0384,1.3931,-693.9100,1450.0384
1,Line,405.8898,,,,,,,,,,,,,,,,3,0.0000,-2.2121,0.0000,1.3931,-697.9793,1450.0384,1.3931,-695.7671,1450.0384
1,Line,340.7745,,,,,,,,,,,,,,,,3,0.0000,-1.8320,0.0000,1.3931,-695.4312,1450.0384,1.3931,-693.5991,1450.0384
1,Line,405.9225,,,,,,,,,,,,,,,,3,0.0000,-2.1823,0.0000,1.3931,-697.6134,1450.0384,1.3931,-695.4312,1450.0384
1,Line,340.4164,,,,,,,,,,,,,,,,1,0.0000,-2.0208,0.0000,1.3931,-697.9613,1450.0384,1.3931,-695.9404,1450.0384
1,Line,405.4960,,,,,,,,,,,,,,,,1,0.0000,-2.4072,0.0000,1.3931,-700.3685,1450.0384,1.3931,-697.9613,1450.0384
