Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,10.1367,,,,,,,,,,,,,,88,0.2739,7.2614,-7.0675,537.8612,1119.2352,241.6206,537.5873,1111.9738,248.6880
1,Line,11.8914,,,,,,,,,,,,,,88,0.3214,8.5184,-8.2909,537.5873,1111.9738,248.6880,537.2659,1103.4554,256.9789
1,Line,20.4026,,,,,,,,,,,,,,91,-0.1786,13.4296,15.3584,537.2659,1103.4554,256.9789,537.4445,1090.0258,241.6206
1,Line,3.1426,,,,,,,,,,,,,,86,-0.2381,-3.1336,0.0000,537.0278,1100.3218,256.9789,537.2659,1103.4554,256.9789
1,Line,16.5719,,,,,,,,,,,,,,92,0.5358,-16.5632,0.0000,537.5040,1188.0621,256.9789,536.9683,1204.6253,256.9789
1,Line,18.0778,,,,,,,,,,,,,,92,-0.2976,9.5310,-15.3584,537.2064,1197.5931,241.6206,537.5040,1188.0621,256.9789
1,Line,24.9144,,,,,,,,,,,,,,87,1.1310,19.5849,-15.3584,538.7541,1150.6270,241.6206,537.6231,1131.0421,256.9789
1,Line,19.3737,,,,,,,,,,,,,,91,-0.2381,11.8069,15.3584,537.6231,1131.0421,256.9789,537.8612,1119.2352,241.6206
1,Line,18.4949,,,,,,,,,,,,,,92,0.4167,-10.2961,-15.3584,537.4445,1090.0258,241.6206,537.0278,1100.3218,256.9789
1,Line,19.8768,,,,,,,,,,,,,,94,0.8334,-12.5903,-15.3584,536.5516,1083.9265,241.6206,535.7182,1096.5167,256.9789
1,Line,20.6252,,,,,,,,,,,,,,91,-0.1786,13.7654,15.3584,536.3730,1097.6918,256.9789,536.5516,1083.9265,241.6206
1,Line,20.7000,,,,,,,,,,,,,,91,-0.1786,13.8773,15.3584,535.7182,1096.5167,256.9789,535.8968,1082.6395,241.6206
1,Line,0.8170,,,,,,,,,,,,,,43,-0.5953,-0.5596,0.0000,535.1229,1095.9572,256.9789,535.7182,1096.5167,256.9789
1,Line,20.5512,,,,,,,,,,,,,,91,-0.2381,13.6535,15.3584,537.0278,1100.3218,256.9789,537.2659,1086.6683,241.6206
1,Line,2.7103,,,,,,,,,,,,,,76,-0.6548,-2.6300,0.0000,536.3730,1097.6918,256.9789,537.0278,1100.3218,256.9789
