Count,Name,Area,Center X,Center Y,Center Z,Length,Radius,Start Angle,Total Angle,Circumference,Diameter,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,240.9995,,,,,,,,,,,,89,2.2971,110.3040,18.5975,-142.6780,24509.0570,4046.0841,-147.6259,24271.4617,4006.0249
1,Line,,,,,578.7022,,,,,,,,,,,,86,16.2017,210.3687,166.3204,-84.2505,25436.6287,4635.4189,-119.1490,24983.4934,4277.1639
1,Line,,,,,155.2279,,,,,,,,,,,,100,5.7127,-30.9982,64.8059,88.1327,25595.6913,5037.5328,75.8276,25662.4616,4897.9406
1,Line,,,,,269.0914,,,,,,,,,,,,88,3.7865,124.8408,-2.6391,-138.5590,24717.4221,4085.6108,-146.7153,24448.5145,4091.2954
1,Line,,,,,285.4421,,,,,,,,,,,,93,-2.9061,51.9472,121.8761,146.4254,25092.2637,4897.9406,152.6852,24980.3692,4635.4189
1,Line,,,,,44.6418,,,,,,,,,,,,93,-0.4545,8.1243,19.0609,131.3943,25360.9435,5528.3047,132.3733,25343.4437,5487.2475
1,Line,,,,,276.2398,,,,,,,,,,,,93,2.1351,-39.8544,121.8761,180.1353,24478.3956,4897.9406,175.5364,24564.2421,4635.4189
1,Line,,,,,55.9771,,,,,,,,,,,,97,3.2164,-25.7727,0.8772,165.8584,24744.8979,4082.9670,158.9303,24800.4125,4081.0776
1,Line,,,,,267.2181,,,,,,,,,,,,87,-2.2135,-48.6960,-114.0780,-131.9467,24870.6018,4389.6943,-127.1789,24975.4932,4635.4189
1,Line,,,,,257.9685,,,,,,,,,,,,87,-2.1368,-47.0104,-110.1292,-136.5495,24769.3411,4152.4753,-131.9467,24870.6018,4389.6943
1,Line,,,,,73.2457,,,,,,,,,,,,87,-0.6067,-13.3478,-31.2693,-137.8563,24740.5899,4085.1210,-136.5495,24769.3411,4152.4753
1,Line,,,,,151.8024,,,,,,,,,,,,87,-1.2574,-27.6634,-64.8059,-122.0852,25087.5547,4897.9406,-119.3767,25147.1418,5037.5328
1,Line,,,,,268.3277,,,,,,,,,,,,99,13.9664,-85.9747,89.0582,156.7065,24801.2356,4024.6088,126.6229,24986.4256,3832.7770
1,Line,,,,,264.6462,,,,,,,,,,,,93,0.9467,-20.2593,121.1768,138.0622,25218.2504,6381.7961,136.0230,25261.8889,6120.7805
1,Line,,,,,327.8170,,,,,,,,,,,,88,4.6075,137.6249,64.8059,-144.7469,24314.4090,5037.5328,-154.6715,24017.9642,4897.9406
1,Line,,,,,616.3114,,,,,,,,,,,,88,8.6624,258.7413,121.8381,-126.0881,24871.7391,5299.9728,-144.7469,24314.4090,5037.5328
1,Line,,,,,29.6538,,,,,,,,,,,,89,0.2826,13.5723,2.2883,-137.8563,24740.5899,4085.1210,-138.4652,24711.3550,4080.1920
1,Line,,,,,225.4884,,,,,,,,,,,,86,6.3129,81.9691,64.8059,-45.0796,25945.2386,5037.5328,-58.6776,25768.6767,4897.9406
1,Line,,,,,210.7467,,,,,,,,,,,,100,7.7559,-42.0850,87.9844,127.9730,25379.5086,5489.4918,111.2668,25470.1600,5299.9728
1,Line,,,,,118.8606,,,,,,,,,,,,93,0.9187,-17.1486,52.4409,189.1571,24309.9900,5412.9308,187.1782,24346.9281,5299.9728
1,Line,,,,,43.1603,,,,,,,,,,,,100,1.5884,-8.6189,18.0189,131.3943,25360.9435,5528.3047,127.9730,25379.5086,5489.4918
1,Line,,,,,97.4507,,,,,,,,,,,,88,1.3697,40.9120,19.2650,-109.8543,25356.6355,5528.3047,-112.8046,25268.5108,5486.8078
1,Line,,,,,276.1538,,,,,,,,,,,,93,2.1344,-39.8420,121.8381,187.1782,24346.9281,5299.9728,182.5807,24432.7479,5037.5328
1,Line,,,,,438.7614,,,,,,,,,,,,88,6.1669,184.2018,86.7384,-112.8046,25268.5108,5486.8078,-126.0881,24871.7391,5299.9728
1,Line,,,,,291.8356,,,,,,,,,,,,100,10.7401,-58.2781,121.8381,111.2668,25470.1600,5299.9728,88.1327,25595.6913,5037.5328
1,Line,,,,,81.6296,,,,,,,,,,,,99,4.2488,-26.1549,27.0929,165.8584,24744.8979,4082.9670,156.7065,24801.2356,4024.6088
1,Line,,,,,532.3756,,,,,,,,,,,,93,1.9044,-40.7545,243.7654,142.1644,25130.4649,6906.8681,138.0622,25218.2504,6381.7961
1,Line,,,,,424.0607,,,,,,,,,,,,86,11.8722,154.1537,121.8761,-58.6776,25768.6767,4897.9406,-84.2505,25436.6287,4635.4189
1,Line,,,,,146.8867,,,,,,,,,,,,93,1.1353,-21.1920,64.8059,182.5807,24432.7479,5037.5328,180.1353,24478.3956,4897.9406
1,Line,,,,,23.1836,,,,,,,,,,,,88,0.3262,10.7557,-0.2274,-137.8563,24740.5899,4085.1210,-138.5590,24717.4221,4085.6108
1,Line,,,,,205.1965,,,,,,,,,,,,89,1.9558,93.9171,15.8346,-138.4652,24711.3550,4080.1920,-142.6780,24509.0570,4046.0841
1,Line,,,,,715.4444,,,,,,,,,,,,87,-6.2599,-137.2372,-302.4033,-109.8543,25356.6355,5528.3047,-96.3703,25652.2451,6179.6831
1,Line,,,,,707.3846,,,,,,,,,,,,87,-8.8417,-177.2769,-276.3044,-165.8584,24275.3247,5558.4607,-146.8133,24657.1801,6153.6218
1,Line,,,,,1099.8893,,,,,,,,,,,,103,-36.8801,155.9722,484.8201,88.3142,24699.6638,6917.6382,167.7542,24363.6988,5873.3330
1,Line,,,,,823.2743,,,,,,,,,,,,87,14.9218,301.1148,234.9231,-81.8522,25970.5270,6881.0201,-113.9939,25321.9242,6374.9945
1,Line,,,,,1587.3083,,,,,,,,,,,,86,38.8906,565.8208,470.5006,0.0000,26954.9075,6857.3260,-83.7707,25736.1264,5843.8652
1,Line,,,,,144.4826,,,,,,,,,,,,85,-6.2478,-66.7656,1.5926,-109.8543,25356.6355,5528.3047,-96.3965,25500.4490,5524.8743
1,Line,,,,,1036.7279,,,,,,,,,,,,96,-53.7158,478.1585,-11.4476,0.0000,26530.5684,5500.3026,115.7041,25500.6125,5524.9608
1,Line,,,,,772.8002,,,,,,,,,,,,93,-8.3264,147.7940,326.8120,96.9302,25972.6810,6881.0201,114.8654,25654.3320,6177.0653
1,Line,,,,,409.6594,,,,,,,,,,,,88,5.7578,171.9842,80.9853,-154.6715,24017.9642,4897.9406,-167.0739,23647.5094,4723.4979
1,Line,,,,,203.5080,,,,,,,,,,,,87,-1.6857,-37.0859,-86.8795,-114.2846,25259.1684,5299.9728,-110.6535,25339.0516,5487.1118
1,Line,,,,,285.3956,,,,,,,,,,,,87,-2.3640,-52.0085,-121.8381,-119.3767,25147.1418,5037.5328,-114.2846,25259.1684,5299.9728
1,Line,,,,,221.5552,,,,,,,,,,,,87,5.3181,102.6798,-2.8636,-109.8543,25356.6355,5528.3047,-121.3094,25135.4626,5534.4728
1,Line,,,,,207.2324,,,,,,,,,,,,93,0.7413,-15.8641,94.8881,136.0230,25261.8889,6120.7805,134.4263,25296.0603,5916.3911
1,Line,,,,,687.7789,,,,,,,,,,,,93,9.8595,-172.7561,-268.3507,191.7065,24262.4007,5558.4607,170.4690,24634.5183,6136.4895
1,Line,,,,,705.9751,,,,,,,,,,,,87,16.9458,327.1843,-9.1247,-121.3094,25135.4626,5534.4728,-157.8108,24430.7058,5554.1274
1,Line,,,,,585.5447,,,,,,,,,,,,99,30.4774,-187.6139,194.3427,126.6229,24986.4256,3832.7770,60.9745,25390.5470,3414.1618
