Count,Name,Area,Center X,Center Y,Center Z,Length,Radius,Start Angle,Total Angle,Circumference,Diameter,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,37.0254,,,,,,,,,,,,98,-4.8376,36.7041,0.5375,631.9554,1447.2517,158.9788,636.7930,1410.5476,158.4413
1,Line,,,,,11.4847,,,,,,,,,,,,180,-0.9982,0.0000,-11.4412,635.7948,1410.5476,147.0001,636.7930,1410.5476,158.4413
1,Line,,,,,11.5612,,,,,,,,,,,,0,0.9982,0.0000,-11.5180,636.7930,1410.5476,158.4413,635.7948,1410.5476,169.9593
1,Line,,,,,11.5298,,,,,,,,,,,,0,2.9947,0.0000,-11.1341,635.7948,1410.5476,169.9593,632.8001,1410.5476,181.0934
1,Line,,,,,37.0128,,,,,,,,,,,,97,-4.7608,36.7041,-0.3071,631.0340,1447.2517,169.6522,635.7948,1410.5476,169.9593
1,Line,,,,,37.0346,,,,,,,,,,,,97,-4.7608,36.7041,1.3054,631.0340,1447.2517,148.3055,635.7948,1410.5476,147.0001
1,Line,,,,,11.5415,,,,,,,,,,,,180,-4.9144,0.0000,-10.4430,627.8857,1410.5476,125.4230,632.8001,1410.5476,135.8660
1,Line,,,,,37.0526,,,,,,,,,,,,96,-4.1465,36.7041,2.9179,623.7392,1447.2517,128.3409,627.8857,1410.5476,125.4230
1,Line,,,,,37.0451,,,,,,,,,,,,97,-4.5304,36.7041,2.1500,628.2697,1447.2517,138.0160,632.8001,1410.5476,135.8660
1,Line,,,,,38.5109,,,,,,,,,,,,99,5.7590,-36.7041,10.1359,636.7930,1410.5476,158.4413,631.0340,1447.2517,148.3055
1,Line,,,,,11.5298,,,,,,,,,,,,180,-2.9947,0.0000,-11.1341,632.8001,1410.5476,135.8660,635.7948,1410.5476,147.0001
1,Line,,,,,38.4939,,,,,,,,,,,,89,-0.3839,-36.7041,11.5948,627.8857,1410.5476,191.5364,628.2697,1447.2517,179.9416
1,Line,,,,,11.5109,,,,,,,,,,,,0,8.1394,0.0000,-8.1394,621.2821,1410.5476,200.9044,613.1427,1410.5476,209.0438
1,Line,,,,,36.9680,,,,,,,,,,,,96,-3.6090,36.7041,-2.5340,617.6731,1447.2517,198.3705,621.2821,1410.5476,200.9044
1,Line,,,,,38.4959,,,,,,,,,,,,80,-6.2965,-36.7041,9.7519,603.7747,1410.5476,215.6475,610.0712,1447.2517,205.8956
1,Line,,,,,11.4616,,,,,,,,,,,,0,9.3680,0.0000,-6.6037,613.1427,1410.5476,209.0438,603.7747,1410.5476,215.6475
1,Line,,,,,36.9667,,,,,,,,,,,,95,-3.0715,36.7041,-3.1483,610.0712,1447.2517,205.8956,613.1427,1410.5476,209.0438
