Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.3081,,,,,,,,,,,,,,5,0.0000,0.0000,0.3283,755.5766,1802.9300,164.7425,755.5766,1802.9300,164.4369
1,Line,0.7151,,,,,,,,,,,,,,92,0.0000,0.0000,-0.2409,755.5766,1802.9300,159.2860,755.5766,1802.9300,159.5102
1,Line,42.4352,,,,,,,,,,,,,,86,0.0000,0.0000,0.0000,755.5766,1802.9300,192.2181,755.5766,1802.9300,192.2181
1,Line,0.4761,,,,,,,,,,,,,,69,0.0000,0.0000,-0.3166,755.5766,1802.9300,185.7100,755.5766,1802.9300,186.0048
1,Line,0.7151,,,,,,,,,,,,,,88,0.0000,0.0000,0.2409,755.5766,1802.9300,159.5102,755.5766,1802.9300,159.2860
1,Line,0.7159,,,,,,,,,,,,,,91,0.0000,0.0000,-0.1462,755.5766,1802.9300,159.1499,755.5766,1802.9300,159.2860
1,Line,6.8989,,,,,,,,,,,,,,0,0.0000,0.0000,7.4110,755.5766,1802.9300,168.7925,755.5766,1802.9300,161.8936
1,Line,32.8307,,,,,,,,,,,,,,90,0.0000,0.0000,0.0000,755.5766,1802.9300,185.7100,755.5766,1802.9300,185.7100
1,Line,22.5772,,,,,,,,,,,,,,90,0.0000,0.0000,0.0000,755.5766,1802.9300,178.9399,755.5766,1802.9300,178.9399
1,Line,1.6585,,,,,,,,,,,,,,0,0.0000,0.0000,-1.7817,755.5766,1802.9300,170.2440,755.5766,1802.9300,171.9025
1,Line,0.4761,,,,,,,,,,,,,,69,0.0000,0.0000,-0.3166,755.5766,1802.9300,185.7100,755.5766,1802.9300,186.0048
1,Line,32.8307,,,,,,,,,,,,,,90,0.0000,0.0000,0.0000,755.5766,1802.9300,185.7100,755.5766,1802.9300,185.7100
1,Line,7.1368,,,,,,,,,,,,,,2,0.0000,0.0000,7.2726,755.5766,1802.9300,185.7100,755.5766,1802.9300,178.9399
1,Line,26.0276,,,,,,,,,,,,,,90,0.0000,0.0000,0.0000,755.5766,1802.9300,185.7100,755.5766,1802.9300,185.7100
