Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Area,Center X,Center Y,Center Z,Circumference,Diameter,Radius,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z
1,Line,,,,,,,,,,,,,,102,0.0000,-0.4421,0.0000,14.1186,-12.4655,21.9479,0.9171,14.1186,-11.5695,21.9479
1,Line,,,,,,,,,,,,,,102,0.0000,-0.4663,0.0000,14.1186,-11.5695,21.9479,0.9672,14.1186,-10.6246,21.9479
1,Line,,,,,,,,,,,,,,103,0.0024,-0.4499,0.0868,32.0506,30.7593,22.2014,0.9496,32.0458,31.6709,22.0256
1,Line,,,,,,,,,,,,,,113,0.1072,-0.5758,0.0414,31.2127,49.0768,21.2143,1.2177,30.9954,50.2435,21.1303
1,Line,,,,,,,,,,,,,,93,0.1273,0.7954,0.1011,15.7721,52.6364,21.8755,1.6833,15.5142,51.0246,21.6707
1,Line,,,,,,,,,,,,,,102,0.0000,-0.4421,0.0000,14.1186,-65.6476,21.9479,0.9171,14.1186,-64.7517,21.9479
1,Line,,,,,,,,,,,,,,102,0.0000,0.4421,0.0004,32.3239,18.7847,21.9609,0.9171,32.3239,17.8888,21.9600
1,Line,,,,,,,,,,,,,,102,0.0000,0.4421,0.0004,32.3239,16.9439,21.9591,0.9171,32.3239,16.0479,21.9582
1,Line,,,,,,,,,,,,,,102,0.0000,0.4421,0.0004,32.3239,13.2621,21.9555,0.9171,32.3239,12.3662,21.9546
1,Line,,,,,,,,,,,,,,100,0.0115,0.2892,0.0182,14.6071,36.1009,22.5620,0.6015,14.5839,35.5148,22.5253
1,Line,,,,,,,,,,,,,,102,0.0000,0.4663,0.0005,32.3239,21.5706,21.9637,0.9672,32.3239,20.6256,21.9627
1,Line,,,,,,,,,,,,,,102,0.0000,0.4421,0.0004,32.3239,20.6256,21.9627,0.9171,32.3239,19.7297,21.9619
1,Line,,,,,,,,,,,,,,102,0.0000,-0.4421,0.0000,32.3239,-32.7151,21.9479,0.9171,32.3239,-31.8192,21.9479
1,Line,,,,,,,,,,,,,,102,0.0000,-0.4663,0.0000,32.3239,-31.8192,21.9479,0.9672,32.3239,-30.8742,21.9479
1,Line,,,,,,,,,,,,,,102,0.0000,-0.4421,0.0000,32.3239,-10.6246,21.9479,0.9171,32.3239,-9.7287,21.9479
1,Line,,,,,,,,,,,,,,102,0.0000,-0.4421,0.0000,32.3239,-65.6476,21.9479,0.9171,32.3239,-64.7517,21.9479
1,Line,,,,,,,,,,,,,,102,0.0000,-0.4421,0.0000,32.3239,-51.1239,21.9479,0.9171,32.3239,-50.2280,21.9479
1,Line,,,,,,,,,,,,,,102,0.0000,-0.4663,0.0000,32.3239,-50.2280,21.9479,0.9672,32.3239,-49.2830,21.9479
1,Line,,,,,,,,,,,,,,102,-0.0003,0.4421,0.0003,32.3260,-79.4787,21.9458,0.9171,32.3265,-80.3746,21.9452
1,Line,,,,,,,,,,,,,,98,0.0267,0.3884,0.0333,15.0344,48.0274,21.2898,0.8104,14.9803,47.2403,21.2223
1,Line,,,,,,,,,,,,,,104,0.0165,-0.4793,0.0815,31.6238,41.7596,22.3551,1.0083,31.5903,42.7308,22.1900
1,Line,,,,,,,,,,,,,,102,0.0000,-0.4663,0.0000,32.3239,-9.7287,21.9479,0.9672,32.3239,-8.7837,21.9479
1,Line,,,,,,,,,,,,,,96,0.0502,0.4663,0.0081,32.2180,-87.7381,21.9232,0.9730,32.1163,-88.6831,21.9068
1,Line,,,,,,,,,,,,,,102,-0.0003,0.4663,0.0003,32.3254,-78.5338,21.9464,0.9672,32.3260,-79.4787,21.9458
1,Line,,,,,,,,,,,,,,102,0.0000,-1.3506,0.0000,32.3239,-3.2611,21.9479,2.8014,32.3239,-0.5243,21.9479
1,Line,,,,,,,,,,,,,,98,0.0139,0.2026,0.0174,14.8444,45.2654,21.0530,0.4227,14.8161,44.8548,21.0178
1,Line,,,,,,,,,,,,,,15,0.1086,0.0000,0.8070,14.7196,39.3439,22.6463,1.6508,14.4996,39.3439,21.0110
1,Line,,,,,,,,,,,,,,97,-0.0861,-0.8522,-0.2721,14.4369,39.3439,20.5453,1.8602,14.6113,41.0708,21.0966
1,Line,,,,,,,,,,,,,,106,-0.0428,0.7667,0.1407,21.1981,-98.0335,27.6584,1.6180,21.2848,-99.5871,27.3733
1,Line,,,,,,,,,,,,,,12,0.4552,0.0000,0.0656,23.2245,-101.2939,27.3260,0.9533,22.3022,-101.2939,27.1931
1,Line,,,,,,,,,,,,,,97,0.0412,0.4708,0.1028,14.2777,-84.9506,22.3220,1.0022,14.1942,-85.9046,22.1136
1,Line,,,,,,,,,,,,,,97,-0.0456,-0.4515,-0.1442,14.8728,43.6611,21.9235,0.9856,14.9652,44.5761,22.2156
1,Line,,,,,,,,,,,,,,97,-0.0400,-0.3963,-0.1265,14.9652,44.5761,22.2156,0.8650,15.0463,45.3791,22.4719
1,Line,,,,,,,,,,,,,,12,0.0914,0.0000,-0.0722,24.2247,83.6123,28.1437,0.2394,24.0396,83.6123,28.2900
1,Line,,,,,,,,,,,,,,97,-0.0346,-0.3422,-0.1093,14.6113,41.0708,21.0966,0.7470,14.6813,41.7643,21.3179
1,Line,,,,,,,,,,,,,,97,-0.0474,-0.4698,-0.1500,14.6813,41.7643,21.3179,1.0254,14.7774,42.7162,21.6218
1,Line,,,,,,,,,,,,,,97,-0.0471,-0.4663,-0.1489,14.7774,42.7162,21.6218,1.0179,14.8728,43.6611,21.9235
1,Line,,,,,,,,,,,,,,78,0.1504,0.3326,-0.0592,27.2189,-109.9644,17.2080,0.7666,26.9141,-110.6384,17.3280
1,Line,,,,,,,,,,,,,,127,-0.1504,0.3326,-0.0592,19.2366,-109.9644,17.2080,0.7666,19.5414,-110.6384,17.3280
1,Line,,,,,,,,,,,,,,9,-0.0288,0.0000,0.2198,19.7952,-111.4582,18.3648,0.4494,19.8537,-111.4582,17.9194
1,Line,,,,,,,,,,,,,,15,-0.0353,0.0000,-0.2674,27.2189,-109.9644,17.2080,0.5467,27.2903,-109.9644,17.7498
1,Line,,,,,,,,,,,,,,9,-0.0353,0.0000,0.2674,19.0937,-109.9644,18.2916,0.5467,19.1652,-109.9644,17.7498
1,Line,,,,,,,,,,,,,,77,0.1562,0.3326,-0.0163,27.3618,-109.9644,18.2916,0.7629,27.0453,-110.6384,18.3246
1,Line,,,,,,,,,,,,,,110,0.2040,-1.5756,-1.1148,16.0671,-101.2939,19.3420,3.9951,15.6537,-98.1013,21.6008
1,Line,,,,,,,,,,,,,,113,-0.0061,0.0335,0.0047,16.4308,-98.0335,23.7030,0.0712,16.4433,-98.1013,23.6934
1,Line,,,,,,,,,,,,,,100,-0.0565,-1.5756,-1.1308,16.3139,-101.2939,21.3629,3.9929,16.4284,-98.1013,23.6543
1,Line,,,,,,,,,,,,,,127,-0.1562,0.3326,-0.0163,19.0937,-109.9644,18.2916,0.7629,19.4102,-110.6384,18.3246
1,Line,,,,,,,,,,,,,,86,-0.4520,-1.5756,0.9252,30.1416,-101.2939,21.3629,3.8824,31.0574,-98.1013,19.4882
1,Line,,,,,,,,,,,,,,114,-0.0069,0.0335,0.0029,15.6449,-98.0335,21.6488,0.0711,15.6589,-98.1013,21.6429
1,Line,,,,,,,,,,,,,,110,0.2028,-1.5859,0.1688,30.5393,52.6364,22.8269,3.3336,30.1283,55.8498,22.4850
1,Line,,,,,,,,,,,,,,111,-0.0655,0.4250,0.0683,29.7909,56.7109,20.6649,0.9025,29.9236,55.8498,20.5265
1,Line,,,,,,,,,,,,,,111,-0.2443,1.5859,0.2550,29.9236,55.8498,20.5265,3.3679,30.4187,52.6364,20.0098
1,Line,,,,,,,,,,,,,,111,-0.0741,0.4631,0.0588,30.9284,51.0246,21.6707,0.9800,31.0786,50.0863,21.5515
1,Line,,,,,,,,,,,,,,111,-0.0730,0.4560,0.0579,31.0786,50.0863,21.5515,0.9649,31.2264,49.1624,21.4340
1,Line,,,,,,,,,,,,,,111,-0.0687,0.4290,0.0545,31.2264,49.1624,21.4340,0.9079,31.3656,48.2931,21.3236
1,Line,,,,,,,,,,,,,,115,0.3689,-1.5859,0.0401,30.0567,52.6364,19.1524,3.3780,29.3092,55.8498,19.0712
1,Line,,,,,,,,,,,,,,94,0.1487,1.0747,0.2057,17.2080,55.8028,18.8757,2.2886,16.9066,53.6251,18.4589
1,Line,,,,,,,,,,,,,,103,0.0394,-3.5131,-1.3259,17.4310,48.0274,15.7721,7.7666,17.3512,55.1461,18.4589
1,Line,,,,,,,,,,,,,,113,0.2954,-1.5859,0.1141,30.5497,52.6364,20.9581,3.3538,29.9513,55.8498,20.7269
1,Line,,,,,,,,,,,,,,110,-0.0620,0.4481,0.0858,29.1089,56.7109,19.0495,0.9543,29.2346,55.8028,18.8757
1,Line,,,,,,,,,,,,,,110,-0.1487,1.0747,0.2057,29.2346,55.8028,18.8757,2.2886,29.5359,53.6251,18.4589
1,Line,,,,,,,,,,,,,,104,0.0155,-0.4498,0.0764,31.4640,46.4032,21.5659,0.9463,31.4326,47.3146,21.4110
1,Line,,,,,,,,,,,,,,106,-0.0267,0.3884,0.0333,31.4081,48.0274,21.2898,0.8104,31.4623,47.2403,21.2223
1,Line,,,,,,,,,,,,,,106,-0.0431,0.6260,0.0537,31.5109,46.5339,21.1618,1.3061,31.5982,45.2654,21.0530
1,Line,,,,,,,,,,,,,,112,-0.1220,0.7157,-0.0429,23.8545,83.6123,28.4362,1.5084,24.1018,82.1620,28.5231
1,Line,,,,,,,,,,,,,,12,0.1202,0.0000,-0.0951,24.7768,81.0598,28.2036,0.3151,24.5332,81.0598,28.3963
1,Line,,,,,,,,,,,,,,115,-0.1548,0.7157,-0.0168,24.2247,83.6123,28.1437,1.5192,24.5384,82.1620,28.1777
1,Line,,,,,,,,,,,,,,106,0.0949,-1.5859,0.1955,30.0347,52.6364,24.6307,3.3188,29.8424,55.8498,24.2346
1,Line,,,,,,,,,,,,,,111,-0.0680,0.4250,0.0540,30.0182,56.7109,22.3934,0.8994,30.1560,55.8498,22.2839
1,Line,,,,,,,,,,,,,,111,-0.2538,1.5859,0.2015,30.1560,55.8498,22.2839,3.3561,30.6704,52.6364,21.8755
1,Line,,,,,,,,,,,,,,106,-0.0139,0.2026,0.0174,31.5982,45.2654,21.0530,0.4227,31.6264,44.8548,21.0178
1,Line,,,,,,,,,,,,,,111,-0.0655,0.4250,0.0397,29.7909,56.7109,24.1284,0.8955,29.9236,55.8498,24.0480
1,Line,,,,,,,,,,,,,,111,-0.2443,1.5859,0.1481,29.9236,55.8498,24.0480,3.3416,30.4187,52.6364,23.7479
1,Line,,,,,,,,,,,,,,111,-0.1965,1.2451,0.0416,14.7505,-92.3649,21.8382,2.6158,15.1486,-94.8879,21.7539
1,Line,,,,,,,,,,,,,,109,0.1409,-1.2451,-0.5006,15.0227,-94.8879,20.7131,2.7900,14.7371,-92.3649,21.7276
1,Line,,,,,,,,,,,,,,13,0.2196,0.0000,0.3091,17.6779,-98.0335,25.4580,0.7745,17.2328,-98.0335,24.8316
1,Line,,,,,,,,,,,,,,9,-0.0373,0.0000,0.3073,15.3787,-98.0335,19.4484,0.6274,15.4542,-98.0335,18.8257
1,Line,,,,,,,,,,,,,,112,-0.2274,1.3932,0.0000,14.4044,-92.0648,19.4484,2.9279,14.8652,-94.8879,19.4484
1,Line,,,,,,,,,,,,,,111,-0.0234,0.1481,0.0049,14.7032,-92.0648,21.8482,0.3111,14.7505,-92.3649,21.8382
1,Line,,,,,,,,,,,,,,102,-0.0003,0.4663,0.0003,32.3277,-82.2155,21.9441,0.9672,32.3282,-83.1605,21.9435
1,Line,,,,,,,,,,,,,,102,-0.0003,0.4663,0.0003,32.3288,-84.0564,21.9429,0.9672,32.3294,-85.0013,21.9424
1,Line,,,,,,,,,,,,,,102,-0.0003,0.4421,0.0003,32.3294,-85.0013,21.9424,0.9171,32.3299,-85.8973,21.9418
1,Line,,,,,,,,,,,,,,97,-0.1412,-1.5088,-0.5814,16.4308,-98.0335,23.7030,3.3566,16.7169,-94.9763,24.8811
1,Line,,,,,,,,,,,,,,114,-0.0071,0.0335,0.0011,15.3787,-98.0335,19.4484,0.0710,15.3930,-98.1013,19.4461
1,Line,,,,,,,,,,,,,,118,0.4520,-1.5756,-1.0248,16.3139,-101.2939,17.3277,3.9837,15.3981,-98.1013,19.4043
1,Line,,,,,,,,,,,,,,12,0.5000,0.0000,0.0722,23.2245,-98.0335,27.9509,1.0473,22.2113,-98.0335,27.8047
1,Line,,,,,,,,,,,,,,12,0.3958,0.0000,-0.5570,30.0247,-98.0335,23.7030,1.3956,29.2227,-98.0335,24.8316
1,Line,,,,,,,,,,,,,,93,0.1965,1.2451,0.0416,31.7050,-92.3649,21.8382,2.6158,31.3069,-94.8879,21.7539
1,Line,,,,,,,,,,,,,,105,0.0234,-0.4505,-0.2091,14.1803,-87.7551,21.4486,1.0272,14.1329,-86.8422,21.8723
1,Line,,,,,,,,,,,,,,15,-0.1070,0.0000,-0.8381,13.8069,-86.6936,19.4484,1.7127,14.0237,-86.6936,21.1466
1,Line,,,,,,,,,,,,,,12,0.5016,0.0000,-0.0722,25.2574,-98.0335,27.6584,1.0506,24.2410,-98.0335,27.8047
1,Line,,,,,,,,,,,,,,91,-0.3227,-1.5524,0.5723,30.8106,-98.0335,21.6488,3.4871,31.4644,-94.8879,20.4891
1,Line,,,,,,,,,,,,,,15,-0.0941,0.0000,-0.7754,30.8106,-98.0335,17.2546,1.5833,31.0013,-98.0335,18.8257
1,Line,,,,,,,,,,,,,,96,-0.1378,-1.2179,0.4883,31.0769,-98.0335,19.4484,2.7279,31.3561,-95.5658,18.4589
1,Line,,,,,,,,,,,,,,86,-0.4493,-1.5524,0.4824,30.0247,-98.0335,23.7030,3.4916,30.9352,-94.8879,22.7255
1,Line,,,,,,,,,,,,,,86,-0.3604,-1.2451,0.3869,30.9352,-94.8879,22.7255,2.8005,31.6655,-92.3649,21.9415
1,Line,,,,,,,,,,,,,,93,0.2274,1.3932,0.0000,32.0511,-92.0648,19.4484,2.9279,31.5903,-94.8879,19.4484
1,Line,,,,,,,,,,,,,,12,0.4568,0.0000,-0.0656,25.0756,-101.2939,27.0601,0.9566,24.1500,-101.2939,27.1931
1,Line,,,,,,,,,,,,,,99,0.0428,0.7668,0.1407,25.2574,-98.0335,27.6584,1.6183,25.1708,-99.5874,27.3733
1,Line,,,,,,,,,,,,,,92,0.0061,0.0335,0.0047,30.0247,-98.0335,23.7030,0.0712,30.0123,-98.1013,23.6934
1,Line,,,,,,,,,,,,,,101,-0.0110,-0.3773,-0.0883,14.0213,-79.3458,21.1674,0.8031,14.0436,-78.5813,21.3463
1,Line,,,,,,,,,,,,,,101,-0.0137,-0.4681,-0.1095,14.0436,-78.5813,21.3463,0.9963,14.0713,-77.6328,21.5682
1,Line,,,,,,,,,,,,,,101,-0.0135,-0.4639,-0.1085,14.0713,-77.6328,21.5682,0.9873,14.0987,-76.6929,21.7881
1,Line,,,,,,,,,,,,,,90,0.0071,0.0335,0.0011,31.0769,-98.0335,19.4484,0.0710,31.0626,-98.1013,19.4461
1,Line,,,,,,,,,,,,,,15,-0.0224,0.0000,-0.1706,25.6211,-112.9520,17.7066,0.3488,25.6666,-112.9520,18.0523
1,Line,,,,,,,,,,,,,,15,-0.0288,0.0000,-0.2198,26.5434,-111.4582,17.4740,0.4494,26.6019,-111.4582,17.9194
1,Line,,,,,,,,,,,,,,74,-0.8380,-1.5756,0.5590,28.2905,-101.2939,24.8597,3.8708,29.9886,-98.1013,23.7270
1,Line,,,,,,,,,,,,,,91,0.0069,0.0335,0.0029,30.8106,-98.0335,21.6488,0.0711,30.7967,-98.1013,21.6429
1,Line,,,,,,,,,,,,,,79,-0.6685,-1.5756,0.7710,29.4272,-101.2939,23.2443,3.8785,30.7818,-98.1013,21.6820
1,Line,,,,,,,,,,,,,,101,-0.0169,-0.5784,0.1350,32.4059,-84.1065,21.3376,1.2309,32.4401,-82.9345,21.0642
1,Line,,,,,,,,,,,,,,101,-0.0050,-0.1707,0.0398,32.4401,-82.9345,21.0642,0.3633,32.4502,-82.5886,20.9834
1,Line,,,,,,,,,,,,,,102,-0.0003,0.4663,0.0003,14.1191,-76.6929,21.9475,0.9672,14.1196,-77.6378,21.9469
1,Line,,,,,,,,,,,,,,101,-0.0115,-0.3930,0.0917,32.3304,-86.6936,21.9413,0.8364,32.3536,-85.8973,21.7555
1,Line,,,,,,,,,,,,,,101,-0.0130,-0.4457,0.1040,32.3536,-85.8973,21.7555,0.9486,32.3800,-84.9941,21.5447
1,Line,,,,,,,,,,,,,,101,-0.0128,-0.4380,0.1022,32.3800,-84.9941,21.5447,0.9322,32.4059,-84.1065,21.3376
1,Line,,,,,,,,,,,,,,102,-0.0003,0.4663,0.0003,14.1235,-84.0564,21.9429,0.9672,14.1241,-85.0013,21.9424
1,Line,,,,,,,,,,,,,,102,-0.0003,0.4421,0.0003,14.1241,-85.0013,21.9424,0.9171,14.1247,-85.8973,21.9418
1,Line,,,,,,,,,,,,,,101,-0.1058,-3.6262,-0.8484,13.8069,-86.6936,19.4484,7.7182,14.0213,-79.3458,21.1674
1,Line,,,,,,,,,,,,,,102,-0.0003,0.4663,0.0003,14.1202,-78.5338,21.9464,0.9672,14.1208,-79.4787,21.9458
1,Line,,,,,,,,,,,,,,102,-0.0003,0.4663,0.0003,14.1213,-80.3746,21.9452,0.9672,14.1219,-81.3196,21.9446
1,Line,,,,,,,,,,,,,,102,-0.0003,0.4663,0.0003,14.1224,-82.2155,21.9441,0.9672,14.1230,-83.1605,21.9435
1,Line,,,,,,,,,,,,,,103,0.0030,-0.2683,-0.1012,17.3512,55.1461,18.4589,0.5931,17.3451,55.6897,18.6640
1,Line,,,,,,,,,,,,,,97,0.0478,0.5464,-0.1187,32.1850,-77.5959,22.2924,1.1627,32.0881,-78.7030,22.5328
1,Line,,,,,,,,,,,,,,97,0.0208,0.2377,-0.0516,32.0881,-78.7030,22.5328,0.5058,32.0460,-79.1847,22.6374
1,Line,,,,,,,,,,,,,,98,-0.0212,-0.3137,-0.1413,14.7032,-92.0648,21.8482,0.7121,14.7462,-91.4293,22.1346
1,Line,,,,,,,,,,,,,,11,0.1547,0.0000,-0.3912,31.7523,-92.0648,21.8482,0.8551,31.4389,-92.0648,22.6409
1,Line,,,,,,,,,,,,,,83,-0.1947,-0.5555,0.1281,28.7777,-98.0335,25.4580,1.2482,29.1721,-96.9078,25.1985
1,Line,,,,,,,,,,,,,,83,-0.3442,-0.9824,0.2265,29.1721,-96.9078,25.1985,2.2073,29.8696,-94.9172,24.7395
1,Line,,,,,,,,,,,,,,102,0.0000,0.7162,0.0000,31.3821,-58.3766,24.2747,1.4854,31.3821,-59.8278,24.2747
1,Line,,,,,,,,,,,,,,95,0.0184,0.1503,0.0862,14.1617,28.7820,21.1429,0.3594,14.1244,28.4775,20.9682
1,Line,,,,,,,,,,,,,,102,0.0000,1.2794,0.0000,13.8004,4.3640,19.4484,2.6535,13.8004,1.7716,19.4484
1,Line,,,,,,,,,,,,,,13,-0.1138,0.0000,-0.2810,14.1251,-86.6936,21.9413,0.6164,14.3556,-86.6936,22.5108
1,Line,,,,,,,,,,,,,,103,0.0152,-1.5524,-0.6328,15.6449,-98.0335,21.6488,3.4660,15.6141,-94.8879,22.9311
1,Line,,,,,,,,,,,,,,102,0.0000,1.2523,0.0000,31.3821,4.3365,24.2747,2.5974,31.3821,1.7990,24.2747
1,Line,,,,,,,,,,,,,,102,0.0000,0.4663,0.0005,32.3239,6.8435,21.9491,0.9672,32.3239,5.8986,21.9482
1,Line,,,,,,,,,,,,,,101,-0.1037,-6.5754,-0.8207,13.8004,5.6425,19.4484,13.7408,14.0105,18.9664,21.1114
1,Line,,,,,,,,,,,,,,101,-0.0050,-0.3178,-0.0397,14.0105,18.9664,21.1114,0.6641,14.0206,19.6103,21.1918
1,Line,,,,,,,,,,,,,,94,-0.0206,-0.1462,-0.0441,14.5653,31.8972,22.5936,0.3190,14.6070,32.1934,22.6829
1,Line,,,,,,,,,,,,,,100,-0.0215,-0.4611,0.0527,32.2098,23.3829,22.2473,0.9634,32.2534,24.3173,22.1406
1,Line,,,,,,,,,,,,,,100,-0.0215,-0.4614,0.0527,32.2534,24.3173,22.1406,0.9641,32.2970,25.2523,22.0337
1,Line,,,,,,,,,,,,,,101,-0.0070,-0.4421,-0.0552,14.0805,23.4114,21.6662,0.9240,14.0947,24.3074,21.7781
1,Line,,,,,,,,,,,,,,101,-0.0074,-0.4663,-0.0582,14.0947,24.3074,21.7781,0.9745,14.1096,25.2523,21.8960
1,Line,,,,,,,,,,,,,,102,0.0000,0.4663,0.0005,14.1186,6.8435,21.9491,0.9672,14.1186,5.8986,21.9482
1,Line,,,,,,,,,,,,,,101,-0.0083,-0.5276,-0.0659,14.0206,19.6103,21.1918,1.1026,14.0375,20.6794,21.3252
1,Line,,,,,,,,,,,,,,101,-0.0068,-0.4292,-0.0536,14.0375,20.6794,21.3252,0.8970,14.0512,21.5491,21.4338
1,Line,,,,,,,,,,,,,,101,-0.0072,-0.4561,-0.0569,14.0512,21.5491,21.4338,0.9531,14.0657,22.4733,21.5491
1,Line,,,,,,,,,,,,,,101,-0.0081,-0.5166,0.0640,32.4001,10.4786,21.3491,1.0794,32.4166,11.5253,21.2195
1,Line,,,,,,,,,,,,,,101,-0.0053,-0.3363,0.0416,32.4166,11.5253,21.2195,0.7027,32.4274,12.2068,21.1351
1,Line,,,,,,,,,,,,,,94,0.0463,0.3348,-0.1451,32.0511,30.6604,22.2205,0.7601,31.9572,29.9821,22.5145
1,Line,,,,,,,,,,,,,,101,-0.0073,-0.4640,0.0575,32.3570,7.7395,21.6883,0.9696,32.3718,8.6797,21.5719
1,Line,,,,,,,,,,,,,,101,-0.0071,-0.4521,0.0560,32.3718,8.6797,21.5719,0.9446,32.3862,9.5958,21.4584
1,Line,,,,,,,,,,,,,,101,-0.0069,-0.4357,0.0539,32.3862,9.5958,21.4584,0.9103,32.4001,10.4786,21.3491
1,Line,,,,,,,,,,,,,,102,0.0000,-0.4663,0.0000,32.3239,-55.7345,21.9479,0.9672,32.3239,-54.7896,21.9479
1,Line,,,,,,,,,,,,,,102,0.0000,-0.4421,0.0000,32.3239,-29.0334,21.9479,0.9171,32.3239,-28.1374,21.9479
1,Line,,,,,,,,,,,,,,102,0.0000,-0.4663,0.0000,32.3239,-28.1374,21.9479,0.9672,32.3239,-27.1925,21.9479
1,Line,,,,,,,,,,,,,,102,0.0000,-0.4421,0.0000,32.3239,-63.8067,21.9479,0.9171,32.3239,-62.9108,21.9479
1,Line,,,,,,,,,,,,,,102,0.0000,-0.4663,0.0000,32.3239,-62.9108,21.9479,0.9672,32.3239,-61.9659,21.9479
1,Line,,,,,,,,,,,,,,102,0.0000,-0.4342,0.0000,32.3239,-56.6143,21.9479,0.9006,32.3239,-55.7345,21.9479
1,Line,,,,,,,,,,,,,,100,-0.0211,-0.4521,-0.0530,14.1744,6.8386,22.0882,0.9448,14.2172,7.7546,22.1956
1,Line,,,,,,,,,,,,,,100,-0.0204,-0.4371,-0.0513,14.2172,7.7546,22.1956,0.9136,14.2585,8.6404,22.2994
1,Line,,,,,,,,,,,,,,100,-0.0238,-0.5106,-0.0599,14.2585,8.6404,22.2994,1.0671,14.3068,9.6750,22.4207
1,Line,,,,,,,,,,,,,,102,0.0000,1.5859,0.0000,13.8004,-56.6143,19.4484,3.2892,13.8004,-59.8278,19.4484
1,Line,,,,,,,,,,,,,,100,-0.0059,-0.1264,-0.0148,14.1186,5.6425,21.9479,0.2641,14.1306,5.8986,21.9780
1,Line,,,,,,,,,,,,,,100,-0.0216,-0.4639,-0.0544,14.1306,5.8986,21.9780,0.9695,14.1744,6.8386,22.0882
1,Line,,,,,,,,,,,,,,101,-0.0020,-0.1264,0.0156,32.3239,5.6425,21.9479,0.2640,32.3279,5.8986,21.9162
1,Line,,,,,,,,,,,,,,101,-0.0074,-0.4663,0.0577,32.3279,5.8986,21.9162,0.9744,32.3428,6.8435,21.7992
1,Line,,,,,,,,,,,,,,101,-0.0070,-0.4421,0.0548,32.3428,6.8435,21.7992,0.9239,32.3570,7.7395,21.6883
1,Line,,,,,,,,,,,,,,100,-0.0163,-0.3495,-0.0410,14.3068,9.6750,22.4207,0.7305,14.3398,10.3833,22.5038
1,Line,,,,,,,,,,,,,,100,-0.0318,-0.6816,-0.0799,14.3398,10.3833,22.5038,1.4245,14.4043,11.7644,22.6657
1,Line,,,,,,,,,,,,,,100,-0.0038,-0.0823,-0.0096,14.4043,11.7644,22.6657,0.1720,14.4120,11.9311,22.6852
1,Line,,,,,,,,,,,,,,10,0.0309,0.0000,-0.2299,32.0056,39.3439,20.5453,0.4702,31.9430,39.3439,21.0110
1,Line,,,,,,,,,,,,,,10,0.1086,0.0000,-0.8070,31.9430,39.3439,21.0110,1.6508,31.7229,39.3439,22.6463
1,Line,,,,,,,,,,,,,,13,0.0914,0.0000,0.1575,20.9838,77.0201,28.2302,0.3711,20.7987,77.0201,27.9111
1,Line,,,,,,,,,,,,,,92,-0.2965,-1.5859,-0.5184,15.8962,52.6364,22.7965,3.5073,16.4971,55.8498,23.8469
1,Line,,,,,,,,,,,,,,89,-0.5291,-2.2746,-0.6338,15.3137,48.0274,23.3174,5.0110,16.3858,52.6364,24.6018
1,Line,,,,,,,,,,,,,,89,-0.2458,-1.0568,-0.2945,16.3858,52.6364,24.6018,2.3281,16.8839,54.7777,25.1985
1,Line,,,,,,,,,,,,,,89,0.0923,0.3774,0.1952,14.3864,26.9228,22.5340,0.8978,14.1993,26.1580,22.1384
1,Line,,,,,,,,,,,,,,102,0.0000,-22.8738,0.0000,15.0604,-44.5503,24.2747,47.4427,15.0604,1.7990,24.2747
1,Line,,,,,,,,,,,,,,102,0.0000,-1.2523,0.0000,15.0604,1.7990,24.2747,2.5974,15.0604,4.3365,24.2747
1,Line,,,,,,,,,,,,,,93,0.1803,1.0516,0.0995,20.6136,77.0201,27.5920,2.2221,20.2483,74.8893,27.3904
1,Line,,,,,,,,,,,,,,13,0.1122,0.0000,0.1936,20.4057,73.1557,28.0108,0.4561,20.1784,73.1557,27.6186
1,Line,,,,,,,,,,,,,,94,0.1573,1.0516,0.0597,20.9838,77.0201,28.2302,2.2087,20.6650,74.8893,28.1092
1,Line,,,,,,,,,,,,,,93,0.0687,0.4290,0.0545,15.2161,49.1624,21.4340,0.9079,15.0769,48.2931,21.3236
1,Line,,,,,,,,,,,,,,95,-0.1973,-1.5426,-0.5550,15.5034,49.5106,19.8026,3.4160,15.9032,52.6364,20.9272
1,Line,,,,,,,,,,,,,,95,-0.2028,-1.5859,-0.5706,15.9032,52.6364,20.9272,3.5118,16.3142,55.8498,22.0835
1,Line,,,,,,,,,,,,,,94,0.2455,1.5859,0.2550,16.5248,55.8498,20.5265,3.3683,16.0273,52.6364,20.0098
1,Line,,,,,,,,,,,,,,99,-0.0482,-0.7954,-0.3002,16.3137,51.0246,18.5188,1.7612,16.4113,52.6364,19.1271
1,Line,,,,,,,,,,,,,,99,-0.0961,-1.5859,-0.5985,16.4113,52.6364,19.1271,3.5114,16.6060,55.8498,20.3399
1,Line,,,,,,,,,,,,,,92,-0.0827,-0.4421,-0.1445,15.2506,49.1837,21.6678,0.9778,15.4182,50.0797,21.9607
1,Line,,,,,,,,,,,,,,92,-0.0842,-0.4505,-0.1473,15.4182,50.0797,21.9607,0.9964,15.5889,50.9926,22.2591
1,Line,,,,,,,,,,,,,,92,-0.1517,-0.8112,-0.2652,15.5889,50.9926,22.2591,1.7941,15.8962,52.6364,22.7965
