Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,16.9354,,,,,,,,,,,,,,,,180,-4.3832,0.0000,-16.3584,297.2368,-1354.5864,482.5399,301.6200,-1354.5864,498.8983
1,Line,6.5344,,,,,,,,,,,,,,,,137,-1.6453,1.5123,-6.1404,295.5915,-1353.0741,476.3995,297.2368,-1354.5864,482.5399
1,Line,28.1213,,,,,,,,,,,,,,,,180,-7.2783,0.0000,27.1631,275.8326,-280.1747,595.1380,283.1110,-280.1747,567.9750
1,Line,33.3547,,,,,,,,,,,,,,,,62,-11.5610,-21.6294,-22.6064,-305.7628,130.6863,448.6069,-294.2018,152.3157,471.2133
1,Line,816.8658,,,,,,,,,,,,,,,,90,0.0000,816.8658,0.0000,261.2106,-1173.3575,348.0883,261.2106,-1990.2233,348.0883
1,Line,80.0000,,,,,,,,,,,,,,,,90,0.0000,80.0000,0.0000,301.6200,-1274.5864,498.8983,301.6200,-1354.5864,498.8983
1,Line,7.0581,,,,,,,,,,,,,,,,122,-1.6878,2.6998,6.2991,274.1448,-277.4749,601.4371,275.8326,-280.1747,595.1380
1,Line,27.1262,,,,,,,,,,,,,,,,0,7.0208,0.0000,-26.2019,282.9822,-727.6747,568.4555,275.9614,-727.6747,594.6574
1,Line,5.5246,,,,,,,,,,,,,,,,58,1.3211,2.1132,-4.9305,284.3033,-725.5615,563.5250,282.9822,-727.6747,568.4555
1,Line,6.1201,,,,,,,,,,,,,,,,90,0.0000,6.1201,0.0000,284.8505,-714.3396,561.4828,284.8505,-720.4597,561.4828
1,Line,7.0555,,,,,,,,,,,,,,,,96,-0.6991,6.5179,2.6092,273.4457,-270.9570,604.0463,274.1448,-277.4749,601.4371
1,Line,7.1146,,,,,,,,,,,,,,,,90,0.0000,7.1146,0.0000,273.4457,-263.8424,604.0463,273.4457,-270.9570,604.0463
1,Line,7.0555,,,,,,,,,,,,,,,,84,0.6991,6.5179,-2.6092,274.1448,-257.3245,601.4371,273.4457,-263.8424,604.0463
1,Line,244.4773,,,,,,,,,,,,,,,,94,17.2599,-239.7097,44.8387,-294.2018,152.3157,471.2133,-311.4618,392.0254,426.3746
1,Line,5.5225,,,,,,,,,,,,,,,,84,0.5472,5.1017,2.0423,-284.3033,1190.7621,563.5250,-284.8505,1185.6604,561.4828
1,Line,6.1201,,,,,,,,,,,,,,,,90,0.0000,6.1201,0.0000,-284.8505,735.6604,561.4828,-284.8505,729.5403,561.4828
1,Line,102.6150,,,,,,,,,,,,,,,,77,22.8495,96.9018,24.8548,-213.9239,1971.7658,539.2484,-236.7735,1874.8639,514.3936
1,Line,89.1029,,,,,,,,,,,,,,,,100,16.0200,-87.2461,-8.4139,-301.0600,-1029.4485,408.1301,-317.0800,-942.2024,416.5440
1,Line,17.0654,,,,,,,,,,,,,,,,96,1.7312,-16.8662,1.9394,-3019.8296,1221.7681,857.9213,-3021.5608,1238.6343,855.9819
1,Line,5.5246,,,,,,,,,,,,,,,,58,1.3211,2.1132,4.9305,-282.9822,1192.8753,568.4555,-284.3033,1190.7621,563.5250
1,Line,33.4803,,,,,,,,,,,,,,,,82,3.8843,28.9492,-16.3642,-213.9239,1971.7658,539.2484,-217.8082,1942.8166,555.6126
1,Line,5.5225,,,,,,,,,,,,,,,,84,0.5472,5.1017,2.0423,-284.3033,-1009.2379,563.5250,-284.8505,-1014.3396,561.4828
1,Line,6.1201,,,,,,,,,,,,,,,,90,0.0000,6.1201,0.0000,-284.8505,-1014.3396,561.4828,-284.8505,-1020.4597,561.4828
1,Line,35.7635,,,,,,,,,,,,,,,,144,-24.2400,17.4913,-19.6343,-24.2400,-2826.9987,347.3215,0.0000,-2844.4900,366.9558
1,Line,215.7109,,,,,,,,,,,,,,,,93,-11.6521,215.2646,-7.5224,-1905.2709,730.6292,574.7783,-1893.6187,515.3646,582.3007
1,Line,136.6151,,,,,,,,,,,,,,,,118,-61.5200,114.8901,40.9785,-135.3500,-2665.1501,462.4117,-73.8300,-2780.0402,421.4332
1,Line,5.5246,,,,,,,,,,,,,,,,58,1.3211,2.1132,4.9305,-282.9822,-1007.1247,568.4555,-284.3033,-1009.2379,563.5250
1,Line,6.1201,,,,,,,,,,,,,,,,90,0.0000,-6.1201,0.0000,-274.0931,979.5403,601.6302,-274.0931,985.6604,601.6302
1,Line,5.5246,,,,,,,,,,,,,,,,122,1.3211,-2.1132,4.9305,-274.6403,1140.7621,599.5879,-275.9614,1142.8753,594.6574
1,Line,240.7045,,,,,,,,,,,,,,,,128,145.5567,-187.0297,-42.0926,-2762.2200,774.0704,716.1491,-2907.7767,961.1001,758.2417
1,Line,5.1764,,,,,,,,,,,,,,,,90,0.0000,5.1764,0.0000,261.2106,-1353.8853,649.7083,261.2106,-1359.0617,649.7083
1,Line,27.1262,,,,,,,,,,,,,,,,180,-7.0208,0.0000,-26.2019,-282.9822,-277.6747,568.4555,-275.9614,-277.6747,594.6574
1,Line,10.7409,,,,,,,,,,,,,,,,74,-2.2790,-7.8723,-6.9426,-2903.9170,953.2278,769.9998,-2901.6380,961.1001,776.9424
1,Line,6.1201,,,,,,,,,,,,,,,,90,0.0000,-6.1201,0.0000,-274.0931,-1170.4597,601.6302,-274.0931,-1164.3396,601.6302
1,Line,7.0555,,,,,,,,,,,,,,,,84,0.6991,6.5179,2.6092,-273.4457,-1570.9570,604.0463,-274.1448,-1577.4749,601.4371
1,Line,7.0581,,,,,,,,,,,,,,,,58,1.6878,2.6998,6.2991,-274.1448,-1577.4749,601.4371,-275.8326,-1580.1747,595.1380
1,Line,7.0581,,,,,,,,,,,,,,,,122,1.6878,-2.6998,6.2991,-283.1110,-1580.1747,567.9750,-284.7988,-1577.4749,561.6758
1,Line,631.1616,,,,,,,,,,,,,,,,90,0.0000,631.1616,0.0000,-261.2106,-1359.0617,649.7083,-261.2106,-1990.2233,649.7083
1,Line,7.0555,,,,,,,,,,,,,,,,84,-0.6991,-6.5179,-2.6092,-285.4979,-1513.8424,559.0667,-284.7988,-1507.3245,561.6758
1,Line,7.1146,,,,,,,,,,,,,,,,90,0.0000,7.1146,0.0000,-273.4457,-1563.8424,604.0463,-273.4457,-1570.9570,604.0463
1,Line,78.5978,,,,,,,,,,,,,,,,90,0.0000,78.5978,0.0000,261.2106,-1275.2875,649.7083,261.2106,-1353.8853,649.7083
1,Line,153.5108,,,,,,,,,,,,,,,,180,39.7315,0.0000,-148.2801,301.6200,-1354.5864,498.8983,261.8885,-1354.5864,647.1784
1,Line,2.0292,,,,,,,,,,,,,,,,134,-0.5073,0.5247,1.8934,261.2106,-1359.0617,649.7083,261.7179,-1359.5864,647.8148
1,Line,154.1698,,,,,,,,,,,,,,,,180,-39.9021,0.0000,148.9166,261.7179,-1359.5864,647.8148,301.6200,-1359.5864,498.8983
1,Line,153.5108,,,,,,,,,,,,,,,,180,-39.7315,0.0000,148.2801,261.8885,-1274.5864,647.1784,301.6200,-1274.5864,498.8983
1,Line,2.7114,,,,,,,,,,,,,,,,46,-0.6779,-0.7011,2.5299,261.2106,-1275.2875,649.7083,261.8885,-1274.5864,647.1784
1,Line,2.7114,,,,,,,,,,,,,,,,134,0.6779,-0.7011,-2.5299,261.8885,-1354.5864,647.1784,261.2106,-1353.8853,649.7083
1,Line,3.6840,,,,,,,,,,,,,,,,18,-2.5410,-0.8112,2.5410,258.6696,-1276.0987,652.2493,261.2106,-1275.2875,649.7083
1,Line,5.9224,,,,,,,,,,,,,,,,103,1.2693,-5.6439,-1.2693,255.6062,-1349.4244,655.3127,254.3369,-1343.7806,656.5820
1,Line,5.6647,,,,,,,,,,,,,,,,130,3.0634,-3.6497,-3.0634,258.6696,-1353.0741,652.2493,255.6062,-1349.4244,655.3127
1,Line,3.6840,,,,,,,,,,,,,,,,162,2.5410,-0.8112,-2.5410,261.2106,-1353.8853,649.7083,258.6696,-1353.0741,652.2493
1,Line,5.6647,,,,,,,,,,,,,,,,50,-3.0634,-3.6497,3.0634,255.6062,-1279.7484,655.3127,258.6696,-1276.0987,652.2493
1,Line,5.9224,,,,,,,,,,,,,,,,77,-1.2693,-5.6439,1.2693,254.3369,-1285.3922,656.5820,255.6062,-1279.7484,655.3127
1,Line,58.3883,,,,,,,,,,,,,,,,90,0.0000,-58.3883,0.0000,254.3369,-1343.7806,656.5820,254.3369,-1285.3922,656.5820
1,Line,6.1201,,,,,,,,,,,,,,,,86,-0.4729,-6.1018,0.0000,-248.8864,1538.6198,600.1015,-248.4135,1544.7216,600.1015
1,Line,14.5803,,,,,,,,,,,,,,,,45,-9.9986,-10.1514,3.0924,139.8255,-2517.9675,606.5767,149.8241,-2507.8161,603.4843
1,Line,2.7638,,,,,,,,,,,,,,,,91,-0.0341,1.6880,2.1882,149.7900,-2506.1281,605.6725,149.8241,-2507.8161,603.4843
1,Line,54.4635,,,,,,,,,,,,,,,,18,-24.0224,-7.9167,48.2340,149.8241,-2507.8161,603.4843,173.8465,-2499.8994,555.2503
1,Line,2.8916,,,,,,,,,,,,,,,,150,-1.0839,0.6160,2.6090,101.3646,-2554.6869,611.0819,102.4485,-2555.3029,608.4729
1,Line,52.8636,,,,,,,,,,,,,,,,45,-37.3770,-37.3354,1.8963,102.4485,-2555.3029,608.4729,139.8255,-2517.9675,606.5767
1,Line,3.0139,,,,,,,,,,,,,,,,170,-1.4555,0.2449,2.6278,138.3700,-2517.7226,609.2045,139.8255,-2517.9675,606.5767
1,Line,15.5482,,,,,,,,,,,,,,,,180,-15.5482,0.0000,0.0000,-1490.2700,119.7178,508.2100,-1474.7219,119.7178,508.2100
1,Line,7.0581,,,,,,,,,,,,,,,,122,1.6878,-2.6998,-6.2991,284.7988,742.6755,561.6758,283.1110,745.3753,567.9750
1,Line,7.0555,,,,,,,,,,,,,,,,96,0.6991,-6.5179,-2.6092,285.4979,736.1576,559.0667,284.7988,742.6755,561.6758
1,Line,7.1146,,,,,,,,,,,,,,,,90,0.0000,-7.1146,0.0000,285.4979,729.0430,559.0667,285.4979,736.1576,559.0667
1,Line,5.5246,,,,,,,,,,,,,,,,58,1.3211,2.1132,4.9305,-282.9822,892.8753,568.4555,-284.3033,890.7621,563.5250
1,Line,27.1262,,,,,,,,,,,,,,,,0,7.0208,0.0000,26.2019,-275.9614,892.8753,594.6574,-282.9822,892.8753,568.4555
1,Line,5.5246,,,,,,,,,,,,,,,,122,1.3211,-2.1132,4.9305,-274.6403,890.7621,599.5879,-275.9614,892.8753,594.6574
1,Line,7.6010,,,,,,,,,,,,,,,,67,-2.6987,-6.2341,-3.4101,99.7499,-2561.5370,605.0628,102.4485,-2555.3029,608.4729
1,Line,240.7045,,,,,,,,,,,,,,,,52,-145.5567,-187.0297,-42.0926,2762.2200,774.0704,716.1491,2907.7767,961.1001,758.2417
1,Line,232.8286,,,,,,,,,,,,,,,,51,-143.7945,-179.1574,-37.8808,2762.2200,774.0704,725.7292,2906.0145,953.2278,763.6100
1,Line,76.0592,,,,,,,,,,,,,,,,92,-2.5103,75.9657,2.8121,2987.6117,1197.0411,816.2290,2990.1219,1121.0754,813.4168
1,Line,7.0555,,,,,,,,,,,,,,,,84,0.6991,6.5179,-2.6092,274.1448,692.6755,601.4371,273.4457,686.1576,604.0463
1,Line,7.0581,,,,,,,,,,,,,,,,58,1.6878,2.6998,-6.2991,275.8326,695.3753,595.1380,274.1448,692.6755,601.4371
1,Line,28.1213,,,,,,,,,,,,,,,,0,7.2783,0.0000,-27.1631,283.1110,745.3753,567.9750,275.8326,745.3753,595.1380
1,Line,34.1309,,,,,,,,,,,,,,,,84,-3.4625,-33.7325,3.8789,2984.1492,1163.3086,820.1078,2987.6117,1197.0411,816.2290
1,Line,3.3040,,,,,,,,,,,,,,,,53,-1.9630,-2.6443,0.2655,105.5319,-2601.9882,559.2817,107.4949,-2599.3439,559.0161
1,Line,60.0804,,,,,,,,,,,,,,,,102,7.7450,-37.8070,-46.0467,107.4949,-2599.3439,559.0161,99.7499,-2561.5370,605.0628
1,Line,3.0778,,,,,,,,,,,,,,,,40,-2.1340,-1.8097,1.2821,97.6159,-2563.3466,606.3449,99.7499,-2561.5370,605.0628
1,Line,6.1201,,,,,,,,,,,,,,,,81,0.9818,6.0361,0.2375,249.9451,-2182.7876,567.2803,248.9632,-2188.8237,567.0429
1,Line,5.5225,,,,,,,,,,,,,,,,75,1.3643,5.0233,-1.8447,248.9632,-2188.8237,567.0429,247.5989,-2193.8471,568.8875
1,Line,5.5246,,,,,,,,,,,,,,,,51,-1.6568,-2.0639,4.8493,242.9533,-2177.6352,596.7042,244.6102,-2175.5713,591.8549
1,Line,7.0581,,,,,,,,,,,,,,,,122,-1.6878,2.6998,-6.2991,-275.8326,-1504.6247,595.1380,-274.1448,-1507.3245,601.4371
1,Line,7.0555,,,,,,,,,,,,,,,,96,-0.6991,6.5179,-2.6092,-274.1448,-1507.3245,601.4371,-273.4457,-1513.8424,604.0463
1,Line,7.1146,,,,,,,,,,,,,,,,90,0.0000,7.1146,0.0000,-273.4457,-1513.8424,604.0463,-273.4457,-1520.9570,604.0463
1,Line,7.0581,,,,,,,,,,,,,,,,58,-1.6878,-2.6998,6.2991,283.1110,-1530.1747,567.9750,284.7988,-1527.4749,561.6758
1,Line,7.0555,,,,,,,,,,,,,,,,84,-0.6991,-6.5179,2.6092,284.7988,-1477.4749,561.6758,285.4979,-1470.9570,559.0667
1,Line,28.1213,,,,,,,,,,,,,,,,180,-7.2783,0.0000,-27.1631,-283.1110,-1504.6247,567.9750,-275.8326,-1504.6247,595.1380
1,Line,7.0555,,,,,,,,,,,,,,,,84,0.6991,6.5179,2.6092,-273.4457,-1520.9570,604.0463,-274.1448,-1527.4749,601.4371
1,Line,7.0581,,,,,,,,,,,,,,,,58,-1.6878,-2.6998,-6.2991,-284.7988,-1507.3245,561.6758,-283.1110,-1504.6247,567.9750
1,Line,5.5246,,,,,,,,,,,,,,,,118,-1.1502,2.2087,-4.9315,-257.0651,1534.1366,570.8747,-255.9149,1531.9279,575.8062
1,Line,5.5246,,,,,,,,,,,,,,,,118,1.1502,-2.2087,4.9315,-248.5634,1549.8503,598.0588,-249.7136,1552.0590,593.1273
1,Line,7.0581,,,,,,,,,,,,,,,,58,1.6878,2.6998,6.2991,-274.1448,-1527.4749,601.4371,-275.8326,-1530.1747,595.1380
1,Line,28.1213,,,,,,,,,,,,,,,,0,7.2783,0.0000,27.1631,-275.8326,-1530.1747,595.1380,-283.1110,-1530.1747,567.9750
1,Line,7.0581,,,,,,,,,,,,,,,,122,1.6878,-2.6998,6.2991,-283.1110,-1530.1747,567.9750,-284.7988,-1527.4749,561.6758
1,Line,28.1213,,,,,,,,,,,,,,,,180,-7.2783,0.0000,27.1631,275.8326,-1530.1747,595.1380,283.1110,-1530.1747,567.9750
1,Line,7.0581,,,,,,,,,,,,,,,,122,-1.6878,2.6998,-6.2991,-275.8326,195.3753,595.1380,-274.1448,192.6755,601.4371
1,Line,7.0555,,,,,,,,,,,,,,,,96,-0.6991,6.5179,-2.6092,-274.1448,192.6755,601.4371,-273.4457,186.1576,604.0463
1,Line,7.1146,,,,,,,,,,,,,,,,90,0.0000,7.1146,0.0000,-273.4457,186.1576,604.0463,-273.4457,179.0430,604.0463
1,Line,7.0555,,,,,,,,,,,,,,,,84,-0.6991,-6.5179,2.6092,284.7988,722.5251,561.6758,285.4979,729.0430,559.0667
1,Line,26.4848,,,,,,,,,,,,,,,,104,5.4731,-21.5554,14.3825,-1928.9706,352.3921,548.4195,-1934.4437,373.9475,534.0370
1,Line,156.1300,,,,,,,,,,,,,,,,0,40.4094,0.0000,-150.8100,-261.2106,-1990.2233,348.0883,-301.6200,-1990.2233,498.8983
1,Line,7.0555,,,,,,,,,,,,,,,,84,0.6991,6.5179,2.6092,-273.4457,179.0430,604.0463,-274.1448,172.5251,601.4371
1,Line,7.0555,,,,,,,,,,,,,,,,96,0.6991,-6.5179,2.6092,-284.7988,172.5251,561.6758,-285.4979,179.0430,559.0667
1,Line,7.1146,,,,,,,,,,,,,,,,90,0.0000,-7.1146,0.0000,-285.4979,179.0430,559.0667,-285.4979,186.1576,559.0667
1,Line,7.0555,,,,,,,,,,,,,,,,84,-0.6991,-6.5179,-2.6092,-285.4979,186.1576,559.0667,-284.7988,192.6755,561.6758
1,Line,7.0581,,,,,,,,,,,,,,,,58,1.6878,2.6998,6.2991,-274.1448,172.5251,601.4371,-275.8326,169.8253,595.1380
1,Line,28.1213,,,,,,,,,,,,,,,,0,7.2783,0.0000,27.1631,-275.8326,169.8253,595.1380,-283.1110,169.8253,567.9750
1,Line,7.0581,,,,,,,,,,,,,,,,122,1.6878,-2.6998,6.2991,-283.1110,169.8253,567.9750,-284.7988,172.5251,561.6758
