Count,Name,Length,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,1.0532,,,,,,,,,,,,,,12,0.9741,0.2002,0.3467,-1.9633,-6.7172,30.5328,-2.9374,-6.9174,30.1861
1,Line,1.6470,,,,,,,,,,,,,,165,-1.4367,0.3733,-0.7135,-6.3468,-5.4421,32.0166,-4.9101,-5.8154,32.7302
1,Line,1.0532,,,,,,,,,,,,,,6,0.9741,0.1036,0.3867,-1.9633,-6.5797,30.4759,-2.9374,-6.6833,30.0892
1,Arc,0.2541,,,,,,,0.0014,-2.9374,-6.4321,31.0267,0.9706,285,15,,,,,,,,,,
1,Line,6.4189,,,,,,,,,,,,,,179,-6.4166,0.1540,-0.0765,-14.8403,-1.1212,35.7176,-8.4236,-1.2751,35.7941
1,Line,0.8213,,,,,,,,,,,,,,171,-0.8106,0.1319,0.0000,-33.1106,-10.8754,34.5458,-32.3000,-11.0073,34.5458
1,3D Polyline,0.0325,,,,,,,,,,,,,,,,,,,,,,,
1,Line,0.8213,,,,,,,,,,,,,,171,-0.8106,0.1319,0.0000,-33.1043,-10.8463,34.5327,-32.2937,-10.9782,34.5327
1,3D Polyline,0.0325,,,,,,,,,,,,,,,,,,,,,,,
1,3D Polyline,0.0342,,,,,,,,,,,,,,,,,,,,,,,
1,Line,0.0874,,,,,,,,,,,,,,78,0.0182,0.0846,0.0121,-35.5128,-10.3423,34.3798,-35.5310,-10.4269,34.3677
1,Line,1.1440,,,,,,,,,,,,,,10,1.1251,0.1937,-0.0732,-0.9492,-10.2048,33.1548,-2.0742,-10.3985,33.2280
1,Line,6.2721,,,,,,,,,,,,,,186,-6.2369,-0.6120,-0.2570,-14.8403,-3.0631,30.7598,-8.6033,-2.4511,31.0168
1,Line,1.1440,,,,,,,,,,,,,,10,1.1251,0.1937,-0.0732,-0.3040,-12.8955,33.5318,-1.4291,-13.0892,33.6050
1,Line,0.7594,,,,,,,,,,,,,,0,0.7233,0.0024,-0.2313,-24.9440,-6.4755,34.7164,-25.6673,-6.4779,34.9478
1,3D Polyline,0.9426,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,0.1493,,,,,,,0.0005,-1.9633,-6.4321,31.0267,0.5702,60,15,,,,,,,,,,
1,Arc,0.3665,,,,,,,0.0029,-6.3468,-6.4321,31.0267,1.4000,0,15,,,,,,,,,,
1,Line,6.2598,,,,,,,,,,,,,,4,6.2369,0.4328,0.3148,-8.6033,-1.7332,30.7855,-14.8403,-2.1659,30.4707
1,Line,1.8788,,,,,,,,,,,,,,21,1.3167,0.5129,-1.2383,-12.2825,-1.0547,35.2922,-13.5992,-1.5676,36.5305
1,Arc,0.1493,,,,,,,0.0005,-1.9633,-6.4321,31.0267,0.5702,150,15,,,,,,,,,,
1,Line,0.0256,,,,,,,,,,,,,,75,0.0010,0.0038,0.0253,-5.2318,-4.2204,33.4663,-5.2328,-4.2242,33.4411
1,Arc,0.3175,,,,,,,0.0022,-4.3986,-6.4321,31.0267,1.2129,225,15,,,,,,,,,,
1,Line,1.0532,,,,,,,,,,,,,,158,-0.9741,0.3867,0.1036,-2.9374,-5.4946,31.2779,-1.9633,-5.8813,31.1743
1,Arc,0.0732,,,,,,,0.0001,-0.9892,-6.4321,31.0267,0.2795,255,15,,,,,,,,,,
1,Line,1.0532,,,,,,,,,,,,,,340,0.9741,-0.3467,-0.2002,-1.9633,-5.9382,31.3118,-2.9374,-5.5915,31.5120
1,Arc,0.2541,,,,,,,0.0014,-2.9374,-6.4321,31.0267,0.9706,150,15,,,,,,,,,,
1,Line,1.2319,,,,,,,,,,,,,,351,1.2159,-0.1979,0.0000,-33.2332,-11.4453,34.3026,-34.4491,-11.2474,34.3026
1,Line,0.1332,,,,,,,,,,,,,,258,-0.0280,-0.1302,0.0000,-33.2332,-11.4453,34.3026,-33.2052,-11.3151,34.3026
1,Line,8.1100,,,,,,,,,,,,,,298,3.8311,-7.1473,-0.1058,-29.7199,-10.6828,34.9631,-33.5510,-3.5355,35.0689
1,Line,1.0166,,,,,,,,,,,,,,196,-0.9741,-0.2808,-0.0752,-1.9633,-6.9829,30.8791,-0.9892,-6.7021,30.9543
1,Line,0.7406,,,,,,,,,,,,,,7,0.7306,0.0857,-0.0857,-3.6680,-7.2041,31.7986,-4.3986,-7.2897,31.8843
1,Line,3.5981,,,,,,,,,,,,,,37,2.8872,2.1461,0.0662,-23.1561,-4.3301,34.0334,-26.0434,-6.4762,33.9671
1,Line,5.2092,,,,,,,,,,,,,,0,5.1974,0.0000,-0.3500,-23.1561,-4.3301,34.0334,-28.3536,-4.3301,34.3834
1,Arc,0.0732,,,,,,,0.0001,-1.9633,-6.4321,31.0267,0.2795,255,15,,,,,,,,,,
1,Line,2.7355,,,,,,,,,,,,,,163,-2.5817,0.7898,-0.4408,-6.5546,-5.7156,33.2672,-3.9729,-6.5054,33.7080
1,Line,1.9358,,,,,,,,,,,,,,303,1.0559,-1.6102,0.1993,-3.9729,-6.5054,33.7080,-5.0288,-4.8952,33.5087
1,Arc,0.3175,,,,,,,0.0022,-4.3986,-6.4321,31.0267,1.2129,240,15,,,,,,,,,,
1,Line,2.3092,,,,,,,,,,,,,,123,-1.2596,1.9208,-0.2377,-4.9956,-4.7629,33.5123,-3.7360,-6.6837,33.7500
1,Line,1.4356,,,,,,,,,,,,,,344,1.1524,-0.3276,0.7909,-12.2825,-1.0547,35.2922,-13.4350,-0.7271,34.5013
1,Line,1.8788,,,,,,,,,,,,,,21,1.3167,0.5129,-1.2383,-13.4350,-0.7271,34.5013,-14.7516,-1.2400,35.7396
1,Line,3.2632,,,,,,,,,,,,,,163,-3.0797,0.9421,-0.5258,-6.8157,-5.7416,33.2242,-3.7360,-6.6837,33.7500
1,Line,1.6425,,,,,,,,,,,,,,171,-1.6212,0.2638,0.0000,-33.0515,-10.6008,34.2355,-31.4303,-10.8646,34.2355
1,Line,0.9741,,,,,,,,,,,,,,0,0.9741,0.0000,0.0000,-0.9892,-6.4321,30.7472,-1.9633,-6.4321,30.7472
1,Line,0.9741,,,,,,,,,,,,,,0,0.9741,0.0000,0.0000,-0.9892,-6.3597,30.7567,-1.9633,-6.3597,30.7567
1,3D Polyline,0.5847,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,0.3175,,,,,,,0.0022,-6.3468,-6.4321,31.0267,1.2129,270,15,,,,,,,,,,
1,3D Polyline,0.5847,,,,,,,,,,,,,,,,,,,,,,,
1,Line,1.6425,,,,,,,,,,,,,,171,-1.6212,0.2638,0.0000,-33.0489,-10.5888,34.3338,-31.4277,-10.8526,34.3338
1,Line,0.1213,,,,,,,,,,,,,,64,0.0222,0.0456,-0.1102,-40.3944,-0.6665,34.0809,-40.4166,-0.7121,34.1910
1,Arc,0.3175,,,,,,,0.0022,-6.3468,-6.4321,31.0267,1.2129,30,15,,,,,,,,,,
1,Line,1.9482,,,,,,,,,,,,,,0,1.9482,0.0000,0.0000,-4.3986,-7.2897,31.8843,-6.3468,-7.2897,31.8843
1,Line,1.4612,,,,,,,,,,,,,,0,1.4612,0.0000,0.0000,-2.9374,-5.4946,31.2779,-4.3986,-5.4946,31.2779
1,Line,1.9482,,,,,,,,,,,,,,0,1.9482,0.0000,0.0000,-4.3986,-7.4825,31.6331,-6.3468,-7.4825,31.6331
1,Line,1.1169,,,,,,,,,,,,,,168,-0.8582,0.1850,-0.6905,-41.2504,-0.5100,33.3709,-40.3922,-0.6951,34.0614
1,Arc,0.5332,,,,,,,0.0062,-41.2504,0.0171,31.4037,2.0366,90,15,,,,,,,,,,
1,Arc,0.3175,,,,,,,0.0022,-4.3986,-6.4321,31.0267,1.2129,30,15,,,,,,,,,,
1,Line,0.0906,,,,,,,,,,,,,,78,0.0112,0.0519,-0.0734,-35.5319,-10.4312,34.1470,-35.5431,-10.4832,34.2204
1,Line,1.3681,,,,,,,,,,,,,,241,-0.4313,-0.7756,-1.0412,-8.6033,-0.8972,34.8816,-8.1721,-0.1215,35.9227
1,Line,0.0906,,,,,,,,,,,,,,78,0.0112,0.0519,-0.0734,-32.2896,-10.9589,34.1470,-32.3008,-11.0108,34.2204
1,Arc,0.0732,,,,,,,0.0001,-1.9633,-6.4321,31.0267,0.2795,285,15,,,,,,,,,,
1,Arc,0.2541,,,,,,,0.0014,-4.3986,-6.4321,31.0267,0.9706,150,15,,,,,,,,,,
1,Line,0.1886,,,,,,,,,,,,,,253,-0.0555,-0.1802,0.0000,-26.4670,-19.0553,34.4476,-26.4115,-18.8751,34.4476
1,Line,0.0452,,,,,,,,,,,,,,182,-0.0070,-0.0002,0.0447,-7.0732,-5.2995,33.2320,-7.0662,-5.2993,33.1873
1,Line,0.7183,,,,,,,,,,,,,,270,0.0000,-0.7121,-0.0938,-40.3922,-0.6951,34.0614,-40.3922,0.0171,34.1551
1,Arc,0.2541,,,,,,,0.0014,-2.9374,-6.4321,31.0267,0.9706,135,15,,,,,,,,,,
1,Line,1.0532,,,,,,,,,,,,,,348,0.9741,-0.2002,0.3467,-1.9633,-6.1470,30.5328,-2.9374,-5.9468,30.1861
1,Arc,0.1493,,,,,,,0.0005,-1.9633,-6.4321,31.0267,0.5702,225,15,,,,,,,,,,
1,Line,1.4612,,,,,,,,,,,,,,0,1.4612,0.0000,0.0000,-2.9374,-5.5915,31.5120,-4.3986,-5.5915,31.5120
1,Line,0.9741,,,,,,,,,,,,,,0,0.9741,0.0000,0.0000,-1.9633,-6.8353,30.6234,-2.9374,-6.8353,30.6234
1,Line,1.4612,,,,,,,,,,,,,,0,1.4612,0.0000,0.0000,-2.9374,-5.7458,31.7130,-4.3986,-5.7458,31.7130
1,Arc,0.2541,,,,,,,0.0014,-4.3986,-6.4321,31.0267,0.9706,135,15,,,,,,,,,,
1,Line,9.4562,,,,,,,,,,,,,,172,-9.3618,1.3309,-0.0667,-34.2573,-10.3561,34.7613,-24.8955,-11.6870,34.8280
1,Line,1.3785,,,,,,,,,,,,,,170,-1.3566,0.2443,0.0000,-30.5970,-14.9768,34.2442,-29.2404,-15.2211,34.2442
1,Line,1.1169,,,,,,,,,,,,,,180,-0.8582,0.0000,-0.7149,-41.2504,0.0171,33.4403,-40.3922,0.0171,34.1551
1,Line,0.9741,,,,,,,,,,,,,,0,0.9741,0.0000,0.0000,-0.9892,-6.4321,31.3062,-1.9633,-6.4321,31.3062
1,Line,5.4453,,,,,,,,,,,,,,180,-1.1385,0.0000,-5.3250,-8.1721,0.0000,35.9227,-7.0336,0.0000,41.2477
1,Line,6.5866,,,,,,,,,,,,,,171,-6.4958,1.0037,0.4239,-31.4743,-11.0691,33.7658,-24.9785,-12.0728,33.3418
1,Arc,0.2541,,,,,,,0.0014,-2.9374,-6.4321,31.0267,0.9706,225,15,,,,,,,,,,
1,Line,2.4638,,,,,,,,,,,,,,171,-2.4318,0.3957,0.0000,-35.5319,-10.4312,34.1470,-33.1002,-10.8270,34.1470
1,Line,0.1440,,,,,,,,,,,,,,258,-0.0005,-0.0023,-0.1440,-33.1177,-10.9085,34.7362,-33.1172,-10.9062,34.8802
1,3D Polyline,0.5607,,,,,,,,,,,,,,,,,,,,,,,
1,Line,0.9741,,,,,,,,,,,,,,0,0.9741,0.0000,0.0000,-1.9633,-5.9382,31.3118,-2.9374,-5.9382,31.3118
1,Line,0.1247,,,,,,,,,,,,,,78,0.0262,0.1219,0.0000,-33.0181,-10.4455,34.3603,-33.0443,-10.5674,34.3603
1,Line,3.0383,,,,,,,,,,,,,,357,3.0069,-0.1515,-0.4084,-33.7639,-1.0691,29.0332,-36.7708,-0.9177,29.4416
1,Line,1.4356,,,,,,,,,,,,,,164,-1.1524,0.3276,-0.7909,-13.4350,-1.5845,34.1462,-12.2825,-1.9121,34.9370
1,Line,1.2319,,,,,,,,,,,,,,351,1.2159,-0.1979,0.0000,-33.1034,-10.8422,34.7267,-34.3193,-10.6444,34.7267
1,Line,3.4300,,,,,,,,,,,,,,148,-2.8483,1.7637,0.7356,-44.1231,0.0000,32.5136,-41.2748,-1.7637,31.7780
1,Line,0.8919,,,,,,,,,,,,,,3,0.8891,0.0505,-0.0505,-21.1524,-3.4676,34.8952,-22.0414,-3.5181,34.9457
1,Line,0.2083,,,,,,,,,,,,,,79,0.0104,0.0547,0.2007,-23.4415,-22.0628,35.6725,-23.4520,-22.1175,35.4718
1,Line,3.4825,,,,,,,,,,,,,,145,-2.8483,1.9672,0.3808,-44.1231,0.0000,32.5136,-41.2748,-1.9672,32.1328
1,3D Polyline,0.7969,,,,,,,,,,,,,,,,,,,,,,,
1,Line,0.0701,,,,,,,,,,,,,,182,-0.0187,-0.0008,-0.0675,-8.1908,-0.1223,35.9488,-8.1721,-0.1215,36.0163
1,Line,7.9635,,,,,,,,,,,,,,1,7.9102,0.1153,-0.9131,-2.0742,-10.3985,33.2280,-9.9844,-10.5139,34.1411
1,Line,0.1215,,,,,,,,,,,,,,270,0.0000,-0.1215,0.0000,-8.1721,0.0000,35.9227,-8.1721,0.1215,35.9227
1,3D Polyline,0.0323,,,,,,,,,,,,,,,,,,,,,,,
1,Line,0.7048,,,,,,,,,,,,,,355,0.6933,-0.0593,-0.1123,-30.6032,-15.0028,34.2234,-31.2965,-14.9434,34.3357
1,Line,0.1921,,,,,,,,,,,,,,257,-0.0007,-0.0031,-0.1921,-30.1080,-15.1510,34.7160,-30.1072,-15.1479,34.9081
1,Line,0.8213,,,,,,,,,,,,,,171,-0.8106,0.1319,0.0000,-33.1002,-10.8270,34.1470,-32.2896,-10.9589,34.1470
1,Line,1.1353,,,,,,,,,,,,,,348,0.4794,-0.1046,1.0238,-3.9192,-7.3944,32.9081,-4.3986,-7.2897,31.8843
1,Line,0.1909,,,,,,,,,,,,,,253,-0.0010,-0.0033,-0.1909,-26.5870,-19.4450,33.8776,-26.5860,-19.4417,34.0685
1,Line,3.2850,,,,,,,,,,,,,,171,-3.2424,0.5276,0.0000,-35.5431,-10.4832,34.2204,-32.3008,-11.0108,34.2204
1,Arc,0.3665,,,,,,,0.0029,-6.3468,-6.4321,31.0267,1.4000,255,15,,,,,,,,,,
1,Line,1.3785,,,,,,,,,,,,,,170,-1.3566,0.2443,0.0000,-30.6393,-15.1544,34.2442,-29.2827,-15.3987,34.2442
1,Line,5.3250,,,,,,,,,,,,,,0,0.0000,0.0000,5.3250,-8.1721,0.1215,41.2477,-8.1721,0.1215,35.9227
1,Line,4.1963,,,,,,,,,,,,,,354,4.1579,-0.4711,0.3133,-0.2875,-0.9982,31.5334,-4.4454,-0.5271,31.2201
1,Line,0.9741,,,,,,,,,,,,,,0,0.9741,0.0000,0.0000,-1.9633,-5.8813,30.8791,-2.9374,-5.8813,30.8791
1,Arc,0.1493,,,,,,,0.0005,-2.9374,-6.4321,31.0267,0.5702,195,15,,,,,,,,,,
1,Arc,0.1493,,,,,,,0.0005,-1.9633,-6.4321,31.0267,0.5702,195,15,,,,,,,,,,
1,Line,6.3532,,,,,,,,,,,,,,11,6.2369,1.1823,-0.2570,-8.6033,-3.0019,31.3184,-14.8403,-4.1842,31.5754
1,Line,1.0532,,,,,,,,,,,,,,174,-0.9741,0.1036,-0.3867,-2.9374,-6.1809,30.0892,-1.9633,-6.2845,30.4759
1,Line,0.1841,,,,,,,,,,,,,,351,0.1817,-0.0296,0.0000,-24.7205,-11.7479,34.0016,-24.9022,-11.7183,34.0016
1,Line,0.1841,,,,,,,,,,,,,,351,0.1817,-0.0296,0.0000,-24.7303,-11.7935,33.8573,-24.9120,-11.7639,33.8573
1,Arc,0.0732,,,,,,,0.0001,-1.9633,-6.4321,31.0267,0.2795,105,15,,,,,,,,,,
1,Line,2.1150,,,,,,,,,,,,,,0,2.1142,0.0000,0.0575,-12.7261,0.0000,35.9227,-14.8403,0.0000,35.8652
1,Line,0.0557,,,,,,,,,,,,,,258,-0.0107,-0.0499,-0.0224,-32.3360,-11.1747,34.5280,-32.3253,-11.1248,34.5504
1,Arc,0.3175,,,,,,,0.0022,-4.3986,-6.4321,31.0267,1.2129,75,15,,,,,,,,,,
1,Line,0.1841,,,,,,,,,,,,,,351,0.1817,-0.0296,0.0000,-24.7242,-11.7654,33.9277,-24.9060,-11.7358,33.9277
1,Line,1.8788,,,,,,,,,,,,,,21,1.3167,0.5129,-1.2383,-12.2825,-1.9121,34.9370,-13.5992,-2.4250,36.1753
1,3D Polyline,0.9281,,,,,,,,,,,,,,,,,,,,,,,
1,Line,2.7925,,,,,,,,,,,,,,283,0.6452,-2.6907,0.3770,-0.3040,-12.8955,33.5318,-0.9492,-10.2048,33.1548
1,Line,1.0532,,,,,,,,,,,,,,0,0.9741,0.0000,0.4003,-1.9633,-6.4321,30.4564,-2.9374,-6.4321,30.0561
1,Arc,0.1493,,,,,,,0.0005,-1.9633,-6.4321,31.0267,0.5702,255,15,,,,,,,,,,
1,Arc,0.2541,,,,,,,0.0014,-2.9374,-6.4321,31.0267,0.9706,255,15,,,,,,,,,,
1,Line,0.1215,,,,,,,,,,,,,,90,0.0000,0.1215,0.0000,-12.7261,0.0000,35.9227,-12.7261,-0.1215,35.9227
1,Line,0.7705,,,,,,,,,,,,,,180,-0.7705,0.0000,0.0000,-8.3350,-6.7220,32.1088,-7.5645,-6.7220,32.1088
1,Line,0.3570,,,,,,,,,,,,,,270,0.0000,-0.2173,-0.2832,-11.6256,-3.0048,33.9458,-11.6256,-2.7875,34.2290
1,Line,0.9725,,,,,,,,,,,,,,186,-0.9634,-0.1087,0.0761,-12.5890,-3.1135,34.0219,-11.6256,-3.0048,33.9458
1,Line,0.7183,,,,,,,,,,,,,,90,0.0000,0.6636,0.2749,-40.3944,-0.6665,34.0809,-40.3944,-1.3301,33.8060
1,Line,0.8919,,,,,,,,,,,,,,184,-0.8891,-0.0562,0.0431,-21.0020,-3.7508,34.5065,-20.1129,-3.6946,34.4634
1,Line,0.7183,,,,,,,,,,,,,,90,0.0000,0.6636,0.2749,-40.4166,-0.7121,34.1910,-40.4166,-1.3757,33.9162
1,Line,0.1213,,,,,,,,,,,,,,64,0.0222,0.0456,-0.1102,-40.3944,-1.3301,33.8060,-40.4166,-1.3757,33.9162
1,Line,0.0952,,,,,,,,,,,,,,73,0.0226,0.0734,0.0563,-26.9710,-19.1672,34.5965,-26.9936,-19.2406,34.5402
1,Line,6.7838,,,,,,,,,,,,,,170,-6.2626,1.1084,2.3603,-14.8403,-2.1659,35.2848,-8.5776,-3.2743,32.9245
1,Line,2.1184,,,,,,,,,,,,,,177,-2.1142,0.1215,-0.0575,-14.8403,0.0000,35.8652,-12.7261,-0.1215,35.9227
1,Line,5.5585,,,,,,,,,,,,,,14,5.3385,1.3776,-0.7074,-8.1721,-0.1215,35.9227,-13.5105,-1.4991,36.6301
1,Line,1.6534,,,,,,,,,,,,,,355,1.6472,-0.1430,0.0011,-35.5301,-10.4228,34.3338,-37.1773,-10.2798,34.3327
1,Line,0.3802,,,,,,,,,,,,,,90,0.0000,0.2315,0.3017,-12.5890,-2.8820,34.3236,-12.5890,-3.1135,34.0219
1,Line,0.9727,,,,,,,,,,,,,,6,0.9634,0.0945,-0.0945,-11.6256,-2.7875,34.2290,-12.5890,-2.8820,34.3236
1,Line,1.0166,,,,,,,,,,,,,,172,-0.9741,0.1454,0.2518,-1.9633,-6.1470,31.5205,-0.9892,-6.2923,31.2687
1,Line,0.0597,,,,,,,,,,,,,,321,0.0079,-0.0064,0.0588,-33.1583,-1.5186,36.3593,-33.1662,-1.5122,36.3004
1,Line,0.0918,,,,,,,,,,,,,,348,0.0891,-0.0192,-0.0111,-25.0520,-3.2665,35.3501,-25.1411,-3.2473,35.3612
1,Arc,0.0732,,,,,,,0.0001,-1.9633,-6.4321,31.0267,0.2795,195,15,,,,,,,,,,
1,Line,9.9993,,,,,,,,,,,,,,348,9.7031,-2.0923,-1.2080,-23.4631,-3.6045,35.0925,-33.1662,-1.5122,36.3004
1,Line,0.1372,,,,,,,,,,,,,,71,0.0070,0.0203,0.1355,0.4399,-12.5614,34.0280,0.4328,-12.5817,33.8925
1,Line,1.9885,,,,,,,,,,,,,,294,0.8173,-1.7973,0.2366,-3.4248,-4.0989,32.7758,-4.2421,-2.3016,32.5391
1,Line,1.4079,,,,,,,,,,,,,,294,0.5787,-1.2725,0.1675,-2.8461,-5.3714,32.9433,-3.4248,-4.0989,32.7758
1,Line,0.9741,,,,,,,,,,,,,,0,0.9741,0.0000,0.0000,-0.9892,-6.1900,30.8869,-1.9633,-6.1900,30.8869
1,Line,0.9741,,,,,,,,,,,,,,0,0.9741,0.0000,0.0000,-0.9892,-6.1621,30.9543,-1.9633,-6.1621,30.9543
1,Line,1.0532,,,,,,,,,,,,,,164,-0.9741,0.2831,-0.2831,-2.9374,-5.7458,30.3404,-1.9633,-6.0289,30.6234
1,Line,1.5410,,,,,,,,,,,,,,163,-1.3228,0.3935,-0.6857,-6.3468,-5.4421,32.0166,-5.0240,-5.8356,32.7023
1,Line,2.3384,,,,,,,,,,,,,,0,2.3155,0.0000,0.3263,-27.2163,-10.8015,35.3524,-29.5319,-10.8015,35.0261
1,Line,0.1372,,,,,,,,,,,,,,71,0.0070,0.0203,0.1355,1.5093,-12.2062,33.9329,1.5022,-12.2265,33.7974
1,Line,5.1600,,,,,,,,,,,,,,185,-5.0869,-0.4328,0.7495,-13.5105,-2.5439,36.1974,-8.4236,-2.1111,35.4478
1,Arc,0.0732,,,,,,,0.0001,-0.9892,-6.4321,31.0267,0.2795,195,15,,,,,,,,,,
1,Line,0.9741,,,,,,,,,,,,,,0,0.9741,0.0000,0.0000,-0.9892,-6.6741,31.1664,-1.9633,-6.6741,31.1664
1,Line,1.2319,,,,,,,,,,,,,,351,1.2159,-0.1979,0.0000,-33.0463,-10.5769,34.4391,-34.2622,-10.3790,34.4391
1,Line,3.5958,,,,,,,,,,,,,,165,-3.4752,0.9129,-0.1393,-26.6269,-19.5744,35.0225,-23.1517,-20.4873,35.1619
1,Line,1.2319,,,,,,,,,,,,,,351,1.2159,-0.1979,0.0000,-33.0544,-10.6144,34.5372,-34.2703,-10.4165,34.5372
1,Arc,0.1493,,,,,,,0.0005,-1.9633,-6.4321,31.0267,0.5702,120,15,,,,,,,,,,
1,Line,1.0166,,,,,,,,,,,,,,348,0.9741,-0.2056,-0.2056,-0.9892,-6.2344,31.2243,-1.9633,-6.0289,31.4299
1,Arc,0.0732,,,,,,,0.0001,-0.9892,-6.4321,31.0267,0.2795,120,15,,,,,,,,,,
1,Line,0.1372,,,,,,,,,,,,,,251,-0.0070,-0.0203,-0.1355,-4.2421,-2.3016,32.5391,-4.2351,-2.2814,32.6746
1,Line,1.4811,,,,,,,,,,,,,,358,1.4612,-0.0627,-0.2341,-2.9374,-6.1809,31.9642,-4.3986,-6.1182,32.1982
1,Line,1.4811,,,,,,,,,,,,,,355,1.4612,-0.1212,-0.2099,-2.9374,-5.9468,31.8672,-4.3986,-5.8256,32.0771
1,Line,7.9775,,,,,,,,,,,,,,294,3.2789,-7.2102,0.9492,0.4328,-12.5817,33.8925,-2.8461,-5.3714,32.9433
1,Line,4.9354,,,,,,,,,,,,,,104,-1.1925,4.7768,-0.3452,-22.0270,-21.0595,36.0016,-20.8345,-25.8362,36.3468
1,Arc,0.0732,,,,,,,0.0001,-1.9633,-6.4321,31.0267,0.2795,15,15,,,,,,,,,,
1,Arc,0.0732,,,,,,,0.0001,-0.9892,-6.4321,31.0267,0.2795,15,15,,,,,,,,,,
1,Arc,0.3175,,,,,,,0.0022,-4.3986,-6.4321,31.0267,1.2129,180,15,,,,,,,,,,
1,Arc,0.1908,,,,,,,0.0008,-8.6033,-1.3293,31.7084,0.7286,14,15,,,,,,,,,,
1,Line,0.6748,,,,,,,,,,,,,,347,0.6572,-0.1531,0.0000,-27.3019,-18.7170,34.6698,-27.9590,-18.5639,34.6698
1,Line,5.1974,,,,,,,,,,,,,,180,-5.1974,0.0000,0.0000,-33.5510,0.0000,36.5334,-28.3536,0.0000,36.5334
1,Arc,0.2613,,,,,,,0.0015,-0.2875,0.0000,31.5334,0.9982,15,15,,,,,,,,,,
1,Arc,0.9075,,,,,,,0.0179,-14.8403,0.0000,31.5334,3.4663,45,15,,,,,,,,,,
1,Arc,0.9075,,,,,,,0.0179,-8.6033,0.0000,31.5334,3.4663,45,15,,,,,,,,,,
1,Line,4.2856,,,,,,,,,,,,,,12,4.1579,0.8992,-0.5192,-0.2875,-0.8645,32.0325,-4.4454,-1.7637,32.5516
1,Line,0.1343,,,,,,,,,,,,,,73,0.0007,0.0023,0.1343,-27.4720,-19.2692,34.0412,-27.4727,-19.2715,33.9069
1,Line,0.6748,,,,,,,,,,,,,,347,0.6572,-0.1531,0.0000,-27.4727,-19.2715,33.9069,-28.1299,-19.1184,33.9069
1,3D Polyline,0.4551,,,,,,,,,,,,,,,,,,,,,,,
1,Line,0.1343,,,,,,,,,,,,,,73,0.0007,0.0023,0.1343,-28.1292,-19.1161,34.0412,-28.1299,-19.1184,33.9069
1,Line,1.5915,,,,,,,,,,,,,,12,1.5364,0.3382,0.2408,-5.5368,-4.9613,33.4728,-7.0732,-5.2995,33.2320
1,Line,1.2319,,,,,,,,,,,,,,351,1.2159,-0.1979,0.0000,-33.0840,-10.7517,34.6861,-34.2998,-10.5539,34.6861
1,Line,5.3581,,,,,,,,,,,,,,346,5.1974,-1.2941,-0.1465,-28.3536,-1.2941,36.3868,-33.5510,0.0000,36.5334
1,Line,6.2369,,,,,,,,,,,,,,0,6.2369,0.0000,0.0000,-8.6033,-2.4511,33.9844,-14.8403,-2.4511,33.9844
1,Line,0.0906,,,,,,,,,,,,,,78,0.0112,0.0519,-0.0734,-35.5265,-10.4062,34.1678,-35.5377,-10.4582,34.2412
1,Line,9.4476,,,,,,,,,,,,,,350,9.2890,-1.6693,-0.4302,-25.1380,-12.8140,33.4761,-34.4270,-11.1448,33.9063
1,Line,9.4419,,,,,,,,,,,,,,169,-9.2710,1.7529,0.3547,-34.4270,-11.1448,33.9063,-25.1560,-12.8977,33.5516
1,Arc,0.5614,,,,,,,0.0069,-14.8403,-1.3293,31.7084,2.1442,5,15,,,,,,,,,,
1,Line,4.1824,,,,,,,,,,,,,,6,4.1579,0.4418,0.0919,-0.2875,-0.9982,31.5334,-4.4454,-1.4401,31.4415
1,Line,9.4403,,,,,,,,,,,,,,169,-9.2656,1.7779,0.3256,-34.4371,-11.1914,33.9654,-25.1714,-12.9693,33.6398
1,Line,5.1690,,,,,,,,,,,,,,163,-4.9444,1.4786,0.2929,-28.2803,-19.6065,34.1454,-23.3359,-21.0851,33.8524
1,Line,0.7036,,,,,,,,,,,,,,353,0.6861,-0.0896,0.1276,-30.6104,-15.0331,34.4633,-31.2965,-14.9434,34.3357
1,Line,0.2553,,,,,,,,,,,,,,105,-0.0514,0.1985,-0.1520,-8.6033,-3.0019,33.2665,-8.5520,-3.2005,33.4185
1,3D Polyline,1.1259,,,,,,,,,,,,,,,,,,,,,,,
1,Line,1.3765,,,,,,,,,,,,,,90,0.0000,1.1921,0.6882,-33.4443,-1.8627,36.1279,-33.4443,-3.0548,35.4397
1,Line,5.2722,,,,,,,,,,,,,,9,5.1974,0.7946,0.3888,-23.1561,-3.5355,31.0964,-28.3536,-4.3301,30.7076
1,Line,0.0115,,,,,,,,,,,,,,78,0.0024,0.0111,0.0016,-32.3022,-11.0177,34.1172,-32.3046,-11.0288,34.1156
1,Line,0.0557,,,,,,,,,,,,,,78,0.0107,0.0499,0.0224,-32.2915,-10.9678,34.1396,-32.3022,-11.0177,34.1172
1,Arc,0.5332,,,,,,,0.0062,-8.6033,0.0000,31.5334,2.0366,15,15,,,,,,,,,,
