Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z
1,Line,,,,,,,165,-2.3895,40.4012,18.3382,-11287.4404,645.0251,1864.9055,3046.2024,-11231.9281,-293.5562,1438.8808
1,Line,,,,,,,161,0.3623,40.4012,0.8463,-11223.5117,645.0251,1458.5412,3011.0822,-11231.9281,-293.5562,1438.8808
1,Line,,,,,,,74,-2.7518,0.0000,17.4919,-11287.4404,645.0251,1864.9055,455.9227,-11223.5117,645.0251,1458.5412
1,Line,,,,,,,74,2.8148,0.0000,-17.8940,-11231.9281,-293.5562,1438.8808,466.3931,-11297.3198,-293.5559,1854.5857
1,Line,,,,,,,81,-0.9937,0.0000,19.7900,-11320.4059,-293.5562,2314.3363,466.2542,-11297.3198,-293.5559,1854.5857
1,Line,,,,,,,163,0.6490,-30.7905,0.0000,-11305.3284,-1008.8661,2314.3351,2295.1719,-11320.4059,-293.5562,2314.3363
1,Line,,,,,,,161,-0.4253,-40.4012,-0.4442,-11297.3198,-293.5559,1854.5857,3011.0805,-11287.4404,645.0251,1864.9055
1,Line,,,,,,,163,0.5250,-30.7905,1.2264,-11219.7315,-1008.8661,1467.3714,2295.1718,-11231.9281,-293.5562,1438.8808
1,Line,,,,,,,161,-0.2630,-40.4012,-1.1609,-11129.2879,-293.5550,1111.0086,3011.0819,-11123.1772,645.0265,1137.9772
1,Line,,,,,,,72,5.5530,0.0000,-9.1807,-11000.2836,-293.5555,897.7265,466.9256,-11129.2879,-293.5550,1111.0086
1,Line,,,,,,,73,-4.4181,-0.0001,14.1133,-11231.9281,-293.5562,1438.8808,465.7293,-11129.2879,-293.5550,1111.0086
1,Line,,,,,,,73,4.2738,0.0000,-13.6527,-11120.4450,-1008.8661,1150.1990,450.5215,-11219.7315,-1008.8661,1467.3714
1,Line,,,,,,,163,-0.3806,30.7906,-1.6870,-11129.2879,-293.5550,1111.0086,2295.1746,-11120.4450,-1008.8661,1150.1990
1,Line,,,,,,,155,-3.8931,-30.7906,15.3396,-11219.7315,-1008.8661,1467.3714,2340.4107,-11129.2879,-293.5550,1111.0086
1,Line,,,,,,,162,-0.3447,-30.7905,19.7899,-11305.3284,-1008.8661,2314.3351,2340.5125,-11297.3198,-293.5559,1854.5857
1,Line,,,,,,,168,3.3398,-30.7905,16.6869,-11219.7315,-1008.8661,3161.2977,2340.6137,-11297.3198,-293.5559,2773.6349
1,Line,,,,,,,70,2.8148,0.0000,17.9135,-11231.9281,-293.5562,3189.7918,466.7969,-11297.3198,-293.5559,2773.6349
1,Line,,,,,,,163,0.5250,-30.7905,-1.2265,-11219.7315,-1008.8661,3161.2977,2295.1719,-11231.9281,-293.5562,3189.7918
1,Line,,,,,,,163,-0.6162,30.7905,0.6439,-11297.3198,-293.5559,2773.6349,2295.1713,-11283.0043,-1008.8661,2758.6769
1,Line,,,,,,,161,0.3623,40.4012,-0.8463,-11223.5117,645.0251,3170.1302,3011.0822,-11231.9281,-293.5562,3189.7918
1,Line,,,,,,,71,4.3185,0.0000,13.7750,-11123.1867,645.0257,3490.1434,454.8974,-11223.5117,645.0251,3170.1302
1,Line,,,,,,,70,-2.7236,0.0000,-17.3308,-11283.0043,-1008.8661,2758.6769,451.6254,-11219.7315,-1008.8661,3161.2977
1,Line,,,,,,,67,0.9711,0.0000,19.3263,-11287.4404,645.0251,2763.3152,455.3382,-11310.0013,645.0251,2314.3363
1,Line,,,,,,,81,0.9609,0.0000,-19.1463,-11283.0043,-1008.8661,1869.5381,451.0835,-11305.3284,-1008.8661,2314.3351
1,Line,,,,,,,163,-0.6162,30.7905,-0.6436,-11297.3198,-293.5559,1854.5857,2295.1713,-11283.0043,-1008.8661,1869.5381
1,Line,,,,,,,161,0.4479,40.4012,0.0000,-11310.0013,645.0251,2314.3363,3011.0823,-11320.4059,-293.5562,2314.3363
1,Line,,,,,,,161,-0.4253,-40.4012,0.4442,-11297.3198,-293.5559,2773.6349,3011.0805,-11287.4404,645.0251,2763.3152
1,Line,,,,,,,67,-0.9937,0.0000,-19.7705,-11320.4059,-293.5562,2314.3363,465.8076,-11297.3198,-293.5559,2773.6349
1,Line,,,,,,,159,1.4190,40.4012,19.3263,-11287.4404,645.0251,2763.3152,3046.1145,-11320.4059,-293.5562,2314.3363
1,Line,,,,,,,71,4.4440,0.0000,14.1161,-10482.1816,-293.5538,1438.4390,467.1472,-10585.4214,-293.5533,1110.5005
1,Line,,,,,,,169,-4.7013,40.4014,-12.9773,-10591.4003,645.0307,1136.9576,3046.3504,-10482.1816,-293.5538,1438.4390
1,Line,,,,,,,162,-0.3554,40.4013,0.8273,-10490.4382,645.0301,1457.6576,3011.0832,-10482.1816,-293.5538,1438.4390
1,Line,,,,,,,162,0.2574,-40.4013,-1.1388,-10585.4214,-293.5533,1110.5005,3011.0825,-10591.4003,645.0307,1136.9576
1,Line,,,,,,,151,-5.7333,-30.7906,-7.1768,-10718.6147,-1008.8665,943.7720,2340.3363,-10585.4214,-293.5533,1110.5005
1,Line,,,,,,,71,-5.5301,0.0000,-9.1815,-10713.8929,-293.5536,897.1992,465.4097,-10585.4214,-293.5533,1110.5005
1,Line,,,,,,,162,-0.2033,-30.7906,2.0047,-10718.6147,-1008.8665,943.7720,2295.1923,-10713.8929,-293.5536,897.1992
1,Line,,,,,,,70,-2.7874,0.0000,-17.9017,-10482.1816,-293.5538,1438.4390,465.6333,-10417.4256,-293.5541,1854.3226
1,Line,,,,,,,161,-0.5303,-30.7906,1.2409,-10494.5002,-1008.8665,1467.2680,2295.1918,-10482.1816,-293.5538,1438.4390
1,Line,,,,,,,162,0.4210,-40.4013,-0.4329,-10417.4256,-293.5541,1854.3226,3011.0817,-10427.2063,645.0285,1864.3805
1,Line,,,,,,,155,-3.3177,-30.7906,-16.6608,-10494.5002,-1008.8665,1467.2680,2340.3436,-10417.4256,-293.5541,1854.3226
1,Line,,,,,,,71,-4.3459,0.0000,-13.8045,-10591.4003,645.0307,1136.9576,456.8385,-10490.4382,645.0301,1457.6576
1,Line,,,,,,,70,2.6983,-0.0002,17.3131,-10431.8145,-1008.8704,1869.4774,450.4081,-10494.5002,-1008.8665,1467.2680
1,Line,,,,,,,161,0.6194,30.7908,-0.6523,-10417.4256,-293.5541,1854.3226,2295.1965,-10431.8145,-1008.8704,1869.4774
