Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.0086,,,,,,,,,,,,,,,,174,0.0035,-0.0002,0.0079,33.0323,51.9608,4.6043,33.0287,51.9610,4.5965
1,Line,0.0217,,,,,,,,,,,,,,,,30,0.0077,0.0047,0.0197,33.0399,51.9655,4.6240,33.0323,51.9608,4.6043
1,Line,0.0136,,,,,,,,,,,,,,,,174,0.0056,-0.0004,0.0124,33.0287,51.9610,4.5965,33.0231,51.9614,4.5840
1,Line,0.0008,,,,,,,,,,,,,,,,16,0.0003,0.0001,0.0007,33.0093,52.0456,4.5965,33.0090,52.0455,4.5958
1,Line,0.0071,,,,,,,,,,,,,,,,148,0.0031,-0.0018,0.0061,33.0231,51.9614,4.5840,33.0200,51.9633,4.5779
1,Line,0.0211,,,,,,,,,,,,,,,,59,0.0057,0.0096,0.0179,33.0456,51.9751,4.6419,33.0399,51.9655,4.6240
1,Line,0.0208,,,,,,,,,,,,,,,,102,-0.0044,0.0203,0.0006,33.0434,52.0461,4.6737,33.0478,52.0258,4.6731
1,Line,0.0213,,,,,,,,,,,,,,,,108,-0.0066,0.0198,-0.0047,33.0368,52.0658,4.6691,33.0434,52.0461,4.6737
1,Line,0.0204,,,,,,,,,,,,,,,,96,-0.0019,0.0194,0.0058,33.0478,52.0258,4.6731,33.0497,52.0063,4.6673
1,Line,0.0206,,,,,,,,,,,,,,,,76,0.0033,0.0139,0.0148,33.0489,51.9890,4.6567,33.0456,51.9751,4.6419
1,Line,0.0203,,,,,,,,,,,,,,,,87,0.0008,0.0173,0.0107,33.0497,52.0063,4.6673,33.0489,51.9890,4.6567
1,Line,0.0032,,,,,,,,,,,,,,,,103,-0.0007,0.0031,0.0000,33.0086,52.0488,4.5965,33.0093,52.0456,4.5965
1,Line,0.0389,,,,,,,,,,,,,,,,90,-0.0002,-0.0383,0.0070,33.8206,47.1354,5.1854,33.8208,47.1736,5.1784
1,Line,0.0052,,,,,,,,,,,,,,,,90,0.0000,-0.0051,0.0009,33.8210,47.2145,5.1709,33.8210,47.2196,5.1699
1,Line,0.0111,,,,,,,,,,,,,,,,6,0.0015,0.0000,-0.0110,33.8223,47.1736,5.1673,33.8208,47.1736,5.1784
1,Line,0.0036,,,,,,,,,,,,,,,,94,0.0002,-0.0033,-0.0012,33.8318,46.8377,5.1484,33.8316,46.8410,5.1496
1,Line,0.0012,,,,,,,,,,,,,,,,6,-0.0002,0.0000,0.0012,33.8210,47.2145,5.1709,33.8212,47.2145,5.1696
1,Line,0.0129,,,,,,,,,,,,,,,,105,-0.0032,0.0124,-0.0008,32.9604,52.4099,4.6747,32.9636,52.3975,4.6756
1,Line,0.0109,,,,,,,,,,,,,,,,90,0.0000,0.0096,0.0051,32.9684,52.3619,4.6680,32.9684,52.3522,4.6630
1,Line,0.0016,,,,,,,,,,,,,,,,83,0.0002,0.0012,0.0010,32.9684,52.3522,4.6630,32.9682,52.3510,4.6620
1,Line,0.0122,,,,,,,,,,,,,,,,94,-0.0008,0.0115,0.0040,32.9676,52.3733,4.6721,32.9684,52.3619,4.6680
