Count,Name,Length,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z
1,Line,314.5113,85,27.9528,313.1410,-8.8722,840.3566,3284.4022,1324.5778,812.4038,2971.2612,1333.4500,,,,,,
1,Line,153.6006,101,27.9528,-150.0027,17.6343,840.3566,2417.2404,1051.2704,812.4038,2567.2431,1033.6361,,,,,,
1,Line,88.2876,108,27.9528,-83.7457,0.0000,840.3566,2483.4974,1033.6361,812.4038,2567.2431,1033.6361,,,,,,
1,Line,156.5302,100,27.9528,-152.6775,20.2473,840.3566,2352.1062,1071.5177,812.4038,2504.7837,1051.2704,,,,,,
1,Line,80.9714,110,27.9528,-75.9935,0.0000,840.3566,2618.7531,1006.3662,812.4038,2694.7466,1006.3662,,,,,,
1,Line,150.4959,101,27.9528,-147.1165,14.9798,840.3566,2483.4974,1033.6361,812.4038,2630.6139,1018.6563,,,,,,
1,Line,84.6417,109,27.9528,-79.8928,0.0000,840.3566,2550.7211,1018.6563,812.4038,2630.6139,1018.6563,,,,,,
1,Line,161.8247,100,27.9528,-157.3676,25.3239,840.3566,2225.8171,1119.6541,812.4038,2383.1847,1094.3302,,,,,,
1,Line,98.9661,106,27.9528,-94.9365,0.0000,840.3566,2288.2483,1094.3302,812.4038,2383.1847,1094.3302,,,,,,
1,Line,28.1486,6,27.9528,3.0360,1.3297,840.3566,2912.0798,1333.4500,812.4038,2909.0437,1332.1203,,,,,,
1,Line,91.8976,108,27.9528,-87.5432,0.0000,840.3566,2417.2404,1051.2704,812.4038,2504.7837,1051.2704,,,,,,
1,Line,159.2747,100,27.9528,-155.1343,22.8125,840.3566,2288.2483,1094.3302,812.4038,2443.3826,1071.5177,,,,,,
1,Line,95.4607,107,27.9528,-91.2764,0.0000,840.3566,2352.1062,1071.5177,812.4038,2443.3826,1071.5177,,,,,,
1,Line,37.3821,108,11.5070,-35.4331,3.0833,1420.0846,5594.2691,1094.3562,1408.5776,5629.7021,1091.2729,,,,,,
1,Line,37.3821,109,11.9129,-35.4331,0.0000,1418.5902,5594.2691,1105.7078,1406.6772,5629.7021,1105.7078,,,,,,
1,Line,37.3821,108,11.5070,-35.4331,-3.0833,1420.0846,5594.2691,1117.0593,1408.5776,5629.7021,1120.1426,,,,,,
1,Line,37.3821,100,5.9565,-35.4331,10.3169,1440.5198,5594.2691,1067.7246,1434.5633,5629.7021,1057.4077,,,,,,
1,Line,37.3821,103,8.4237,-35.4331,8.4237,1431.4362,5594.2691,1074.6946,1423.0125,5629.7021,1066.2709,,,,,,
1,Line,37.3821,106,10.3169,-35.4331,5.9565,1424.4662,5594.2691,1083.7782,1414.1493,5629.7021,1077.8217,,,,,,
1,Line,37.3821,95,3.0833,-35.4331,-11.5070,1451.0978,5594.2691,1148.0725,1448.0145,5629.7021,1159.5795,,,,,,
1,Line,37.3821,90,0.0000,-35.4331,-11.9129,1462.4494,5594.2691,1149.5669,1462.4494,5629.7021,1161.4799,,,,,,
1,Line,37.3821,85,-3.0833,-35.4331,-11.5070,1473.8009,5594.2691,1148.0725,1476.8842,5629.7021,1159.5795,,,,,,
1,Line,37.3821,106,10.3169,-35.4331,-5.9565,1424.4662,5594.2691,1127.6373,1414.1493,5629.7021,1133.5938,,,,,,
1,Line,37.3821,103,8.4237,-35.4331,-8.4237,1431.4362,5594.2691,1136.7209,1423.0125,5629.7021,1145.1446,,,,,,
1,Line,37.3821,100,5.9565,-35.4331,-10.3169,1440.5198,5594.2691,1143.6909,1434.5633,5629.7021,1154.0078,,,,,,
1,Line,37.3821,95,3.0833,-35.4331,11.5070,1451.0978,5594.2691,1063.3431,1448.0145,5629.7021,1051.8360,,,,,,
1,Line,37.3821,106,10.3169,-35.4331,5.9565,1222.1185,5404.8990,1095.5976,1211.8016,5440.3321,1089.6411,,,,,,
1,Line,37.3821,108,11.5070,-35.4331,3.0833,1217.7386,5404.8990,1106.1715,1206.2316,5440.3321,1103.0882,,,,,,
1,Line,37.3821,109,11.9129,-35.4331,0.0000,1216.2447,5404.8990,1117.5188,1204.3318,5440.3321,1117.5188,,,,,,
1,Line,37.3821,95,3.0833,-35.4331,11.5070,1248.7399,5404.8990,1075.1703,1245.6566,5440.3321,1063.6632,,,,,,
1,Line,37.3821,100,5.9565,-35.4331,10.3169,1238.1659,5404.8990,1079.5501,1232.2095,5440.3321,1069.2332,,,,,,
1,Line,37.3821,103,8.4237,-35.4331,8.4237,1229.0859,5404.8990,1086.5175,1220.6622,5440.3321,1078.0938,,,,,,
1,Line,37.3821,80,-5.9565,-35.4331,10.3169,1484.3789,5594.2691,1067.7246,1490.3354,5629.7021,1057.4077,,,,,,
1,Line,37.3821,85,-3.0833,-35.4331,11.5070,1473.8009,5594.2691,1063.3431,1476.8842,5629.7021,1051.8360,,,,,,
1,Line,37.3821,90,0.0000,-35.4331,11.9129,1462.4494,5594.2691,1061.8486,1462.4494,5629.7021,1049.9356,,,,,,
1,Line,37.3821,108,11.5070,-35.4331,-3.0833,1217.7386,5404.8990,1128.8660,1206.2316,5440.3321,1131.9493,,,,,,
1,Line,37.3821,106,-10.3169,35.4331,5.9565,1211.8016,5440.3321,1145.3965,1222.1185,5404.8990,1139.4400,,,,,,
1,Line,37.3821,77,-8.4237,-35.4331,8.4237,1493.4625,5594.2691,1074.6946,1501.8862,5629.7021,1066.2709,,,,,,
1,Line,11.4495,0,1.4945,0.0000,-11.3516,1420.0846,5594.2691,1094.3562,1418.5902,5594.2691,1105.7078,,,,,,
1,Line,11.4495,0,4.3815,0.0000,-10.5780,1424.4662,5594.2691,1083.7782,1420.0846,5594.2691,1094.3562,,,,,,
1,Line,11.4495,0,6.9700,0.0000,-9.0835,1431.4362,5594.2691,1074.6946,1424.4662,5594.2691,1083.7782,,,,,,
1,Line,11.4495,180,-6.9700,0.0000,-9.0835,1424.4662,5594.2691,1127.6373,1431.4362,5594.2691,1136.7209,,,,,,
1,Line,11.4495,180,-4.3815,0.0000,-10.5780,1420.0846,5594.2691,1117.0593,1424.4662,5594.2691,1127.6373,,,,,,
1,Line,11.4495,180,-1.4945,0.0000,-11.3516,1418.5902,5594.2691,1105.7078,1420.0846,5594.2691,1117.0593,,,,,,
1,Line,11.4495,0,11.3516,0.0000,1.4945,1473.8009,5594.2691,1063.3431,1462.4494,5594.2691,1061.8486,,,,,,
1,Line,11.4495,0,10.5780,0.0000,4.3815,1484.3789,5594.2691,1067.7246,1473.8009,5594.2691,1063.3431,,,,,,
1,Line,11.4495,0,9.0835,0.0000,6.9700,1493.4625,5594.2691,1074.6946,1484.3789,5594.2691,1067.7246,,,,,,
1,Line,11.4495,0,9.0835,0.0000,-6.9700,1440.5198,5594.2691,1067.7246,1431.4362,5594.2691,1074.6946,,,,,,
1,Line,11.4495,0,10.5780,0.0000,-4.3815,1451.0978,5594.2691,1063.3431,1440.5198,5594.2691,1067.7246,,,,,,
1,Line,11.4495,0,11.3516,0.0000,-1.4945,1462.4494,5594.2691,1061.8486,1451.0978,5594.2691,1063.3431,,,,,,
1,Line,11.4495,180,-9.0835,0.0000,-6.9700,1431.4362,5594.2691,1136.7209,1440.5198,5594.2691,1143.6909,,,,,,
1,Line,37.3821,72,-11.5070,-35.4331,-3.0833,1504.8141,5594.2691,1117.0593,1516.3211,5629.7021,1120.1426,,,,,,
1,Line,37.3821,71,-11.9129,-35.4331,0.0000,1506.3085,5594.2691,1105.7078,1518.2215,5629.7021,1105.7078,,,,,,
1,Line,37.3821,72,-11.5070,-35.4331,3.0833,1504.8141,5594.2691,1094.3562,1516.3211,5629.7021,1091.2729,,,,,,
1,Line,37.3821,80,-5.9565,-35.4331,-10.3169,1484.3789,5594.2691,1143.6909,1490.3354,5629.7021,1154.0078,,,,,,
1,Line,37.3821,77,-8.4237,-35.4331,-8.4237,1493.4625,5594.2691,1136.7209,1501.8862,5629.7021,1145.1446,,,,,,
1,Line,37.3821,74,-10.3169,-35.4331,-5.9565,1500.4325,5594.2691,1127.6373,1510.7494,5629.7021,1133.5938,,,,,,
1,Line,11.4495,180,-11.3516,0.0000,1.4945,1462.4494,5594.2691,1149.5669,1473.8009,5594.2691,1148.0725,,,,,,
1,Line,11.4495,180,-11.3516,0.0000,-1.4945,1451.0978,5594.2691,1148.0725,1462.4494,5594.2691,1149.5669,,,,,,
1,Line,11.4495,180,-10.5780,0.0000,-4.3815,1440.5198,5594.2691,1143.6909,1451.0978,5594.2691,1148.0725,,,,,,
1,Line,37.3821,74,10.3169,35.4331,-5.9565,1510.7494,5629.7021,1077.8217,1500.4325,5594.2691,1083.7782,,,,,,
1,Line,11.4495,180,-9.0835,0.0000,6.9700,1484.3789,5594.2691,1143.6909,1493.4625,5594.2691,1136.7209,,,,,,
1,Line,11.4495,180,-10.5780,0.0000,4.3815,1473.8009,5594.2691,1148.0725,1484.3789,5594.2691,1143.6909,,,,,,
1,Line,43.9281,138,-32.6772,29.3578,0.0000,873.0337,4461.8763,1013.6799,905.7109,4432.5185,1013.6799,,,,,,
1,Line,375.2935,95,32.6772,-373.8067,-6.7769,905.7109,3698.9351,1000.3870,873.0337,4072.7418,1007.1638,,,,,,
1,Line,33.4224,168,-32.6772,7.0185,0.0000,873.0337,4072.7418,1007.1638,905.7109,4065.7233,1007.1638,,,,,,
1,Line,419.8199,94,32.6772,-418.4995,-6.2552,905.7109,4432.5185,1013.6799,873.0337,4851.0180,1019.9351,,,,,,
1,Line,61.1591,122,-32.6772,51.6976,0.0000,873.0337,4851.0180,1019.9351,905.7109,4799.3205,1019.9351,,,,,,
1,Line,397.5519,95,32.6772,-396.1531,-6.5160,905.7109,4065.7233,1007.1638,873.0337,4461.8763,1013.6799,,,,,,
1,Line,79.7175,66,-32.6772,-72.7123,0.0000,873.0337,2683.8868,989.9648,905.7109,2756.5992,989.9648,,,,,,
1,Line,32.9454,178,32.6772,-1.0091,4.0727,905.7109,2756.5992,989.9648,873.0337,2757.6082,985.8922,,,,,,
1,Line,75.8771,64,-32.6772,-68.4802,0.0000,873.0337,2757.6082,985.8922,905.7109,2826.0884,985.8922,,,,,,
1,Line,353.0465,95,32.6772,-351.4605,-7.0377,905.7109,3332.1543,993.3493,873.0337,3683.6148,1000.3870,,,,,,
1,Line,36.0903,25,-32.6772,-15.3203,0.0000,873.0337,3683.6148,1000.3870,905.7109,3698.9351,1000.3870,,,,,,
1,Line,33.5712,6,32.6772,3.5463,6.8300,905.7109,2687.4331,996.7949,873.0337,2683.8868,989.9648,,,,,,
1,Line,80.9282,114,-32.6772,74.0377,0.0000,873.0337,5240.1666,1025.9295,905.7109,5166.1289,1025.9295,,,,,,
1,Line,531.2624,94,32.6772,-530.2333,-4.9510,905.7109,6266.5905,1042.3477,873.0337,6796.8239,1047.2987,,,,,,
1,Line,166.6371,101,-32.6772,163.4017,0.0000,873.0337,6796.8239,1047.2987,905.7109,6633.4222,1047.2987,,,,,,
1,Line,508.9633,94,32.6772,-507.8864,-5.2119,905.7109,5899.7642,1037.1358,873.0337,6407.6507,1042.3477,,,,,,
1,Line,210.6358,99,-32.6772,208.0856,0.0000,873.0337,7575.1862,1056.4183,905.7109,7367.1006,1056.4183,,,,,,
1,Line,553.5655,93,32.6772,-552.5803,-4.6902,905.7109,6633.4222,1047.2987,873.0337,7186.0025,1051.9889,,,,,,
1,Line,188.5960,100,-32.6772,185.7435,0.0000,873.0337,7186.0025,1051.9889,905.7109,7000.2589,1051.9889,,,,,,
1,Line,464.3794,94,32.6772,-463.1928,-5.7336,905.7109,5166.1289,1025.9295,873.0337,5629.3217,1031.6630,,,,,,
1,Line,101.7671,109,-32.6772,96.3781,0.0000,873.0337,5629.3217,1031.6630,905.7109,5532.9436,1031.6630,,,,,,
1,Line,442.0962,94,32.6772,-440.8461,-5.9944,905.7109,4799.3205,1019.9351,873.0337,5240.1666,1025.9295,,,,,,
1,Line,144.7956,103,-32.6772,141.0602,0.0000,873.0337,6407.6507,1042.3477,905.7109,6266.5905,1042.3477,,,,,,
1,Line,486.6687,94,32.6772,-485.5396,-5.4727,905.7109,5532.9436,1031.6630,873.0337,6018.4832,1037.1358,,,,,,
1,Line,123.1340,105,-32.6772,118.7190,0.0000,873.0337,6018.4832,1037.1358,905.7109,5899.7642,1037.1358,,,,,,
1,Line,37.3821,74,-10.3169,-35.4331,-5.9565,1298.0558,5404.8990,1139.4400,1308.3727,5440.3321,1145.3965,,,,,,
1,Line,37.3821,72,-11.5070,-35.4331,-3.0833,1302.4357,5404.8990,1128.8660,1313.9427,5440.3321,1131.9493,,,,,,
1,Line,37.3821,71,-11.9129,-35.4331,0.0000,1303.9296,5404.8990,1117.5188,1315.8425,5440.3321,1117.5188,,,,,,
1,Line,37.3821,85,-3.0833,-35.4331,-11.5070,1271.4344,5404.8990,1159.8673,1274.5177,5440.3321,1171.3743,,,,,,
1,Line,37.3821,80,-5.9565,-35.4331,-10.3169,1282.0084,5404.8990,1155.4874,1287.9648,5440.3321,1165.8043,,,,,,
1,Line,37.3821,77,-8.4237,-35.4331,-8.4237,1291.0884,5404.8990,1148.5200,1299.5121,5440.3321,1156.9438,,,,,,
1,Line,37.3821,80,-5.9565,-35.4331,10.3169,1282.0084,5404.8990,1079.5501,1287.9648,5440.3321,1069.2332,,,,,,
1,Line,37.3821,85,-3.0833,-35.4331,11.5070,1271.4344,5404.8990,1075.1703,1274.5177,5440.3321,1063.6632,,,,,,
1,Line,37.3821,90,0.0000,-35.4331,11.9129,1260.0871,5404.8990,1073.6764,1260.0871,5440.3321,1061.7634,,,,,,
1,Line,37.3821,72,-11.5070,-35.4331,3.0833,1302.4357,5404.8990,1106.1715,1313.9427,5440.3321,1103.0882,,,,,,
1,Line,37.3821,74,-10.3169,-35.4331,5.9565,1298.0558,5404.8990,1095.5976,1308.3727,5440.3321,1089.6411,,,,,,
1,Line,37.3821,77,-8.4237,-35.4331,8.4237,1291.0884,5404.8990,1086.5175,1299.5121,5440.3321,1078.0938,,,,,,
1,Line,37.3821,90,0.0000,-35.4331,-11.9129,1260.0871,5404.8990,1161.3612,1260.0871,5440.3321,1173.2741,,,,,,
1,Line,68.3184,61,-32.6772,-59.9967,0.0000,873.0337,2905.3843,986.0509,905.7109,2965.3810,986.0509,,,,,,
1,Line,330.8133,96,32.6772,-329.1145,-7.2985,905.7109,2965.3810,986.0509,873.0337,3294.4955,993.3493,,,,,,
1,Line,49.8596,49,-32.6772,-37.6587,0.0000,873.0337,3294.4955,993.3493,905.7109,3332.1543,993.3493,,,,,,
1,Line,33.1478,171,32.6772,-5.4104,1.3057,905.7109,2826.0884,985.8922,873.0337,2831.4988,984.5865,,,,,,
1,Line,72.0719,63,-32.6772,-64.2383,0.0000,873.0337,2831.4988,984.5865,905.7109,2895.7371,984.5865,,,,,,
1,Line,34.1029,164,32.6772,-9.6473,-1.4644,905.7109,2895.7371,984.5865,873.0337,2905.3843,986.0509,,,,,,
1,Line,37.3821,103,8.4237,-35.4331,-8.4237,1229.0859,5404.8990,1148.5200,1220.6622,5440.3321,1156.9438,,,,,,
1,Line,37.3821,100,5.9565,-35.4331,-10.3169,1238.1659,5404.8990,1155.4874,1232.2095,5440.3321,1165.8043,,,,,,
1,Line,37.3821,95,3.0833,-35.4331,-11.5070,1248.7399,5404.8990,1159.8673,1245.6566,5440.3321,1171.3743,,,,,,
1,Line,87.4429,68,-32.6772,-81.1077,0.0000,873.0337,2537.6454,1006.3662,905.7109,2618.7531,1006.3662,,,,,,
1,Line,35.0341,14,32.6772,8.2449,9.5713,905.7109,2618.7531,1006.3662,873.0337,2610.5082,996.7949,,,,,,
1,Line,83.5777,67,-32.6772,-76.9248,0.0000,873.0337,2610.5082,996.7949,905.7109,2687.4331,996.7949,,,,,,
1,Line,80.7418,78,17.2579,78.7402,4.6242,1206.2316,5440.3321,1103.0882,1188.9737,5361.5919,1098.4640,,,,,,
1,Line,80.7418,77,17.8667,78.7402,0.0000,1204.3318,5440.3321,1117.5188,1186.4651,5361.5919,1117.5188,,,,,,
1,Line,80.7418,78,17.2579,78.7402,-4.6242,1206.2316,5440.3321,1131.9493,1188.9737,5361.5919,1136.5736,,,,,,
1,Line,80.7418,84,8.9333,78.7402,15.4730,1232.2095,5440.3321,1069.2332,1223.2761,5361.5919,1053.7602,,,,,,
1,Line,80.7418,81,12.6337,78.7402,12.6337,1220.6622,5440.3321,1078.0938,1208.0285,5361.5919,1065.4601,,,,,,
1,Line,80.7418,79,15.4730,78.7402,8.9333,1211.8016,5440.3321,1089.6411,1196.3286,5361.5919,1080.7078,,,,,,
1,Line,80.7418,87,4.6242,78.7402,-17.2579,1245.6566,5440.3321,1171.3743,1241.0324,5361.5919,1188.6322,,,,,,
1,Line,80.7418,90,0.0000,78.7402,-17.8667,1260.0871,5440.3321,1173.2741,1260.0871,5361.5919,1191.1408,,,,,,
1,Line,80.7418,93,-4.6242,78.7402,-17.2579,1274.5177,5440.3321,1171.3743,1279.1419,5361.5919,1188.6322,,,,,,
1,Line,80.7418,79,15.4730,78.7402,-8.9333,1211.8016,5440.3321,1145.3965,1196.3286,5361.5919,1154.3298,,,,,,
1,Line,80.7418,81,12.6337,78.7402,-12.6337,1220.6622,5440.3321,1156.9438,1208.0285,5361.5919,1169.5774,,,,,,
1,Line,80.7418,84,8.9333,78.7402,-15.4730,1232.2095,5440.3321,1165.8043,1223.2761,5361.5919,1181.2773,,,,,,
1,Line,80.7418,87,4.6242,78.7402,17.2579,1245.6566,5440.3321,1063.6632,1241.0324,5361.5919,1046.4053,,,,,,
1,Line,80.7380,102,17.2417,-78.7402,4.6199,1533.5628,5550.9620,1124.7625,1516.3211,5629.7021,1120.1426,,,,,,
1,Line,80.7380,101,-15.4585,78.7402,-8.9250,1510.7494,5629.7021,1133.5938,1526.2079,5550.9620,1142.5188,,,,,,
1,Line,80.7418,103,-17.8667,78.7402,0.0000,1315.8425,5440.3321,1117.5188,1333.7092,5361.5919,1117.5188,,,,,,
1,Line,80.7380,93,-4.6199,78.7402,-17.2417,1476.8842,5629.7021,1159.5795,1481.5041,5550.9620,1176.8212,,,,,,
1,Line,80.7380,96,-8.9250,78.7402,-15.4585,1490.3354,5629.7021,1154.0078,1499.2604,5550.9620,1169.4663,,,,,,
1,Line,80.7380,99,-12.6218,78.7402,-12.6218,1501.8862,5629.7021,1145.1446,1514.5080,5550.9620,1157.7664,,,,,,
1,Line,80.7418,96,-8.9333,78.7402,15.4730,1287.9648,5440.3321,1069.2332,1296.8982,5361.5919,1053.7602,,,,,,
1,Line,80.7418,93,-4.6242,78.7402,17.2579,1274.5177,5440.3321,1063.6632,1279.1419,5361.5919,1046.4053,,,,,,
1,Line,80.7418,90,0.0000,78.7402,17.8667,1260.0871,5440.3321,1061.7634,1260.0871,5361.5919,1043.8967,,,,,,
1,Line,80.7418,102,-17.2579,78.7402,4.6242,1313.9427,5440.3321,1103.0882,1331.2006,5361.5919,1098.4640,,,,,,
1,Line,80.7418,101,-15.4730,78.7402,8.9333,1308.3727,5440.3321,1089.6411,1323.8457,5361.5919,1080.7078,,,,,,
1,Line,80.7418,99,-12.6337,78.7402,12.6337,1299.5121,5440.3321,1078.0938,1312.1458,5361.5919,1065.4601,,,,,,
1,Line,14.5594,0,1.9004,0.0000,-14.4349,1408.5776,5629.7021,1091.2729,1406.6772,5629.7021,1105.7078,,,,,,
1,Line,14.5594,180,-1.9004,0.0000,-14.4349,1406.6772,5629.7021,1105.7078,1408.5776,5629.7021,1120.1426,,,,,,
1,Line,14.5594,180,-5.5717,0.0000,-13.4512,1408.5776,5629.7021,1120.1426,1414.1493,5629.7021,1133.5938,,,,,,
1,Line,14.5594,0,11.5508,0.0000,-8.8632,1434.5633,5629.7021,1057.4077,1423.0125,5629.7021,1066.2709,,,,,,
1,Line,14.5594,0,8.8632,0.0000,-11.5508,1423.0125,5629.7021,1066.2709,1414.1493,5629.7021,1077.8217,,,,,,
1,Line,14.5594,0,5.5717,0.0000,-13.4512,1414.1493,5629.7021,1077.8217,1408.5776,5629.7021,1091.2729,,,,,,
1,Line,14.5594,180,-14.4349,0.0000,-1.9004,1448.0145,5629.7021,1159.5795,1462.4494,5629.7021,1161.4799,,,,,,
1,Line,14.5594,180,-14.4349,0.0000,1.9004,1462.4494,5629.7021,1161.4799,1476.8842,5629.7021,1159.5795,,,,,,
1,Line,14.5594,180,-13.4512,0.0000,5.5717,1476.8842,5629.7021,1159.5795,1490.3354,5629.7021,1154.0078,,,,,,
1,Line,14.5594,180,-8.8632,0.0000,-11.5508,1414.1493,5629.7021,1133.5938,1423.0125,5629.7021,1145.1446,,,,,,
1,Line,14.5594,180,-11.5508,0.0000,-8.8632,1423.0125,5629.7021,1145.1446,1434.5633,5629.7021,1154.0078,,,,,,
1,Line,14.5594,180,-13.4512,0.0000,-5.5717,1434.5633,5629.7021,1154.0078,1448.0145,5629.7021,1159.5795,,,,,,
1,Line,14.5594,0,13.4512,0.0000,-5.5717,1448.0145,5629.7021,1051.8360,1434.5633,5629.7021,1057.4077,,,,,,
1,Line,80.7418,101,-15.4730,78.7402,-8.9333,1308.3727,5440.3321,1145.3965,1323.8457,5361.5919,1154.3298,,,,,,
1,Line,14.5594,180,-1.9004,0.0000,14.4349,1516.3211,5629.7021,1120.1426,1518.2215,5629.7021,1105.7078,,,,,,
1,Line,14.5594,0,1.9004,0.0000,14.4349,1518.2215,5629.7021,1105.7078,1516.3211,5629.7021,1091.2729,,,,,,
1,Line,80.7418,96,-8.9333,78.7402,-15.4730,1287.9648,5440.3321,1165.8043,1296.8982,5361.5919,1181.2773,,,,,,
1,Line,80.7418,99,-12.6337,78.7402,-12.6337,1299.5121,5440.3321,1156.9438,1312.1458,5361.5919,1169.5774,,,,,,
1,Line,80.7418,102,17.2579,-78.7402,4.6242,1331.2006,5361.5919,1136.5736,1313.9427,5440.3321,1131.9493,,,,,,
1,Line,14.5594,0,13.4512,0.0000,5.5717,1490.3354,5629.7021,1057.4077,1476.8842,5629.7021,1051.8360,,,,,,
1,Line,14.5594,0,14.4349,0.0000,1.9004,1476.8842,5629.7021,1051.8360,1462.4494,5629.7021,1049.9356,,,,,,
1,Line,14.5594,0,14.4349,0.0000,-1.9004,1462.4494,5629.7021,1049.9356,1448.0145,5629.7021,1051.8360,,,,,,
1,Line,14.5594,0,5.5717,0.0000,13.4512,1516.3211,5629.7021,1091.2729,1510.7494,5629.7021,1077.8217,,,,,,
1,Line,14.5594,0,8.8632,0.0000,11.5508,1510.7494,5629.7021,1077.8217,1501.8862,5629.7021,1066.2709,,,,,,
1,Line,14.5594,0,11.5508,0.0000,8.8632,1501.8862,5629.7021,1066.2709,1490.3354,5629.7021,1057.4077,,,,,,
1,Line,11.4452,180,-1.4939,0.0000,11.3473,1302.4357,5404.8990,1128.8660,1303.9296,5404.8990,1117.5188,,,,,,
1,Line,11.4452,0,1.4939,0.0000,11.3473,1303.9296,5404.8990,1117.5188,1302.4357,5404.8990,1106.1715,,,,,,
1,Line,11.4452,0,4.3799,0.0000,10.5740,1302.4357,5404.8990,1106.1715,1298.0558,5404.8990,1095.5976,,,,,,
1,Line,11.4452,180,-9.0801,0.0000,6.9674,1282.0084,5404.8990,1155.4874,1291.0884,5404.8990,1148.5200,,,,,,
1,Line,11.4452,180,-6.9674,0.0000,9.0801,1291.0884,5404.8990,1148.5200,1298.0558,5404.8990,1139.4400,,,,,,
1,Line,11.4452,180,-4.3799,0.0000,10.5740,1298.0558,5404.8990,1139.4400,1302.4357,5404.8990,1128.8660,,,,,,
1,Line,11.4452,0,11.3473,0.0000,1.4939,1271.4344,5404.8990,1075.1703,1260.0871,5404.8990,1073.6764,,,,,,
1,Line,11.4452,0,11.3473,0.0000,-1.4939,1260.0871,5404.8990,1073.6764,1248.7399,5404.8990,1075.1703,,,,,,
1,Line,11.4452,0,10.5740,0.0000,-4.3799,1248.7399,5404.8990,1075.1703,1238.1659,5404.8990,1079.5501,,,,,,
1,Line,11.4452,0,6.9674,0.0000,9.0801,1298.0558,5404.8990,1095.5976,1291.0884,5404.8990,1086.5175,,,,,,
1,Line,11.4452,0,9.0801,0.0000,6.9674,1291.0884,5404.8990,1086.5175,1282.0084,5404.8990,1079.5501,,,,,,
1,Line,11.4452,0,10.5740,0.0000,4.3799,1282.0084,5404.8990,1079.5501,1271.4344,5404.8990,1075.1703,,,,,,
1,Line,11.4452,180,-10.5740,0.0000,4.3799,1271.4344,5404.8990,1159.8673,1282.0084,5404.8990,1155.4874,,,,,,
1,Line,11.4495,180,-1.4945,0.0000,11.3516,1504.8141,5594.2691,1117.0593,1506.3085,5594.2691,1105.7078,,,,,,
1,Line,11.4495,180,-4.3815,0.0000,10.5780,1500.4325,5594.2691,1127.6373,1504.8141,5594.2691,1117.0593,,,,,,
1,Line,11.4495,180,-6.9700,0.0000,9.0835,1493.4625,5594.2691,1136.7209,1500.4325,5594.2691,1127.6373,,,,,,
1,Line,11.4495,0,6.9700,0.0000,9.0835,1500.4325,5594.2691,1083.7782,1493.4625,5594.2691,1074.6946,,,,,,
1,Line,11.4495,0,4.3815,0.0000,10.5780,1504.8141,5594.2691,1094.3562,1500.4325,5594.2691,1083.7782,,,,,,
1,Line,11.4495,0,1.4945,0.0000,11.3516,1506.3085,5594.2691,1105.7078,1504.8141,5594.2691,1094.3562,,,,,,
1,Line,11.4452,180,-9.0801,0.0000,-6.9674,1229.0859,5404.8990,1148.5200,1238.1659,5404.8990,1155.4874,,,,,,
1,Line,11.4452,180,-6.9674,0.0000,-9.0801,1222.1185,5404.8990,1139.4400,1229.0859,5404.8990,1148.5200,,,,,,
1,Line,498.3436,91,7.7517,-498.2833,0.0000,1492.9204,4001.2971,1049.4095,1485.1687,4499.5804,1049.4094,,,,,,
1,Line,11.4452,180,-11.3473,0.0000,1.4939,1260.0871,5404.8990,1161.3612,1271.4344,5404.8990,1159.8673,,,,,,
1,Line,11.4452,180,-11.3473,0.0000,-1.4939,1248.7399,5404.8990,1159.8673,1260.0871,5404.8990,1161.3612,,,,,,
1,Line,11.4452,180,-10.5740,0.0000,-4.3799,1238.1659,5404.8990,1155.4874,1248.7399,5404.8990,1159.8673,,,,,,
1,Line,80.7380,79,15.4585,78.7402,8.9250,1414.1493,5629.7021,1077.8217,1398.6908,5550.9620,1068.8967,,,,,,
1,Line,80.7380,78,17.2417,78.7402,4.6199,1408.5776,5629.7021,1091.2729,1391.3359,5550.9620,1086.6530,,,,,,
1,Line,80.7380,77,17.8499,78.7402,0.0000,1406.6772,5629.7021,1105.7078,1388.8273,5550.9620,1105.7078,,,,,,
1,Line,80.7380,87,4.6199,78.7402,17.2417,1448.0145,5629.7021,1051.8360,1443.3946,5550.9620,1034.5943,,,,,,
1,Line,80.7380,84,8.9250,78.7402,15.4585,1434.5633,5629.7021,1057.4077,1425.6383,5550.9620,1041.9492,,,,,,
1,Line,80.7380,81,12.6218,78.7402,12.6218,1423.0125,5629.7021,1066.2709,1410.3907,5550.9620,1053.6491,,,,,,
1,Line,80.7380,84,8.9250,78.7402,-15.4585,1434.5633,5629.7021,1154.0078,1425.6383,5550.9620,1169.4663,,,,,,
1,Line,80.7380,87,4.6199,78.7402,-17.2417,1448.0145,5629.7021,1159.5795,1443.3946,5550.9620,1176.8212,,,,,,
1,Line,80.7380,90,0.0000,78.7402,-17.8499,1462.4494,5629.7021,1161.4799,1462.4494,5550.9620,1179.3298,,,,,,
1,Line,80.7380,78,17.2417,78.7402,-4.6199,1408.5776,5629.7021,1120.1426,1391.3359,5550.9620,1124.7625,,,,,,
1,Line,80.7380,79,15.4585,78.7402,-8.9250,1414.1493,5629.7021,1133.5938,1398.6908,5550.9620,1142.5188,,,,,,
