Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,7.4594,,,,,,,,,,,,,,90,0.0279,-5.2388,-5.3100,16.3136,39.8739,5.5178,16.2857,45.1127,10.8278
1,Line,7.4640,,,,,,,,,,,,,,90,0.0145,-5.2455,-5.3100,16.2911,39.8627,5.5178,16.2766,45.1081,10.8278
1,Line,7.4630,,,,,,,,,,,,,,90,0.0180,-5.2441,-5.3100,16.2970,39.8650,5.5178,16.2790,45.1091,10.8278
1,Arc,0.4406,0.0041,14.6518,45.5890,10.8278,1.7149,345,15,,,,,,,,,,,,,,,,
1,Arc,0.8294,0.0029,-0.2298,45.4085,10.8278,16.5974,1,3,,,,,,,,,,,,,,,,
1,Line,6.8645,,,,,,,,,,,,,,92,0.1440,-4.3480,-5.3100,16.5087,41.3709,5.5178,16.3647,45.7189,10.8278
1,Line,7.4260,,,,,,,,,,,,,,91,0.0612,-5.1909,-5.3100,16.3695,39.9543,5.5178,16.3083,45.1453,10.8278
1,Line,7.4579,,,,,,,,,,,,,,90,0.0310,-5.2367,-5.3100,16.3188,39.8775,5.5178,16.2878,45.1141,10.8278
1,Line,7.4563,,,,,,,,,,,,,,90,0.0340,-5.2344,-5.3100,16.3238,39.8813,5.5178,16.2898,45.1157,10.8278
1,Line,7.3897,,,,,,,,,,,,,,91,0.0746,-5.1387,-5.3100,16.3920,40.0421,5.5178,16.3175,45.1808,10.8278
1,Line,7.2087,,,,,,,,,,,,,,91,0.1246,-4.8738,-5.3100,16.4762,40.4873,5.5178,16.3515,45.3611,10.8278
1,Line,7.4619,,,,,,,,,,,,,,90,0.0214,-5.2425,-5.3100,16.3027,39.8676,5.5178,16.2813,45.1102,10.8278
1,Line,7.4607,,,,,,,,,,,,,,90,0.0247,-5.2408,-5.3100,16.3083,39.8706,5.5178,16.2835,45.1114,10.8278
1,Line,7.2448,,,,,,,,,,,,,,91,0.1169,-4.9272,-5.3100,16.4631,40.3976,5.5178,16.3463,45.3248,10.8278
1,Line,7.4546,,,,,,,,,,,,,,90,0.0368,-5.2319,-5.3100,16.3285,39.8855,5.5178,16.2917,45.1174,10.8278
1,Line,7.4285,,,,,,,,,,,,,,91,0.0601,-5.1945,-5.3100,16.3678,39.9483,5.5178,16.3076,45.1428,10.8278
1,Line,7.4489,,,,,,,,,,,,,,90,0.0444,-5.2237,-5.3100,16.3413,39.8992,5.5178,16.2969,45.1229,10.8278
1,Line,7.1727,,,,,,,,,,,,,,92,0.1312,-4.8202,-5.3100,16.4872,40.5773,5.5178,16.3560,45.3976,10.8278
1,Line,7.4648,,,,,,,,,,,,,,90,0.0110,-5.2467,-5.3100,16.2852,39.8607,5.5178,16.2742,45.1073,10.8278
1,Line,7.4447,,,,,,,,,,,,,,91,0.0488,-5.2178,-5.3100,16.3488,39.9092,5.5178,16.2999,45.1270,10.8278
1,Line,7.4508,,,,,,,,,,,,,,90,0.0420,-5.2266,-5.3100,16.3373,39.8944,5.5178,16.2953,45.1210,10.8278
1,Line,6.6146,,,,,,,,,,,,,,92,0.1330,-3.9419,-5.3100,16.4902,42.0534,5.5178,16.3572,45.9953,10.8278
1,Line,7.1369,,,,,,,,,,,,,,92,0.1367,-4.7666,-5.3100,16.4964,40.6675,5.5178,16.3597,45.4341,10.8278
1,Line,6.9950,,,,,,,,,,,,,,92,0.1469,-4.5511,-5.3100,16.5137,41.0296,5.5178,16.3667,45.5807,10.8278
1,Line,6.7377,,,,,,,,,,,,,,92,0.1393,-4.1449,-5.3100,16.5009,41.7122,5.5178,16.3615,45.8571,10.8278
1,Line,7.4468,,,,,,,,,,,,,,91,0.0467,-5.2208,-5.3100,16.3451,39.9041,5.5178,16.2985,45.1249,10.8278
1,Line,6.4955,,,,,,,,,,,,,,92,0.1250,-3.7390,-5.3100,16.4767,42.3944,5.5178,16.3518,46.1334,10.8278
1,Line,6.3807,,,,,,,,,,,,,,92,0.1153,-3.5361,-5.3100,16.4604,42.7354,5.5178,16.3452,46.2715,10.8278
1,Line,7.0302,,,,,,,,,,,,,,92,0.1461,-4.6050,-5.3100,16.5122,40.9390,5.5178,16.3661,45.5440,10.8278
1,Arc,0.0749,0.0002,16.2266,39.9926,5.5178,0.1479,316,29,,,,,,,,,,,,,,,,
1,Line,0.5637,,,,,,,,,,,,,,91,0.0048,-0.4708,-0.3100,16.3421,39.4236,5.2078,16.3373,39.8944,5.5178
