Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.2649,,,,,,,,,,,,,,228,-0.1755,-0.1927,0.0470,10.9411,-22.7187,1.8103,11.1166,-22.5260,1.7632
1,Line,0.1293,,,,,,,,,,,,,,180,-0.0495,0.0000,-0.1194,10.8916,-22.7187,1.6909,10.9411,-22.7187,1.8103
1,Line,0.2649,,,,,,,,,,,,,,231,-0.1574,-0.1927,0.0909,10.8916,-22.7187,1.6909,11.0490,-22.5260,1.6000
1,Line,0.1293,,,,,,,,,,,,,,180,-0.0169,0.0000,-0.1282,10.9411,-22.7187,1.8103,10.9580,-22.7187,1.9384
1,Line,0.1293,,,,,,,,,,,,,,0,0.0169,0.0000,-0.1282,10.9580,-22.7187,1.9384,10.9411,-22.7187,2.0666
1,Line,0.2649,,,,,,,,,,,,,,228,-0.1755,-0.1927,-0.0470,10.9411,-22.7187,2.0666,11.1166,-22.5260,2.1136
1,Line,0.2649,,,,,,,,,,,,,,227,-0.1817,-0.1927,0.0000,10.9580,-22.7187,1.9384,11.1397,-22.5260,1.9384
1,Line,0.2649,,,,,,,,,,,,,,212,-0.2025,-0.1244,0.1169,10.6891,-22.8430,1.8078,10.8916,-22.7187,1.6909
1,Line,0.2649,,,,,,,,,,,,,,37,0.1653,0.1244,-0.1653,10.8129,-22.7187,1.5883,10.6476,-22.8430,1.7536
1,Line,0.2649,,,,,,,,,,,,,,56,0.1285,0.1927,-0.1285,10.9414,-22.5260,1.4598,10.8129,-22.7187,1.5883
1,Line,0.1293,,,,,,,,,,,,,,180,-0.1026,0.0000,-0.0787,10.7104,-22.7187,1.5096,10.8129,-22.7187,1.5883
1,Line,0.0682,,,,,,,,,,,,,,0,0.0415,0.0000,0.0541,10.6891,-22.8430,1.8078,10.6476,-22.8430,1.7536
1,Line,0.0682,,,,,,,,,,,,,,0,0.0261,0.0000,0.0630,10.7152,-22.8430,1.8708,10.6891,-22.8430,1.8078
1,Line,0.2649,,,,,,,,,,,,,,209,-0.2259,-0.1244,0.0605,10.7152,-22.8430,1.8708,10.9411,-22.7187,1.8103
1,Line,0.1293,,,,,,,,,,,,,,180,-0.0787,0.0000,-0.1026,10.8129,-22.7187,1.5883,10.8916,-22.7187,1.6909
1,Line,0.2649,,,,,,,,,,,,,,227,-0.1169,-0.1244,0.2025,10.5935,-22.8430,1.7121,10.7104,-22.7187,1.5096
1,Line,1.2327,,,,,,,,,,,,,,234,-0.7045,-0.9685,-0.2919,11.6535,-21.4041,2.7715,12.3580,-20.4357,3.0634
1,Line,1.0198,,,,,,,,,,,,,,247,-0.3967,-0.9247,-0.1660,12.3580,-20.4357,3.0634,12.7547,-19.5110,3.2295
1,Line,0.1293,,,,,,,,,,,,,,0,0.1282,0.0000,0.0169,10.5910,-22.7187,1.4601,10.4628,-22.7187,1.4433
1,Line,1.2292,,,,,,,,,,,,,,56,0.6601,0.9685,0.3704,12.6177,-20.4357,2.6153,11.9576,-21.4041,2.2449
1,Line,1.2450,,,,,,,,,,,,,,51,0.7775,0.9685,0.0871,12.6177,-20.4357,2.6153,11.8402,-21.4041,2.5282
1,Line,1.2217,,,,,,,,,,,,,,62,0.5178,0.9685,0.5352,12.3580,-20.4357,3.0634,11.8402,-21.4041,2.5282
