Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z
1,Line,,,,,,,73,6.1490,19.5099,-0.3037,-126.8976,1093.1994,88.3936,40.4592,-139.0582,1054.6157,88.9941
1,Line,,,,,,,169,-2.0866,0.3937,-3.6220,-139.0582,1054.6157,88.9941,8.3033,-134.9316,1053.8371,96.1573
1,Line,,,,,,,51,-5.2756,-6.5354,3.9764,-116.4788,1113.4001,100.8289,18.3778,-106.0455,1126.3249,92.9650
1,Line,,,,,,,76,-2.6382,-10.8444,1.4441,-125.3556,1093.1994,90.9157,22.2559,-120.1382,1114.6458,88.0598
1,Line,,,,,,,169,2.2835,-0.4331,-4.2126,-147.2335,1056.2507,50.4534,9.5149,-151.7494,1057.1072,58.7844
1,Line,,,,,,,68,4.7608,12.0184,1.2096,-142.8792,1080.9533,71.4541,25.6768,-152.2944,1057.1851,69.0619
1,Line,,,,,,,172,0.0143,-0.0021,-0.2678,-152.2661,1057.1809,68.5324,0.5304,-152.2944,1057.1851,69.0619
1,Line,,,,,,,160,-0.5512,0.1969,-4.1339,-117.5688,1113.7894,92.6536,8.2568,-116.4788,1113.4001,100.8289
1,Line,,,,,,,135,-0.0394,0.0394,2.7559,-87.9820,1111.9986,82.9211,5.4513,-87.9041,1111.9207,77.4708
1,Line,,,,,,,70,-1.3386,-3.7795,-4.7244,-90.6292,1104.5240,73.5778,12.2545,-87.9820,1111.9986,82.9211
1,Line,,,,,,,70,1.3386,3.7795,1.3386,-87.9820,1111.9986,82.9211,8.3597,-90.6292,1104.5240,80.2738
1,Line,,,,,,,50,4.9606,5.8661,-2.0079,-102.6975,1123.5998,111.2621,15.7034,-112.5079,1111.9986,115.2330
1,Line,,,,,,,62,-3.6220,-6.9291,7.9134,-112.5079,1111.9986,115.2330,22.0003,-105.3448,1125.7020,99.5831
1,Line,,,,,,,48,5.6299,6.2205,-0.6299,-105.3448,1125.7020,99.5831,16.6390,-116.4788,1113.4001,100.8289
1,Line,,,,,,,161,-2.0079,0.7087,-7.2835,-116.4788,1113.4001,100.8289,15.0070,-112.5079,1111.9986,115.2330
1,Line,,,,,,,70,-10.5118,-29.3701,-8.3071,-130.3379,1052.9027,43.3681,63.8418,-109.5492,1110.9864,59.7966
1,Line,,,,,,,78,6.3386,30.1575,7.3228,-109.5492,1110.9864,59.7966,62.6410,-122.0847,1051.3455,45.3146
1,Line,,,,,,,169,4.1732,-0.7874,0.9843,-122.0847,1051.3455,45.3146,8.6214,-130.3379,1052.9027,43.3681
1,Line,,,,,,,169,5.3150,-1.0236,3.5433,-111.5736,1049.3212,52.3220,12.7940,-122.0847,1051.3455,45.3146
1,Line,,,,,,,169,5.0787,-1.0236,2.5591,-101.5296,1047.2968,57.3829,11.4277,-111.5736,1049.3212,52.3220
1,Line,,,,,,,72,-9.6457,-29.0157,-9.6063,-122.0847,1051.3455,45.3146,63.3846,-103.0090,1108.7285,64.3125
1,Line,,,,,,,82,4.3307,30.0394,6.0630,-103.0090,1108.7285,64.3125,61.2074,-111.5736,1049.3212,52.3220
1,Line,,,,,,,69,-11.3780,-29.5669,-7.3622,-137.1896,1054.3042,43.9131,64.3226,-114.6880,1112.7772,58.4730
1,Line,,,,,,,169,5.0787,-0.9843,-3.3071,-137.1896,1054.3042,43.9131,12.1427,-147.2335,1056.2507,50.4534
1,Line,,,,,,,66,-13.4252,-30.0000,-2.1654,-151.7494,1057.1072,58.7844,65.1401,-125.1991,1116.4366,63.0667
1,Line,,,,,,,70,11.1417,30.4331,6.3780,-125.1991,1116.4366,63.0667,65.3219,-147.2335,1056.2507,50.4534
1,Line,,,,,,,73,9.2126,30.3150,7.5591,-118.9703,1114.2565,58.8623,64.4182,-137.1896,1054.3042,43.9131
1,Line,,,,,,,75,7.9134,30.2756,7.6378,-114.6880,1112.7772,58.4730,63.7026,-130.3379,1052.9027,43.3681
1,Line,,,,,,,168,3.4646,-0.7087,-0.2756,-130.3379,1052.9027,43.3681,7.0148,-137.1896,1054.3042,43.9131
1,Line,,,,,,,64,-14.2913,-29.3307,-4.2520,-147.2335,1056.2507,50.4534,65.0707,-118.9703,1114.2565,58.8623
1,Line,,,,,,,49,5.3150,6.0630,3.3858,-104.1769,1124.7677,65.1689,17.2942,-114.6880,1112.7772,58.4730
1,Line,,,,,,,161,2.1654,-0.7480,-0.1969,-114.6880,1112.7772,58.4730,4.5473,-118.9703,1114.2565,58.8623
1,Line,,,,,,,141,2.1260,-1.6929,-1.7323,-107.0577,1127.0256,65.4804,6.3736,-111.2621,1130.3736,68.9062
1,Line,,,,,,,35,-7.4803,-5.3150,-3.1890,-118.9703,1114.2565,58.8623,19.2121,-104.1769,1124.7677,65.1689
1,Line,,,,,,,51,4.4882,5.5906,3.2677,-100.6732,1122.0426,66.2590,15.5816,-109.5492,1110.9864,59.7966
1,Line,,,,,,,161,2.5984,-0.9055,0.6693,-109.5492,1110.9864,59.7966,5.6005,-114.6880,1112.7772,58.4730
1,Line,,,,,,,142,1.4567,-1.1417,-0.1575,-104.1769,1124.7677,65.1689,3.6735,-107.0577,1127.0256,65.4804
1,Line,,,,,,,30,-9.1732,-5.3543,-1.2205,-125.1991,1116.4366,63.0667,21.1439,-107.0577,1127.0256,65.4804
1,Line,,,,,,,45,7.0472,7.0472,2.9528,-111.2621,1130.3736,68.9062,20.5567,-125.1991,1116.4366,63.0667
1,Line,,,,,,,135,0.1181,-0.1181,-2.7559,-113.1308,1131.8529,73.2664,5.4602,-113.3644,1132.0865,78.7166
1,Line,,,,,,,43,-7.7165,-7.2441,0.9449,-128.3914,1117.5267,75.1350,21.0147,-113.1308,1131.8529,73.2664
1,Line,,,,,,,38,-8.5039,-6.5748,-0.2362,-128.0799,1117.3709,68.4391,21.2632,-111.2621,1130.3736,68.9062
1,Line,,,,,,,47,6.0236,6.4567,3.3465,-107.0577,1127.0256,65.4804,18.6751,-118.9703,1114.2565,58.8623
1,Line,,,,,,,161,3.1496,-1.1024,-2.1260,-118.9703,1114.2565,58.8623,7.8248,-125.1991,1116.4366,63.0667
1,Line,,,,,,,142,0.9449,-0.7480,-2.2047,-111.2621,1130.3736,68.9062,4.9690,-113.1308,1131.8529,73.2664
1,Line,,,,,,,161,3.0709,-1.0630,3.0315,-90.6292,1104.5240,73.5778,8.7889,-96.7023,1106.6262,67.5826
1,Line,,,,,,,141,2.1260,-1.6929,1.3386,-92.0307,1115.1909,72.5657,5.9912,-96.2351,1118.5388,69.9184
1,Line,,,,,,,30,-5.5512,-3.2677,-4.1732,-103.0090,1108.7285,64.3125,15.1789,-92.0307,1115.1909,72.5657
1,Line,,,,,,,70,1.3780,3.7402,1.9685,-87.9041,1111.9207,77.4708,8.7916,-90.6292,1104.5240,73.5778
1,Line,,,,,,,0,0.0000,0.0000,3.3858,-90.6292,1104.5240,80.2738,6.6960,-90.6292,1104.5240,73.5778
1,Line,,,,,,,142,1.0657,-0.8445,1.2668,-89.9231,1113.5207,75.0709,3.6753,-92.0307,1115.1909,72.5657
1,Line,,,,,,,31,-4.4488,-2.6772,-5.0000,-96.7023,1106.6262,67.5826,14.2554,-87.9041,1111.9207,77.4708
1,Line,,,,,,,61,2.3622,4.3307,2.5197,-92.0307,1115.1909,72.5657,10.9548,-96.7023,1106.6262,67.5826
1,Line,,,,,,,161,3.3071,-1.1417,2.2835,-103.0090,1108.7285,64.3125,8.2624,-109.5492,1110.9864,59.7966
1,Line,,,,,,,142,1.7717,-1.3780,0.5512,-100.6732,1122.0426,66.2590,4.5706,-104.1769,1124.7677,65.1689
1,Line,,,,,,,33,-7.0866,-4.6850,-3.9370,-114.6880,1112.7772,58.4730,18.5171,-100.6732,1122.0426,66.2590
1,Line,,,,,,,55,3.4252,4.9606,2.8346,-96.2351,1118.5388,69.9184,13.1740,-103.0090,1108.7285,64.3125
1,Line,,,,,,,162,3.1890,-1.0630,1.6535,-96.7023,1106.6262,67.5826,7.4086,-103.0090,1108.7285,64.3125
1,Line,,,,,,,142,2.2441,-1.7717,1.8504,-96.2351,1118.5388,69.9184,6.7352,-100.6732,1122.0426,66.2590
1,Line,,,,,,,30,-6.7323,-3.8189,-5.1181,-109.5492,1110.9864,59.7966,18.3509,-96.2351,1118.5388,69.9184
1,Line,,,,,,,85,2.4409,30.0000,5.1575,-96.7023,1106.6262,67.5826,60.3930,-101.5296,1047.2968,57.3829
1,Line,,,,,,,158,-1.9291,0.7874,-1.0236,-63.5339,1138.6268,87.6705,4.5911,-59.7187,1137.0696,89.6949
1,Line,,,,,,,27,-18.4646,-9.3701,-10.0000,-96.2351,1118.5388,69.9184,45.4747,-59.7187,1137.0696,89.6949
1,Line,,,,,,,34,6.6331,4.4913,3.5163,-78.9128,1124.0731,79.5197,17.3012,-92.0307,1115.1909,72.5657
1,Line,,,,,,,36,16.1417,11.9291,8.1102,-55.9814,1135.5124,93.5100,42.8121,-87.9041,1111.9207,77.4708
1,Line,,,,,,,36,-16.1417,-11.9291,-10.1969,-87.9041,1111.9207,77.4708,44.5228,-55.9814,1135.5124,97.6366
1,Line,,,,,,,36,16.1811,11.8898,7.4409,-55.9814,1135.5124,97.6366,42.3495,-87.9820,1111.9986,82.9211
1,Line,,,,,,,157,-1.8898,0.7874,-1.9291,-59.7187,1137.0696,89.6949,5.5631,-55.9814,1135.5124,93.5100
1,Line,,,,,,,157,-2.0079,0.8661,-1.4173,-67.5047,1140.3397,84.8676,5.1535,-63.5339,1138.6268,87.6705
1,Line,,,,,,,29,16.7717,9.2520,9.4094,-67.5047,1140.3397,84.8676,42.2044,-100.6732,1122.0426,66.2590
1,Line,,,,,,,158,-1.3386,0.5512,0.0787,-73.2664,1142.6755,84.2447,2.8671,-70.6192,1141.5854,84.0890
1,Line,,,,,,,22,-18.4252,-7.3622,-9.4094,-107.0577,1127.0256,65.4804,43.4285,-70.6192,1141.5854,84.0890
1,Line,,,,,,,23,-18.5433,-7.8740,-9.9606,-104.1769,1124.7677,65.1689,44.4451,-67.5047,1140.3397,84.8676
1,Line,,,,,,,24,-18.7795,-8.3858,-10.8268,-100.6732,1122.0426,66.2590,45.9654,-63.5339,1138.6268,87.6705
1,Line,,,,,,,32,16.5354,10.1575,8.9764,-63.5339,1138.6268,87.6705,42.2852,-96.2351,1118.5388,69.9184
1,Line,,,,,,,158,-1.5748,0.6299,-0.3937,-70.6192,1141.5854,84.0890,3.4435,-67.5047,1140.3397,84.8676
1,Line,,,,,,,170,-1.6014,0.2966,-5.6345,-130.0012,1052.8663,119.8176,11.5993,-126.8342,1052.2799,130.9608
1,Line,,,,,,,69,-4.6545,-12.3011,0.4749,-137.5963,1093.1994,76.0743,26.0274,-128.3914,1117.5267,75.1350
1,Line,,,,,,,171,-0.5118,0.0787,-4.2520,-152.2944,1057.1851,69.0619,8.4710,-151.2823,1057.0293,77.4708
1,Line,,,,,,,74,5.5864,20.1005,-2.6627,-122.0930,1093.1994,103.5048,41.5930,-133.1408,1053.4478,108.7706
1,Line,,,,,,,76,-2.6868,-10.4113,2.7808,-122.8824,1093.1994,98.1531,21.9642,-117.5688,1113.7894,92.6536
1,Line,,,,,,,168,-0.9055,0.1969,-6.3780,-134.9316,1053.8371,96.1573,12.7458,-133.1408,1053.4478,108.7706
1,Line,,,,,,,80,-1.7306,-10.2145,5.0357,-119.9013,1093.1994,110.7877,22.7807,-116.4788,1113.4001,100.8289
1,Line,,,,,,,75,-3.2960,-12.1830,0.5699,-134.2869,1093.1994,81.7123,24.9853,-127.7685,1117.2931,80.5853
1,Line,,,,,,,169,-2.7165,0.5512,-2.7953,-144.4306,1055.7057,83.4661,7.7852,-139.0582,1054.6157,88.9941
1,Line,,,,,,,74,-3.0152,-10.4113,0.6085,-123.5319,1093.1994,93.8569,21.4698,-117.5688,1113.7894,92.6536
1,Line,,,,,,,0,0.0000,0.0000,-2.0866,-55.9814,1135.5124,93.5100,4.1266,-55.9814,1135.5124,97.6366
1,Line,,,,,,,71,6.6061,18.9587,0.3193,-131.3661,1093.1994,84.0974,39.7097,-144.4306,1055.7057,83.4661
1,Line,,,,,,,69,7.1362,18.2894,0.9452,-137.1694,1093.1994,79.3401,38.8708,-151.2823,1057.0293,77.4708
1,Line,,,,,,,169,-3.4646,0.6693,-3.0315,-151.2823,1057.0293,77.4708,9.2000,-144.4306,1055.7057,83.4661
1,Line,,,,,,,76,-2.9097,-11.4350,0.8438,-129.2405,1093.1994,86.1470,23.3945,-123.4862,1115.8137,84.4783
1,Line,,,,,,,158,0.7874,-0.3150,1.4567,-72.4099,1142.3641,105.4226,3.3335,-73.9671,1142.9869,102.5418
1,Line,,,,,,,27,-16.2205,-8.4252,-4.8425,-106.0455,1126.3249,92.9650,37.3947,-73.9671,1142.9869,102.5418
1,Line,,,,,,,24,17.1260,7.7559,6.7323,-73.9671,1142.9869,102.5418,39.4924,-107.8363,1127.6485,89.2277
1,Line,,,,,,,23,17.2047,7.2835,7.0866,-76.0694,1143.8434,100.2839,39.5169,-110.0942,1129.4393,86.2690
1,Line,,,,,,,21,17.3622,6.6929,7.4409,-78.6387,1144.9334,97.8702,39.6324,-112.9751,1131.6972,83.1546
1,Line,,,,,,,158,1.0630,-0.4331,1.1417,-73.9671,1142.9869,102.5418,3.2017,-76.0694,1143.8434,100.2839
1,Line,,,,,,,27,-16.0630,-8.1890,-5.5906,-107.8363,1127.6485,89.2277,37.3316,-76.0694,1143.8434,100.2839
1,Line,,,,,,,77,4.9637,20.6910,-5.4493,-117.0178,1093.1994,120.1840,43.4386,-126.8342,1052.2799,130.9608
1,Line,,,,,,,89,0.1453,7.8774,0.9133,-91.4319,1061.0069,68.5324,15.6857,-91.7193,1045.4282,66.7261
1,Line,,,,,,,169,4.9606,-0.9449,4.7244,-91.7193,1045.4282,66.7261,13.6759,-101.5296,1047.2968,57.3829
1,Line,,,,,,,75,-7.5197,-28.9764,-7.7165,-111.5736,1049.3212,52.3220,61.1385,-96.7023,1106.6262,67.5826
1,Line,,,,,,,79,-1.0907,-5.7263,-1.6205,-92.7863,1093.1994,70.3730,11.9654,-90.6292,1104.5240,73.5778
1,Line,,,,,,,89,-0.1056,-5.7263,-1.3127,-90.8381,1093.1994,77.6777,11.6203,-90.6292,1104.5240,80.2738
1,Line,,,,,,,89,0.0021,0.1055,0.0058,-91.7930,1045.6369,77.0152,0.2091,-91.7971,1045.4282,77.0037
1,Line,,,,,,,180,-0.0394,0.0000,5.1969,-91.7971,1045.4282,77.0037,10.2778,-91.7193,1045.4282,66.7261
1,Line,,,,,,,156,-0.8661,0.3937,1.6929,-78.7945,1145.0113,90.2399,3.8405,-77.0815,1144.2327,86.8919
1,Line,,,,,,,19,-18.2283,-6.2598,-6.8898,-113.1308,1131.8529,73.2664,40.4779,-77.0815,1144.2327,86.8919
1,Line,,,,,,,22,17.2835,7.0079,9.0945,-77.0815,1144.2327,86.8919,41.0350,-111.2621,1130.3736,68.9062
1,Line,,,,,,,25,17.0866,7.9134,9.4882,-73.2664,1142.6755,84.2447,41.6998,-107.0577,1127.0256,65.4804
1,Line,,,,,,,27,16.9685,8.5039,9.5669,-70.6192,1141.5854,84.0890,42.0348,-104.1769,1124.7677,65.1689
1,Line,,,,,,,158,-1.9291,0.7874,1.3386,-77.0815,1144.2327,86.8919,4.8978,-73.2664,1142.6755,84.2447
1,Line,,,,,,,18,-19.2126,-6.2205,-7.7559,-111.2621,1130.3736,68.9062,42.7818,-73.2664,1142.6755,84.2447
1,Line,,,,,,,162,-0.1181,0.0394,2.1260,-79.0280,1145.0892,94.4444,4.2117,-78.7945,1145.0113,90.2399
1,Line,,,,,,,21,17.3622,6.5748,7.9528,-79.0280,1145.0892,94.4444,39.9426,-113.3644,1132.0865,78.7166
1,Line,,,,,,,157,1.2992,-0.5512,1.2205,-76.0694,1143.8434,100.2839,3.6899,-78.6387,1144.9334,97.8702
1,Line,,,,,,,26,-15.9055,-7.8346,-5.8661,-110.0942,1129.4393,86.2690,36.9338,-78.6387,1144.9334,97.8702
1,Line,,,,,,,22,-17.1654,-6.7717,-5.7087,-112.9751,1131.6972,83.1546,38.1995,-79.0280,1145.0892,94.4444
1,Line,,,,,,,20,-17.4803,-6.5354,-5.8268,-113.3644,1132.0865,78.7166,38.6641,-78.7945,1145.0113,90.2399
1,Line,,,,,,,21,17.3622,6.6535,8.5827,-78.7945,1145.0113,90.2399,40.4997,-113.1308,1131.8529,73.2664
1,Line,,,,,,,158,0.1969,-0.0787,1.7323,-78.6387,1144.9334,97.8702,3.4514,-79.0280,1145.0892,94.4444
1,Line,,,,,,,73,-0.3543,-1.1417,-2.8346,105.5784,831.3906,8.4089,6.0841,106.2791,833.6486,14.0148
1,Line,,,,,,,90,0.0000,2.2835,-1.5748,106.2791,833.6486,14.0148,5.4857,106.2791,829.1327,17.1292
1,Line,,,,,,,61,0.3543,0.6299,4.4882,106.2791,826.0183,21.6451,8.9904,105.5784,824.7725,12.7691
1,Line,,,,,,,107,0.3543,-1.1417,4.4094,106.2791,829.1327,17.1292,9.0351,105.5784,831.3906,8.4089
1,Line,,,,,,,90,0.0000,2.7165,0.5512,106.2791,844.4711,14.0148,5.4818,106.2791,839.0988,12.9248
1,Line,,,,,,,180,-0.3543,0.0000,-3.0315,105.5784,839.0988,6.9296,6.0360,106.2791,839.0988,12.9248
1,Line,,,,,,,90,0.0000,2.7559,-0.5512,106.2791,839.0988,12.9248,5.5581,106.2791,833.6486,14.0148
1,Line,,,,,,,81,-0.3543,-2.2047,-2.2047,105.5784,824.7725,12.7691,6.2059,106.2791,829.1327,17.1292
1,Line,,,,,,,83,-0.3543,-3.0315,0.0000,105.5784,818.9330,27.0953,6.0360,106.2791,824.9282,27.0953
1,Line,,,,,,,90,0.0000,-0.5512,-2.7165,106.2791,824.9282,27.0953,5.4818,106.2791,826.0183,32.4677
1,Line,,,,,,,83,-0.3543,-2.8346,1.1811,105.5784,820.4124,34.8035,6.1134,106.2791,826.0183,32.4677
1,Line,,,,,,,84,0.3543,3.5827,2.7165,106.2791,826.0183,32.4677,8.9193,105.5784,818.9330,27.0953
1,Line,,,,,,,90,0.0000,1.5748,-2.2835,106.2791,829.1327,17.1292,5.4857,106.2791,826.0183,21.6451
1,Line,,,,,,,83,-0.3543,-2.8346,-1.1417,105.5784,820.4124,19.3872,6.0841,106.2791,826.0183,21.6451
1,Line,,,,,,,90,0.0000,0.5512,-2.7559,106.2791,826.0183,21.6451,5.5581,106.2791,824.9282,27.0953
1,Line,,,,,,,97,-0.3543,2.8346,1.1811,105.5784,857.7074,34.8035,6.1134,106.2791,852.1014,32.4677
1,Line,,,,,,,90,0.0000,-0.5512,2.7165,106.2791,852.1014,32.4677,5.4818,106.2791,853.1915,27.0953
1,Line,,,,,,,97,-0.3543,3.0709,0.0000,105.5784,859.2646,27.0953,6.1134,106.2791,853.1915,27.0953
1,Line,,,,,,,90,0.0000,-1.5354,2.3228,106.2791,849.0649,37.0614,5.5066,106.2791,852.1014,32.4677
1,Line,,,,,,,107,-0.3543,1.1811,2.8346,105.5784,846.8069,45.7039,6.1134,106.2791,844.4711,40.0980
1,Line,,,,,,,90,0.0000,-2.3228,1.5354,106.2791,844.4711,40.0980,5.5066,106.2791,849.0649,37.0614
1,Line,,,,,,,99,-0.3543,2.1654,2.1654,105.5784,853.3472,41.3437,6.0965,106.2791,849.0649,37.0614
1,Line,,,,,,,90,0.0000,0.5512,2.7559,106.2791,853.1915,27.0953,5.5581,106.2791,852.1014,21.6451
