Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.4667,,,,,,,,,,,,,,106,-0.0002,-0.0001,0.1812,19.5399,-1.4466,2.2692,19.5402,-1.4465,2.0880
1,Line,0.4667,,,,,,,,,,,,,,105,-0.0002,-0.0001,0.1839,19.5399,-1.4466,2.2630,19.5402,-1.4465,2.0791
1,Line,0.4667,,,,,,,,,,,,,,104,-0.0002,-0.0001,0.1873,19.5399,-1.4466,2.2754,19.5402,-1.4465,2.0880
1,Line,0.2497,,,,,,,,,,,,,,123,-0.0001,-0.0001,0.0664,19.5398,-1.4466,2.5357,19.5399,-1.4465,2.4693
1,Line,0.4780,,,,,,,,,,,,,,115,0.0002,0.0001,0.1454,19.5402,-1.4464,3.2003,19.5399,-1.4465,3.0549
1,Line,0.4668,,,,,,,,,,,,,,104,-0.0002,-0.0001,0.1901,19.5399,-1.4466,2.2692,19.5402,-1.4465,2.0791
1,Line,0.4608,,,,,,,,,,,,,,111,0.0002,0.0001,-0.1210,19.5402,-1.4465,2.2373,19.5399,-1.4466,2.3582
1,3D Polyline,0.0241,,,,,,,,,,,,,,,,,,,,,,,
1,Line,0.4025,,,,,,,,,,,,,,108,-0.0002,-0.0001,0.0847,19.5402,-1.4464,2.3021,19.5404,-1.4464,2.2173
1,Line,0.4040,,,,,,,,,,,,,,102,-0.0002,0.0000,0.1295,19.5402,-1.4465,2.0880,19.5404,-1.4465,1.9585
1,Line,0.4041,,,,,,,,,,,,,,103,0.0002,0.0001,-0.1246,19.5404,-1.4465,1.9545,19.5402,-1.4465,2.0791
1,Line,0.4661,,,,,,,,,,,,,,106,-0.0002,-0.0001,0.1773,19.5399,-1.4466,2.2754,19.5402,-1.4465,2.0981
1,Line,0.4046,,,,,,,,,,,,,,112,-0.0002,-0.0001,0.0030,19.5402,-1.4464,2.4382,19.5404,-1.4463,2.4352
1,Line,0.4038,,,,,,,,,,,,,,100,-0.0002,0.0000,0.1365,19.5402,-1.4466,2.0545,19.5404,-1.4465,1.9179
1,Line,0.0077,,,,,,,,,,,,,,0,0.0000,0.0000,-0.0030,19.5404,-1.4465,1.9149,19.5404,-1.4465,1.9179
