Count,Name,Length,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.0327,,,,,,,,,,,,,,,,90,0.0000,-0.0081,-0.0113,1.4089,-1.0603,1.7399,1.4089,-1.0413,1.7665
1,Line,0.0117,,,,,,,,,,,,,,,,3,0.0044,0.0003,-0.0024,1.1116,-1.0427,1.9983,1.1014,-1.0433,2.0039
1,Line,0.0604,,,,,,,,,,,,,,,,109,-0.0065,0.0187,-0.0164,0.9363,-1.0920,1.6610,0.9515,-1.1360,1.6995
1,Line,0.0125,,,,,,,,,,,,,,,,101,0.0009,-0.0047,0.0023,0.9980,-1.0825,1.6509,0.9958,-1.0715,1.6454
1,Line,0.0117,,,,,,,,,,,,,,,,166,-0.0037,0.0009,0.0032,0.9872,-1.0694,1.6530,0.9958,-1.0715,1.6454
1,Arc,0.0313,,,,,,,0.0000,1.0414,-0.9569,1.8213,0.1194,30,15,,,,,,,,,,,,
1,Line,0.0117,,,,,,,,,,,,,,,,13,-0.0047,-0.0011,-0.0012,0.9615,-1.0605,1.5588,0.9726,-1.0580,1.5615
1,Line,0.0604,,,,,,,,,,,,,,,,77,-0.0050,-0.0218,-0.0126,1.0714,-1.1032,2.0021,1.0831,-1.0519,2.0316
1,Line,0.0117,,,,,,,,,,,,,,,,157,-0.0045,0.0019,-0.0007,1.0934,-1.1374,2.0383,1.1041,-1.1419,2.0401
1,Arc,0.0781,,,,,,,0.0001,1.0414,-0.9569,1.8213,0.2985,69,15,,,,,,,,,,,,
1,Line,0.0117,,,,,,,,,,,,,,,,179,-0.0043,0.0001,0.0024,1.1508,-0.9270,2.0973,1.1610,-0.9272,2.0916
1,Line,0.0117,,,,,,,,,,,,,,,,5,-0.0044,-0.0004,0.0023,1.1266,-1.1457,2.0361,1.1369,-1.1448,2.0308
1,3D Polyline,0.0779,,,,,,,,,,,,,,,,,,,,,,,,,
1,Line,0.0662,,,,,,,,,,,,,,,,69,-0.0076,-0.0193,-0.0191,1.0544,-1.1628,1.9755,1.0722,-1.1174,2.0204
1,Line,0.0117,,,,,,,,,,,,,,,,81,0.0005,0.0029,-0.0040,1.0714,-1.1032,2.0021,1.0703,-1.1101,2.0115
1,Arc,0.0313,,,,,,,0.0000,1.5409,-0.9569,1.6234,0.1194,300,15,,,,,,,,,,,,
1,Line,0.0632,,,,,,,,,,,,,,,,69,-0.0072,-0.0184,-0.0182,1.0534,-1.1534,1.9687,1.0703,-1.1101,2.0115
1,Line,0.0117,,,,,,,,,,,,,,,,104,-0.0008,0.0031,-0.0038,1.0703,-1.1101,2.0115,1.0722,-1.1174,2.0204
1,Arc,0.0313,,,,,,,0.0000,1.5409,-0.9569,1.6234,0.1194,315,15,,,,,,,,,,,,
1,Arc,0.0313,,,,,,,0.0000,1.5409,-0.9569,1.6234,0.1194,345,15,,,,,,,,,,,,
1,Line,0.0545,,,,,,,,,,,,,,,,95,-0.0020,0.0226,-0.0049,0.9649,-0.9778,1.6280,0.9695,-1.0309,1.6396
1,Line,0.0117,,,,,,,,,,,,,,,,175,-0.0048,0.0004,0.0013,1.1154,-1.1448,2.0393,1.1266,-1.1457,2.0361
1,Line,0.0117,,,,,,,,,,,,,,,,123,-0.0020,0.0031,-0.0033,1.0722,-1.1174,2.0204,1.0769,-1.1247,2.0282
1,Line,0.0561,,,,,,,,,,,,,,,,84,-0.0025,-0.0229,-0.0064,1.0928,-1.0452,2.0117,1.0988,-0.9914,2.0267
1,Line,0.0692,,,,,,,,,,,,,,,,141,-0.0104,0.0085,-0.0262,0.9611,-1.1988,1.7359,0.9855,-1.2187,1.7975
1,Line,0.0604,,,,,,,,,,,,,,,,69,-0.0069,-0.0176,-0.0174,1.1273,-1.1446,1.9326,1.1435,-1.1032,1.9735
1,Line,0.0745,,,,,,,,,,,,,,,,77,-0.0061,-0.0270,-0.0155,1.0934,-1.1374,2.0383,1.1079,-1.0741,2.0748
1,Line,0.0692,,,,,,,,,,,,,,,,101,0.0051,-0.0260,0.0130,1.1730,-0.8629,2.0359,1.1610,-0.8019,2.0055
1,3D Polyline,0.0312,,,,,,,,,,,,,,,,,,,,,,,,,
1,3D Polyline,0.0312,,,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,0.0313,,,,,,,0.0000,1.5409,-0.9569,1.6234,0.1194,90,15,,,,,,,,,,,,
1,3D Polyline,0.0312,,,,,,,,,,,,,,,,,,,,,,,,,
1,3D Polyline,0.0312,,,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,0.0313,,,,,,,0.0000,1.5409,-0.9569,1.6234,0.1194,30,15,,,,,,,,,,,,
1,Line,0.0692,,,,,,,,,,,,,,,,77,-0.0057,-0.0251,-0.0144,1.0769,-1.1247,2.0282,1.0903,-1.0659,2.0620
1,Line,0.0632,,,,,,,,,,,,,,,,77,-0.0052,-0.0229,-0.0132,1.0703,-1.1101,2.0115,1.0826,-1.0563,2.0424
1,Line,0.0580,,,,,,,,,,,,,,,,141,-0.0087,0.0071,-0.0220,0.9784,-1.1593,1.7481,0.9989,-1.1760,1.7997
1,Line,0.2741,,,,,,,,,,,,,,,,68,-0.0446,-0.1078,0.0000,1.6621,-1.2101,1.9149,1.7670,-0.9569,1.9149
1,Line,0.0549,,,,,,,,,,,,,,,,84,-0.0025,-0.0224,-0.0063,1.1014,-1.0433,2.0039,1.1072,-0.9907,2.0186
1,Line,0.0117,,,,,,,,,,,,,,,,1,-0.0048,-0.0001,0.0012,1.1395,-0.9272,2.1002,1.1508,-0.9270,2.0973
1,Line,0.0561,,,,,,,,,,,,,,,,141,-0.0084,0.0069,-0.0213,0.9881,-1.1529,1.7474,1.0079,-1.1690,1.7974
1,Line,0.0112,,,,,,,,,,,,,,,,180,0.0043,0.0000,-0.0020,1.4510,-1.3150,1.8289,1.4408,-1.3150,1.8335
1,Line,0.0662,,,,,,,,,,,,,,,,141,-0.0099,0.0081,-0.0251,0.9614,-1.1882,1.7409,0.9848,-1.2073,1.7998
1,Line,0.0632,,,,,,,,,,,,,,,,141,-0.0095,0.0078,-0.0239,0.9646,-1.1776,1.7447,0.9869,-1.1958,1.8010
1,Line,0.0604,,,,,,,,,,,,,,,,141,-0.0091,0.0074,-0.0229,0.9704,-1.1678,1.7472,0.9917,-1.1852,1.8010
1,Line,0.0662,,,,,,,,,,,,,,,,77,-0.0055,-0.0240,-0.0138,1.0722,-1.1174,2.0204,1.0850,-1.0611,2.0528
1,Line,0.0117,,,,,,,,,,,,,,,,56,0.0017,0.0025,-0.0040,1.0754,-1.0974,1.9928,1.0714,-1.1032,2.0021
1,Line,0.0117,,,,,,,,,,,,,,,,166,0.0048,-0.0012,-0.0003,0.9706,-0.8238,1.6740,0.9593,-0.8209,1.6748
