Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,2.3715,,,,,,,,,,,,,,,,77,0.0214,0.0954,0.0147,80.3964,-119.8423,25.0119,79.8822,-122.1305,24.6602
1,Line,1.7597,,,,,,,,,,,,,,,,115,0.0297,-0.0651,-0.0164,80.3964,-119.8423,25.0119,79.6848,-118.2817,25.4053
1,Line,1.7564,,,,,,,,,,,,,,,,149,-0.0619,0.0374,0.0116,79.6848,-118.2817,25.4053,81.1687,-119.1796,25.1281
1,Line,0.6963,,,,,,,,,,,,,,,,154,0.0257,-0.0126,-0.0052,83.2257,-123.4093,24.5848,82.6107,-123.1079,24.7105
1,Line,2.2160,,,,,,,,,,,,,,,,90,0.0000,0.0922,0.0063,80.3964,-119.8423,25.0119,80.3967,-122.0531,24.8612
1,Line,0.5578,,,,,,,,,,,,,,,,9,0.0215,0.0032,0.0084,80.3967,-122.0531,24.8612,79.8822,-122.1305,24.6602
1,Line,1.3336,,,,,,,,,,,,,,,,148,-0.0474,0.0290,0.0029,81.1687,-119.1796,25.1281,82.3040,-119.8758,25.0589
1,Line,1.0733,,,,,,,,,,,,,,,,107,0.0128,-0.0426,-0.0051,82.6104,-120.8971,24.9366,82.3040,-119.8758,25.0589
1,Line,1.2667,,,,,,,,,,,,,,,,152,-0.0462,0.0249,0.0058,82.3040,-119.8758,25.0589,83.4127,-120.4726,24.9203
1,Line,2.4536,,,,,,,,,,,,,,,,155,0.0923,-0.0440,-0.0031,82.6104,-120.8971,24.9366,80.3964,-119.8423,25.0119
1,Line,1.0243,,,,,,,,,,,,,,,,41,-0.0322,-0.0276,-0.0048,80.3964,-119.8423,25.0119,81.1687,-119.1796,25.1281
1,Line,2.2506,,,,,,,,,,,,,,,,130,0.0601,-0.0716,-0.0080,82.6104,-120.8971,24.9366,81.1687,-119.1796,25.1281
1,Line,0.7603,,,,,,,,,,,,,,,,90,0.0000,0.0314,0.0042,80.3967,-122.0531,24.8612,80.3968,-122.8067,24.7607
1,Line,0.8557,,,,,,,,,,,,,,,,127,0.0215,-0.0282,0.0042,80.3968,-122.8067,24.7607,79.8822,-122.1305,24.6602
1,Line,2.2590,,,,,,,,,,,,,,,,90,0.0000,-0.0914,-0.0231,86.0137,-124.1924,24.3336,86.0134,-122.0021,24.8863
1,Line,2.1751,,,,,,,,,,,,,,,,90,0.0000,-0.0901,-0.0105,90.0319,-127.6085,24.0824,90.0316,-125.4480,24.3336
1,Line,1.7352,,,,,,,,,,,,,,,,115,0.0301,-0.0649,0.0109,90.7537,-127.0038,24.5954,90.0316,-125.4480,24.3336
1,Line,0.7740,,,,,,,,,,,,,,,,90,0.0000,-0.0314,-0.0073,90.0316,-125.4480,24.3336,90.0314,-124.6942,24.5095
1,Line,2.2223,,,,,,,,,,,,,,,,90,0.0000,-0.0922,-0.0094,82.6107,-123.1079,24.7105,82.6104,-120.8971,24.9366
1,Line,2.0136,,,,,,,,,,,,,,,,72,-0.0256,-0.0796,-0.0073,82.6107,-123.1079,24.7105,83.2254,-121.1985,24.8863
1,Line,2.2312,,,,,,,,,,,,,,,,90,0.0000,0.0922,0.0126,83.2254,-121.1985,24.8863,83.2257,-123.4093,24.5848
1,Line,2.2251,,,,,,,,,,,,,,,,71,-0.0291,-0.0851,-0.0231,86.0137,-124.1924,24.3336,86.7103,-122.1527,24.8863
1,Line,2.2590,,,,,,,,,,,,,,,,90,0.0000,0.0914,0.0231,86.7103,-122.1527,24.8863,86.7106,-124.3431,24.3336
1,Line,0.7131,,,,,,,,,,,,,,,,168,0.0291,-0.0063,0.0000,86.7106,-124.3431,24.3336,86.0137,-124.1924,24.3336
1,Line,3.1416,,,,,,,,,,,,,,,,12,0.1231,0.0273,-0.0356,111.1613,-126.9529,23.2301,108.2095,-127.6066,24.0843
1,Line,3.4939,,,,,,,,,,,,,,,,153,-0.1231,0.0629,0.0461,108.2092,-125.4460,24.3355,111.1613,-126.9529,23.2301
1,Line,2.7207,,,,,,,,,,,,,,,,4,0.1129,0.0084,-0.0084,111.1613,-126.9529,23.2301,108.4554,-127.1543,23.4311
1,Line,0.6916,,,,,,,,,,,,,,,,40,-0.0219,-0.0185,-0.0033,90.0312,-122.5039,25.0622,90.5562,-122.0608,25.1413
1,Line,2.2590,,,,,,,,,,,,,,,,90,0.0000,-0.0914,-0.0231,90.0314,-124.6942,24.5095,90.0312,-122.5039,25.0622
1,Line,2.4214,,,,,,,,,,,,,,,,107,0.0301,-0.0963,0.0036,90.7537,-127.0038,24.5954,90.0314,-124.6942,24.5095
1,Line,0.8085,,,,,,,,,,,,,,,,141,0.0154,-0.0126,0.0272,111.5302,-127.2544,23.8833,111.1613,-126.9529,23.2301
1,Line,3.8305,,,,,,,,,,,,,,,,44,-0.1094,-0.1069,-0.0461,112.3911,-126.7015,23.2301,115.0146,-124.1387,24.3355
1,Line,2.3497,,,,,,,,,,,,,,,,16,-0.0940,-0.0273,-0.0042,112.3911,-126.7015,23.2301,114.6459,-126.0481,23.3306
1,Line,0.8317,,,,,,,,,,,,,,,,61,0.0103,0.0189,-0.0272,108.4554,-127.1543,23.4311,108.2095,-127.6066,24.0843
1,Line,1.9485,,,,,,,,,,,,,,,,98,-0.0103,0.0713,0.0377,108.2092,-125.4460,24.3355,108.4554,-127.1543,23.4311
1,Line,2.1221,,,,,,,,,,,,,,,,79,-0.0154,-0.0775,-0.0398,111.1613,-126.9529,23.2301,111.5300,-125.0938,24.1847
1,Line,1.9139,,,,,,,,,,,,,,,,162,-0.0758,0.0249,0.0029,83.4127,-120.4726,24.9203,85.2299,-121.0693,24.8510
1,Line,2.9014,,,,,,,,,,,,,,,,164,0.1163,-0.0335,0.0000,86.0134,-122.0021,24.8863,83.2254,-121.1985,24.8863
1,Line,2.0089,,,,,,,,,,,,,,,,4,-0.0836,-0.0054,0.0015,83.2254,-121.1985,24.8863,85.2299,-121.0693,24.8510
1,Line,0.6867,,,,,,,,,,,,,,,,154,0.0257,-0.0126,-0.0021,83.2254,-121.1985,24.8863,82.6104,-120.8971,24.9366
1,Line,0.9078,,,,,,,,,,,,,,,,28,-0.0335,-0.0177,0.0007,82.6104,-120.8971,24.9366,83.4127,-120.4726,24.9203
1,Line,0.7504,,,,,,,,,,,,,,,,76,-0.0078,-0.0303,-0.0014,83.2254,-121.1985,24.8863,83.4127,-120.4726,24.9203
1,Line,4.5504,,,,,,,,,,,,,,,,179,-0.1895,0.0024,-0.0106,86.0134,-122.0021,24.8863,90.5562,-122.0608,25.1413
1,Line,3.3440,,,,,,,,,,,,,,,,174,0.1385,-0.0146,0.0073,90.0312,-122.5039,25.0622,86.7103,-122.1527,24.8863
