Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,,,0.0193,,,,,,,,,,2,-0.0005,0.0000,0.0000,-1.7698,10.3455,0.2977,-1.7506,10.3461,0.2973
1,Line,,,,,,,0.0209,,,,,,,,,,168,-0.0005,0.0001,-0.0002,-1.7698,10.3455,0.2977,-1.7502,10.3413,0.3036
1,Line,,,,,,,0.0119,,,,,,,,,,148,0.0002,-0.0002,0.0001,-1.7421,10.3953,0.3082,-1.7516,10.4013,0.3046
1,Line,,,,,,,0.0119,,,,,,,,,,25,-0.0003,-0.0001,0.0000,-1.7516,10.4013,0.3046,-1.7409,10.4064,0.3059
1,Line,,,,,,,0.0193,,,,,,,,,,178,-0.0005,0.0000,0.0000,-1.7698,10.3345,0.3058,-1.7506,10.3339,0.3062
1,Line,,,,,,,0.0204,,,,,,,,,,19,-0.0005,-0.0002,0.0000,-1.7698,10.3272,0.3043,-1.7506,10.3339,0.3062
1,Line,,,,,,,0.0196,,,,,,,,,,0,-0.0005,0.0000,0.0000,-1.7698,10.3412,0.3034,-1.7502,10.3413,0.3036
1,Line,,,,,,,0.0209,,,,,,,,,,19,-0.0005,-0.0002,0.0001,-1.7698,10.3345,0.3058,-1.7502,10.3413,0.3036
1,Line,,,,,,,0.0219,,,,,,,,,,37,-0.0004,-0.0003,0.0001,-1.7547,10.4111,0.2912,-1.7372,10.4240,0.2885
1,Line,,,,,,,0.0085,,,,,,,,,,116,0.0000,-0.0001,0.0002,-1.7532,10.4079,0.2990,-1.7547,10.4111,0.2912
1,Line,,,,,,,0.0084,,,,,,,,,,38,0.0000,0.0000,0.0002,-1.7547,10.4111,0.2912,-1.7559,10.4102,0.2830
1,Line,,,,,,,0.0239,,,,,,,,,,37,-0.0005,-0.0004,-0.0001,-1.7559,10.4102,0.2830,-1.7372,10.4240,0.2885
1,Line,,,,,,,0.0088,,,,,,,,,,103,0.0000,-0.0002,0.0001,-1.7516,10.4013,0.3046,-1.7532,10.4079,0.2990
1,Line,,,,,,,0.0141,,,,,,,,,,173,-0.0003,0.0000,-0.0002,-1.7532,10.4079,0.2990,-1.7409,10.4064,0.3059
1,Line,,,,,,,0.0175,,,,,,,,,,16,-0.0004,-0.0001,-0.0002,-1.7547,10.4111,0.2912,-1.7392,10.4156,0.2980
1,Line,,,,,,,0.0159,,,,,,,,,,29,-0.0004,-0.0002,0.0000,-1.7532,10.4079,0.2990,-1.7392,10.4156,0.2980
1,Line,,,,,,,0.0141,,,,,,,,,,176,-0.0004,0.0000,0.0001,-1.7698,10.3303,0.2767,-1.7560,10.3292,0.2741
1,Line,,,,,,,0.0166,,,,,,,,,,25,-0.0004,-0.0002,0.0000,-1.7698,10.3303,0.2767,-1.7548,10.3373,0.2758
1,Line,,,,,,,0.0138,,,,,,,,,,173,-0.0003,0.0000,0.0001,-1.7699,10.3235,0.2791,-1.7564,10.3218,0.2767
1,Line,,,,,,,0.0158,,,,,,,,,,22,-0.0004,-0.0001,0.0001,-1.7699,10.3235,0.2791,-1.7560,10.3292,0.2741
1,Line,,,,,,,0.0167,,,,,,,,,,1,-0.0004,0.0000,0.0001,-1.7698,10.3434,0.2832,-1.7532,10.3438,0.2812
1,Line,,,,,,,0.0194,,,,,,,,,,11,-0.0005,-0.0001,-0.0002,-1.7698,10.3434,0.2832,-1.7517,10.3470,0.2892
1,Line,,,,,,,0.0152,,,,,,,,,,179,-0.0004,0.0000,0.0001,-1.7698,10.3376,0.2783,-1.7548,10.3373,0.2758
1,Line,,,,,,,0.0179,,,,,,,,,,20,-0.0004,-0.0002,-0.0001,-1.7698,10.3376,0.2783,-1.7532,10.3438,0.2812
1,Line,,,,,,,0.0167,,,,,,,,,,173,-0.0004,0.0001,0.0000,-1.7698,10.3213,0.2993,-1.7533,10.3193,0.2990
1,Line,,,,,,,0.0179,,,,,,,,,,3,-0.0004,0.0000,-0.0002,-1.7699,10.3184,0.2922,-1.7533,10.3193,0.2990
1,Line,,,,,,,0.0181,,,,,,,,,,176,-0.0005,0.0000,0.0000,-1.7698,10.3272,0.3043,-1.7517,10.3259,0.3046
1,Line,,,,,,,0.0194,,,,,,,,,,14,-0.0005,-0.0001,-0.0001,-1.7698,10.3213,0.2993,-1.7517,10.3259,0.3046
1,Line,,,,,,,0.0141,,,,,,,,,,171,-0.0004,0.0001,0.0000,-1.7698,10.3192,0.2848,-1.7560,10.3170,0.2830
1,Line,,,,,,,0.0158,,,,,,,,,,155,-0.0004,0.0002,-0.0001,-1.7699,10.3235,0.2791,-1.7560,10.3170,0.2830
1,Line,,,,,,,0.0153,,,,,,,,,,171,-0.0004,0.0001,0.0000,-1.7699,10.3184,0.2922,-1.7548,10.3161,0.2912
1,Line,,,,,,,0.0166,,,,,,,,,,168,-0.0004,0.0001,-0.0002,-1.7698,10.3192,0.2848,-1.7548,10.3161,0.2912
1,Line,,,,,,,0.0079,,,,,,,,,,85,0.0000,-0.0001,-0.0002,-1.7505,10.3811,0.2973,-1.7501,10.3858,0.3036
1,Line,,,,,,,0.0079,,,,,,,,,,174,-0.0002,0.0000,0.0000,-1.7501,10.3858,0.3036,-1.7423,10.3850,0.3047
1,Line,,,,,,,0.0079,,,,,,,,,,93,0.0000,-0.0002,-0.0001,-1.7501,10.3858,0.3036,-1.7505,10.3933,0.3062
1,Line,,,,,,,0.0117,,,,,,,,,,135,-0.0002,0.0002,0.0000,-1.7505,10.3933,0.3062,-1.7423,10.3850,0.3047
1,Line,,,,,,,0.0089,,,,,,,,,,163,-0.0002,0.0001,0.0000,-1.7505,10.3811,0.2973,-1.7421,10.3785,0.2960
1,Line,,,,,,,0.0119,,,,,,,,,,170,-0.0002,0.0000,-0.0002,-1.7516,10.3801,0.2892,-1.7421,10.3785,0.2960
1,Line,,,,,,,0.0117,,,,,,,,,,26,-0.0002,-0.0001,-0.0002,-1.7505,10.3811,0.2973,-1.7423,10.3850,0.3047
1,Line,,,,,,,0.0082,,,,,,,,,,39,0.0000,0.0000,-0.0002,-1.7516,10.3801,0.2892,-1.7505,10.3811,0.2973
1,Line,,,,,,,0.0167,,,,,,,,,,7,-0.0004,-0.0001,0.0000,-1.7697,10.4059,0.2993,-1.7532,10.4079,0.2990
1,Line,,,,,,,0.0194,,,,,,,,,,166,-0.0005,0.0001,-0.0001,-1.7697,10.4059,0.2993,-1.7516,10.4013,0.3046
1,Line,,,,,,,0.0152,,,,,,,,,,9,-0.0004,-0.0001,0.0000,-1.7697,10.4088,0.2922,-1.7547,10.4111,0.2912
1,Line,,,,,,,0.0179,,,,,,,,,,177,-0.0004,0.0000,-0.0002,-1.7697,10.4088,0.2922,-1.7532,10.4079,0.2990
1,Line,,,,,,,0.0082,,,,,,,,,,98,0.0000,-0.0002,0.0000,-1.7505,10.3933,0.3062,-1.7516,10.4013,0.3046
1,Line,,,,,,,0.0089,,,,,,,,,,13,-0.0002,-0.0001,-0.0001,-1.7505,10.3933,0.3062,-1.7421,10.3953,0.3082
1,Line,,,,,,,0.0205,,,,,,,,,,161,0.0005,-0.0002,0.0000,-1.7505,10.3933,0.3062,-1.7698,10.3999,0.3043
1,Line,,,,,,,0.0182,,,,,,,,,,4,-0.0005,0.0000,0.0000,-1.7698,10.3999,0.3043,-1.7516,10.4013,0.3046
1,Line,,,,,,,0.0234,,,,,,,,,,20,-0.0004,-0.0002,0.0004,-1.7559,10.3980,0.2741,-1.7388,10.4043,0.2594
1,Line,,,,,,,0.0246,,,,,,,,,,176,-0.0004,0.0000,0.0004,-1.7563,10.4054,0.2767,-1.7388,10.4043,0.2594
1,Line,,,,,,,0.0239,,,,,,,,,,153,-0.0005,0.0002,0.0003,-1.7559,10.3980,0.2741,-1.7372,10.3884,0.2626
1,Line,,,,,,,0.0079,,,,,,,,,,93,0.0000,0.0002,0.0001,-1.7563,10.4054,0.2767,-1.7559,10.3980,0.2741
1,Line,,,,,,,0.0246,,,,,,,,,,44,-0.0004,-0.0004,0.0001,-1.7563,10.4054,0.2767,-1.7388,10.4222,0.2724
1,Line,,,,,,,0.0234,,,,,,,,,,35,-0.0004,-0.0003,0.0003,-1.7559,10.4102,0.2830,-1.7388,10.4222,0.2724
1,Line,,,,,,,0.0235,,,,,,,,,,30,-0.0004,-0.0003,0.0003,-1.7563,10.4054,0.2767,-1.7397,10.4151,0.2633
1,Line,,,,,,,0.0079,,,,,,,,,,85,0.0000,0.0001,0.0002,-1.7559,10.4102,0.2830,-1.7563,10.4054,0.2767
1,Line,,,,,,,0.0142,,,,,,,,,,154,-0.0003,0.0002,-0.0001,-1.7533,10.3834,0.2812,-1.7410,10.3773,0.2848
1,Line,,,,,,,0.0086,,,,,,,,,,103,0.0000,0.0002,-0.0001,-1.7547,10.3899,0.2758,-1.7533,10.3834,0.2812
1,Line,,,,,,,0.0088,,,,,,,,,,116,0.0000,0.0001,-0.0002,-1.7533,10.3834,0.2812,-1.7516,10.3801,0.2892
1,Line,,,,,,,0.0119,,,,,,,,,,165,-0.0003,0.0001,0.0001,-1.7516,10.3801,0.2892,-1.7410,10.3773,0.2848
1,Line,,,,,,,0.0084,,,,,,,,,,98,0.0000,0.0002,0.0000,-1.7559,10.3980,0.2741,-1.7547,10.3899,0.2758
1,Line,,,,,,,0.0219,,,,,,,,,,175,-0.0004,0.0000,0.0003,-1.7547,10.3899,0.2758,-1.7372,10.3884,0.2626
1,Line,,,,,,,0.0160,,,,,,,,,,174,-0.0004,0.0000,0.0002,-1.7533,10.3834,0.2812,-1.7393,10.3819,0.2736
1,Line,,,,,,,0.0175,,,,,,,,,,153,-0.0004,0.0002,0.0001,-1.7547,10.3899,0.2758,-1.7393,10.3819,0.2736
1,Line,,,,,,,0.0192,,,,,,,,,,1,-0.0005,0.0000,0.0000,-1.7699,10.3275,0.3531,-1.7506,10.3278,0.3538
1,Line,,,,,,,0.0204,,,,,,,,,,11,-0.0005,-0.0001,0.0001,-1.7699,10.3239,0.3595,-1.7506,10.3278,0.3538
1,Line,,,,,,,0.0197,,,,,,,,,,1,-0.0005,0.0000,0.0000,-1.7699,10.3274,0.3460,-1.7502,10.3276,0.3459
1,Line,,,,,,,0.0210,,,,,,,,,,0,-0.0005,0.0000,0.0002,-1.7699,10.3275,0.3531,-1.7502,10.3276,0.3459
1,Line,,,,,,,0.0166,,,,,,,,,,177,-0.0004,0.0000,0.0000,-1.7698,10.3172,0.3637,-1.7533,10.3164,0.3655
1,Line,,,,,,,0.0179,,,,,,,,,,22,-0.0004,-0.0002,0.0000,-1.7698,10.3096,0.3642,-1.7533,10.3164,0.3655
1,Line,,,,,,,0.0181,,,,,,,,,,179,-0.0005,0.0000,0.0000,-1.7699,10.3239,0.3595,-1.7518,10.3237,0.3609
1,Line,,,,,,,0.0194,,,,,,,,,,20,-0.0005,-0.0002,0.0001,-1.7698,10.3172,0.3637,-1.7518,10.3237,0.3609
1,Line,,,,,,,0.0088,,,,,,,,,,64,0.0000,0.0001,0.0002,-1.7517,10.3470,0.2892,-1.7532,10.3438,0.2812
1,Line,,,,,,,0.0141,,,,,,,,,,26,-0.0003,-0.0002,-0.0001,-1.7532,10.3438,0.2812,-1.7410,10.3498,0.2848
1,Line,,,,,,,0.0175,,,,,,,,,,27,-0.0004,-0.0002,0.0001,-1.7548,10.3373,0.2758,-1.7393,10.3452,0.2736
1,Line,,,,,,,0.0159,,,,,,,,,,6,-0.0004,0.0000,0.0002,-1.7532,10.3438,0.2812,-1.7393,10.3452,0.2736
1,Line,,,,,,,0.0192,,,,,,,,,,179,-0.0005,0.0000,0.0000,-1.7698,10.3233,0.3402,-1.7506,10.3231,0.3395
1,Line,,,,,,,0.0209,,,,,,,,,,12,-0.0005,-0.0001,-0.0001,-1.7698,10.3233,0.3402,-1.7502,10.3276,0.3459
1,Line,,,,,,,0.0119,,,,,,,,,,10,0.0002,0.0000,0.0002,-1.7421,10.3486,0.2960,-1.7517,10.3470,0.2892
1,Line,,,,,,,0.0119,,,,,,,,,,15,-0.0003,-0.0001,0.0001,-1.7517,10.3470,0.2892,-1.7410,10.3498,0.2848
1,Line,,,,,,,0.0166,,,,,,,,,,174,-0.0004,0.0000,0.0000,-1.7698,10.3088,0.3377,-1.7533,10.3070,0.3367
1,Line,,,,,,,0.0194,,,,,,,,,,21,-0.0005,-0.0002,0.0000,-1.7698,10.3088,0.3377,-1.7518,10.3157,0.3361
1,Line,,,,,,,0.0152,,,,,,,,,,171,-0.0004,0.0001,0.0000,-1.7699,10.3024,0.3417,-1.7549,10.2999,0.3411
1,Line,,,,,,,0.0179,,,,,,,,,,16,-0.0004,-0.0001,0.0001,-1.7699,10.3024,0.3417,-1.7533,10.3070,0.3367
1,Line,,,,,,,0.0082,,,,,,,,,,81,0.0000,0.0002,0.0001,-1.7506,10.3231,0.3395,-1.7518,10.3157,0.3361
1,Line,,,,,,,0.0090,,,,,,,,,,177,-0.0002,0.0000,0.0001,-1.7506,10.3231,0.3395,-1.7421,10.3226,0.3366
1,Line,,,,,,,0.0204,,,,,,,,,,19,0.0005,0.0002,0.0001,-1.7506,10.3231,0.3395,-1.7699,10.3166,0.3371
1,Line,,,,,,,0.0181,,,,,,,,,,177,-0.0005,0.0000,0.0000,-1.7699,10.3166,0.3371,-1.7518,10.3157,0.3361
1,Line,,,,,,,0.0141,,,,,,,,,,170,-0.0004,0.0001,0.0000,-1.7699,10.3028,0.3612,-1.7560,10.3004,0.3627
1,Line,,,,,,,0.0158,,,,,,,,,,7,-0.0004,0.0000,-0.0002,-1.7698,10.2988,0.3553,-1.7560,10.3004,0.3627
1,Line,,,,,,,0.0152,,,,,,,,,,174,-0.0004,0.0000,0.0000,-1.7698,10.3096,0.3642,-1.7548,10.3080,0.3661
1,Line,,,,,,,0.0166,,,,,,,,,,19,-0.0004,-0.0001,-0.0001,-1.7699,10.3028,0.3612,-1.7548,10.3080,0.3661
