Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z
1,Line,,,,,,,144,-0.1364,0.0992,0.1612,14.2977,140.7984,9.3779,0.2333,14.4341,140.6992,9.2167
1,Line,,,,,,,113,0.2729,-0.6573,-1.0666,15.0170,141.1705,8.2617,1.2822,14.7441,141.8278,9.3283
1,Line,,,,,,,39,-0.5829,-0.4713,0.9550,14.4341,140.6992,9.2167,1.2140,15.0170,141.1705,8.2617
1,Line,,,,,,,142,0.1736,-0.1364,-0.2108,14.7441,141.8278,9.3283,0.3053,14.5705,141.9643,9.5391
1,Line,,,,,,,67,-0.4465,-1.0294,0.0496,14.2977,140.7984,9.3779,1.1231,14.7441,141.8278,9.3283
1,Line,,,,,,,75,-0.3101,-1.1286,-0.1116,14.4341,140.6992,9.2167,1.1757,14.7441,141.8278,9.3283
1,Line,,,,,,,87,-0.0372,-0.8062,0.2728,14.6449,140.1783,8.3733,0.8519,14.6821,140.9845,8.1004
1,Line,,,,,,,73,-0.2977,-0.9550,0.1364,14.3845,140.0295,8.2369,1.0096,14.6821,140.9845,8.1004
1,Line,,,,,,,30,0.2604,0.1488,0.1364,14.6449,140.1783,8.3733,0.3295,14.3845,140.0295,8.2369
1,Line,,,,,,,69,-0.3721,-0.9922,0.1116,14.6449,140.1783,8.3733,1.0655,15.0170,141.1705,8.2617
1,Line,,,,,,,112,-0.2108,0.5209,0.8434,14.4341,140.6992,9.2167,1.0134,14.6449,140.1783,8.3733
1,Line,,,,,,,29,-0.3349,-0.1860,-0.1612,14.6821,140.9845,8.1004,0.4156,15.0170,141.1705,8.2617
1,Line,,,,,,,12,-2.0960,-0.4341,-0.0496,12.2017,140.3644,9.3283,2.1410,14.2977,140.7984,9.3779
1,Line,,,,,,,90,-0.1116,-67.4564,2.6788,26.6752,37.2637,6.5872,67.5096,26.7868,104.7200,3.9084
1,Line,,,,,,,180,-1.2898,0.0000,-0.7938,26.6752,37.2637,6.5872,1.5145,27.9650,37.2637,7.3809
1,Line,,,,,,,91,1.1782,-67.4564,3.4725,27.9650,37.2637,7.3809,67.5559,26.7868,104.7200,3.9084
1,Line,,,,,,,90,0.1116,67.4564,-1.9098,25.4970,104.7200,5.4711,67.4835,25.3854,37.2637,7.3809
1,Line,,,,,,,91,1.1782,-67.4564,1.1161,26.6752,37.2637,6.5872,67.4759,25.4970,104.7200,5.4711
1,Line,,,,,,,0,1.2898,0.0000,-1.5627,26.7868,104.7200,3.9084,2.0263,25.4970,104.7200,5.4711
1,Line,,,,,,,12,2.6417,0.5581,0.0620,14.5705,141.9643,9.5391,2.7007,11.9288,141.4062,9.4771
1,Line,,,,,,,34,-2.3688,-1.5999,-0.2108,12.2017,140.3644,9.3283,2.8663,14.5705,141.9643,9.5391
1,Line,,,,,,,77,-0.2729,-1.1658,-0.1612,14.2977,140.7984,9.3779,1.2081,14.5705,141.9643,9.5391
1,Line,,,,,,,180,1.2898,0.0000,1.5627,28.0767,104.7200,5.4711,2.0263,26.7868,104.7200,3.9084
1,Line,,,,,,,90,-0.1116,-67.4564,1.9098,27.9650,37.2637,7.3809,67.4835,28.0767,104.7200,5.4711
1,Line,,,,,,,105,-0.2729,1.0418,0.1488,11.9288,141.4062,9.4771,1.0872,12.2017,140.3644,9.3283
1,Line,,,,,,,75,-0.2729,-1.0418,-0.1488,41.1983,140.3644,9.3283,1.0872,41.4712,141.4062,9.4771
1,Line,,,,,,,146,-2.3688,1.5999,0.2108,38.8295,141.9643,9.5391,2.8663,41.1983,140.3644,9.3283
1,Line,,,,,,,168,-2.0960,0.4341,0.0496,39.1023,140.7984,9.3779,2.1410,41.1983,140.3644,9.3283
1,Line,,,,,,,96,0.1240,-1.1906,-0.3225,12.0528,140.2155,9.1546,1.2397,11.9288,141.4062,9.4771
1,Line,,,,,,,45,-0.1488,-0.1488,-0.1736,12.0528,140.2155,9.1546,0.2729,12.2017,140.3644,9.3283
1,Line,,,,,,,168,2.6417,-0.5581,-0.0620,41.4712,141.4062,9.4771,2.7007,38.8295,141.9643,9.5391
1,Line,,,,,,,36,-0.1364,-0.0992,-0.1612,38.9659,140.6992,9.2167,0.2333,39.1023,140.7984,9.3779
1,Line,,,,,,,105,-0.3101,1.1286,0.1116,38.6559,141.8278,9.3283,1.1757,38.9659,140.6992,9.2167
1,Line,,,,,,,67,0.2729,0.6573,1.0666,38.6559,141.8278,9.3283,1.2822,38.3830,141.1705,8.2617
1,Line,,,,,,,103,-0.2729,1.1658,0.1612,38.8295,141.9643,9.5391,1.2081,39.1023,140.7984,9.3779
1,Line,,,,,,,38,0.1736,0.1364,0.2108,38.8295,141.9643,9.5391,0.3053,38.6559,141.8278,9.3283
1,Line,,,,,,,113,-0.4465,1.0294,-0.0496,38.6559,141.8278,9.3283,1.1231,39.1023,140.7984,9.3779
1,Line,,,,,,,41,0.1984,0.1736,0.2232,11.9288,141.4062,9.4771,0.3455,11.7304,141.2325,9.2539
1,Line,,,,,,,12,2.3192,0.5085,0.1240,14.3845,140.0295,8.2369,2.3776,12.0652,139.5210,8.1128
1,Line,,,,,,,151,-0.2232,0.1240,0.2480,11.5319,140.4636,8.1873,0.3560,11.7552,140.3396,7.9392
1,Line,,,,,,,120,0.5333,-0.9426,-0.0744,12.0652,139.5210,8.1128,1.0855,11.5319,140.4636,8.1873
1,Line,,,,,,,12,-2.9270,-0.6449,-0.1612,11.7552,140.3396,7.9392,3.0015,14.6821,140.9845,8.1004
1,Line,,,,,,,173,2.6293,-0.3101,0.2977,14.3845,140.0295,8.2369,2.6642,11.7552,140.3396,7.9392
1,Line,,,,,,,111,0.3101,-0.8186,0.1736,12.0652,139.5210,8.1128,0.8924,11.7552,140.3396,7.9392
1,Line,,,,,,,96,0.1612,-1.6123,-0.9426,11.8916,139.6202,8.3113,1.8746,11.7304,141.2325,9.2539
1,Line,,,,,,,108,0.3225,-1.0170,-0.0992,12.0528,140.2155,9.1546,1.0715,11.7304,141.2325,9.2539
1,Line,,,,,,,75,-0.1612,-0.5953,-0.8434,11.8916,139.6202,8.3113,1.0448,12.0528,140.2155,9.1546
