Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,,,22.8912,,,,,,,,,,180,0.0000,-0.0590,0.0000,3557.8451,2186.2743,238.1943,3557.8451,2186.4673,238.1943
1,Line,,,,,,,37.0388,,,,,,,,,,90,-0.0455,0.0000,-9.9587,3557.6478,2187.6422,208.7432,3557.7966,2187.6422,241.3098
1,Line,,,,,,,91.5623,,,,,,,,,,180,0.0000,0.2361,0.0000,3558.0775,2188.7698,302.7947,3558.0775,2187.9977,302.7947
1,Line,,,,,,,6.5403,,,,,,,,,,90,0.0148,0.0000,-0.9527,3557.6963,2187.6422,205.6277,3557.6478,2187.6422,208.7432
1,Line,,,,,,,29.4316,,,,,,,,,,90,-0.0630,0.0000,-5.0153,3556.4777,2192.4677,338.0491,3556.6838,2192.4677,354.4498
1,Line,,,,,,,29.4316,,,,,,,,,,90,-0.0630,0.0000,-5.0153,3556.4777,2185.8081,338.0491,3556.6838,2185.8081,354.4498
1,Line,,,,,,,22.8912,,,,,,,,,,180,0.0000,0.0590,0.0000,3557.6478,2187.8352,208.7432,3557.6478,2187.6422,208.7432
1,Line,,,,,,,47.3345,,,,,,,,,,90,0.0779,0.0000,11.1481,3557.2153,2192.4677,94.8054,3556.9608,2192.4677,58.3491
1,Line,,,,,,,16.3800,,,,,,,,,,90,-0.0023,0.0000,-5.0016,3557.5924,2192.4677,181.8936,3557.5999,2192.4677,198.2497
1,Line,,,,,,,47.3345,,,,,,,,,,90,0.0779,0.0000,11.1481,3557.2153,2185.8081,94.8054,3556.9608,2185.8081,58.3491
1,Line,,,,,,,39.7480,,,,,,,,,,163,0.0148,0.0491,10.5216,3552.4098,2188.9304,334.0868,3552.3613,2188.7698,299.6792
1,Line,,,,,,,49.7067,,,,,,,,,,90,-0.1282,0.0000,0.0000,3552.7814,2191.5807,159.0082,3553.2006,2191.5807,159.0082
1,Line,,,,,,,36.1130,,,,,,,,,,31,0.0148,-0.0241,10.5216,3552.4098,2189.2373,334.0868,3552.3613,2189.3160,299.6792
1,Line,,,,,,,64.7746,,,,,,,,,,180,0.0000,0.1670,0.0000,3552.3613,2189.3160,299.6792,3552.3613,2188.7698,299.6792
1,Line,,,,,,,789.7472,,,,,,,,,,180,0.0000,2.0365,0.0000,3556.6838,2192.4677,354.4498,3556.6838,2185.8081,354.4498
1,Line,,,,,,,39.7480,,,,,,,,,,16,-0.0148,0.0491,10.5216,3558.0775,2190.4280,334.0868,3558.1260,2190.2673,299.6792
1,Line,,,,,,,37.0388,,,,,,,,,,90,0.0455,0.0000,9.9587,3557.7966,2187.8352,241.3098,3557.6478,2187.8352,208.7432
1,Line,,,,,,,22.8912,,,,,,,,,,180,0.0000,0.0590,0.0000,3557.6963,2187.8352,205.6277,3557.6963,2187.6422,205.6277
1,Line,,,,,,,36.6354,,,,,,,,,,180,0.0000,0.0491,9.5689,3558.0775,2190.4280,334.0868,3558.0775,2190.2673,302.7947
1,Line,,,,,,,6.5403,,,,,,,,,,90,0.0148,0.0000,-0.9527,3557.8451,2190.4581,238.1943,3557.7966,2190.4581,241.3098
1,Line,,,,,,,112.6872,,,,,,,,,,180,0.0000,0.2906,0.0000,3557.5924,2187.5013,181.8936,3557.5924,2186.5510,181.8936
1,Line,,,,,,,123.8961,,,,,,,,,,180,0.0000,0.3195,0.0000,3553.7959,2192.1609,320.5863,3553.7959,2191.1161,320.5863
1,Line,,,,,,,6.5403,,,,,,,,,,90,0.0148,0.0000,-0.9527,3557.8451,2187.6422,238.1943,3557.7966,2187.6422,241.3098
1,Line,,,,,,,37.0388,,,,,,,,,,90,-0.0455,0.0000,-9.9587,3557.6963,2187.6422,205.6277,3557.8451,2187.6422,238.1943
1,Line,,,,,,,153.1479,,,,,,,,,,90,-0.3415,0.0000,23.5213,3556.9608,2185.8081,411.0056,3558.0775,2185.8081,334.0868
1,Line,,,,,,,22.8912,,,,,,,,,,180,0.0000,-0.0590,0.0000,3557.7966,2187.6422,241.3098,3557.7966,2187.8352,241.3098
1,Line,,,,,,,6.5403,,,,,,,,,,90,0.0148,0.0000,-0.9527,3557.6963,2187.8352,205.6277,3557.6478,2187.8352,208.7432
1,Line,,,,,,,6.5403,,,,,,,,,,90,0.0148,0.0000,-0.9527,3557.8451,2187.8352,238.1943,3557.7966,2187.8352,241.3098
1,Line,,,,,,,22.8912,,,,,,,,,,180,0.0000,-0.0590,0.0000,3557.8451,2187.6422,238.1943,3557.8451,2187.8352,238.1943
1,Line,,,,,,,16.3800,,,,,,,,,,90,-0.0023,0.0000,-5.0016,3557.5924,2185.8081,181.8936,3557.5999,2185.8081,198.2497
1,Line,,,,,,,118.9013,,,,,,,,,,90,0.1460,0.0000,31.9692,3558.0775,2186.6297,302.7947,3557.5999,2186.6297,198.2497
1,Arc,,,,,,,24.9853,51.5671,3557.2867,2189.7311,135.1490,23.8592,210,60,,,,,,,,,,,,
1,Line,,,,,,,49.7067,,,,,,,,,,90,0.1282,0.0000,0.0000,3557.7059,2189.6305,114.4864,3557.2867,2189.6305,114.4864
1,Line,,,,,,,118.9013,,,,,,,,,,90,0.1460,0.0000,31.9692,3558.1260,2186.6297,299.6792,3557.6484,2186.6297,195.1343
1,Line,,,,,,,17.4126,,,,,,,,,,171,0.0023,0.0152,-5.0016,3552.8948,2187.5013,181.8936,3552.8874,2187.4514,198.2497
1,Line,,,,,,,64.7746,,,,,,,,,,180,0.0000,0.1670,0.0000,3552.8874,2189.3160,198.2497,3552.8874,2188.7698,198.2497
1,Line,,,,,,,17.4126,,,,,,,,,,171,0.0023,0.0152,-5.0016,3552.8948,2190.3171,181.8936,3552.8874,2190.2673,198.2497
1,Line,,,,,,,789.7472,,,,,,,,,,180,0.0000,2.0365,0.0000,3556.9608,2192.4677,58.3491,3556.9608,2185.8081,58.3491
1,Line,,,,,,,50.9069,,,,,,,,,,90,0.1313,0.0000,0.0000,3556.9608,2185.8081,58.3491,3556.5315,2185.8081,58.3491
