,,,,117,0,0,0.0002,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z,
1,Line,,,,,,,177,0,0,0,-2.0022,1.5676,0.3317,0.0072,-2.0022,1.5676,0.3326
1,Line,,,,,,,148,0,0,0.0001,-2.0022,1.5676,0.3342,0.0091,-2.0022,1.5676,0.3317
1,Line,,,,,,,52,0,0,0.0002,-2.0022,1.5676,0.3379,0.0197,-2.0022,1.5676,0.3317
1,Line,,,,,,,45,0,0,0,-2.0022,1.5676,0.3326,0.006,-2.0022,1.5676,0.3324
1,Line,,,,,,,49,0,0,-0.0001,-2.0022,1.5676,0.3342,0.0131,-2.0022,1.5676,0.3367
1,Line,,,,,,,65,0,0,0,-2.0022,1.5676,0.3342,0.0094,-2.0022,1.5676,0.3324
1,Line,,,,,,,95,0,0,0,-2.0022,1.5676,0.3342,0.0045,-2.0022,1.5676,0.3326
1,Line,,,,,,,71,0,0,-0.0001,1.2371,1.6149,0.4786,0.039,1.2371,1.6149,0.4813
1,Line,,,,,,,107,0,0,0,-0.361,0.6367,0.8563,0.0429,-0.361,0.6367,0.8577
1,Line,,,,,,,1,0,0,0,-0.361,0.6367,0.8653,0.028,-0.361,0.6367,0.8661
1,Line,,,,,,,160,0,0,-0.0001,-0.361,0.6367,0.8653,0.0334,-0.361,0.6367,0.8709
1,Line,,,,,,,107,0,0,0.0001,-0.361,0.6367,0.8611,0.0661,-0.361,0.6367,0.8563
1,Line,,,,,,,95,0,0,0.0001,-0.361,0.6367,0.8611,0.0659,-0.361,0.6367,0.8566
1,Line,,,,,,,7,0,0,0,-0.361,0.6367,0.8608,0.0145,-0.361,0.6367,0.8611
1,Line,,,,,,,10,0,0,0,-0.361,0.6367,0.8563,0.0143,-0.361,0.6367,0.8566
1,Line,,,,,,,104,0,0,0.0001,-0.361,0.6367,0.8709,0.0131,-0.361,0.6367,0.8661
1,Line,,,,,,,107,0,0,0.0003,-0.361,0.6367,0.872,0.0589,-0.361,0.6367,0.8611
1,Line,,,,,,,173,0,0,0,-0.361,0.6367,0.8716,0.0157,-0.361,0.6367,0.872
1,Line,,,,,,,151,0,0,0.0001,-0.361,0.6367,0.875,0.0205,-0.361,0.6367,0.872
1,Line,,,,,,,119,0,0,0.0003,-0.361,0.6367,0.8716,0.0667,-0.361,0.6367,0.8611
1,Line,,,,,,,106,0,0,0,-0.361,0.6367,0.8709,0.0144,-0.361,0.6367,0.8716
1,Line,,,,,,,118,0,0,0.0001,-0.361,0.6367,0.8716,0.0059,-0.361,0.6367,0.8661
1,Line,,,,,,,107,0,0,0.0003,-0.361,0.6367,0.8716,0.0627,-0.361,0.6367,0.8608
1,Line,,,,,,,107,0,0,0.0001,-0.361,0.6367,0.8608,0.0669,-0.361,0.6367,0.8566
1,Line,,,,,,,108,0,0,0,-0.361,0.6367,0.8547,0.0691,-0.361,0.6367,0.8566
1,Line,,,,,,,111,0,0,0.0002,-0.361,0.6367,0.8566,0.0072,-0.361,0.6367,0.8501
1,Line,,,,,,,108,0,0,0,-0.361,0.6367,0.8566,0.0433,-0.361,0.6367,0.8584
1,Line,,,,,,,107,0,0,0.0001,-0.361,0.6367,0.8547,0.0662,-0.361,0.6367,0.8501
1,Line,,,,,,,113,0,0,-0.0002,-0.361,0.6367,0.86,0.0093,-0.361,0.6367,0.8683
1,Line,,,,,,,18,0,0,0,-0.361,0.6367,0.8503,0.0264,-0.361,0.6367,0.8501
1,Line,,,,,,,129,0,0,-0.0001,-0.361,0.6367,0.8503,0.0708,-0.361,0.6367,0.8547
1,Line,,,,,,,125,0,0,0,-0.361,0.6367,0.8566,0.047,-0.361,0.6367,0.8577
1,Line,,,,,,,107,0,0,0.0003,-0.361,0.6367,0.8661,0.0627,-0.361,0.6367,0.8547
1,Line,,,,,,,107,0,0,0.0001,-0.361,0.6367,0.8661,0.0642,-0.361,0.6367,0.8608
1,Line,,,,,,,118,0,0,0.0001,-0.361,0.6367,0.8608,0.0065,-0.361,0.6367,0.8547
1,Line,,,,,,,130,0,0,-0.0003,-0.361,0.6367,0.8553,0.0685,-0.361,0.6367,0.8661
1,Line,,,,,,,12,0,0,0,-0.361,0.6367,0.8577,0.0142,-0.361,0.6367,0.8584
1,Line,,,,,,,108,0,0,-0.0001,-0.361,0.6367,0.8577,0.0099,-0.361,0.6367,0.86
1,Line,,,,,,,16,0,0,0,-0.361,0.6367,0.8553,0.0266,-0.361,0.6367,0.8547
1,Line,,,,,,,106,0,0,-0.0001,-0.361,0.6367,0.8716,0.0088,-0.361,0.6367,0.875
1,Line,,,,,,,116,0,0,0.0003,-0.361,0.6367,0.9399,0.0145,-0.361,0.6367,0.9265
1,Line,,,,,,,170,0,0,-0.0001,-0.361,0.6367,0.9377,0.039,-0.361,0.6367,0.9399
1,Line,,,,,,,155,0,0,0.0002,-0.361,0.6367,0.9485,0.0473,-0.361,0.6367,0.9399
1,Line,,,,,,,80,0,0,-0.0003,-0.361,0.6367,0.9244,0.0141,-0.361,0.6367,0.9377
1,Line,,,,,,,134,0,0,0.0009,-0.361,0.6367,0.9265,0.0363,-0.361,0.6367,0.8905
1,Line,,,,,,,170,0,0,-0.0001,-0.361,0.6367,0.9244,0.0423,-0.361,0.6367,0.9265
1,Line,,,,,,,164,0,0,0.0003,-0.361,0.6367,0.9377,0.0439,-0.361,0.6367,0.9265
1,Line,,,,,,,105,0,0,-0.0003,-0.361,0.6367,0.9377,0.0174,-0.361,0.6367,0.9485
1,Line,,,,,,,147,0,0,-0.0008,-0.361,0.6367,0.89,0.0608,-0.361,0.6367,0.9215
1,Line,,,,,,,151,0,0,-0.0001,-0.361,0.6367,0.9215,0.059,-0.361,0.6367,0.9244
1,Line,,,,,,,147,0,0,0.0002,-0.361,0.6367,0.9343,0.0581,-0.361,0.6367,0.9244
1,Line,,,,,,,109,0,0,0.0003,-0.361,0.6367,0.9628,0.0214,-0.361,0.6367,0.9517
1,Line,,,,,,,111,0,0,0.0003,-0.361,0.6367,0.9517,0.016,-0.361,0.6367,0.9399
1,Line,,,,,,,166,0,0,-0.0001,-0.361,0.6367,0.9485,0.0396,-0.361,0.6367,0.9517
1,Line,,,,,,,13,0,0,-0.0003,-0.361,0.6367,0.9485,0.0359,-0.361,0.6367,0.9628
1,Line,,,,,,,3,0,0,-0.0008,-0.361,0.6367,0.89,0.0354,-0.361,0.6367,0.9244
1,Line,,,,,,,41,0,0,0.0003,-0.361,0.6367,0.8819,0.018,-0.361,0.6367,0.8709
1,Line,,,,,,,106,0,0,0.0002,-0.361,0.6367,0.8804,0.0106,-0.361,0.6367,0.8709
1,Line,,,,,,,23,0,0,0,-0.361,0.6367,0.8819,0.013,-0.361,0.6367,0.8804
1,Line,,,,,,,162,0,0,-0.0002,-0.361,0.6367,0.8718,0.0233,-0.361,0.6367,0.8819
1,Line,,,,,,,105,0,0,0.0001,-0.361,0.6367,0.8775,0.0086,-0.361,0.6367,0.872
1,Line,,,,,,,168,0,0,-0.0001,-0.361,0.6367,0.875,0.0168,-0.361,0.6367,0.8775
1,Line,,,,,,,6,0,0,0,-0.361,0.6367,0.8718,0.0309,-0.361,0.6367,0.8709
1,Line,,,,,,,106,0,0,0.0001,-0.361,0.6367,0.8804,0.0123,-0.361,0.6367,0.875
1,Line,,,,,,,172,0,0,-0.0001,-0.361,0.6367,0.885,0.0359,-0.361,0.6367,0.8905
1,Line,,,,,,,169,0,0,0,-0.361,0.6367,0.89,0.0542,-0.361,0.6367,0.8905
1,Line,,,,,,,167,0,0,0.0008,-0.361,0.6367,0.9244,0.0573,-0.361,0.6367,0.8905
1,Line,,,,,,,85,0,0,0.0002,-0.361,0.6367,0.8905,0.0088,-0.361,0.6367,0.8819
1,Line,,,,,,,106,0,0,0.0001,-0.361,0.6367,0.875,0.0075,-0.361,0.6367,0.8709
1,Line,,,,,,,175,0,0,0,-0.361,0.6367,0.8799,0.0274,-0.361,0.6367,0.8819
1,Line,,,,,,,172,0,0,-0.0003,-0.361,0.6367,0.8799,0.0294,-0.361,0.6367,0.8905
1,Line,,,,,,,14,0,0,0,-0.361,0.6367,0.86,0.0141,-0.361,0.6367,0.8608
1,Line,,,,,,,179,0,0,0,-0.361,0.6367,0.8836,0.0128,-0.361,0.6367,0.8838
1,Line,,,,,,,126,0,0,-0.0004,-0.361,0.6367,0.8675,0.0164,-0.361,0.6367,0.8836
1,Line,,,,,,,6,0,0,-0.0009,-0.361,0.6367,0.8836,0.0373,-0.361,0.6367,0.9187
1,Line,,,,,,,170,0,0,-0.0004,-0.361,0.6367,0.8675,0.0219,-0.361,0.6367,0.8838
1,Line,,,,,,,2,0,0,-0.0001,-0.361,0.6367,0.8838,0.0849,-0.361,0.6367,0.8875
1,Line,,,,,,,95,0,0,-0.0006,-0.361,0.6367,0.859,0.0256,-0.361,0.6367,0.8838
1,Line,,,,,,,15,0,0,-0.0002,-0.361,0.6367,0.859,0.0166,-0.361,0.6367,0.8675
1,Line,,,,,,,101,0,0,0.0009,-0.361,0.6367,0.9187,0.0349,-0.361,0.6367,0.8838
1,Line,,,,,,,34,0,0,0.0002,-0.361,0.6367,0.9046,0.0145,-0.361,0.6367,0.898
1,Line,,,,,,,90,0,0,0.0002,-0.361,0.6367,0.898,0.0101,-0.361,0.6367,0.8879
1,Line,,,,,,,70,0,0,0.0002,-0.361,0.6367,0.898,0.0215,-0.361,0.6367,0.8886
1,Line,,,,,,,38,0,0,0.0003,-0.361,0.6367,0.898,0.0179,-0.361,0.6367,0.8875
1,Line,,,,,,,3,0,0,0.0005,-0.361,0.6367,0.9046,0.0881,-0.361,0.6367,0.8838
1,Line,,,,,,,2,0,0,0.0003,-0.361,0.6367,0.9187,0.087,-0.361,0.6367,0.9046
1,Line,,,,,,,68,0,0,0.0004,-0.361,0.6367,0.9046,0.0173,-0.361,0.6367,0.8875
1,Line,,,,,,,91,0,0,0.0002,-0.361,0.6367,0.8718,0.0156,-0.361,0.6367,0.8653
1,Line,,,,,,,143,0,0,0.0002,-0.361,0.6367,0.885,0.0266,-0.361,0.6367,0.878
1,Line,,,,,,,171,0,0,0.0001,-0.361,0.6367,0.885,0.0095,-0.361,0.6367,0.8799
1,Line,,,,,,,150,0,0,0,-0.361,0.6367,0.8799,0.033,-0.361,0.6367,0.878
1,Line,,,,,,,164,0,0,0.0001,-0.361,0.6367,0.89,0.0195,-0.361,0.6367,0.885
1,Line,,,,,,,19,0,0,-0.0002,-0.361,0.6367,0.8689,0.0206,-0.361,0.6367,0.8771
1,Line,,,,,,,103,0,0,0.0003,-0.361,0.6367,0.89,0.016,-0.361,0.6367,0.878
1,Line,,,,,,,149,0,0,0.0001,-0.361,0.6367,0.8938,0.0552,-0.361,0.6367,0.89
1,Line,,,,,,,28,0,0,0.0002,-0.361,0.6367,0.8799,0.0115,-0.361,0.6367,0.8718
1,Line,,,,,,,73,0,0,0.0003,-0.361,0.6367,0.8682,0.0446,-0.361,0.6367,0.8553
1,Line,,,,,,,157,0,0,0.0001,-0.361,0.6367,0.8682,0.0305,-0.361,0.6367,0.8653
1,Line,,,,,,,107,0,0,0.0002,-0.361,0.6367,0.8653,0.0556,-0.361,0.6367,0.8553
1,Line,,,,,,,142,0,0,0,-0.361,0.6367,0.8682,0.0519,-0.361,0.6367,0.8689
1,Line,,,,,,,160,0,0,-0.0002,-0.361,0.6367,0.8718,0.0384,-0.361,0.6367,0.878
1,Line,,,,,,,138,0,0,0.0001,-0.361,0.6367,0.8718,0.0384,-0.361,0.6367,0.8682
1,Line,,,,,,,60,0,0,-0.0002,-0.361,0.6367,0.8682,0.0179,-0.361,0.6367,0.878
1,Line,,,,,,,172,0,0,0.0001,-0.361,0.6367,0.859,0.0167,-0.361,0.6367,0.8561
1,Line,,,,,,,16,0,0,0,-0.361,0.6367,0.8844,0.0143,-0.361,0.6367,0.885
1,Line,,,,,,,20,0,0,0.0008,-0.361,0.6367,0.9173,0.0361,-0.361,0.6367,0.885
1,Line,,,,,,,50,0,0,-0.0008,-0.361,0.6367,0.8844,0.033,-0.361,0.6367,0.9173
1,Line,,,,,,,127,0,0,-0.0004,-0.361,0.6367,0.8683,0.0163,-0.361,0.6367,0.8844
1,Line,,,,,,,178,0,0,-0.0002,-0.361,0.6367,0.8608,0.0171,-0.361,0.6367,0.8683
1,Line,,,,,,,16,0,0,0,-0.361,0.6367,0.8683,0.0141,-0.361,0.6367,0.8693
1,Line,,,,,,,7,0,0,0.0004,-0.361,0.6367,0.8844,0.0214,-0.361,0.6367,0.8693
1,Line,,,,,,,16,0,0,0,-0.361,0.6367,0.9173,0.0144,-0.361,0.6367,0.9186
1,Line,,,,,,,75,0,0,0.0002,-0.361,0.6367,0.8584,0.0064,-0.361,0.6367,0.852
1,Line,,,,,,,108,0,0,-0.0001,-0.361,0.6367,0.8584,0.0105,-0.361,0.6367,0.8608
1,Line,,,,,,,160,0,0,0,-0.361,0.6367,0.8584,0.018,-0.361,0.6367,0.86
1,Line,,,,,,,108,0,0,-0.0002,-0.361,0.6367,0.8501,0.047,-0.361,0.6367,0.8584
1,Line,,,,,,,171,0,0,0,-0.361,0.6367,0.8521,0.0235,-0.361,0.6367,0.852
1,Line,,,,,,,127,0,0,0,-0.361,0.6367,0.8521,0.0611,-0.361,0.6367,0.8501
1,Line,,,,,,,107,0,0,0,-0.361,0.6367,0.8501,0.047,-0.361,0.6367,0.852
1,Line,,,,,,,112,0,0,-0.0002,-0.361,0.6367,0.8608,0.0096,-0.361,0.6367,0.8693
1,Line,,,,,,,122,0,0,-0.0004,-0.361,0.6367,0.8693,0.016,-0.361,0.6367,0.885
1,Line,,,,,,,109,0,0,0,-0.361,0.6367,0.885,0.0065,-0.361,0.6367,0.8836
1,Line,,,,,,,96,0,0,0.0009,-0.361,0.6367,0.9186,0.0358,-0.361,0.6367,0.8836
1,Line,,,,,,,97,0,0,0.0004,-0.361,0.6367,0.885,0.018,-0.361,0.6367,0.8675
1,Line,,,,,,,112,0,0,-0.0003,-0.361,0.6367,0.8561,0.0131,-0.361,0.6367,0.8675
1,Line,,,,,,,1,0,0,-0.0003,-0.361,0.6367,0.8561,0.0132,-0.361,0.6367,0.8693
1,Line,,,,,,,107,0,0,0,-0.361,0.6367,0.8693,0.0065,-0.361,0.6367,0.8675
1,Line,,,,,,,51,0,0,-0.0008,-0.361,0.6367,0.885,0.0336,-0.361,0.6367,0.9186
1,Line,,,,,,,109,0,0,-0.0001,-0.361,0.6367,0.852,0.0146,-0.361,0.6367,0.8561
1,Line,,,,,,,111,0,0,-0.0002,-0.361,0.6367,0.852,0.013,-0.361,0.6367,0.8608
1,Line,,,,,,,104,0,0,0.0001,-0.361,0.6367,0.8608,0.0065,-0.361,0.6367,0.8561
1,Line,,,,,,,143,0,0,0.0002,-0.361,0.6367,0.859,0.0269,-0.361,0.6367,0.852
1,Line,,,,,,,44,0,0,0.0009,-0.361,0.6367,0.9198,0.0362,-0.361,0.6367,0.8836
1,Line,,,,,,,111,0,0,0,-0.361,0.6367,0.9186,0.0067,-0.361,0.6367,0.9198
1,Line,,,,,,,180,0,0,0,-0.361,0.6367,0.9198,0.0109,-0.361,0.6367,0.9187
1,Line,,,,,,,38,0,0,-0.0003,-0.361,0.6367,0.9215,0.0135,-0.361,0.6367,0.9343
1,Line,,,,,,,3,0,0,0,-0.361,0.6367,0.9833,0.0129,-0.361,0.6367,0.9829
1,Line,,,,,,,104,0,0,-0.0003,-0.361,0.6367,0.9721,0.0163,-0.361,0.6367,0.9833
1,Line,,,,,,,84,0,0,-0.0001,-0.361,0.6367,0.9833,0.0329,-0.361,0.6367,0.9871
1,Line,,,,,,,51,0,0,-0.0003,-0.361,0.6367,0.9721,0.0191,-0.361,0.6367,0.9829
1,Line,,,,,,,176,0,0,-0.0001,-0.361,0.6367,0.9575,0.0119,-0.361,0.6367,0.9608
1,Line,,,,,,,1,0,0,0,-0.361,0.6367,0.9721,0.0118,-0.361,0.6367,0.9718
1,Line,,,,,,,101,0,0,-0.0003,-0.361,0.6367,0.9608,0.0127,-0.361,0.6367,0.9721
1,Line,,,,,,,6,0,0,-0.0001,-0.361,0.6367,0.9187,0.0875,-0.361,0.6367,0.924
1,Line,,,,,,,109,0,0,-0.0001,-0.361,0.6367,0.9579,0.0064,-0.361,0.6367,0.9608
1,Line,,,,,,,105,0,0,0.0002,-0.361,0.6367,0.9701,0.0153,-0.361,0.6367,0.9608
1,Line,,,,,,,102,0,0,-0.0003,-0.361,0.6367,0.9579,0.0138,-0.361,0.6367,0.9701
1,Line,,,,,,,100,0,0,-0.0009,-0.361,0.6367,0.9198,0.0416,-0.361,0.6367,0.9579
1,Line,,,,,,,93,0,0,-0.0009,-0.361,0.6367,0.9187,0.0401,-0.361,0.6367,0.9575
1,Line,,,,,,,45,0,0,-0.0009,-0.361,0.6367,0.9198,0.0404,-0.361,0.6367,0.9575
1,Line,,,,,,,96,0,0,-0.001,-0.361,0.6367,0.9198,0.0424,-0.361,0.6367,0.9608
1,Line,,,,,,,29,0,0,-0.0003,-0.361,0.6367,0.9608,0.0165,-0.361,0.6367,0.9718
1,Line,,,,,,,178,0,0,-0.0002,-0.361,0.6367,0.9647,0.027,-0.361,0.6367,0.9718
1,Line,,,,,,,99,0,0,-0.0003,-0.361,0.6367,0.9718,0.0164,-0.361,0.6367,0.9829
1,Line,,,,,,,50,0,0,-0.0003,-0.361,0.6367,0.9046,0.0218,-0.361,0.6367,0.9189
1,Line,,,,,,,16,0,0,0,-0.361,0.6367,0.9718,0.0349,-0.361,0.6367,0.971
1,Line,,,,,,,12,0,0,0.0006,-0.361,0.6367,0.9647,0.0699,-0.361,0.6367,0.9387
1,Line,,,,,,,178,0,0,-0.0008,-0.361,0.6367,0.9335,0.0697,-0.361,0.6367,0.9647
1,Line,,,,,,,55,0,0,-0.0002,-0.361,0.6367,0.9647,0.0145,-0.361,0.6367,0.971
1,Line,,,,,,,38,0,0,0.0001,-0.361,0.6367,0.924,0.0132,-0.361,0.6367,0.9189
1,Line,,,,,,,179,0,0,-0.0008,-0.361,0.6367,0.924,0.0937,-0.361,0.6367,0.9575
1,Line,,,,,,,13,0,0,-0.0002,-0.361,0.6367,0.9575,0.027,-0.361,0.6367,0.9647
1,Line,,,,,,,96,0,0,-0.0004,-0.361,0.6367,0.9575,0.0158,-0.361,0.6367,0.9718
1,Line,,,,,,,2,0,0,0.0006,-0.361,0.6367,0.9575,0.091,-0.361,0.6367,0.9335
1,Line,,,,,,,78,0,0,-0.0005,-0.361,0.6367,0.9046,0.0201,-0.361,0.6367,0.924
1,Line,,,,,,,54,0,0,-0.0001,-0.361,0.6367,0.924,0.0153,-0.361,0.6367,0.9274
1,Line,,,,,,,88,0,0,-0.0002,-0.361,0.6367,0.924,0.0109,-0.361,0.6367,0.9335
1,Line,,,,,,,110,0,0,0,-0.361,0.6367,0.9701,0.0067,-0.361,0.6367,0.9721
1,Line,,,,,,,11,0,0,-0.0001,-0.361,0.6367,0.9789,0.0144,-0.361,0.6367,0.9811
1,Line,,,,,,,91,0,0,-0.0002,-0.361,0.6367,0.9739,0.0507,-0.361,0.6367,0.9811
1,Line,,,,,,,107,0,0,0.0001,-0.361,0.6367,0.9789,0.0499,-0.361,0.6367,0.9739
1,Line,,,,,,,107,0,0,-0.0001,-0.361,0.6367,0.9758,0.0298,-0.361,0.6367,0.9789
1,Line,,,,,,,104,0,0,-0.0002,-0.361,0.6367,0.9685,0.0109,-0.361,0.6367,0.9758
1,Line,,,,,,,14,0,0,0,-0.361,0.6367,0.9758,0.0145,-0.361,0.6367,0.9776
1,Line,,,,,,,80,0,0,0,-0.361,0.6367,0.9789,0.0322,-0.361,0.6367,0.9776
1,Line,,,,,,,107,0,0,-0.0001,-0.361,0.6367,0.9764,0.0503,-0.361,0.6367,0.9811
1,Line,,,,,,,108,0,0,0.0002,-0.361,0.6367,0.9739,0.0353,-0.361,0.6367,0.9645
1,Line,,,,,,,108,0,0,-0.0002,-0.361,0.6367,0.9679,0.035,-0.361,0.6367,0.9764
1,Line,,,,,,,10,0,0,-0.0001,-0.361,0.6367,0.9645,0.0147,-0.361,0.6367,0.9679
1,Line,,,,,,,84,0,0,-0.0003,-0.361,0.6367,0.9645,0.0369,-0.361,0.6367,0.9764
1,Line,,,,,,,10,0,0,-0.0001,-0.361,0.6367,0.9739,0.0145,-0.361,0.6367,0.9764
1,Line,,,,,,,108,0,0,-0.0003,-0.361,0.6367,0.9764,0.0517,-0.361,0.6367,0.9876
1,Line,,,,,,,95,0,0,-0.001,-0.361,0.6367,0.9173,0.0404,-0.361,0.6367,0.9564
1,Line,,,,,,,45,0,0,0.0001,-0.361,0.6367,0.9758,0.0175,-0.361,0.6367,0.9701
1,Line,,,,,,,106,0,0,-0.0001,-0.361,0.6367,0.9776,0.0303,-0.361,0.6367,0.9811
1,Line,,,,,,,107,0,0,0.0001,-0.361,0.6367,0.9876,0.0334,-0.361,0.6367,0.9833
1,Line,,,,,,,153,0,0,-0.0002,-0.361,0.6367,0.9811,0.0065,-0.361,0.6367,0.9876
1,Line,,,,,,,108,0,0,-0.0001,-0.361,0.6367,0.9811,0.0335,-0.361,0.6367,0.9833
1,Line,,,,,,,107,0,0,0.0001,-0.361,0.6367,0.9776,0.0161,-0.361,0.6367,0.9721
1,Line,,,,,,,105,0,0,-0.0002,-0.361,0.6367,0.9701,0.0115,-0.361,0.6367,0.9776
1,Line,,,,,,,119,0,0,-0.0001,-0.361,0.6367,0.9776,0.0067,-0.361,0.6367,0.9833
1,Line,,,,,,,4,0,0,0,-0.361,0.6367,0.9876,0.0131,-0.361,0.6367,0.9871
1,Line,,,,,,,40,0,0,0.0003,-0.361,0.6367,0.9685,0.0192,-0.361,0.6367,0.9579
1,Line,,,,,,,101,0,0,-0.0003,-0.361,0.6367,0.9564,0.0137,-0.361,0.6367,0.9685
1,Line,,,,,,,16,0,0,0,-0.361,0.6367,0.9685,0.0143,-0.361,0.6367,0.9701
1,Line,,,,,,,16,0,0,0,-0.361,0.6367,0.9564,0.0142,-0.361,0.6367,0.9579
1,Line,,,,,,,93,0,0,0.0001,-0.361,0.6367,0.9876,0.0524,-0.361,0.6367,0.9827
1,Line,,,,,,,94,0,0,-0.001,-0.361,0.6367,0.9186,0.0406,-0.361,0.6367,0.9579
1,Line,,,,,,,48,0,0,-0.0009,-0.361,0.6367,0.9186,0.0423,-0.361,0.6367,0.9564
1,Line,,,,,,,38,0,0,-0.0002,-0.361,0.6367,0.9274,0.0125,-0.361,0.6367,0.9335
1,Line,,,,,,,112,0,0,0.0002,-0.361,0.6367,0.9676,0.038,-0.361,0.6367,0.9607
1,Line,,,,,,,60,0,0,0.0005,-0.361,0.6367,0.9827,0.0523,-0.361,0.6367,0.9607
1,Line,,,,,,,9,0,0,-0.0004,-0.361,0.6367,0.9676,0.0409,-0.361,0.6367,0.9827
1,Line,,,,,,,9,0,0,-0.0006,-0.361,0.6367,0.942,0.0547,-0.361,0.6367,0.9676
1,Line,,,,,,,27,0,0,-0.0003,-0.361,0.6367,0.9315,0.0141,-0.361,0.6367,0.942
1,Line,,,,,,,134,0,0,-0.0001,-0.361,0.6367,0.942,0.0483,-0.361,0.6367,0.945
1,Line,,,,,,,72,0,0,0.0006,-0.361,0.6367,0.9676,0.05,-0.361,0.6367,0.945
1,Line,,,,,,,108,0,0,0.0002,-0.361,0.6367,0.9827,0.033,-0.361,0.6367,0.975
1,Line,,,,,,,10,0,0,-0.0003,-0.361,0.6367,0.9173,0.0126,-0.361,0.6367,0.9294
1,Line,,,,,,,115,0,0,-0.0001,-0.361,0.6367,0.9294,0.0512,-0.361,0.6367,0.9315
1,Line,,,,,,,106,0,0,0.0002,-0.361,0.6367,0.9399,0.0503,-0.361,0.6367,0.9315
1,Line,,,,,,,111,0,0,0.0002,-0.361,0.6367,0.9294,0.0523,-0.361,0.6367,0.9193
1,Line,,,,,,,167,0,0,-0.0007,-0.361,0.6367,0.8925,0.0269,-0.361,0.6367,0.9193
1,Line,,,,,,,112,0,0,-0.0006,-0.361,0.6367,0.8925,0.0561,-0.361,0.6367,0.9173
1,Line,,,,,,,115,0,0,0,-0.361,0.6367,0.9173,0.0522,-0.361,0.6367,0.9193
1,Line,,,,,,,124,0,0,0.0002,-0.361,0.6367,0.942,0.0513,-0.361,0.6367,0.9343
1,Line,,,,,,,15,0,0,-0.0004,-0.361,0.6367,0.945,0.0328,-0.361,0.6367,0.9607
1,Line,,,,,,,113,0,0,0.0003,-0.361,0.6367,0.9607,0.0331,-0.361,0.6367,0.9485
1,Line,,,,,,,61,0,0,0.0006,-0.361,0.6367,0.975,0.0518,-0.361,0.6367,0.9485
1,Line,,,,,,,152,0,0,-0.0001,-0.361,0.6367,0.945,0.0452,-0.361,0.6367,0.9485
1,Line,,,,,,,152,0,0,-0.0001,-0.361,0.6367,0.9343,0.0558,-0.361,0.6367,0.9377
1,Line,,,,,,,142,0,0,0.0002,-0.361,0.6367,0.945,0.0557,-0.361,0.6367,0.9377
1,Line,,,,,,,54,0,0,-0.0003,-0.361,0.6367,0.9343,0.0143,-0.361,0.6367,0.945
1,Line,,,,,,,17,0,0,-0.0004,-0.361,0.6367,0.9607,0.0381,-0.361,0.6367,0.975
1,Line,,,,,,,129,0,0,0.0002,-0.361,0.6367,0.9315,0.0534,-0.361,0.6367,0.9215
1,Line,,,,,,,25,0,0,-0.0003,-0.361,0.6367,0.9193,0.0128,-0.361,0.6367,0.9315
1,Line,,,,,,,134,0,0,-0.0001,-0.361,0.6367,0.9315,0.0528,-0.361,0.6367,0.9343
1,Line,,,,,,,133,0,0,-0.0001,-0.361,0.6367,0.9193,0.0535,-0.361,0.6367,0.9215
1,Line,,,,,,,108,0,0,0.0003,-0.361,0.6367,0.975,0.0353,-0.361,0.6367,0.9628
1,Line,,,,,,,177,0,0,-0.0007,-0.361,0.6367,0.8938,0.0279,-0.361,0.6367,0.9215
1,Line,,,,,,,130,0,0,-0.0006,-0.361,0.6367,0.8938,0.057,-0.361,0.6367,0.9193
1,Line,,,,,,,9,0,0,-0.0003,-0.361,0.6367,0.9294,0.0132,-0.361,0.6367,0.9399
1,Line,,,,,,,177,0,0,-0.0003,-0.361,0.6367,0.971,0.0373,-0.361,0.6367,0.9829
1,Line,,,,,,,107,0,0,-0.0001,-0.361,0.6367,0.9829,0.0335,-0.361,0.6367,0.9871
1,Line,,,,,,,116,0,0,-0.0007,-0.361,0.6367,0.8886,0.0284,-0.361,0.6367,0.9165
1,Line,,,,,,,55,0,0,0.0003,-0.361,0.6367,0.9829,0.0497,-0.361,0.6367,0.9724
1,Line,,,,,,,50,0,0,0.0008,-0.361,0.6367,0.971,0.079,-0.361,0.6367,0.9399
1,Line,,,,,,,3,0,0,-0.0008,-0.361,0.6367,0.9387,0.0646,-0.361,0.6367,0.971
1,Line,,,,,,,100,0,0,0,-0.361,0.6367,0.971,0.0427,-0.361,0.6367,0.9724
1,Line,,,,,,,80,0,0,-0.0005,-0.361,0.6367,0.898,0.0301,-0.361,0.6367,0.9165
1,Line,,,,,,,99,0,0,-0.0002,-0.361,0.6367,0.9189,0.0097,-0.361,0.6367,0.9274
1,Line,,,,,,,130,0,0,-0.0003,-0.361,0.6367,0.9274,0.0164,-0.361,0.6367,0.9387
1,Line,,,,,,,86,0,0,-0.0001,-0.361,0.6367,0.9335,0.0167,-0.361,0.6367,0.9387
1,Line,,,,,,,87,0,0,0,-0.361,0.6367,0.9274,0.0167,-0.361,0.6367,0.9282
1,Line,,,,,,,77,0,0,0.0001,-0.361,0.6367,0.9189,0.0185,-0.361,0.6367,0.9165
1,Line,,,,,,,90,0,0,-0.0005,-0.361,0.6367,0.898,0.0216,-0.361,0.6367,0.9189
