,,,,117,0,0,0.0002,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z,
1,Line,,,,,,,180,0,0,-0.0001,0.7569,1.5676,0.4969,0.005,0.7569,1.5676,0.5015
1,Line,,,,,,,180,0,0,0.0001,0.7569,1.5676,0.5057,0.005,0.7569,1.5676,0.5015
1,Line,,,,,,,180,0,0,-0.0006,0.7569,1.5676,0.5019,0.0381,0.7569,1.5676,0.5268
1,Line,,,,,,,59,0,0,0.0001,0.7569,1.5676,0.5057,0.0068,0.7569,1.5676,0.5019
1,Line,,,,,,,180,0,0,0.0006,0.7569,1.5676,0.5305,0.0383,0.7569,1.5676,0.5057
1,Line,,,,,,,21,0,0,-0.0001,0.7569,1.5676,0.4984,0.0041,0.7569,1.5676,0.5019
1,Line,,,,,,,41,0,0,0.0002,0.7569,1.5676,0.4969,0.0137,0.7569,1.5676,0.4895
1,Line,,,,,,,159,0,0,-0.0003,0.7569,1.5676,0.5193,0.0365,0.7569,1.5676,0.5328
1,Line,,,,,,,180,0,0,0.0004,0.7569,1.5676,0.5328,0.0336,0.7569,1.5676,0.5151
1,Line,,,,,,,64,0,0,-0.0001,0.7569,1.5676,0.4895,0.006,0.7569,1.5676,0.4952
1,Line,,,,,,,46,0,0,0,0.7569,1.5676,0.4969,0.008,0.7569,1.5676,0.4984
1,Line,,,,,,,45,0,0,0,0.7569,1.5676,0.4969,0.0136,0.7569,1.5676,0.4952
1,Line,,,,,,,43,0,0,-0.0001,0.7569,1.5676,0.4952,0.0065,0.7569,1.5676,0.4984
1,Line,,,,,,,65,0,0,-0.0001,0.7569,1.5676,0.4895,0.0161,0.7569,1.5676,0.4935
1,Line,,,,,,,82,0,0,0,0.7569,1.5676,0.4692,0.0279,0.7569,1.5676,0.4694
1,Line,,,,,,,82,0,0,0.0009,0.7569,1.5676,0.4692,0.0579,0.7569,1.5676,0.4307
1,Line,,,,,,,83,0,0,-0.0009,0.7569,1.5676,0.4307,0.0416,0.7569,1.5676,0.4694
1,Line,,,,,,,47,0,0,-0.0003,0.7569,1.5676,0.4694,0.0143,0.7569,1.5676,0.4831
1,Line,,,,,,,12,0,0,-0.0006,0.7569,1.5676,0.4831,0.0361,0.7569,1.5676,0.5096
1,Line,,,,,,,82,0,0,-0.0001,0.7569,1.5676,0.4797,0.0253,0.7569,1.5676,0.4831
1,Line,,,,,,,77,0,0,0.0003,0.7569,1.5676,0.4797,0.0304,0.7569,1.5676,0.4694
1,Line,,,,,,,83,0,0,0,0.7569,1.5676,0.4292,0.0376,0.7569,1.5676,0.4307
1,Line,,,,,,,78,0,0,-0.001,0.7569,1.5676,0.3862,0.0465,0.7569,1.5676,0.4256
1,Line,,,,,,,102,0,0,-0.001,0.7569,1.5676,0.3862,0.0465,0.7569,1.5676,0.4256
1,Line,,,,,,,106,0,0,-0.0008,0.7569,1.5676,0.3916,0.0444,0.7569,1.5676,0.4256
1,Line,,,,,,,44,0,0,-0.0001,0.7569,1.5676,0.4256,0.0086,0.7569,1.5676,0.4307
1,Line,,,,,,,83,0,0,-0.0008,0.7569,1.5676,0.3991,0.0412,0.7569,1.5676,0.4307
1,Line,,,,,,,83,0,0,-0.001,0.7569,1.5676,0.3916,0.0452,0.7569,1.5676,0.4307
1,Line,,,,,,,90,0,0,-0.0011,0.7569,1.5676,0.3862,0.0485,0.7569,1.5676,0.4307
1,Line,,,,,,,47,0,0,0.0004,0.7569,1.5676,0.5001,0.0385,0.7569,1.5676,0.4831
1,Line,,,,,,,74,0,0,0.0001,0.7569,1.5676,0.1077,0.0137,0.7569,1.5676,0.103
1,Line,,,,,,,180,0,0,-0.0001,0.7569,1.5676,0.1052,0.0336,0.7569,1.5676,0.1077
1,Line,,,,,,,62,0,0,0,0.7569,1.5676,0.107,0.0161,0.7569,1.5676,0.1077
1,Line,,,,,,,0,0,0,0.0001,0.7569,1.5676,0.103,0.0372,0.7569,1.5676,0.1
1,Line,,,,,,,67,0,0,-0.0001,0.7569,1.5676,0.4877,0.0073,0.7569,1.5676,0.4935
1,Line,,,,,,,65,0,0,0,0.7569,1.5676,0.4895,0.0114,0.7569,1.5676,0.4877
1,Line,,,,,,,160,0,0,-0.0002,0.7569,1.5676,0.1,0.0365,0.7569,1.5676,0.1077
1,Line,,,,,,,75,0,0,0.0001,0.7569,1.5676,0.1113,0.0114,0.7569,1.5676,0.107
1,Line,,,,,,,11,0,0,-0.0009,0.7569,1.5676,0.5096,0.0414,0.7569,1.5676,0.5459
1,Line,,,,,,,66,0,0,0.0001,0.7569,1.5676,0.5154,0.0228,0.7569,1.5676,0.5096
1,Line,,,,,,,91,0,0,-0.0002,0.7569,1.5676,0.5001,0.0222,0.7569,1.5676,0.5096
1,Line,,,,,,,35,0,0,0.001,0.7569,1.5676,0.5523,0.0546,0.7569,1.5676,0.5096
1,Line,,,,,,,40,0,0,-0.0001,0.7569,1.5676,0.1077,0.0073,0.7569,1.5676,0.1113
1,Line,,,,,,,63,0,0,0.0002,0.7569,1.5676,0.5523,0.019,0.7569,1.5676,0.5459
1,Line,,,,,,,62,0,0,-0.0003,0.7569,1.5676,0.5459,0.0218,0.7569,1.5676,0.5581
1,Line,,,,,,,169,0,0,0.0007,0.7569,1.5676,0.5305,0.0391,0.7569,1.5676,0.5019
1,Line,,,,,,,180,0,0,0.0007,0.7569,1.5676,0.1751,0.0407,0.7569,1.5676,0.1483
1,Line,,,,,,,101,0,0,-0.0002,0.7569,1.5676,0.1659,0.0245,0.7569,1.5676,0.1751
1,Line,,,,,,,127,0,0,0.0001,0.7569,1.5676,0.1796,0.0283,0.7569,1.5676,0.1751
1,Line,,,,,,,104,0,0,0.0002,0.7569,1.5676,0.1483,0.0243,0.7569,1.5676,0.1407
1,Line,,,,,,,76,0,0,0.0002,0.7569,1.5676,0.1483,0.0243,0.7569,1.5676,0.1406
1,Line,,,,,,,147,0,0,0.0004,0.7569,1.5676,0.1659,0.045,0.7569,1.5676,0.1483
1,Line,,,,,,,0,0,0,-0.0006,0.7569,1.5676,0.1407,0.0388,0.7569,1.5676,0.1659
1,Line,,,,,,,180,0,0,-0.0003,0.7569,1.5676,0.1659,0.0184,0.7569,1.5676,0.1796
1,Line,,,,,,,111,0,0,-0.0004,0.7569,1.5676,0.1129,0.0224,0.7569,1.5676,0.1275
1,Line,,,,,,,180,0,0,-0.0001,0.7569,1.5676,0.5015,0.005,0.7569,1.5676,0.5057
1,Line,,,,,,,121,0,0,0.0001,0.7569,1.5676,0.5057,0.0068,0.7569,1.5676,0.5019
1,Line,,,,,,,131,0,0,0.0001,0.7569,1.5676,0.1899,0.0218,0.7569,1.5676,0.1849
1,Line,,,,,,,130,0,0,0.0002,0.7569,1.5676,0.1849,0.0308,0.7569,1.5676,0.1751
1,Line,,,,,,,0,0,0,-0.0001,0.7569,1.5676,0.1796,0.0057,0.7569,1.5676,0.1849
1,Line,,,,,,,127,0,0,0.0004,0.7569,1.5676,0.1899,0.0168,0.7569,1.5676,0.1751
1,Line,,,,,,,0,0,0,-0.0007,0.7569,1.5676,0.1483,0.0407,0.7569,1.5676,0.1751
1,Line,,,,,,,113,0,0,0.0001,0.7569,1.5676,0.4935,0.0073,0.7569,1.5676,0.4877
1,Line,,,,,,,116,0,0,-0.0001,0.7569,1.5676,0.4895,0.006,0.7569,1.5676,0.4952
1,Line,,,,,,,53,0,0,-0.0003,0.7569,1.5676,0.1795,0.0224,0.7569,1.5676,0.1898
1,Line,,,,,,,115,0,0,0,0.7569,1.5676,0.4877,0.0114,0.7569,1.5676,0.4895
1,Line,,,,,,,0,0,0,0.0005,0.7569,1.5676,0.5151,0.0336,0.7569,1.5676,0.4935
1,Line,,,,,,,104,0,0,0.0001,0.7569,1.5676,0.5193,0.0134,0.7569,1.5676,0.5151
1,Line,,,,,,,115,0,0,-0.0001,0.7569,1.5676,0.4895,0.0161,0.7569,1.5676,0.4935
1,Line,,,,,,,0,0,0,0.0001,0.7569,1.5676,0.1849,0.0057,0.7569,1.5676,0.1795
1,Line,,,,,,,79,0,0,-0.0002,0.7569,1.5676,0.1659,0.0245,0.7569,1.5676,0.1751
1,Line,,,,,,,138,0,0,-0.0008,0.7569,1.5676,0.1406,0.0481,0.7569,1.5676,0.1751
1,Line,,,,,,,0,0,0,0.0006,0.7569,1.5676,0.1659,0.0388,0.7569,1.5676,0.1406
1,Line,,,,,,,0,0,0,0.0003,0.7569,1.5676,0.1795,0.0184,0.7569,1.5676,0.1659
1,Line,,,,,,,49,0,0,-0.0001,0.7569,1.5676,0.1849,0.0218,0.7569,1.5676,0.1898
1,Line,,,,,,,53,0,0,-0.0004,0.7569,1.5676,0.1751,0.0168,0.7569,1.5676,0.1898
1,Line,,,,,,,53,0,0,0.0001,0.7569,1.5676,0.1795,0.0283,0.7569,1.5676,0.1751
1,Line,,,,,,,139,0,0,0,0.7569,1.5676,0.5015,0.0074,0.7569,1.5676,0.5019
1,Line,,,,,,,65,0,0,0.0001,0.7569,1.5676,0.5436,0.0065,0.7569,1.5676,0.5387
1,Line,,,,,,,118,0,0,0.0001,0.7569,1.5676,0.5483,0.008,0.7569,1.5676,0.5436
1,Line,,,,,,,140,0,0,0,0.7569,1.5676,0.5483,0.0078,0.7569,1.5676,0.5465
1,Line,,,,,,,60,0,0,-0.0003,0.7569,1.5676,0.5378,0.0137,0.7569,1.5676,0.5483
1,Line,,,,,,,146,0,0,0,0.7569,1.5676,0.5328,0.0073,0.7569,1.5676,0.5327
1,Line,,,,,,,161,0,0,0,0.7569,1.5676,0.5378,0.006,0.7569,1.5676,0.5387
1,Line,,,,,,,98,0,0,0.0002,0.7569,1.5676,0.5483,0.0136,0.7569,1.5676,0.5387
1,Line,,,,,,,15,0,0,0.0001,0.7569,1.5676,0.5465,0.0041,0.7569,1.5676,0.5436
1,Line,,,,,,,180,0,0,0.0005,0.7569,1.5676,0.5505,0.0383,0.7569,1.5676,0.5305
1,Line,,,,,,,0,0,0,-0.0005,0.7569,1.5676,0.5268,0.0381,0.7569,1.5676,0.5465
1,Line,,,,,,,61,0,0,0.0001,0.7569,1.5676,0.5305,0.0067,0.7569,1.5676,0.5268
1,Line,,,,,,,8,0,0,-0.0004,0.7569,1.5676,0.5305,0.0391,0.7569,1.5676,0.5465
1,Line,,,,,,,114,0,0,0.0001,0.7569,1.5676,0.5517,0.0074,0.7569,1.5676,0.5465
1,Line,,,,,,,61,0,0,0.0001,0.7569,1.5676,0.5505,0.0068,0.7569,1.5676,0.5465
1,Line,,,,,,,180,0,0,0,0.7569,1.5676,0.5517,0.005,0.7569,1.5676,0.5505
1,Line,,,,,,,89,0,0,-0.0001,0.7569,1.5676,0.5327,0.0114,0.7569,1.5676,0.5378
1,Line,,,,,,,172,0,0,-0.0004,0.7569,1.5676,0.5305,0.0391,0.7569,1.5676,0.5465
1,Line,,,,,,,180,0,0,0.0005,0.7569,1.5676,0.5465,0.0381,0.7569,1.5676,0.5268
1,Line,,,,,,,119,0,0,0.0001,0.7569,1.5676,0.5505,0.0068,0.7569,1.5676,0.5465
1,Line,,,,,,,119,0,0,0.0001,0.7569,1.5676,0.5305,0.0067,0.7569,1.5676,0.5268
1,Line,,,,,,,11,0,0,0.0007,0.7569,1.5676,0.5305,0.0391,0.7569,1.5676,0.5019
1,Line,,,,,,,180,0,0,-0.0006,0.7569,1.5676,0.5057,0.0383,0.7569,1.5676,0.5305
1,Line,,,,,,,0,0,0,0.0006,0.7569,1.5676,0.5268,0.0381,0.7569,1.5676,0.5019
1,Line,,,,,,,180,0,0,-0.0005,0.7569,1.5676,0.5305,0.0383,0.7569,1.5676,0.5505
1,Line,,,,,,,0,0,0,-0.0004,0.7569,1.5676,0.5151,0.0336,0.7569,1.5676,0.5328
1,Line,,,,,,,76,0,0,0.0001,0.7569,1.5676,0.5193,0.0134,0.7569,1.5676,0.5151
1,Line,,,,,,,112,0,0,0.0001,0.7569,1.5676,0.5378,0.0161,0.7569,1.5676,0.5328
1,Line,,,,,,,91,0,0,-0.0001,0.7569,1.5676,0.5328,0.0137,0.7569,1.5676,0.5387
1,Line,,,,,,,180,0,0,0,0.7569,1.5676,0.5505,0.005,0.7569,1.5676,0.5517
1,Line,,,,,,,66,0,0,0.0001,0.7569,1.5676,0.5517,0.0074,0.7569,1.5676,0.5465
1,Line,,,,,,,180,0,0,0.0005,0.7569,1.5676,0.5387,0.0372,0.7569,1.5676,0.5193
1,Line,,,,,,,105,0,0,-0.0006,0.7569,1.5676,0.3991,0.0417,0.7569,1.5676,0.4256
1,Line,,,,,,,47,0,0,-0.0002,0.7569,1.5676,0.3529,0.0084,0.7569,1.5676,0.3596
1,Line,,,,,,,37,0,0,0.0001,0.7569,1.5676,0.3576,0.0068,0.7569,1.5676,0.3534
1,Line,,,,,,,24,0,0,0,0.7569,1.5676,0.3596,0.0134,0.7569,1.5676,0.3576
1,Line,,,,,,,15,0,0,0.0002,0.7569,1.5676,0.3596,0.0103,0.7569,1.5676,0.3534
1,Line,,,,,,,180,0,0,0.0002,0.7569,1.5676,0.3534,0.01,0.7569,1.5676,0.3438
1,Line,,,,,,,27,0,0,0,0.7569,1.5676,0.3529,0.0128,0.7569,1.5676,0.3534
1,Line,,,,,,,0,0,0,-0.0004,0.7569,1.5676,0.3376,0.0161,0.7569,1.5676,0.3529
1,Line,,,,,,,43,0,0,0.0002,0.7569,1.5676,0.3678,0.0124,0.7569,1.5676,0.3576
1,Line,,,,,,,22,0,0,-0.0003,0.7569,1.5676,0.3678,0.0295,0.7569,1.5676,0.3786
1,Line,,,,,,,21,0,0,0.0003,0.7569,1.5676,0.3708,0.0321,0.7569,1.5676,0.3605
1,Line,,,,,,,177,0,0,0.0002,0.7569,1.5676,0.3786,0.0089,0.7569,1.5676,0.3708
1,Line,,,,,,,25,0,0,0.0004,0.7569,1.5676,0.3786,0.032,0.7569,1.5676,0.3605
1,Line,,,,,,,30,0,0,-0.0002,0.7569,1.5676,0.3596,0.0218,0.7569,1.5676,0.3678
1,Line,,,,,,,28,0,0,0.0001,0.7569,1.5676,0.3605,0.0084,0.7569,1.5676,0.3576
1,Line,,,,,,,145,0,0,0.0002,0.7569,1.5676,0.3678,0.0075,0.7569,1.5676,0.3605
1,Line,,,,,,,42,0,0,-0.0004,0.7569,1.5676,0.3376,0.018,0.7569,1.5676,0.3534
1,Line,,,,,,,46,0,0,0.0006,0.7569,1.5676,0.2789,0.0444,0.7569,1.5676,0.256
1,Line,,,,,,,54,0,0,0.0004,0.7569,1.5676,0.2725,0.0417,0.7569,1.5676,0.256
1,Line,,,,,,,77,0,0,-0.0002,0.7569,1.5676,0.2489,0.0086,0.7569,1.5676,0.256
1,Line,,,,,,,42,0,0,0.0007,0.7569,1.5676,0.2848,0.0465,0.7569,1.5676,0.256
1,Line,,,,,,,37,0,0,0.0009,0.7569,1.5676,0.2908,0.0485,0.7569,1.5676,0.2548
1,Line,,,,,,,146,0,0,0,0.7569,1.5676,0.256,0.0086,0.7569,1.5676,0.2548
1,Line,,,,,,,52,0,0,0.0009,0.7569,1.5676,0.2908,0.0465,0.7569,1.5676,0.256
1,Line,,,,,,,135,0,0,0,0.7569,1.5676,0.4969,0.0136,0.7569,1.5676,0.4952
1,Line,,,,,,,159,0,0,0.0001,0.7569,1.5676,0.5019,0.0041,0.7569,1.5676,0.4984
1,Line,,,,,,,32,0,0,-0.0002,0.7569,1.5676,0.3376,0.0128,0.7569,1.5676,0.3438
1,Line,,,,,,,29,0,0,-0.0001,0.7569,1.5676,0.3342,0.0084,0.7569,1.5676,0.3376
1,Line,,,,,,,126,0,0,-0.0001,0.7569,1.5676,0.4969,0.0078,0.7569,1.5676,0.5019
1,Line,,,,,,,139,0,0,-0.0002,0.7569,1.5676,0.4895,0.0137,0.7569,1.5676,0.4969
1,Line,,,,,,,137,0,0,0.0001,0.7569,1.5676,0.4984,0.0065,0.7569,1.5676,0.4952
1,Line,,,,,,,134,0,0,0,0.7569,1.5676,0.4969,0.008,0.7569,1.5676,0.4984
1,Line,,,,,,,15,0,0,0.0004,0.7569,1.5676,0.388,0.0252,0.7569,1.5676,0.3708
1,Line,,,,,,,0,0,0,0,0.7569,1.5676,0.4602,0.0059,0.7569,1.5676,0.4583
1,Line,,,,,,,180,0,0,0.001,0.7569,1.5676,0.5015,0.0459,0.7569,1.5676,0.4602
1,Line,,,,,,,180,0,0,-0.0006,0.7569,1.5676,0.0911,0.0456,0.7569,1.5676,0.1174
1,Line,,,,,,,180,0,0,0.0011,0.7569,1.5676,0.5015,0.0456,0.7569,1.5676,0.4583
1,Line,,,,,,,179,0,0,0.0007,0.7569,1.5676,0.4583,0.0413,0.7569,1.5676,0.4291
1,Line,,,,,,,180,0,0,0.0009,0.7569,1.5676,0.4969,0.0421,0.7569,1.5676,0.4583
1,Line,,,,,,,179,0,0,-0.0011,0.7569,1.5676,0.4504,0.0598,0.7569,1.5676,0.4969
1,Line,,,,,,,180,0,0,0.0005,0.7569,1.5676,0.1126,0.0459,0.7569,1.5676,0.0911
1,Line,,,,,,,0,0,0,-0.0001,0.7569,1.5676,0.1557,0.0328,0.7569,1.5676,0.1582
1,Line,,,,,,,173,0,0,-0.0015,0.7569,1.5676,0.096,0.0598,0.7569,1.5676,0.1557
1,Line,,,,,,,180,0,0,-0.0005,0.7569,1.5676,0.1557,0.0374,0.7569,1.5676,0.1761
1,Line,,,,,,,177,0,0,0.001,0.7569,1.5676,0.1582,0.0413,0.7569,1.5676,0.1174
1,Line,,,,,,,180,0,0,0.0001,0.7569,1.5676,0.1174,0.0059,0.7569,1.5676,0.1126
1,Line,,,,,,,180,0,0,-0.0005,0.7569,1.5676,0.096,0.0421,0.7569,1.5676,0.1174
1,Line,,,,,,,1,0,0,-0.0015,0.7569,1.5676,0.096,0.0689,0.7569,1.5676,0.1582
1,Line,,,,,,,180,0,0,-0.0002,0.7569,1.5676,0.4504,0.0548,0.7569,1.5676,0.4583
1,Line,,,,,,,4,0,0,-0.0003,0.7569,1.5676,0.388,0.0199,0.7569,1.5676,0.4023
1,Line,,,,,,,2,0,0,0.0001,0.7569,1.5676,0.3899,0.0107,0.7569,1.5676,0.3846
1,Line,,,,,,,179,0,0,0.0003,0.7569,1.5676,0.4023,0.0196,0.7569,1.5676,0.3899
1,Line,,,,,,,176,0,0,0.0004,0.7569,1.5676,0.4023,0.0187,0.7569,1.5676,0.3846
1,Line,,,,,,,12,0,0,-0.0002,0.7569,1.5676,0.3786,0.0247,0.7569,1.5676,0.388
1,Line,,,,,,,8,0,0,0.0003,0.7569,1.5676,0.3846,0.0404,0.7569,1.5676,0.3708
1,Line,,,,,,,2,0,0,0.0001,0.7569,1.5676,0.388,0.02,0.7569,1.5676,0.3846
1,Line,,,,,,,0,0,0,-0.0003,0.7569,1.5676,0.4023,0.0312,0.7569,1.5676,0.4154
1,Line,,,,,,,179,0,0,-0.0004,0.7569,1.5676,0.436,0.0159,0.7569,1.5676,0.4504
1,Line,,,,,,,0,0,0,0.0003,0.7569,1.5676,0.4291,0.018,0.7569,1.5676,0.4154
1,Line,,,,,,,0,0,0,0.0005,0.7569,1.5676,0.4504,0.0328,0.7569,1.5676,0.4291
1,Line,,,,,,,180,0,0,0.0009,0.7569,1.5676,0.4504,0.0374,0.7569,1.5676,0.4154
1,Line,,,,,,,1,0,0,0.0006,0.7569,1.5676,0.4154,0.0287,0.7569,1.5676,0.3899
1,Line,,,,,,,179,0,0,0.0005,0.7569,1.5676,0.436,0.0288,0.7569,1.5676,0.4154
1,Line,,,,,,,2,0,0,-0.0008,0.7569,1.5676,0.4023,0.0348,0.7569,1.5676,0.436
1,Line,,,,,,,47,0,0,0.0008,0.7569,1.5676,0.288,0.0452,0.7569,1.5676,0.2548
1,Line,,,,,,,172,0,0,-0.0007,0.7569,1.5676,0.4188,0.0414,0.7569,1.5676,0.4485
1,Line,,,,,,,98,0,0,0.0003,0.7569,1.5676,0.4292,0.0228,0.7569,1.5676,0.4188
1,Line,,,,,,,66,0,0,-0.0001,0.7569,1.5676,0.4155,0.0222,0.7569,1.5676,0.4188
1,Line,,,,,,,148,0,0,0.001,0.7569,1.5676,0.4583,0.0546,0.7569,1.5676,0.4188
1,Line,,,,,,,118,0,0,0.0003,0.7569,1.5676,0.5581,0.0218,0.7569,1.5676,0.5459
1,Line,,,,,,,103,0,0,0.0002,0.7569,1.5676,0.4583,0.019,0.7569,1.5676,0.4485
1,Line,,,,,,,120,0,0,-0.0003,0.7569,1.5676,0.4485,0.0218,0.7569,1.5676,0.4603
1,Line,,,,,,,109,0,0,0.0007,0.7569,1.5676,0.4155,0.0385,0.7569,1.5676,0.3878
1,Line,,,,,,,87,0,0,0.0001,0.7569,1.5676,0.3846,0.0279,0.7569,1.5676,0.3808
1,Line,,,,,,,129,0,0,0.0004,0.7569,1.5676,0.3846,0.0579,0.7569,1.5676,0.3672
1,Line,,,,,,,157,0,0,-0.0003,0.7569,1.5676,0.3672,0.0416,0.7569,1.5676,0.3808
1,Line,,,,,,,166,0,0,-0.0002,0.7569,1.5676,0.3808,0.0143,0.7569,1.5676,0.3878
1,Line,,,,,,,164,0,0,-0.0008,0.7569,1.5676,0.3878,0.0361,0.7569,1.5676,0.4188
1,Line,,,,,,,80,0,0,0.0001,0.7569,1.5676,0.3899,0.0253,0.7569,1.5676,0.3878
1,Line,,,,,,,106,0,0,0.0002,0.7569,1.5676,0.3899,0.0304,0.7569,1.5676,0.3808
1,Line,,,,,,,117,0,0,0.0002,0.7569,1.5676,0.5523,0.019,0.7569,1.5676,0.5459
1,Line,,,,,,,97,0,0,0.0009,0.7569,1.5676,0.4694,0.0416,0.7569,1.5676,0.4307
1,Line,,,,,,,98,0,0,0,0.7569,1.5676,0.4692,0.0279,0.7569,1.5676,0.4694
1,Line,,,,,,,103,0,0,0.0003,0.7569,1.5676,0.4797,0.0304,0.7569,1.5676,0.4694
1,Line,,,,,,,98,0,0,0.0009,0.7569,1.5676,0.4692,0.0579,0.7569,1.5676,0.4307
1,Line,,,,,,,136,0,0,0.0001,0.7569,1.5676,0.4307,0.0086,0.7569,1.5676,0.4256
1,Line,,,,,,,97,0,0,-0.0008,0.7569,1.5676,0.3991,0.0412,0.7569,1.5676,0.4307
1,Line,,,,,,,97,0,0,0,0.7569,1.5676,0.4292,0.0376,0.7569,1.5676,0.4307
1,Line,,,,,,,133,0,0,0.0003,0.7569,1.5676,0.4831,0.0143,0.7569,1.5676,0.4694
1,Line,,,,,,,114,0,0,0.0001,0.7569,1.5676,0.5154,0.0228,0.7569,1.5676,0.5096
1,Line,,,,,,,145,0,0,0.001,0.7569,1.5676,0.5523,0.0546,0.7569,1.5676,0.5096
1,Line,,,,,,,169,0,0,0.0009,0.7569,1.5676,0.5459,0.0414,0.7569,1.5676,0.5096
1,Line,,,,,,,89,0,0,-0.0002,0.7569,1.5676,0.5001,0.0222,0.7569,1.5676,0.5096
1,Line,,,,,,,98,0,0,-0.0001,0.7569,1.5676,0.4797,0.0253,0.7569,1.5676,0.4831
1,Line,,,,,,,133,0,0,0.0004,0.7569,1.5676,0.5001,0.0385,0.7569,1.5676,0.4831
1,Line,,,,,,,168,0,0,0.0006,0.7569,1.5676,0.5096,0.0361,0.7569,1.5676,0.4831
1,Line,,,,,,,86,0,0,0.0001,0.7569,1.5676,0.3709,0.0376,0.7569,1.5676,0.3672
1,Line,,,,,,,113,0,0,-0.0002,0.7569,1.5676,0.348,0.0228,0.7569,1.5676,0.3548
1,Line,,,,,,,158,0,0,-0.0003,0.7569,1.5676,0.3416,0.0546,0.7569,1.5676,0.3548
1,Line,,,,,,,175,0,0,-0.0002,0.7569,1.5676,0.3475,0.0414,0.7569,1.5676,0.3548
1,Line,,,,,,,66,0,0,-0.0001,0.7569,1.5676,0.3522,0.0222,0.7569,1.5676,0.3548
1,Line,,,,,,,85,0,0,-0.0001,0.7569,1.5676,0.3652,0.0253,0.7569,1.5676,0.3694
1,Line,,,,,,,133,0,0,-0.0004,0.7569,1.5676,0.3522,0.0385,0.7569,1.5676,0.3694
1,Line,,,,,,,171,0,0,-0.0004,0.7569,1.5676,0.3548,0.0361,0.7569,1.5676,0.3694
1,Line,,,,,,,118,0,0,-0.0001,0.7569,1.5676,0.3416,0.019,0.7569,1.5676,0.3475
1,Line,,,,,,,118,0,0,0,0.7569,1.5676,0.2084,0.0228,0.7569,1.5676,0.2078
1,Line,,,,,,,74,0,0,0.0002,0.7569,1.5676,0.2152,0.0222,0.7569,1.5676,0.2078
1,Line,,,,,,,59,0,0,0.0007,0.7569,1.5676,0.2823,0.0412,0.7569,1.5676,0.2548
1,Line,,,,,,,174,0,0,0.0004,0.7569,1.5676,0.2078,0.0414,0.7569,1.5676,0.1899
1,Line,,,,,,,132,0,0,-0.0001,0.7569,1.5676,0.3433,0.0218,0.7569,1.5676,0.3475
1,Line,,,,,,,123,0,0,0,0.7569,1.5676,0.1895,0.019,0.7569,1.5676,0.1899
1,Line,,,,,,,157,0,0,-0.0004,0.7569,1.5676,0.1895,0.0546,0.7569,1.5676,0.2078
1,Line,,,,,,,168,0,0,0,0.7569,1.5676,0.3694,0.0143,0.7569,1.5676,0.3679
1,Line,,,,,,,32,0,0,-0.0002,0.7569,1.5676,0.3534,0.0465,0.7569,1.5676,0.3608
1,Line,,,,,,,34,0,0,-0.0004,0.7569,1.5676,0.3439,0.0465,0.7569,1.5676,0.3608
1,Line,,,,,,,43,0,0,-0.0004,0.7569,1.5676,0.3429,0.0444,0.7569,1.5676,0.3608
1,Line,,,,,,,124,0,0,-0.0002,0.7569,1.5676,0.3608,0.0086,0.7569,1.5676,0.3672
1,Line,,,,,,,40,0,0,-0.0002,0.7569,1.5676,0.3606,0.0412,0.7569,1.5676,0.3672
1,Line,,,,,,,31,0,0,-0.0002,0.7569,1.5676,0.3577,0.0452,0.7569,1.5676,0.3672
1,Line,,,,,,,25,0,0,-0.0003,0.7569,1.5676,0.3534,0.0485,0.7569,1.5676,0.3672
1,Line,,,,,,,54,0,0,-0.0004,0.7569,1.5676,0.3447,0.0417,0.7569,1.5676,0.3608
1,Line,,,,,,,158,0,0,0.0003,0.7569,1.5676,0.3679,0.0416,0.7569,1.5676,0.3576
1,Line,,,,,,,92,0,0,-0.0001,0.7569,1.5676,0.364,0.0279,0.7569,1.5676,0.3679
1,Line,,,,,,,113,0,0,-0.0001,0.7569,1.5676,0.3652,0.0304,0.7569,1.5676,0.3679
1,Line,,,,,,,132,0,0,0.0002,0.7569,1.5676,0.364,0.0579,0.7569,1.5676,0.3576
1,Line,,,,,,,143,0,0,-0.0001,0.7569,1.5676,0.3576,0.0086,0.7569,1.5676,0.3608
1,Line,,,,,,,42,0,0,-0.0003,0.7569,1.5676,0.3447,0.0412,0.7569,1.5676,0.3576
1,Line,,,,,,,90,0,0,-0.0001,0.7569,1.5676,0.353,0.0376,0.7569,1.5676,0.3576
1,Line,,,,,,,86,0,0,0.001,1.0169,1.5057,0.4058,0.2002,1.0169,1.5057,0.3656
1,Line,,,,,,,180,0,0,-0.0013,-1.7421,1.5057,0.5388,0.0743,-1.7421,1.5057,0.5913
1,Line,,,,,,,18,0,0,-0.0007,-1.7421,1.5057,0.5913,0.077,-1.7421,1.5057,0.6217
1,Line,,,,,,,113,0,0,-0.0001,-1.7421,1.5057,0.4034,0.0254,-1.7421,1.5057,0.4057
1,Line,,,,,,,74,0,0,0.0002,-1.7421,1.5057,0.5913,0.0238,-1.7421,1.5057,0.5834
1,Line,,,,,,,0,0,0,0.0015,-1.7421,1.5057,0.5388,0.0743,-1.7421,1.5057,0.4758
1,Line,,,,,,,70,0,0,0.0002,-1.7421,1.5057,0.5388,0.0238,-1.7421,1.5057,0.5324
