Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.9132,,,,,,,,,,,,,,,,90,0.0086,-1.1373,1.8532,67.1949,109.2699,39.1274,67.1913,109.7476,38.3491
1,Line,1.4035,,,,,,,,,,,,,,,,89,0.0332,2.0632,-2.6285,67.1677,111.6593,39.1481,67.1537,110.7928,40.2520
1,Line,1.3107,,,,,,,,,,,,,,,,90,-0.0053,-1.6324,2.6599,67.1927,108.5843,40.2445,67.1949,109.2699,39.1274
1,Line,0.9325,,,,,,,,,,,,,,,,88,-0.0304,-1.1536,-1.8968,67.1549,111.1748,38.3514,67.1677,111.6593,39.1481
1,Line,0.9121,,,,,,,,,,,,,,,,90,-0.0058,1.1358,-1.8508,66.4978,109.7411,38.3596,66.5002,109.2640,39.1370
1,Line,5.3872,,,,,,,,,,,,,,,,0,12.8248,0.0000,0.2182,66.5348,111.1748,38.3603,61.1484,111.1748,38.2687
1,Line,5.3152,,,,,,,,,,,,,,,,179,-12.6528,0.1311,-0.2135,61.1836,109.7961,38.2699,66.4978,109.7411,38.3596
1,Line,4.7883,,,,,,,,,,,,,,,,180,-11.3993,0.0000,-0.1715,67.1347,108.6166,41.7736,71.9225,108.6166,41.8456
1,Line,4.7245,,,,,,,,,,,,,,,,179,11.2467,-0.1143,0.1862,71.8956,107.6185,41.8181,67.1720,107.6665,41.7400
1,Line,0.4271,,,,,,,,,,,,,,,,39,0.5546,0.4459,-0.7265,72.1285,107.8058,41.5130,71.8956,107.6185,41.8181
1,Line,0.3208,,,,,,,,,,,,,,,,87,-0.0197,-0.3994,0.6508,67.1720,107.6665,41.7400,67.1803,107.8343,41.4666
1,Line,2.0219,,,,,,,,,,,,,,,,90,0.0281,3.8513,-2.8881,67.1537,110.7928,40.2520,67.1419,109.1752,41.4650
1,Line,1.4340,,,,,,,,,,,,,,,,89,-0.0296,-1.7858,2.9098,67.1803,107.8343,41.4666,67.1927,108.5843,40.2445
1,Line,0.6383,,,,,,,,,,,,,,,,89,0.0171,1.3301,-0.7347,67.1419,109.1752,41.4650,67.1347,108.6166,41.7736
1,Line,0.3650,,,,,,,,,,,,,,,,147,0.5472,-0.3532,0.5755,61.7901,107.7143,41.6621,61.5603,107.8626,41.4205
1,Line,4.7948,,,,,,,,,,,,,,,,180,-11.4153,0.0000,-0.1532,61.7684,108.6166,41.7114,66.5628,108.6166,41.7757
1,Line,4.7302,,,,,,,,,,,,,,,,179,11.2604,-0.1083,0.1765,66.5195,107.6688,41.7363,61.7901,107.7143,41.6621
1,Line,0.6722,,,,,,,,,,,,,,,,115,-0.6264,1.3301,-0.6324,61.5053,109.1752,41.4458,61.7684,108.6166,41.7114
1,Line,1.4793,,,,,,,,,,,,,,,,98,0.2424,-1.8379,2.9948,61.1767,108.5633,40.2787,61.0749,109.3353,39.0209
1,Line,2.0217,,,,,,,,,,,,,,,,103,-0.8822,3.8513,-2.7497,61.1347,110.7928,40.2909,61.5053,109.1752,41.4458
1,Line,1.3935,,,,,,,,,,,,,,,,119,0.9135,-1.6684,2.7185,61.5603,107.8626,41.4205,61.1767,108.5633,40.2787
1,Line,1.3928,,,,,,,,,,,,,,,,91,0.0209,-2.0632,2.5960,66.5414,110.7928,40.2520,66.5326,111.6593,39.1617
1,Line,1.2799,,,,,,,,,,,,,,,,90,-0.0004,1.5940,-2.5973,66.5002,109.2640,39.1370,66.5004,108.5945,40.2278
1,Line,0.9365,,,,,,,,,,,,,,,,90,-0.0052,1.1536,1.9080,66.5326,111.6593,39.1617,66.5348,111.1748,38.3603
1,Line,1.4634,,,,,,,,,,,,,,,,91,-0.0325,1.8225,-2.9695,66.5004,108.5945,40.2278,66.5140,107.8291,41.4750
1,Line,0.6328,,,,,,,,,,,,,,,,91,0.0132,-1.3301,0.7074,66.5628,108.6166,41.7757,66.5572,109.1752,41.4786
1,Line,0.3066,,,,,,,,,,,,,,,,92,-0.0129,0.3818,-0.6221,66.5140,107.8291,41.4750,66.5195,107.6688,41.7363
1,Line,2.0301,,,,,,,,,,,,,,,,91,0.0377,-3.8513,2.9205,66.5572,109.1752,41.4786,66.5414,110.7928,40.2520
1,Line,0.0880,,,,,,,,,,,,,,,,9,-0.1162,-0.0179,0.1733,67.3909,147.3566,18.8742,67.4397,147.3641,18.8014
1,Line,0.0879,,,,,,,,,,,,,,,,4,-0.1739,-0.0120,0.1158,67.4397,147.3641,18.8014,67.5127,147.3691,18.7527
1,Line,0.0879,,,,,,,,,,,,,,,,1,-0.2051,-0.0042,0.0407,67.5127,147.3691,18.7527,67.5989,147.3709,18.7357
1,Line,0.0880,,,,,,,,,,,,,,,,27,-0.0408,-0.0212,0.2044,67.3737,147.3477,18.9600,67.3909,147.3566,18.8742
1,Line,0.0879,,,,,,,,,,,,,,,,176,0.1739,-0.0120,0.1158,67.5127,147.3262,19.1673,67.4397,147.3312,19.1187
1,Line,0.0880,,,,,,,,,,,,,,,,171,0.1162,-0.0179,0.1733,67.4397,147.3312,19.1187,67.3909,147.3388,19.0459
1,Line,0.0880,,,,,,,,,,,,,,,,153,0.0408,-0.0212,0.2045,67.3909,147.3388,19.0459,67.3737,147.3477,18.9600
1,Line,1.7177,,,,,,,,,,,,,,,,104,0.9746,-3.9719,0.0303,70.7686,117.6521,24.2437,70.3592,119.3203,24.2309
1,Line,0.0887,,,,,,,,,,,,,,,,158,-0.1935,0.0793,0.0301,68.8770,121.5832,24.2790,68.9583,121.5499,24.2664
1,Line,0.6527,,,,,,,,,,,,,,,,2,-1.5497,-0.0610,0.0990,67.0492,121.6417,24.3057,67.7001,121.6674,24.2642
