Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z
1,Line,,,,,,,143,0.0077,-0.0058,-0.0101,-1.8177,2.6478,-0.4782,0.0255,-1.8317,2.6585,-0.4598
1,Line,,,,,,,90,0.0000,0.0601,-0.0438,-1.8317,2.6585,-0.4598,0.1361,-1.8317,2.5485,-0.3796
1,Line,,,,,,,86,0.0032,0.0413,-0.0647,-1.8317,2.6585,-0.4598,0.1404,-1.8375,2.5830,-0.3415
1,Line,,,,,,,0,0.2766,0.0005,0.0006,-1.3119,2.5352,-0.3943,0.5058,-1.8177,2.5343,-0.3954
1,Line,,,,,,,82,0.0077,0.0543,-0.0539,-1.8177,2.6478,-0.4782,0.1406,-1.8317,2.5485,-0.3796
1,Line,,,,,,,90,0.0000,-0.0621,0.0453,-1.8177,2.5343,-0.3954,0.1405,-1.8177,2.6478,-0.4782
1,Line,,,,,,,103,0.0032,-0.0141,-0.0243,-1.8317,2.6585,-0.4598,0.0517,-1.8375,2.6842,-0.4154
1,Line,,,,,,,90,0.0000,0.0506,-0.0369,-1.8317,2.7100,-0.3710,0.1146,-1.8317,2.6174,-0.3035
1,Line,,,,,,,100,-0.0077,0.0428,-0.0456,-1.8317,2.7100,-0.3710,0.1152,-1.8177,2.6316,-0.2877
1,Line,,,,,,,37,-0.0077,-0.0058,-0.0101,-1.8317,2.7100,-0.3710,0.0255,-1.8177,2.7206,-0.3526
1,Line,,,,,,,90,0.0000,0.0554,-0.0404,-1.8375,2.6842,-0.4154,0.1253,-1.8375,2.5830,-0.3415
1,Line,,,,,,,95,-0.0032,0.0366,-0.0612,-1.8375,2.6842,-0.4154,0.1305,-1.8317,2.6174,-0.3035
1,Line,,,,,,,77,-0.0032,-0.0141,-0.0243,-1.8375,2.6842,-0.4154,0.0517,-1.8317,2.7100,-0.3710
1,Line,,,,,,,170,-0.2766,0.0496,-0.0380,-1.8177,2.6316,-0.2877,0.5185,-1.3119,2.5408,-0.2181
1,Line,,,,,,,178,-0.2766,0.0078,0.0086,-1.8177,2.6316,-0.2877,0.5062,-1.3119,2.6174,-0.3035
1,Line,,,,,,,90,0.0000,0.0419,-0.0466,-1.3119,2.6174,-0.3035,0.1146,-1.3119,2.5408,-0.2181
1,Line,,,,,,,103,-0.0077,0.0324,-0.0535,-1.8317,2.6174,-0.3035,0.1152,-1.8177,2.5581,-0.2057
1,Line,,,,,,,46,-0.0077,-0.0078,-0.0086,-1.8317,2.6174,-0.3035,0.0255,-1.8177,2.6316,-0.2877
1,Line,,,,,,,90,0.0000,0.0402,-0.0448,-1.8177,2.6316,-0.2877,0.1102,-1.8177,2.5581,-0.2057
1,Line,,,,,,,90,0.0005,0.0646,-0.0302,-1.3119,2.6174,-0.3035,0.1304,-1.3128,2.4993,-0.2482
1,Line,,,,,,,91,-0.0005,0.0261,0.0288,-1.3128,2.5830,-0.3415,0.0712,-1.3119,2.5352,-0.3943
1,Line,,,,,,,90,0.0000,0.0512,-0.0571,-1.3119,2.5352,-0.3943,0.1402,-1.3119,2.4415,-0.2899
1,Line,,,,,,,11,0.2766,0.0518,-0.0566,-1.3119,2.5352,-0.3943,0.5249,-1.8177,2.4404,-0.2908
1,Line,,,,,,,89,0.0005,0.0188,0.0208,-1.3119,2.6174,-0.3035,0.0513,-1.3128,2.5830,-0.3415
1,Line,,,,,,,90,0.0000,0.0458,-0.0510,-1.3128,2.5830,-0.3415,0.1253,-1.3128,2.4993,-0.2482
1,Line,,,,,,,90,-0.0005,0.0773,-0.0283,-1.3128,2.5830,-0.3415,0.1506,-1.3119,2.4415,-0.2899
1,Line,,,,,,,87,0.0032,0.0538,-0.0547,-1.8317,2.7827,-0.5154,0.1404,-1.8375,2.6842,-0.4154
1,Line,,,,,,,110,0.0032,-0.0087,-0.0267,-1.8317,2.7827,-0.5154,0.0517,-1.8375,2.7986,-0.4666
1,Line,,,,,,,90,0.0000,0.0626,-0.0280,-1.8375,2.7986,-0.4666,0.1253,-1.8375,2.6842,-0.4154
1,Line,,,,,,,90,0.0000,-0.0701,0.0314,-1.8177,2.6478,-0.4782,0.1405,-1.8177,2.7761,-0.5356
1,Line,,,,,,,155,0.0077,-0.0036,-0.0111,-1.8177,2.7761,-0.5356,0.0255,-1.8317,2.7827,-0.5154
1,Line,,,,,,,90,0.0000,0.0679,-0.0304,-1.8317,2.7827,-0.5154,0.1361,-1.8317,2.6585,-0.4598
1,Line,,,,,,,94,-0.0032,0.0485,-0.0523,-1.8375,2.7986,-0.4666,0.1305,-1.8317,2.7100,-0.3710
1,Line,,,,,,,25,-0.0077,-0.0036,-0.0111,-1.8317,2.8146,-0.4178,0.0255,-1.8177,2.8212,-0.3976
1,Line,,,,,,,90,0.0000,0.0550,-0.0246,-1.8177,2.8212,-0.3976,0.1102,-1.8177,2.7206,-0.3526
1,Line,,,,,,,168,-0.2766,0.0608,-0.0145,-1.8177,2.8212,-0.3976,0.5185,-1.3119,2.7100,-0.3710
1,Line,,,,,,,70,-0.0032,-0.0087,-0.0267,-1.8375,2.7986,-0.4666,0.0517,-1.8317,2.8146,-0.4178
1,Line,,,,,,,90,0.0000,0.0572,-0.0256,-1.8317,2.8146,-0.4178,0.1146,-1.8317,2.7100,-0.3710
1,Line,,,,,,,98,-0.0077,0.0514,-0.0357,-1.8317,2.8146,-0.4178,0.1152,-1.8177,2.7206,-0.3526
1,Line,,,,,,,90,0.0000,0.0506,-0.0369,-1.3119,2.7100,-0.3710,0.1146,-1.3119,2.6174,-0.3035
1,Line,,,,,,,90,0.0005,0.0695,-0.0161,-1.3119,2.7100,-0.3710,0.1304,-1.3128,2.5830,-0.3415
1,Line,,,,,,,88,0.0005,0.0141,0.0243,-1.3119,2.7100,-0.3710,0.0513,-1.3128,2.6842,-0.4154
1,Line,,,,,,,90,0.0000,0.0487,-0.0355,-1.8177,2.7206,-0.3526,0.1102,-1.8177,2.6316,-0.2877
1,Line,,,,,,,168,-0.2766,0.0565,-0.0269,-1.8177,2.7206,-0.3526,0.5185,-1.3119,2.6174,-0.3035
