Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z
1,Line,,,,,,,270,0.0000,-0.4986,0.0000,-0.0716,9.5676,0.8640,0.4986,-0.0716,10.0662,0.8640
1,Line,,,,,,,270,0.0000,-0.4986,0.0000,-0.0803,9.5676,0.8255,0.4986,-0.0803,10.0662,0.8255
1,Line,,,,,,,0,0.0087,0.0000,0.0384,-0.0716,10.0662,0.8640,0.0394,-0.0803,10.0662,0.8255
1,Line,,,,,,,270,0.0000,-0.4986,0.0000,-0.0456,9.5676,0.8925,0.4986,-0.0456,10.0662,0.8925
1,Line,,,,,,,270,0.0000,-0.4986,0.0000,-0.0096,9.5676,0.9037,0.4986,-0.0096,10.0662,0.9037
1,Line,,,,,,,180,-0.0360,0.0000,-0.0112,-0.0456,9.5676,0.8925,0.0377,-0.0096,9.5676,0.9037
1,Line,,,,,,,180,-0.0087,0.0000,-0.0384,-0.0803,9.5676,0.8255,0.0394,-0.0716,9.5676,0.8640
1,Line,,,,,,,274,0.0360,-0.4986,0.0112,-0.0096,9.5676,0.9037,0.5000,-0.0456,10.0662,0.8925
1,Line,,,,,,,273,0.0260,-0.4986,0.0285,-0.0456,9.5676,0.8925,0.5001,-0.0716,10.0662,0.8640
1,Line,,,,,,,0,0.0260,0.0000,0.0285,-0.0456,10.0662,0.8925,0.0386,-0.0716,10.0662,0.8640
1,Line,,,,,,,271,0.0087,-0.4986,0.0384,-0.0716,9.5676,0.8640,0.5001,-0.0803,10.0662,0.8255
1,Line,,,,,,,0,0.0360,0.0000,-0.0099,-0.0096,9.5676,0.7486,0.0373,-0.0456,9.5676,0.7586
1,Line,,,,,,,270,0.0000,-0.4986,0.0000,-0.0716,9.5676,0.7871,0.4986,-0.0716,10.0662,0.7871
1,Line,,,,,,,90,0.0000,0.4986,0.0000,0.0264,10.0662,0.7586,0.4986,0.0264,9.5676,0.7586
1,Line,,,,,,,180,-0.0260,0.0000,0.0285,-0.0716,10.0662,0.7871,0.0386,-0.0456,10.0662,0.7586
1,Line,,,,,,,180,-0.0360,0.0000,0.0099,-0.0456,10.0662,0.7586,0.0373,-0.0096,10.0662,0.7486
1,Line,,,,,,,0,0.0087,0.0000,-0.0384,-0.0716,9.5676,0.7871,0.0394,-0.0803,9.5676,0.8255
1,Line,,,,,,,180,-0.0087,0.0000,0.0384,-0.0803,10.0662,0.8255,0.0394,-0.0716,10.0662,0.7871
1,Line,,,,,,,269,-0.0087,-0.4986,0.0384,-0.0803,9.5676,0.8255,0.5001,-0.0716,10.0662,0.7871
1,Line,,,,,,,270,0.0000,-0.4986,0.0000,-0.0096,9.5676,0.7486,0.4986,-0.0096,10.0662,0.7486
1,Line,,,,,,,180,-0.0360,0.0000,-0.0099,-0.0096,10.0662,0.7486,0.0373,0.0264,10.0662,0.7586
1,Line,,,,,,,270,0.0000,-0.4986,0.0000,0.0264,9.5676,0.8925,0.4986,0.0264,10.0662,0.8925
1,Line,,,,,,,0,0.0087,0.0000,0.0384,0.0623,9.5676,0.8255,0.0394,0.0537,9.5676,0.7871
1,Line,,,,,,,269,-0.0087,-0.4986,-0.0384,0.0537,9.5676,0.7871,0.5001,0.0623,10.0662,0.8255
1,Line,,,,,,,180,-0.0273,0.0000,0.0285,0.0264,9.5676,0.8925,0.0395,0.0537,9.5676,0.8640
1,Line,,,,,,,271,0.0087,-0.4986,-0.0384,0.0623,9.5676,0.8255,0.5001,0.0537,10.0662,0.8640
1,Line,,,,,,,270,0.0000,-0.4986,0.0000,0.0623,9.5676,0.8255,0.4986,0.0623,10.0662,0.8255
1,Line,,,,,,,129,-0.0050,0.0062,0.0087,0.0214,10.0724,0.7672,0.0118,0.0264,10.0662,0.7586
1,Line,,,,,,,273,0.0273,-0.4986,-0.0285,0.0537,9.5676,0.8640,0.5001,0.0264,10.0662,0.8925
1,Line,,,,,,,270,0.0000,-0.4986,0.0000,0.0537,9.5676,0.7871,0.4986,0.0537,10.0662,0.7871
1,Line,,,,,,,180,-0.0087,0.0000,-0.0384,0.0537,10.0662,0.7871,0.0394,0.0623,10.0662,0.8255
