Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,1.1127,,,,,,,,,,,,,,,,86,0.0785,1.0740,0.2802,91.4423,18.6920,62.8887,91.3638,17.6179,62.6084
1,Line,1.1279,,,,,,,,,,,,,,,,90,0.0000,-1.1039,-0.2316,91.3638,17.6179,62.6084,91.3638,18.7219,62.8400
1,Line,0.8070,,,,,,,,,,,,,,,,90,0.0000,-0.7948,-0.1396,91.5508,17.4485,62.5663,91.5508,18.2434,62.7059
1,Line,0.8496,,,,,,,,,,,,,,,,94,0.0534,-0.8381,-0.1291,91.6341,17.4154,62.5887,91.5807,18.2535,62.7177
1,Line,0.0375,,,,,,,,,,,,,,,,170,0.0266,-0.0047,0.0260,91.1806,18.0427,62.4607,91.1540,18.0474,62.4346
1,Line,0.0027,,,,,,,,,,,,,,,,46,0.0014,0.0015,0.0017,91.1540,18.0474,62.4346,91.1526,18.0459,62.4329
1,Line,0.4941,,,,,,,,,,,,,,,,90,0.0000,-0.4891,-0.0699,91.1190,17.4809,62.3239,91.1190,17.9701,62.3938
1,Line,0.0806,,,,,,,,,,,,,,,,1,-0.0616,-0.0012,-0.0521,91.1190,17.4809,62.3239,91.1806,17.4821,62.3760
1,Line,0.0442,,,,,,,,,,,,,,,,24,0.0379,0.0170,0.0151,91.6186,18.2705,62.7328,91.5807,18.2535,62.7177
1,Line,0.0326,,,,,,,,,,,,,,,,90,0.0000,-0.0324,-0.0042,92.8620,18.6245,62.6968,92.8620,18.6569,62.7009
1,Line,0.0110,,,,,,,,,,,,,,,,95,-0.0009,0.0108,0.0016,92.8673,18.6569,62.6996,92.8682,18.6460,62.6979
1,Line,0.1464,,,,,,,,,,,,,,,,166,-0.1417,0.0343,0.0127,92.4418,17.1851,62.5619,92.5835,17.1508,62.5492
1,Line,0.5122,,,,,,,,,,,,,,,,90,0.0000,-0.5069,-0.0735,92.4418,17.1851,62.5619,92.4418,17.6921,62.6354
1,Line,1.5517,,,,,,,,,,,,,,,,90,0.0000,-1.5390,-0.1981,92.8620,17.0855,62.4986,92.8620,18.6245,62.6968
1,Line,0.0162,,,,,,,,,,,,,,,,178,0.0155,-0.0004,0.0049,91.6341,18.2701,62.7377,91.6186,18.2705,62.7328
1,Line,0.0225,,,,,,,,,,,,,,,,74,0.0062,0.0216,0.0012,92.8682,18.6460,62.6979,92.8620,18.6245,62.6968
1,Line,0.1414,,,,,,,,,,,,,,,,173,-0.1353,0.0167,0.0376,92.8620,17.0855,62.4986,92.9973,17.0687,62.4610
1,Line,0.5673,,,,,,,,,,,,,,,,93,-0.0280,0.5637,0.0570,91.1526,18.0459,62.4329,91.1806,17.4821,62.3760
1,Line,0.0082,,,,,,,,,,,,,,,,152,0.0072,-0.0039,0.0002,92.0537,17.6502,62.6132,92.0465,17.6541,62.6131
1,Line,0.0386,,,,,,,,,,,,,,,,144,0.0313,-0.0225,0.0000,92.0465,17.6541,62.6131,92.0152,17.6766,62.6131
1,Line,0.4072,,,,,,,,,,,,,,,,85,0.0385,0.4003,0.0640,92.0537,17.6502,62.6132,92.0152,17.2499,62.5492
1,Line,0.4314,,,,,,,,,,,,,,,,90,0.0000,-0.4266,-0.0639,92.0152,17.2499,62.5492,92.0152,17.6766,62.6131
1,Line,1.0240,,,,,,,,,,,,,,,,85,0.0969,1.0066,0.1610,92.1507,18.6569,62.7743,92.0537,17.6502,62.6132
1,Line,0.0086,,,,,,,,,,,,,,,,1,0.0084,0.0001,0.0020,91.7192,18.2991,62.7638,91.7108,18.2989,62.7618
1,Line,0.9912,,,,,,,,,,,,,,,,90,0.0000,-0.9803,-0.1467,92.0152,17.6766,62.6131,92.0152,18.6569,62.7598
1,Line,0.1362,,,,,,,,,,,,,,,,180,-0.1355,0.0000,-0.0145,92.0152,18.6569,62.7598,92.1507,18.6569,62.7743
1,Line,0.1431,,,,,,,,,,,,,,,,174,-0.1417,0.0151,-0.0127,92.0152,17.2499,62.5492,92.1569,17.2348,62.5619
1,Line,0.8235,,,,,,,,,,,,,,,,90,0.0000,-0.8190,-0.0859,92.0218,17.1895,62.2360,92.0218,18.0085,62.3218
1,Line,0.7362,,,,,,,,,,,,,,,,86,-0.0506,-0.7282,-0.0957,92.0218,17.1895,62.2360,92.0725,17.9177,62.3316
1,Line,0.0328,,,,,,,,,,,,,,,,133,0.0222,-0.0236,0.0049,92.1284,17.8503,62.3430,92.1062,17.8739,62.3381
1,Line,0.0556,,,,,,,,,,,,,,,,128,0.0337,-0.0437,0.0065,92.1062,17.8739,62.3381,92.0725,17.9177,62.3316
1,Line,0.1170,,,,,,,,,,,,,,,,152,0.1032,-0.0551,0.0027,92.1569,17.5951,62.6159,92.0537,17.6502,62.6132
