Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z
1,Line,,,,,,,180,-0.0216,0.0000,0.0023,3.0741,-2.0888,-0.8840,0.0217,3.0957,-2.0888,-0.8863
1,Line,,,,,,,90,0.0000,0.0282,0.1482,3.0957,-2.0747,-0.9011,0.1508,3.0957,-2.1029,-1.0493
1,Line,,,,,,,150,0.0246,-0.0141,0.0122,3.0957,-2.0888,-0.8863,0.0309,3.0710,-2.0747,-0.8985
1,Line,,,,,,,180,-0.0185,0.0000,0.0019,3.0772,-2.0888,-0.8695,0.0186,3.0957,-2.0888,-0.8715
1,Line,,,,,,,90,0.0000,-0.0141,0.0148,3.0957,-2.0888,-0.8863,0.0205,3.0957,-2.0747,-0.9011
1,Line,,,,,,,164,0.0955,-0.0282,0.0344,3.0957,-2.0747,-1.1974,0.1053,3.0002,-2.0465,-1.2318
1,Line,,,,,,,0,0.0000,0.0000,0.0148,3.0957,-2.0465,-1.2419,0.0148,3.0957,-2.0465,-1.2567
1,Line,,,,,,,90,0.0000,-0.0282,0.0444,3.0957,-2.0747,-1.1974,0.0526,3.0957,-2.0465,-1.2419
1,Line,,,,,,,27,0.0554,0.0282,0.1423,3.0957,-2.0747,-0.9011,0.1553,3.0402,-2.1029,-1.0434
1,Line,,,,,,,180,-0.0246,0.0000,0.0026,3.0710,-2.0747,-0.8985,0.0248,3.0957,-2.0747,-0.9011
1,Line,,,,,,,0,0.1017,0.0000,0.0255,3.1973,-2.1029,-1.2608,0.1048,3.0957,-2.1029,-1.2863
1,Line,,,,,,,180,-0.1017,0.0000,-0.0107,3.0957,-2.1029,-1.2715,0.1022,3.1973,-2.1029,-1.2608
1,Line,,,,,,,0,0.1047,0.0000,0.0110,3.2004,-2.1029,-1.2753,0.1053,3.0957,-2.1029,-1.2863
1,Line,,,,,,,180,-0.0986,0.0000,-0.0104,3.0957,-2.0465,-1.2567,0.0991,3.1943,-2.0465,-1.2463
1,Line,,,,,,,180,-0.0031,0.0000,0.0145,3.1973,-2.1029,-1.2608,0.0148,3.2004,-2.1029,-1.2753
1,Line,,,,,,,0,0.0000,0.0000,0.0148,3.0957,-2.0888,-0.8715,0.0148,3.0957,-2.0888,-0.8863
1,Line,,,,,,,0,0.0216,0.0000,0.0125,3.0957,-2.0888,-0.8715,0.0249,3.0741,-2.0888,-0.8840
1,Line,,,,,,,180,-0.0185,0.0000,0.0019,3.0772,-2.0747,-0.8695,0.0186,3.0957,-2.0747,-0.8715
1,Line,,,,,,,90,0.0000,0.0141,0.0000,3.0957,-2.0747,-0.8715,0.0141,3.0957,-2.0888,-0.8715
1,Line,,,,,,,37,0.0185,0.0141,-0.0019,3.0957,-2.0747,-0.8715,0.0233,3.0772,-2.0888,-0.8695
1,Line,,,,,,,0,0.0237,0.0000,0.0078,3.0772,-2.0888,-0.8695,0.0249,3.0535,-2.0888,-0.8773
1,Line,,,,,,,180,-0.0177,0.0000,0.0057,3.0595,-2.0888,-0.8638,0.0186,3.0772,-2.0888,-0.8695
1,Line,,,,,,,0,0.0031,0.0000,0.0145,3.0772,-2.0888,-0.8695,0.0148,3.0741,-2.0888,-0.8840
