Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.0711,,,,,,,,,,,,,,,,178,0.0923,-0.0032,0.0464,5.2262,-6.9695,0.7303,5.1627,-6.9673,0.6984
1,Line,0.0244,,,,,,,,,,,,,,,,155,0.0049,-0.0023,-0.0350,5.1627,-6.9673,0.6984,5.1594,-6.9657,0.7225
1,Line,0.0651,,,,,,,,,,,,,,,,91,-0.0020,0.0827,0.0459,5.2248,-6.9126,0.7619,5.2262,-6.9695,0.7303
1,Line,0.0227,,,,,,,,,,,,,,,,18,0.0070,0.0023,-0.0321,5.2311,-6.9679,0.7082,5.2262,-6.9695,0.7303
1,Line,0.0823,,,,,,,,,,,,,,,,131,0.0743,-0.0860,-0.0374,5.2760,-6.9718,0.7362,5.2248,-6.9126,0.7619
1,Line,0.0719,,,,,,,,,,,,,,,,180,-0.0270,0.0000,-0.1010,4.5597,-7.1767,1.4488,4.5783,-7.1767,1.5183
1,Line,0.0733,,,,,,,,,,,,,,,,130,0.0272,-0.0325,0.0977,4.5894,-7.1372,1.5171,4.5707,-7.1148,1.4499
1,Line,0.0550,,,,,,,,,,,,,,,,0,0.0267,0.0000,0.0754,4.7131,-7.1767,1.4522,4.6947,-7.1767,1.4003
1,Line,0.0410,,,,,,,,,,,,,,,,74,0.0162,0.0574,-0.0017,4.5894,-7.1372,1.5171,4.5783,-7.1767,1.5183
1,Line,0.0628,,,,,,,,,,,,,,,,80,0.0161,0.0899,0.0016,4.5707,-7.1148,1.4499,4.5597,-7.1767,1.4488
1,Line,0.0925,,,,,,,,,,,,,,,,97,-0.0109,0.0899,-0.0994,4.5707,-7.1148,1.4499,4.5783,-7.1767,1.5183
1,Line,0.0501,,,,,,,,,,,,,,,,177,-0.0723,0.0033,-0.0085,5.2262,-6.9695,0.7303,5.2760,-6.9718,0.7362
1,Line,0.0590,,,,,,,,,,,,,,,,169,-0.0330,0.0064,0.0790,4.8668,-6.9292,0.8412,4.8895,-6.9336,0.7869
1,Line,0.1337,,,,,,,,,,,,,,,,7,-0.1437,-0.0174,-0.1295,4.8895,-6.9336,0.7869,4.9884,-6.9216,0.8760
1,Line,0.1267,,,,,,,,,,,,,,,,4,0.1767,0.0110,0.0506,4.9884,-6.9216,0.8760,4.8668,-6.9292,0.8412
1,Line,0.0289,,,,,,,,,,,,,,,,169,-0.0176,0.0035,0.0380,4.8547,-6.9268,0.8674,4.8668,-6.9292,0.8412
1,Line,0.1293,,,,,,,,,,,,,,,,5,-0.1636,-0.0156,-0.0913,4.8668,-6.9292,0.8412,4.9794,-6.9185,0.9040
1,Line,0.0491,,,,,,,,,,,,,,,,162,-0.0261,0.0084,0.0659,4.8895,-6.9336,0.7869,4.9075,-6.9394,0.7415
1,Line,0.0239,,,,,,,,,,,,,,,,38,0.0095,0.0073,-0.0326,5.2825,-6.9667,0.7137,5.2760,-6.9718,0.7362
1,Line,0.0531,,,,,,,,,,,,,,,,175,0.0653,-0.0056,0.0407,5.2760,-6.9718,0.7362,5.2311,-6.9679,0.7082
1,Line,0.0482,,,,,,,,,,,,,,,,177,0.0562,-0.0034,0.0417,5.3212,-6.9690,0.7425,5.2825,-6.9667,0.7137
1,Line,0.0966,,,,,,,,,,,,,,,,0,-0.1350,-0.0003,-0.0386,4.9075,-6.9394,0.7415,5.0004,-6.9392,0.7681
1,Line,0.1126,,,,,,,,,,,,,,,,177,0.1611,-0.0081,-0.0274,5.0004,-6.9392,0.7681,4.8895,-6.9336,0.7869
1,Line,0.0152,,,,,,,,,,,,,,,,127,-0.0077,0.0103,0.0179,5.1024,-6.9531,0.7331,5.1077,-6.9602,0.7208
1,Line,0.0659,,,,,,,,,,,,,,,,23,-0.0860,-0.0361,-0.0219,5.1024,-6.9531,0.7331,5.1616,-6.9283,0.7481
1,Line,0.0683,,,,,,,,,,,,,,,,31,0.0782,0.0464,0.0397,5.1616,-6.9283,0.7481,5.1077,-6.9602,0.7208
1,Line,0.0301,,,,,,,,,,,,,,,,142,0.0112,-0.0086,-0.0415,5.1154,-6.9661,0.6923,5.1077,-6.9602,0.7208
1,Line,0.0520,,,,,,,,,,,,,,,,174,0.0751,-0.0080,0.0024,5.1594,-6.9657,0.7225,5.1077,-6.9602,0.7208
1,Line,0.0671,,,,,,,,,,,,,,,,169,0.0877,-0.0168,0.0393,5.1533,-6.9907,0.7978,5.0929,-6.9791,0.7708
1,Line,0.0341,,,,,,,,,,,,,,,,88,0.0022,0.0494,-0.0013,5.1548,-6.9567,0.7969,5.1533,-6.9907,0.7978
1,Line,0.0501,,,,,,,,,,,,,,,,12,-0.0688,-0.0146,-0.0192,5.2136,-6.9726,0.8202,5.2609,-6.9626,0.8334
1,Line,0.0653,,,,,,,,,,,,,,,,165,0.0855,-0.0232,0.0339,5.2136,-6.9726,0.8202,5.1548,-6.9567,0.7969
1,Line,0.0350,,,,,,,,,,,,,,,,93,-0.0026,0.0507,-0.0027,5.0929,-6.9791,0.7708,5.0947,-7.0140,0.7727
