Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,,,14.7567,,,,,,,,90,0.0000,1.1765,-8.5593,138.5890,161.5536,59.0516,138.5890,159.5440,73.6709
1,Line,,,,,,,12.0500,,,,,,,,90,0.0000,1.1434,-6.9618,174.7174,161.5536,59.0516,174.7174,159.6007,70.9423
1,Line,,,,,,,21.4451,,,,,,,,36,-8.6635,-6.2225,6.6234,123.7916,150.9256,70.3643,138.5890,161.5536,59.0516
1,Line,,,,,,,5.7281,,,,,,,,7,-2.3147,-0.2898,-2.4094,56.5351,159.5330,69.6014,60.4887,160.0280,73.7167
1,Line,,,,,,,4.2248,,,,,,,,90,0.0000,2.4735,0.0000,176.6010,242.9043,85.0387,176.6010,238.6795,85.0387
1,Line,,,,,,,4.2248,,,,,,,,90,0.0000,-2.4735,0.0000,180.0992,236.1334,69.3816,180.0992,240.3582,69.3816
1,Line,,,,,,,21.7608,,,,,,,,139,-4.5175,3.9642,11.2338,168.8851,245.4503,104.2261,176.6010,238.6795,85.0387
1,Line,,,,,,,16.0962,,,,,,,,0,0.0000,0.0000,9.4240,72.7014,176.9740,33.0698,72.7014,176.9740,16.9735
1,Line,,,,,,,4.2250,,,,,,,,89,0.0249,2.4735,0.0000,168.8851,245.4503,104.2261,168.8425,241.2256,104.2261
1,Line,,,,,,,4.2248,,,,,,,,90,0.0000,2.4735,0.0000,179.8446,239.1010,58.7383,179.8446,234.8762,58.7383
1,Line,,,,,,,2.9086,,,,,,,,92,0.0435,-1.3257,1.0680,96.6700,148.0834,72.7831,96.5957,150.3476,70.9590
1,Line,,,,,,,27.2884,,,,,,,,176,15.9227,-1.0601,0.7765,123.7916,148.5370,72.2853,96.5957,150.3476,70.9590
1,Line,,,,,,,24.3992,,,,,,,,168,13.9368,-2.9538,1.0524,96.6700,148.0834,72.7831,72.8659,153.1285,70.9856
1,Line,,,,,,,4.2248,,,,,,,,90,0.0000,2.4735,0.0000,180.7023,238.3945,34.9982,180.7023,234.1697,34.9982
1,Line,,,,,,,4.2248,,,,,,,,90,0.0000,-2.4735,0.0000,179.4677,235.3750,20.1449,179.4677,239.5997,20.1449
1,Line,,,,,,,41.7576,,,,,,,,109,1.9141,-5.5680,-23.7287,107.5292,207.2463,33.2807,104.2599,216.7564,73.8092
1,Line,,,,,,,4.5188,,,,,,,,31,-2.0656,-1.2320,1.1022,104.2599,216.7564,73.8092,107.7879,218.8607,71.9266
1,Line,,,,,,,41.5217,,,,,,,,37,-3.4804,-2.6407,-23.9144,72.7014,212.2461,32.9635,78.6459,216.7564,73.8092
1,Line,,,,,,,4.5188,,,,,,,,149,2.0656,-1.2320,1.1022,78.6459,216.7564,73.8092,75.1179,218.8607,71.9266
1,Line,,,,,,,41.7576,,,,,,,,71,-1.9141,-5.5680,-23.7287,75.3766,207.2463,33.2807,78.6459,216.7564,73.8092
1,Line,,,,,,,39.5944,,,,,,,,110,1.4148,-3.8728,-22.8121,110.2044,212.2461,32.9635,107.7879,218.8607,71.9266
1,Line,,,,,,,5.6793,,,,,,,,62,-1.5663,-2.9273,0.1857,107.5292,207.2463,33.2807,110.2044,212.2461,32.9635
1,Line,,,,,,,3.9827,,,,,,,,18,-1.5663,-0.4977,1.6542,107.5292,177.4786,37.1017,110.2044,178.3286,34.2763
1,Line,,,,,,,30.0120,,,,,,,,90,0.0000,-17.4284,2.2371,107.5292,177.4786,37.1017,107.5292,207.2463,33.2807
1,Line,,,,,,,40.3543,,,,,,,,89,-0.1515,-6.8000,-22.6264,107.5292,207.2463,33.2807,107.7879,218.8607,71.9266
1,Line,,,,,,,35.1149,,,,,,,,86,1.5663,20.3557,-2.4228,110.2044,212.2461,32.9635,107.5292,177.4786,37.1017
1,Line,,,,,,,39.5944,,,,,,,,70,1.4148,3.8728,22.8121,75.1179,218.8607,71.9266,72.7014,212.2461,32.9635
1,Line,,,,,,,45.7456,,,,,,,,147,9.4124,-6.1282,-24.3144,107.5292,207.2463,33.2807,91.4529,217.7133,74.8097
1,Line,,,,,,,33.5871,,,,,,,,90,0.0000,19.2853,-3.8434,91.4529,210.4179,30.5372,91.4529,177.4786,37.1017
1,Line,,,,,,,44.8695,,,,,,,,90,0.0000,4.2713,25.9207,91.4529,217.7133,74.8097,91.4529,210.4179,30.5372
1,Line,,,,,,,3.9017,,,,,,,,84,0.1712,1.7766,1.4258,78.9383,219.7908,76.2445,78.6459,216.7564,73.8092
1,Line,,,,,,,12.7668,,,,,,,,171,-7.3271,1.2163,0.8401,78.9383,219.7908,76.2445,91.4529,217.7133,74.8097
1,Line,,,,,,,37.2363,,,,,,,,116,9.4124,-19.2853,3.8434,107.5292,177.4786,37.1017,91.4529,210.4179,30.5372
1,Line,,,,,,,3.9017,,,,,,,,96,-0.1712,1.7766,1.4258,103.9675,219.7908,76.2445,104.2599,216.7564,73.8092
1,Line,,,,,,,12.8816,,,,,,,,176,7.4982,-0.5603,-0.5857,104.2599,216.7564,73.8092,91.4529,217.7133,74.8097
1,Line,,,,,,,12.7668,,,,,,,,9,-7.3271,-1.2163,-0.8401,91.4529,217.7133,74.8097,103.9675,219.7908,76.2445
1,Line,,,,,,,16.6143,,,,,,,,169,-9.4124,1.8569,-1.6063,91.4529,210.4179,30.5372,107.5292,207.2463,33.2807
1,Line,,,,,,,3.1823,,,,,,,,89,-0.0204,-1.6851,-0.7946,91.4529,217.7133,74.8097,91.4878,220.5915,76.1669
1,Line,,,,,,,16.0763,,,,,,,,180,-9.4124,0.0000,0.0000,91.4529,177.4786,37.1017,107.5292,177.4786,37.1017
1,Line,,,,,,,4.2582,,,,,,,,90,0.0000,1.8617,1.6582,107.5292,177.4786,37.1017,107.5292,174.2988,34.2695
1,Line,,,,,,,16.6307,,,,,,,,169,9.4124,-1.8617,-1.6582,107.5292,174.2988,34.2695,91.4529,177.4786,37.1017
1,Line,,,,,,,4.2582,,,,,,,,90,0.0000,-1.8617,-1.6582,75.3766,174.2988,34.2695,75.3766,177.4786,37.1017
1,Line,,,,,,,16.6307,,,,,,,,11,-9.4124,-1.8617,-1.6582,75.3766,174.2988,34.2695,91.4529,177.4786,37.1017
1,Line,,,,,,,32.1527,,,,,,,,180,-18.8247,0.0000,0.0000,75.3766,174.2988,34.2695,107.5292,174.2988,34.2695
1,Line,,,,,,,17.2960,,,,,,,,90,0.0000,0.0000,-10.1265,75.3766,174.2988,16.9735,75.3766,174.2988,34.2695
1,Line,,,,,,,25.0292,,,,,,,,180,-14.6541,0.0000,0.0000,78.9383,227.9257,75.5939,103.9675,227.9257,75.5939
1,Line,,,,,,,32.1527,,,,,,,,180,18.8247,0.0000,0.0000,107.5292,174.2988,16.9735,75.3766,174.2988,16.9735
1,Line,,,,,,,17.2960,,,,,,,,0,0.0000,0.0000,10.1265,107.5292,174.2988,34.2695,107.5292,174.2988,16.9735
1,Line,,,,,,,36.5095,,,,,,,,180,-18.8247,0.0000,10.1265,75.3766,174.2988,34.2695,107.5292,174.2988,16.9735
1,Line,,,,,,,16.0763,,,,,,,,180,-9.4124,0.0000,0.0000,75.3766,177.4786,37.1017,91.4529,177.4786,37.1017
1,Line,,,,,,,16.5349,,,,,,,,45,1.5663,1.5663,9.4240,110.2044,176.9740,33.0698,107.5292,174.2988,16.9735
1,Line,,,,,,,3.9690,,,,,,,,45,-1.5663,-1.5663,0.7024,107.5292,174.2988,34.2695,110.2044,176.9740,33.0698
1,Line,,,,,,,3.7833,,,,,,,,45,1.5663,1.5663,0.0000,110.2044,176.9740,16.9735,107.5292,174.2988,16.9735
1,Line,,,,,,,4.8370,,,,,,,,56,-1.5663,-2.3594,-0.0040,107.5292,174.2988,34.2695,110.2044,178.3286,34.2763
1,Line,,,,,,,4.8650,,,,,,,,11,1.5663,0.2954,2.3606,75.3766,177.4786,37.1017,72.7014,176.9740,33.0698
1,Line,,,,,,,5.6793,,,,,,,,118,-1.5663,2.9273,-0.1857,72.7014,212.2461,32.9635,75.3766,207.2463,33.2807
1,Line,,,,,,,17.7049,,,,,,,,135,-1.5663,1.5663,-10.1265,72.7014,176.9740,16.9735,75.3766,174.2988,34.2695
1,Line,,,,,,,3.9690,,,,,,,,135,-1.5663,1.5663,-0.7024,72.7014,176.9740,33.0698,75.3766,174.2988,34.2695
1,Line,,,,,,,3.9827,,,,,,,,162,1.5663,-0.4977,1.6542,75.3766,177.4786,37.1017,72.7014,178.3286,34.2763
1,Line,,,,,,,30.0120,,,,,,,,90,0.0000,-17.4284,2.2371,75.3766,177.4786,37.1017,75.3766,207.2463,33.2807
1,Line,,,,,,,29.0583,,,,,,,,85,-1.5663,-16.9307,0.5829,72.7014,178.3286,34.2763,75.3766,207.2463,33.2807
1,Line,,,,,,,34.0609,,,,,,,,50,12.7332,15.2401,1.8135,123.7916,221.7041,105.6102,102.0434,195.6740,102.5127
1,Line,,,,,,,45.3942,,,,,,,,180,-26.5462,0.0000,-1.2869,78.4506,221.7041,103.4122,123.7916,221.7041,105.6102
1,Line,,,,,,,35.1425,,,,,,,,132,-13.8131,15.2401,0.5266,78.4506,221.7041,103.4122,102.0434,195.6740,102.5127
1,Line,,,,,,,46.6629,,,,,,,,0,27.2899,0.0000,1.2869,123.7916,285.3384,104.2498,77.1805,285.3384,102.0517
1,Line,,,,,,,22.8871,,,,,,,,91,-0.2920,13.3519,1.0956,78.4506,221.7041,103.4122,78.9493,198.8991,101.5410
1,Line,,,,,,,49.9511,,,,,,,,154,-26.3514,12.6584,-0.8104,78.7834,243.3247,104.2260,123.7916,221.7041,105.6102
1,Line,,,,,,,27.7033,,,,,,,,169,-15.9227,3.0321,0.5936,96.5956,152.5020,57.7768,123.7916,147.3231,56.7630
1,Line,,,,,,,29.1199,,,,,,,,11,-16.7152,-3.3048,-0.5936,68.0460,146.8575,56.7630,96.5956,152.5020,57.7768
1,Line,,,,,,,45.5324,,,,,,,,0,26.6272,0.0000,1.2869,123.7916,263.0611,106.1680,78.3124,263.0611,103.9699
1,Line,,,,,,,45.0619,,,,,,,,180,-26.3514,0.0000,-1.2869,78.7834,243.3247,104.2260,123.7916,243.3247,106.4241
1,Line,,,,,,,49.6378,,,,,,,,157,-26.6272,11.5553,-1.4369,78.3124,263.0611,103.9699,123.7916,243.3247,106.4241
1,Line,,,,,,,51.8249,,,,,,,,154,-27.2899,13.0429,-2.4100,77.1805,285.3384,102.0517,123.7916,263.0611,106.1680
1,Line,,,,,,,26.6339,,,,,,,,164,14.3603,-4.1306,-4.4586,123.7916,354.1136,72.7708,99.2642,361.1686,80.3862
1,Line,,,,,,,9.4194,,,,,,,,50,1.9214,2.2845,4.6371,72.5603,355.2703,79.6505,69.2785,351.3684,71.7304
1,Line,,,,,,,10.6974,,,,,,,,90,0.0000,-4.4058,-4.4514,99.2642,353.6435,72.7832,99.2642,361.1686,80.3862
1,Line,,,,,,,30.0903,,,,,,,,4,17.5560,1.3320,0.6164,99.2642,353.6435,72.7832,69.2785,351.3684,71.7304
1,Line,,,,,,,24.5320,,,,,,,,1,14.3603,0.2752,-0.0072,123.7916,354.1136,72.7708,99.2642,353.6435,72.7832
1,Line,,,,,,,17.0335,,,,,,,,78,2.0600,9.7563,0.1642,69.2785,351.3684,71.7304,65.7600,334.7046,71.4499
1,Line,,,,,,,15.4522,,,,,,,,128,3.7588,-4.8853,6.6222,76.8095,318.3312,97.2542,70.3895,326.6753,85.9436
1,Line,,,,,,,10.7472,,,,,,,,67,2.3338,5.6086,1.6402,74.3756,336.2547,88.7450,70.3895,326.6753,85.9436
1,Line,,,,,,,15.4712,,,,,,,,13,4.2811,0.9962,7.9201,74.3756,336.2547,88.7450,67.0635,334.5533,75.2174
1,Line,,,,,,,23.1612,,,,,,,,72,3.9814,12.0408,4.8013,72.5603,355.2703,79.6505,65.7600,334.7046,71.4499
1,Line,,,,,,,21.8875,,,,,,,,75,3.2182,12.1294,2.5955,72.5603,355.2703,79.6505,67.0635,334.5533,75.2174
1,Line,,,,,,,26.6267,,,,,,,,112,-3.1621,8.0190,12.9895,73.9539,131.6494,56.7630,79.3547,117.9529,34.5770
1,Line,,,,,,,22.2291,,,,,,,,0,0.8105,0.0000,-12.9895,79.3547,117.9529,34.5770,77.9704,117.9529,56.7630
1,Line,,,,,,,3.4162,,,,,,,,0,0.0000,0.0000,-2.0001,68.1156,147.5385,16.2999,68.1156,147.5385,19.7162
1,Line,,,,,,,89.9852,,,,,,,,90,0.0000,-52.6555,1.7491,68.1156,147.5385,19.7162,68.1156,237.4741,16.7287
1,Line,,,,,,,89.9366,,,,,,,,90,0.0000,52.6555,0.2510,68.1156,237.4741,16.7287,68.1156,147.5385,16.2999
1,Line,,,,,,,14.2733,,,,,,,,106,2.3516,-8.0190,0.0000,77.9704,117.9529,56.7630,73.9539,131.6494,56.7630
1,Line,,,,,,,14.3003,,,,,,,,100,1.4232,-8.2507,0.0000,79.3547,117.9529,34.5770,76.9238,132.0451,34.5770
1,Line,,,,,,,28.1147,,,,,,,,121,-5.1978,8.6723,12.9895,68.0460,146.8575,56.7630,76.9238,132.0451,34.5770
1,Line,,,,,,,8.3868,,,,,,,,90,-0.0011,1.0631,-4.7939,79.3528,119.7686,26.3891,79.3547,117.9529,34.5770
1,Line,,,,,,,15.2481,,,,,,,,100,-1.3978,7.9045,-3.9069,76.9653,133.2696,19.7162,79.3528,119.7686,26.3891
1,Line,,,,,,,14.9551,,,,,,,,101,-1.4221,7.1877,4.7939,76.9238,132.0451,34.5770,79.3528,119.7686,26.3891
1,Line,,,,,,,3.4163,,,,,,,,0,0.0000,0.0000,2.0001,68.1156,237.4741,20.1449,68.1156,237.4741,16.7287
1,Line,,,,,,,51.6855,,,,,,,,165,-29.1790,8.0190,0.0000,73.9539,131.6494,56.7630,123.7916,117.9529,56.7630
1,Line,,,,,,,49.8377,,,,,,,,180,29.1790,0.0000,0.0000,123.7916,131.6494,56.7630,73.9539,131.6494,56.7630
1,Line,,,,,,,55.7475,,,,,,,,0,32.6379,0.2726,0.0000,123.7916,147.3231,56.7630,68.0460,146.8575,56.7630
1,Line,,,,,,,9.8091,,,,,,,,60,-2.8219,-4.8191,-1.3399,68.0460,146.8575,56.7630,72.8659,155.0885,59.0516
1,Line,,,,,,,52.2443,,,,,,,,17,-29.1790,-9.1767,0.0000,73.9539,131.6494,56.7630,123.7916,147.3231,56.7630
1,Line,,,,,,,49.0711,,,,,,,,17,-27.4159,-8.3542,2.0002,76.9653,133.2696,19.7162,123.7916,147.5385,16.2999
1,Line,,,,,,,46.8263,,,,,,,,180,-27.4159,0.0000,0.0000,76.9653,133.2696,19.7162,123.7916,133.2696,19.7162
1,Line,,,,,,,17.1345,,,,,,,,122,-5.1814,8.3542,-2.0002,68.1156,147.5385,16.2999,76.9653,133.2696,19.7162
1,Line,,,,,,,55.6761,,,,,,,,0,32.5972,0.0000,0.0000,123.7916,147.5385,16.2999,68.1156,147.5385,16.2999
1,Line,,,,,,,55.6761,,,,,,,,180,-32.5972,0.0000,0.0000,68.1156,237.4741,16.7287,123.7916,237.4741,16.7287
1,Line,,,,,,,105.7753,,,,,,,,58,-32.5972,-52.6555,-0.2510,68.1156,147.5385,16.2999,123.7916,237.4741,16.7287
1,Line,,,,,,,40.5140,,,,,,,,12,-23.1819,-4.9688,-0.7463,123.7916,153.0668,57.7768,163.3863,161.5536,59.0516
1,Line,,,,,,,21.7608,,,,,,,,41,4.5175,3.9642,11.2338,78.6982,245.4503,104.2261,70.9823,238.6795,85.0387
1,Line,,,,,,,17.1059,,,,,,,,30,-8.6635,-4.9688,-0.7463,123.7916,153.0668,57.7768,138.5890,161.5536,59.0516
1,Line,,,,,,,51.6438,,,,,,,,9,-29.8160,-4.9688,-0.7463,123.7916,153.0668,57.7768,174.7174,161.5536,59.0516
1,Line,,,,,,,24.7973,,,,,,,,180,-14.5183,0.0000,0.0000,138.5890,161.5536,59.0516,163.3863,161.5536,59.0516
1,Line,,,,,,,4.2250,,,,,,,,91,0.0249,-2.4735,0.0000,78.7408,241.2256,104.2261,78.6982,245.4503,104.2261
1,Line,,,,,,,4.2248,,,,,,,,90,0.0000,2.4735,0.0000,68.1156,239.5997,20.1449,68.1156,235.3750,20.1449
1,Line,,,,,,,4.2248,,,,,,,,90,0.0000,-2.4735,0.0000,66.8809,234.1697,34.9982,66.8809,238.3945,34.9982
1,Line,,,,,,,4.2248,,,,,,,,90,0.0000,-2.4735,0.0000,67.7386,234.8762,58.7383,67.7386,239.1010,58.7383
1,Line,,,,,,,4.2248,,,,,,,,90,0.0000,2.4735,0.0000,67.4841,240.3582,69.3816,67.4841,236.1334,69.3816
1,Line,,,,,,,4.2248,,,,,,,,90,0.0000,-2.4735,0.0000,70.9823,238.6795,85.0387,70.9823,242.9043,85.0387
1,Line,,,,,,,11.3311,,,,,,,,180,-6.6342,0.0000,0.0000,163.3863,161.5536,59.0516,174.7174,161.5536,59.0516
1,Line,,,,,,,3.0652,,,,,,,,90,0.0000,-1.3985,1.1247,123.7916,148.5370,72.2853,123.7916,150.9256,70.3643
1,Line,,,,,,,17.8582,,,,,,,,23,9.2727,3.8624,2.9013,139.6294,157.5226,75.3198,123.7916,150.9256,70.3643
1,Line,,,,,,,12.3373,,,,,,,,170,7.0739,-1.2852,-0.6948,175.4685,157.3510,72.4685,163.3863,159.5462,73.6552
1,Line,,,,,,,2.9636,,,,,,,,61,-0.7010,-1.2625,0.9621,162.1890,157.3899,75.2984,163.3863,159.5462,73.6552
1,Line,,,,,,,11.6515,,,,,,,,0,6.6342,0.0319,-1.5884,174.7174,159.6007,70.9423,163.3863,159.5462,73.6552
1,Line,,,,,,,2.8085,,,,,,,,117,-0.6092,1.1835,-0.9654,138.5890,159.5440,73.6709,139.6294,157.5226,75.3198
1,Line,,,,,,,2.8204,,,,,,,,108,0.4398,-1.3171,0.8936,175.4685,157.3510,72.4685,174.7174,159.6007,70.9423
1,Line,,,,,,,6.3788,,,,,,,,135,-2.6467,2.6061,0.3889,174.7174,161.5536,59.0516,179.2379,157.1023,58.3874
1,Line,,,,,,,5.1432,,,,,,,,153,2.6467,-1.3719,0.4250,179.2379,157.2575,71.6681,174.7174,159.6007,70.9423
1,Line,,,,,,,6.9252,,,,,,,,118,1.8972,-3.5717,0.2891,71.5858,151.1571,72.1619,68.3454,157.2575,71.6681
1,Line,,,,,,,2.6284,,,,,,,,57,0.7494,1.1542,-0.6887,72.8659,153.1285,70.9856,71.5858,151.1571,72.1619
1,Line,,,,,,,35.3346,,,,,,,,3,20.6460,1.2375,0.4381,99.2642,328.4863,72.0580,64.0008,326.3727,71.3097
1,Line,,,,,,,36.8066,,,,,,,,17,20.6460,6.1472,0.5796,99.2642,336.8720,72.2997,64.0008,326.3727,71.3097
1,Line,,,,,,,8.3892,,,,,,,,90,0.0000,4.9097,0.1415,99.2642,336.8720,72.2997,99.2642,328.4863,72.0580
1,Line,,,,,,,24.5292,,,,,,,,1,14.3603,0.1719,-0.0072,123.7916,328.7799,72.0457,99.2642,328.4863,72.0580
1,Line,,,,,,,25.8291,,,,,,,,162,14.3603,-4.7378,-0.1488,123.7916,328.7799,72.0457,99.2642,336.8720,72.2997
1,Line,,,,,,,24.5300,,,,,,,,1,14.3603,0.2064,-0.0072,123.7916,337.2245,72.2874,99.2642,336.8720,72.2997
1,Line,,,,,,,33.5849,,,,,,,,4,19.6160,1.2690,0.4975,99.2642,336.8720,72.2997,65.7600,334.7046,71.4499
1,Line,,,,,,,32.7126,,,,,,,,18,-17.5560,-5.7379,-5.0678,69.2785,351.3684,71.7304,99.2642,361.1686,80.3862
1,Line,,,,,,,16.7784,,,,,,,,90,0.0000,9.8194,0.2831,99.2642,353.6435,72.7832,99.2642,336.8720,72.2997
1,Line,,,,,,,29.5199,,,,,,,,146,14.3603,-9.6130,-0.2903,123.7916,337.2245,72.2874,99.2642,353.6435,72.7832
1,Line,,,,,,,38.5096,,,,,,,,29,-19.6160,-11.0884,-0.7806,65.7600,334.7046,71.4499,99.2642,353.6435,72.7832
1,Line,,,,,,,1.0983,,,,,,,,93,-0.0340,0.5679,0.2997,67.6116,307.2325,60.7196,67.6696,306.2626,60.2077
1,Line,,,,,,,47.1312,,,,,,,,49,18.2369,20.7091,0.0000,99.2642,272.8452,16.7287,68.1156,237.4741,16.7287
1,Line,,,,,,,35.3726,,,,,,,,91,0.1882,-20.7091,0.0000,68.1156,237.4741,16.7287,67.7941,272.8452,16.7287
1,Line,,,,,,,31.4701,,,,,,,,180,-18.4251,0.0000,0.0000,67.7941,272.8452,16.7287,99.2642,272.8452,16.7287
1,Line,,,,,,,35.5372,,,,,,,,91,-0.1882,20.7091,-2.0001,67.7941,272.8452,16.7287,68.1156,237.4741,20.1449
1,Line,,,,,,,3.4003,,,,,,,,0,0.0000,0.0000,1.9908,67.7941,272.8452,20.1289,67.7941,272.8452,16.7287
1,Line,,,,,,,2.3095,,,,,,,,88,0.0385,1.3170,-0.3041,67.4180,298.7402,30.2969,67.3522,296.4908,30.8164
1,Line,,,,,,,11.6593,,,,,,,,143,2.1231,-1.5909,-6.2896,67.6696,306.2626,60.2077,64.0433,308.9798,70.9504
1,Line,,,,,,,10.9752,,,,,,,,154,-2.0891,1.0230,5.9899,64.0433,308.9798,70.9504,67.6116,307.2325,60.7196
1,Line,,,,,,,15.7077,,,,,,,,85,0.1435,1.7716,9.0231,67.6116,307.2325,60.7196,67.3665,304.2067,45.3081
1,Line,,,,,,,15.9756,,,,,,,,91,-0.0302,3.2005,8.7887,67.3665,304.2067,45.3081,67.4180,298.7402,30.2969
1,Line,,,,,,,4.7380,,,,,,,,76,0.0696,0.2865,-2.7583,67.4180,298.7402,30.2969,67.2991,298.2509,35.0081
1,Line,,,,,,,10.5979,,,,,,,,131,-2.5968,2.9878,4.7780,179.1046,314.0831,79.1112,183.5400,308.9798,70.9504
1,Line,,,,,,,35.3134,,,,,,,,177,20.6211,-1.2546,-0.8143,183.5400,308.9798,70.9504,148.3191,311.1227,72.3412
1,Line,,,,,,,9.0547,,,,,,,,90,0.0000,-2.9653,-4.3944,123.7916,311.4164,72.3289,123.7916,316.4812,79.8346
1,Line,,,,,,,16.8758,,,,,,,,107,2.5968,-8.2492,-4.7780,183.5400,308.9798,70.9504,179.1046,323.0695,79.1112
1,Line,,,,,,,24.5292,,,,,,,,179,14.3603,-0.1719,0.0072,148.3191,311.1227,72.3412,123.7916,311.4164,72.3289
1,Line,,,,,,,31.6598,,,,,,,,5,18.0243,1.7332,3.9637,179.1046,314.0831,79.1112,148.3191,311.1227,72.3412
1,Line,,,,,,,8.9864,,,,,,,,90,0.0000,5.2614,0.0000,179.1046,323.0695,79.1112,179.1046,314.0831,79.1112
1,Line,,,,,,,30.8661,,,,,,,,176,18.0243,-1.2321,-0.4307,179.1046,314.0831,79.1112,148.3191,316.1875,79.8469
1,Line,,,,,,,8.9864,,,,,,,,90,0.0000,-5.2614,0.0000,123.7916,316.4812,79.8346,123.7916,325.4676,79.8346
