Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z
1,Line,,,,,,,145,13.9649,-9.7167,0.0000,76.3553,40.6980,53.8453,17.0127,62.3904,50.4147,53.8453
1,Line,,,,,,,36,-12.9883,-9.5704,8.8867,191.2478,40.3567,53.5036,18.4190,204.2361,49.9270,44.6168
1,Line,,,,,,,121,7.0801,-11.8164,0.0000,54.9685,60.1315,44.6657,13.7752,47.8883,71.9479,44.6657
1,Line,,,,,,,176,-7.8125,0.4883,2.3438,216.0523,97.2903,38.8063,8.1711,223.8648,96.8021,36.4625
1,Line,,,,,,,177,7.0313,-0.3906,-1.3672,223.0836,96.8997,37.4391,7.1736,216.0523,97.2903,38.8063
1,Line,,,,,,,10,1.0742,0.1953,8.8867,205.3103,50.1223,53.5036,8.9535,204.2361,49.9270,44.6168
1,Line,,,,,,,14,4.2969,1.0742,7.2266,226.5992,92.9935,44.6657,8.4759,222.3023,91.9193,37.4391
1,Line,,,,,,,77,2.0508,9.1797,0.0000,226.5992,92.9935,44.6657,9.4060,224.5484,83.8138,44.6657
1,Line,,,,,,,105,2.2461,-8.1055,7.2266,224.5484,83.8138,44.6657,11.0890,222.3023,91.9193,37.4391
1,Line,,,,,,,86,-0.0976,-1.4160,2.5391,169.9099,45.1905,35.3395,2.9089,170.0076,46.6066,32.8004
1,Line,,,,,,,25,-2.4414,-1.1231,7.2266,63.2205,49.9264,44.6168,7.7101,65.6619,51.0495,37.3903
1,Line,,,,,,,39,-6.4453,-5.1270,-2.1484,61.0231,61.0593,19.6168,8.5114,67.4684,66.1862,21.7653
1,Line,,,,,,,51,6.4453,8.0078,0.0000,48.4254,92.1139,53.8453,10.2794,41.9801,84.1061,53.8453
1,Line,,,,,,,177,-11.8164,0.5859,0.0000,99.4021,41.6258,19.6657,11.8309,111.2185,41.0399,19.6657
1,Line,,,,,,,102,1.7090,-7.9590,0.0000,50.1344,84.1549,53.8453,8.1404,48.4254,92.1139,53.8453
1,Line,,,,,,,3,4.1992,0.1953,7.2266,224.5484,83.8138,44.6657,8.3603,220.3492,83.6185,37.4391
1,Line,,,,,,,0,8.1543,0.0489,0.0000,50.1344,84.1549,53.8453,8.1544,41.9801,84.1061,53.8453
1,Line,,,,,,,78,-1.4648,-6.6406,-2.0996,111.2185,41.0399,19.6657,7.1170,112.6834,47.6805,21.7653
1,Line,,,,,,,120,-5.9082,10.1074,0.0977,55.1149,71.1667,19.7145,11.7080,61.0231,61.0593,19.6168
1,Line,,,,,,,158,-12.3535,4.9804,-2.0508,55.1149,71.1667,19.7145,13.4766,67.4684,66.1862,21.7653
1,Line,,,,,,,173,-2.4414,0.2930,7.2266,54.9685,60.1315,44.6657,7.6334,57.4099,59.8385,37.4391
1,Line,,,,,,,133,8.2520,-8.7890,-0.0488,65.6619,51.0495,37.3903,12.0559,57.4099,59.8385,37.4391
1,Line,,,,,,,140,-10.6934,9.0820,7.2754,54.9685,60.1315,44.6657,15.8039,65.6619,51.0495,37.3903
1,Line,,,,,,,15,-12.6953,-3.3204,-14.6973,216.0523,97.2903,38.8063,19.7029,228.7476,100.6107,53.5036
1,Line,,,,,,,3,-11.0352,-0.5860,-5.8594,216.0523,97.2903,38.8063,12.5080,227.0875,97.8763,44.6657
1,Line,,,,,,,19,-8.9843,-3.1739,-0.0488,219.0309,92.1146,53.8453,9.5286,228.0152,95.2884,53.8942
1,Line,,,,,,,3,-8.4473,-0.4395,-0.0488,212.0973,71.8509,53.8453,8.4588,220.5446,72.2904,53.8942
1,Line,,,,,,,87,0.3906,8.5938,0.0000,219.4214,100.7083,53.8453,8.6026,219.0309,92.1146,53.8453
1,Line,,,,,,,113,4.9805,-11.8652,0.0000,47.8883,71.9479,44.6657,12.8681,42.9078,83.8131,44.6657
1,Line,,,,,,,46,12.7929,13.2325,0.0488,188.7087,49.0480,53.7477,18.4054,175.9158,35.8156,53.6989
1,Line,,,,,,,26,11.6699,5.8106,-0.0488,188.7087,49.0480,53.7477,13.0366,177.0388,43.2374,53.7965
1,Line,,,,,,,36,-2.6367,-1.9043,3.8574,85.8767,47.1433,32.8981,5.0456,88.5134,49.0476,29.0407
