Count,Name,Length,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.6272,,,,,,,161,-0.0562,0.0191,0.1348,9.0720,13.2238,6.0322,9.3112,13.1424,5.4581
1,Line,0.6514,,,,,,,165,-0.0708,0.0191,0.1342,8.7706,13.3051,6.6040,9.0720,13.2238,6.0322
1,Line,0.1363,,,,,,,180,-0.0320,0.0000,0.0000,8.6343,13.3051,6.6040,8.7706,13.3051,6.6040
1,Line,0.6829,,,,,,,168,0.0848,-0.0185,-0.1348,8.6343,13.3051,6.6040,8.2731,13.3840,7.1781
1,Line,0.1387,,,,,,,180,-0.0326,0.0000,0.0000,8.9333,13.2238,6.0322,9.0720,13.2238,6.0322
1,Line,0.6503,,,,,,,165,0.0702,-0.0191,-0.1342,8.9333,13.2238,6.0322,8.6343,13.3051,6.6040
1,Line,0.7246,,,,,,,169,-0.1028,0.0191,0.1342,8.6343,13.3051,6.6040,9.0720,13.2238,6.0322
1,Line,1.3837,,,,,,,0,0.1314,0.0000,-0.2970,9.7131,13.1424,2.5135,9.1534,13.1424,3.7789
1,Line,0.5923,,,,,,,0,0.0157,0.0000,0.1381,9.7801,13.1424,3.1019,9.7131,13.1424,2.5135
1,Line,1.9806,,,,,,,0,0.0000,0.0000,-0.4649,9.1534,13.1424,1.7982,9.1534,13.1424,3.7789
1,Line,0.6344,,,,,,,180,-0.0264,0.0000,0.1466,9.6581,13.1424,4.6975,9.7705,13.1424,4.0731
1,Line,0.6516,,,,,,,0,0.1499,0.0000,-0.0303,9.7920,13.1424,3.6497,9.1534,13.1424,3.7789
1,Line,0.9225,,,,,,,0,0.1471,0.0000,-0.1589,9.7801,13.1424,3.1019,9.1534,13.1424,3.7789
1,Line,0.9082,,,,,,,0,0.1314,0.0000,0.1679,9.7131,13.1424,2.5135,9.1534,13.1424,1.7982
1,Line,0.0871,,,,,,,180,-0.0073,0.0000,0.0191,9.6724,13.1424,2.2001,9.7035,13.1424,2.1188
1,Line,0.5095,,,,,,,0,0.1196,0.0000,0.0000,9.6629,13.1424,1.7982,9.1534,13.1424,1.7982
1,Line,0.7748,,,,,,,130,-0.1162,0.1398,0.0045,9.1534,16.2115,1.8963,9.6485,15.6159,1.8772
1,Line,0.6810,,,,,,,0,0.1190,0.0000,0.1067,9.6605,13.1424,2.2527,9.1534,13.1424,1.7982
1,Line,0.6565,,,,,,,0,0.1219,0.0000,0.0943,9.6724,13.1424,2.2001,9.1534,13.1424,1.7982
1,Line,0.6367,,,,,,,0,0.1292,0.0000,0.0752,9.7035,13.1424,2.1188,9.1534,13.1424,1.7982
1,Line,0.7638,,,,,,,171,-0.1168,0.0185,0.1348,8.2731,13.3840,7.1781,8.7706,13.3051,6.6040
1,Line,0.8083,,,,,,,86,0.0118,0.1881,-0.0219,8.4788,16.6181,7.0489,8.4286,15.8168,7.1422
1,Line,0.1363,,,,,,,180,-0.0320,0.0000,0.0000,8.3424,16.6181,7.0489,8.4788,16.6181,7.0489
1,Line,0.4634,,,,,,,82,-0.0140,-0.1050,0.0247,8.3424,16.6181,7.0489,8.4022,17.0655,6.9436
1,Line,0.1363,,,,,,,180,-0.0320,0.0000,0.0000,8.2922,15.8168,7.1422,8.4286,15.8168,7.1422
1,Line,0.8083,,,,,,,86,-0.0118,-0.1881,0.0219,8.2922,15.8168,7.1422,8.3424,16.6181,7.0489
1,Line,0.8113,,,,,,,96,-0.0202,0.1881,-0.0219,8.3424,16.6181,7.0489,8.4286,15.8168,7.1422
1,Line,0.4659,,,,,,,100,-0.0180,0.1050,-0.0247,8.4022,17.0655,6.9436,8.4788,16.6181,7.0489
1,Line,0.3991,,,,,,,100,-0.0157,0.0870,-0.0309,8.4716,17.4362,6.8121,8.5386,17.0655,6.9436
1,Line,0.3995,,,,,,,79,0.0163,0.0870,-0.0309,8.6080,17.4362,6.8121,8.5386,17.0655,6.9436
1,Line,0.1363,,,,,,,180,-0.0320,0.0000,0.0000,8.4716,17.4362,6.8121,8.6080,17.4362,6.8121
1,Line,0.4634,,,,,,,82,0.0140,0.1050,-0.0247,8.5386,17.0655,6.9436,8.4788,16.6181,7.0489
1,Line,0.1363,,,,,,,180,-0.0320,0.0000,0.0000,8.4022,17.0655,6.9436,8.5386,17.0655,6.9436
1,Line,0.3995,,,,,,,79,-0.0163,-0.0870,0.0309,8.4022,17.0655,6.9436,8.4716,17.4362,6.8121
1,Line,0.8351,,,,,,,101,-0.0359,0.1926,0.0062,8.2563,14.2045,7.2044,8.4094,13.3840,7.1781
1,Line,0.8211,,,,,,,91,-0.0039,0.1926,0.0062,8.3927,14.2045,7.2044,8.4094,13.3840,7.1781
1,Line,0.1363,,,,,,,180,-0.0320,0.0000,0.0000,8.2563,14.2045,7.2044,8.3927,14.2045,7.2044
1,Line,0.6829,,,,,,,168,-0.0848,0.0185,0.1348,8.4094,13.3840,7.1781,8.7706,13.3051,6.6040
1,Line,0.1363,,,,,,,180,-0.0320,0.0000,0.0000,8.2731,13.3840,7.1781,8.4094,13.3840,7.1781
1,Line,0.8211,,,,,,,91,0.0039,-0.1926,-0.0062,8.2731,13.3840,7.1781,8.2563,14.2045,7.2044
1,Line,0.8206,,,,,,,89,-0.0017,-0.1926,0.0028,8.2563,14.2045,7.2044,8.2635,15.0250,7.1924
1,Line,0.7939,,,,,,,88,-0.0067,-0.1859,0.0118,8.2635,15.0250,7.1924,8.2922,15.8168,7.1422
1,Line,0.8010,,,,,,,98,-0.0258,0.1859,-0.0118,8.2922,15.8168,7.1422,8.4022,15.0250,7.1924
1,Line,0.7938,,,,,,,88,0.0062,0.1859,-0.0118,8.4286,15.8168,7.1422,8.4022,15.0250,7.1924
1,Line,0.8307,,,,,,,99,-0.0303,0.1926,-0.0028,8.2635,15.0250,7.1924,8.3927,14.2045,7.2044
1,Line,0.8206,,,,,,,89,0.0022,0.1926,-0.0028,8.4022,15.0250,7.1924,8.3927,14.2045,7.2044
1,Line,0.1387,,,,,,,180,-0.0326,0.0000,0.0000,8.2635,15.0250,7.1924,8.4022,15.0250,7.1924
1,Line,0.6837,,,,,,,0,0.1449,0.0000,0.0691,9.7705,13.1424,4.0731,9.1534,13.1424,3.7789
1,Line,0.2751,,,,,,,180,-0.0084,0.0000,-0.0640,9.6724,13.1903,1.8485,9.7083,13.1903,2.1212
1,Line,2.4269,,,,,,,90,-0.0034,0.5694,0.0185,9.6581,15.6159,1.9274,9.6724,13.1903,1.8485
1,Line,0.0700,,,,,,,79,-0.0022,-0.0112,-0.0118,9.6629,13.1424,1.7982,9.6724,13.1903,1.8485
1,Line,2.4338,,,,,,,91,-0.0118,0.5694,-0.0455,9.6581,15.6159,1.9274,9.7083,13.1903,2.1212
1,Line,2.4747,,,,,,,90,-0.0034,0.5806,0.0185,9.6485,15.6159,1.8772,9.6629,13.1424,1.7982
1,Line,2.4768,,,,,,,90,0.0011,-0.5806,-0.0303,9.6629,13.1424,1.7982,9.6581,15.6159,1.9274
1,Line,0.6514,,,,,,,157,-0.1325,0.0562,0.0517,9.1534,17.0463,3.9727,9.7179,16.8071,3.7526
1,Line,0.4569,,,,,,,0,0.1073,0.0000,0.0000,9.6102,17.8596,4.5587,9.1534,17.8596,4.5587
1,Line,0.6867,,,,,,,51,0.0803,0.1000,0.0977,9.4954,18.2854,4.9749,9.1534,17.8596,4.5587
1,Line,0.9254,,,,,,,90,0.0000,0.1364,0.1690,9.1534,18.4409,5.2787,9.1534,17.8596,4.5587
1,Line,0.6153,,,,,,,25,0.1224,0.0562,0.0522,9.6748,17.2855,4.1951,9.1534,17.0463,3.9727
1,Line,1.1017,,,,,,,61,0.1073,0.1909,0.1376,9.6102,17.8596,4.5587,9.1534,17.0463,3.9727
1,Line,1.0025,,,,,,,90,0.0000,0.1909,0.1376,9.1534,17.8596,4.5587,9.1534,17.0463,3.9727
1,Line,0.3231,,,,,,,180,-0.0095,0.0000,-0.0752,9.6629,13.1424,1.7982,9.7035,13.1424,2.1188
1,Line,0.3296,,,,,,,46,0.0107,0.0112,0.0758,9.7083,13.1903,2.1212,9.6629,13.1424,1.7982
1,Line,0.3732,,,,,,,47,-0.0067,-0.0073,-0.0870,9.6533,16.1660,1.9442,9.6820,16.1971,2.3149
1,Line,0.0481,,,,,,,84,0.0011,0.0112,0.0006,9.7083,13.1903,2.1212,9.7035,13.1424,2.1188
1,Line,0.0540,,,,,,,180,-0.0028,0.0000,0.0124,9.6964,13.1903,2.1738,9.7083,13.1903,2.1212
1,Line,2.4323,,,,,,,90,-0.0039,0.5699,0.0337,9.6916,15.6182,2.2647,9.7083,13.1903,2.1212
1,Line,0.0667,,,,,,,102,-0.0022,0.0107,-0.0112,9.6437,16.2115,1.8963,9.6533,16.1660,1.9442
1,Line,0.3389,,,,,,,4,-0.0079,-0.0006,-0.0792,9.6581,15.6159,1.9274,9.6916,15.6182,2.2647
1,Line,0.5505,,,,,,,90,-0.0011,0.1292,0.0039,9.6533,16.1660,1.9442,9.6581,15.6159,1.9274
1,Line,0.0511,,,,,,,180,-0.0022,0.0000,-0.0118,9.6485,15.6159,1.8772,9.6581,15.6159,1.9274
1,Line,0.6358,,,,,,,94,-0.0090,0.1286,-0.0752,9.6533,16.1660,1.9442,9.6916,15.6182,2.2647
1,Line,0.5960,,,,,,,90,-0.0011,0.1398,0.0045,9.6437,16.2115,1.8963,9.6485,15.6159,1.8772
1,Line,0.5543,,,,,,,90,-0.0011,-0.1292,-0.0157,9.6485,15.6159,1.8772,9.6533,16.1660,1.9442
1,Line,0.4832,,,,,,,156,0.0803,-0.0365,-0.0713,9.4954,18.2854,4.9749,9.1534,18.4409,5.2787
1,Line,0.1363,,,,,,,180,-0.0320,0.0000,0.0000,9.1749,13.1424,5.4581,9.3112,13.1424,5.4581
1,Line,0.3163,,,,,,,0,0.0640,0.0000,-0.0376,9.4476,13.1424,5.2979,9.1749,13.1424,5.4581
1,Line,1.6794,,,,,,,180,-0.0051,0.0000,-0.3942,9.1534,13.1424,3.7789,9.1749,13.1424,5.4581
1,Line,0.6921,,,,,,,5,-0.1202,-0.0095,-0.1089,9.1534,16.2115,1.8963,9.6653,16.2521,2.3604
1,Line,0.6671,,,,,,,4,-0.1230,-0.0084,-0.0966,9.1534,16.2115,1.8963,9.6772,16.2474,2.3078
1,Line,0.4904,,,,,,,180,-0.1151,0.0000,0.0000,9.1534,16.2115,1.8963,9.6437,16.2115,1.8963
1,Line,1.5472,,,,,,,0,0.0691,0.0000,0.3566,9.4476,13.1424,5.2979,9.1534,13.1424,3.7789
1,Line,1.1318,,,,,,,0,0.1202,0.0000,0.2370,9.6653,13.1424,4.7884,9.1534,13.1424,3.7789
1,Line,1.0818,,,,,,,0,0.1185,0.0000,0.2246,9.6581,13.1424,4.7357,9.1534,13.1424,3.7789
1,Line,1.0481,,,,,,,0,0.1185,0.0000,0.2156,9.6581,13.1424,4.6975,9.1534,13.1424,3.7789
1,Line,1.4993,,,,,,,0,0.0809,0.0000,0.3425,9.4978,13.1424,5.2381,9.1534,13.1424,3.7789
1,Line,1.3232,,,,,,,0,0.1089,0.0000,0.2909,9.6174,13.1424,5.0180,9.1534,13.1424,3.7789
1,Line,1.1651,,,,,,,0,0.1196,0.0000,0.2459,9.6629,13.1424,4.8266,9.1534,13.1424,3.7789
1,Line,0.2894,,,,,,,0,0.0679,0.0000,0.0000,9.4428,18.4409,5.2787,9.1534,18.4409,5.2787
1,Line,1.0100,,,,,,,90,0.0000,0.1398,0.1915,9.1534,17.0463,3.9727,9.1534,16.4507,3.1569
1,Line,0.8947,,,,,,,32,-0.1325,-0.0837,-0.1398,9.1534,16.4507,3.1569,9.7179,16.8071,3.7526
1,Line,0.4583,,,,,,,159,0.0814,-0.0314,-0.0629,9.5002,18.3069,5.0108,9.1534,18.4409,5.2787
1,Line,0.4354,,,,,,,162,0.0814,-0.0270,-0.0556,9.5002,18.3261,5.0419,9.1534,18.4409,5.2787
1,Line,0.4049,,,,,,,164,0.0797,-0.0225,-0.0466,9.4930,18.3452,5.0802,9.1534,18.4409,5.2787
1,Line,0.5669,,,,,,,180,-0.1331,0.0000,0.0000,9.1534,16.4507,3.1569,9.7203,16.4507,3.1569
1,Line,0.8108,,,,,,,7,-0.1185,-0.0146,-0.1482,9.1534,16.2115,1.8963,9.6581,16.2737,2.5278
1,Line,0.7353,,,,,,,6,-0.1146,-0.0118,-0.1286,9.1534,16.2115,1.8963,9.6413,16.2617,2.4441
1,Line,0.6999,,,,,,,5,-0.1162,-0.0101,-0.1157,9.1534,16.2115,1.8963,9.6485,16.2545,2.3891
1,Line,0.6565,,,,,,,71,-0.0146,-0.0416,-0.1477,9.6581,16.2737,2.5278,9.7203,16.4507,3.1569
