Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.1316,,,,,,,,,,,,,,,,165,-0.0915,0.0242,-0.0915,-6.9665,-3.0339,19.9952,-6.8750,-3.0580,20.0867
1,Line,0.1315,,,,,,,,,,,,,,,,169,-0.1250,0.0236,-0.0335,-6.8750,-3.0580,20.0867,-6.7500,-3.0816,20.1202
1,Line,0.1296,,,,,,,,,,,,,,,,13,0.0335,0.0075,-0.1250,-6.9665,-2.9565,19.2452,-7.0000,-2.9640,19.3702
1,Line,0.2513,,,,,,,,,,,,,,,,90,0.0000,0.0258,-0.2500,-7.0000,-2.9640,19.3702,-7.0000,-2.9898,19.6202
1,Line,0.1295,,,,,,,,,,,,,,,,177,-0.0915,0.0053,0.0915,-5.1250,-3.3396,20.0867,-5.0335,-3.3448,19.9952
1,Line,0.1296,,,,,,,,,,,,,,,,13,-0.0335,-0.0075,0.1250,-5.0335,-3.3448,19.9952,-5.0000,-3.3373,19.8702
1,Line,1.5193,,,,,,,,,,,,,,,,171,-1.5000,0.2413,0.0000,-6.7500,-3.0816,20.1202,-5.2500,-3.3229,20.1202
1,Line,0.1305,,,,,,,,,,,,,,,,172,-0.1250,0.0167,0.0335,-5.2500,-3.3229,20.1202,-5.1250,-3.3396,20.0867
1,Line,0.1307,,,,,,,,,,,,,,,,151,0.0335,-0.0183,0.1250,-9.0000,-2.6423,19.3702,-9.0335,-2.6240,19.2452
1,Line,0.1316,,,,,,,,,,,,,,,,165,0.0915,-0.0242,0.0915,-9.0335,-2.6240,19.2452,-9.1250,-2.5998,19.1537
1,Line,0.2513,,,,,,,,,,,,,,,,90,0.0000,-0.0258,0.2500,-9.0000,-2.6939,19.8702,-9.0000,-2.6681,19.6202
1,Line,0.2513,,,,,,,,,,,,,,,,90,0.0000,-0.0258,0.2500,-9.0000,-2.6681,19.6202,-9.0000,-2.6423,19.3702
1,Line,0.0832,,,,,,,,,,,,,,,,172,0.0797,-0.0106,-0.0214,-6.7953,-2.9724,19.1324,-6.8750,-2.9618,19.1537
1,Line,0.1295,,,,,,,,,,,,,,,,177,0.0915,-0.0053,-0.0915,-6.8750,-2.9618,19.1537,-6.9665,-2.9565,19.2452
1,Line,0.0839,,,,,,,,,,,,,,,,169,0.0797,-0.0150,0.0214,-9.1250,-2.5998,19.1537,-9.2047,-2.5848,19.1324
1,Line,2.4404,,,,,,,,,,,,,,,,171,-2.4094,0.3876,0.0000,-9.2047,-2.5848,19.1324,-6.7953,-2.9724,19.1324
