Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,,,0.1393,,,,,,,,,,7,-0.1173,-0.0147,-0.0738,2.0297,-5.2375,-1.5637,2.1471,-5.2229,-1.4900
1,Line,,,,,,,0.5291,,,,,,,,,,7,0.5249,0.0657,-0.0088,2.5547,-5.1719,-1.5726,2.0297,-5.2375,-1.5637
1,Line,,,,,,,0.2494,,,,,,,,,,16,0.2393,0.0700,0.0000,2.7940,-5.1018,-1.1657,2.5547,-5.1719,-1.1657
1,Line,,,,,,,0.1868,,,,,,,,,,16,0.1342,0.0393,-0.1239,2.9281,-5.0626,-1.2896,2.7940,-5.1018,-1.1657
1,Line,,,,,,,0.1350,,,,,,,,,,7,-0.0927,-0.0116,-0.0974,2.2398,-5.2113,-1.3926,2.3325,-5.1997,-1.2951
1,Line,,,,,,,0.2210,,,,,,,,,,0,0.0000,0.0000,0.2210,2.5547,-5.1719,-0.9447,2.5547,-5.1719,-1.1657
1,Line,,,,,,,0.4119,,,,,,,,,,180,-0.4119,0.0000,0.0000,1.3228,-5.2745,-0.9956,1.7347,-5.2745,-0.9956
1,Line,,,,,,,0.1400,,,,,,,,,,7,-0.0529,-0.0066,-0.1294,2.3325,-5.1997,-1.2951,2.3854,-5.1930,-1.1657
1,Line,,,,,,,0.1705,,,,,,,,,,7,0.1692,0.0212,0.0000,2.5547,-5.1719,-1.1657,2.3854,-5.1930,-1.1657
1,Line,,,,,,,0.0931,,,,,,,,,,78,-0.0178,-0.0833,-0.0376,3.3247,-4.8753,-1.3333,3.3424,-4.7920,-1.2957
1,Line,,,,,,,0.1309,,,,,,,,,,43,0.0890,0.0840,-0.0463,3.2735,-4.8753,-1.2157,3.1845,-4.9593,-1.1694
1,Line,,,,,,,0.1140,,,,,,,,,,69,-0.0400,-0.1064,0.0089,3.3247,-4.8753,-1.3333,3.3646,-4.7688,-1.3422
1,Line,,,,,,,0.1345,,,,,,,,,,50,0.0689,0.0833,-0.0800,3.3424,-4.7920,-1.2957,3.2735,-4.8753,-1.2157
1,Line,,,,,,,0.0544,,,,,,,,,,180,-0.0217,0.0000,0.0499,3.2518,-4.8753,-1.1658,3.2735,-4.8753,-1.2157
1,Line,,,,,,,0.3935,,,,,,,,,,19,0.3717,0.1290,0.0000,3.1657,-4.9728,-1.1657,2.7940,-5.1018,-1.1657
