Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z,Position X1,Position Y1,Position Z1
1,Line,0.0848,,,,,,,,,,,,,,,,133,4.7143,-4.9697,0.0000,1.7071,4.6991,0.6931,1.6487,4.7606,0.6931,,,
1,Line,0.0456,,,,,,,,,,,,,,,,84,0.1655,1.5775,-3.3253,1.8101,4.4246,0.6931,1.8081,4.4051,0.7343,,,
1,Line,0.0479,,,,,,,,,,,,,,,,89,0.0387,2.7493,-2.7178,1.8106,4.4586,0.6594,1.8101,4.4246,0.6931,,,
1,Line,0.2874,,,,,,,,,,,,,,,,111,-8.1572,21.7310,0.0000,1.7071,4.6741,0.7343,1.8081,4.4051,0.7343,,,
1,Line,0.0848,,,,,,,,,,,,,,,,133,-4.7143,4.9697,0.0000,1.6487,4.7959,0.6594,1.7071,4.7344,0.6594,,,
1,Line,0.2932,,,,,,,,,,,,,,,,111,-8.3227,22.1718,0.0000,1.7071,4.6991,0.6931,1.8101,4.4246,0.6931,,,
1,Line,0.0527,,,,,,,,,,,,,,,,151,3.7354,-2.0390,0.0000,1.6487,4.7669,0.3917,1.6025,4.7921,0.3917,,,
1,Line,0.0527,,,,,,,,,,,,,,,,151,3.7354,-2.0390,0.0000,1.6487,4.6996,0.3355,1.6025,4.7249,0.3355,,,
1,Line,0.0527,,,,,,,,,,,,,,,,151,-3.7354,2.0390,0.0000,1.6025,4.8204,0.4489,1.6487,4.7951,0.4489,,,
1,Line,0.0638,,,,,,,,,,,,,,,,90,0.0000,-2.2807,-4.6173,1.6487,4.7669,0.3917,1.6487,4.7951,0.4489,,,
1,Line,0.1658,,,,,,,,,,,,,,,,90,0.0000,-2.2642,-13.1968,1.6487,4.7951,0.4489,1.6487,4.8232,0.6123,,,
1,Line,0.1244,,,,,,,,,,,,,,,,111,3.5306,-9.4056,0.0000,1.7508,4.5217,0.3355,1.7071,4.6381,0.3355,,,
1,Line,0.0644,,,,,,,,,,,,,,,,159,-2.3700,0.8823,-4.5415,1.7508,4.5217,0.3355,1.7802,4.5108,0.3917,,,
1,Line,0.0877,,,,,,,,,,,,,,,,90,0.0000,-5.4313,-4.5415,1.7071,4.6381,0.3355,1.7071,4.7054,0.3917,,,
1,Line,0.0877,,,,,,,,,,,,,,,,90,0.0000,-5.4313,-4.5415,1.6487,4.6996,0.3355,1.6487,4.7669,0.3917,,,
1,Line,0.0848,,,,,,,,,,,,,,,,133,4.7143,-4.9697,0.0000,1.7071,4.6381,0.3355,1.6487,4.6996,0.3355,,,
1,Line,0.0848,,,,,,,,,,,,,,,,133,4.7143,-4.9697,0.0000,1.7071,4.7054,0.3917,1.6487,4.7669,0.3917,,,
1,Line,0.2079,,,,,,,,,,,,,,,,111,5.9006,-15.7192,0.0000,1.7802,4.5108,0.3917,1.7071,4.7054,0.3917,,,
1,Line,0.0638,,,,,,,,,,,,,,,,90,0.0000,-2.2807,-4.6173,1.7071,4.7054,0.3917,1.7071,4.7336,0.4489,,,
1,Line,0.0895,,,,,,,,,,,,,,,,119,-2.6850,4.8721,-4.6173,1.7802,4.5108,0.3917,1.8134,4.4504,0.4489,,,
1,Line,0.0594,,,,,,,,,,,,,,,,95,-0.2660,2.9071,-3.8113,1.8073,4.4946,0.6123,1.8106,4.4586,0.6594,,,
1,Line,0.3025,,,,,,,,,,,,,,,,111,-8.5855,22.8720,0.0000,1.7071,4.7336,0.4489,1.8134,4.4504,0.4489,,,
1,Line,0.0502,,,,,,,,,,,,,,,,98,0.1452,-1.0573,-3.9085,1.8134,4.4504,0.4489,1.8116,4.4635,0.4973,,,
1,Line,0.0848,,,,,,,,,,,,,,,,133,-4.7143,4.9697,0.0000,1.6487,4.7951,0.4489,1.7071,4.7336,0.4489,,,
1,Line,0.1192,,,,,,,,,,,,,,,,98,0.3450,-2.5126,-9.2883,1.8116,4.4635,0.4973,1.8073,4.4946,0.6123,,,
1,Line,0.1658,,,,,,,,,,,,,,,,90,0.0000,-2.2642,-13.1968,1.7071,4.7336,0.4489,1.7071,4.7616,0.6123,,,
1,Line,0.2263,,,,,,,,,,,,,,,,111,-6.4237,17.1129,0.0000,1.7071,4.7616,0.6123,1.7866,4.5498,0.6123,,,
1,Line,0.0488,,,,,,,,,,,,,,,,90,0.0000,2.8525,-2.7178,1.6487,4.7959,0.6594,1.6487,4.7606,0.6931,,,
1,Line,0.3513,,,,,,,,,,,,,,,,90,0.0000,28.3785,0.0000,1.8043,4.0497,0.8047,1.8043,3.6984,0.8047,,,
1,Line,0.0261,,,,,,,,,,,,,,,,76,-0.4103,-1.5814,1.3267,1.7271,4.1004,1.0946,1.7322,4.1200,1.0781,,,
1,Line,0.2726,,,,,,,,,,,,,,,,92,0.8966,-21.8060,-2.8987,1.7743,3.7681,0.9421,1.7632,4.0381,0.9780,,,
1,Line,0.3148,,,,,,,,,,,,,,,,84,-2.4271,-22.7445,11.1005,1.7743,3.7681,0.9421,1.8043,4.0497,0.8047,,,
1,Line,0.1785,,,,,,,,,,,,,,,,17,3.3237,0.9385,-13.9992,1.8043,4.0497,0.8047,1.7632,4.0381,0.9780,,,
1,Line,0.0848,,,,,,,,,,,,,,,,133,4.7143,-4.9697,0.0000,1.7071,4.5625,1.0154,1.6487,4.6240,1.0154,,,
1,Line,0.0265,,,,,,,,,,,,,,,,90,0.0000,1.9021,-0.9805,1.7071,4.5625,1.0154,1.7071,4.5390,1.0275,,,
1,Line,0.0265,,,,,,,,,,,,,,,,90,0.0000,1.9021,-0.9805,1.6487,4.6240,1.0154,1.6487,4.6005,1.0275,,,
1,Line,0.1690,,,,,,,,,,,,,,,,87,-0.5804,-12.9523,4.2628,1.7322,4.1200,1.0781,1.7394,4.2803,1.0254,,,
1,Line,0.0527,,,,,,,,,,,,,,,,151,3.7354,-2.0390,0.0000,1.6487,4.6240,1.0154,1.6025,4.6493,1.0154,,,
1,Line,0.0345,,,,,,,,,,,,,,,,180,2.3499,0.0000,1.4905,1.7170,4.2445,0.2267,1.6879,4.2445,0.2082,,,
1,Line,0.1496,,,,,,,,,,,,,,,,121,-2.4271,4.1199,11.1005,1.7743,3.4852,0.9421,1.8043,3.4342,0.8047,,,
1,Line,0.1496,,,,,,,,,,,,,,,,121,2.4271,-4.1199,-11.1005,1.8043,3.4404,0.8047,1.7743,3.4914,0.9421,,,
1,Line,0.0355,,,,,,,,,,,,,,,,90,0.0000,-0.9968,-2.6857,1.8210,3.3580,0.5826,1.8210,3.3703,0.6159,,,
1,Line,0.1188,,,,,,,,,,,,,,,,32,4.6061,2.9289,7.8916,1.8043,3.2767,0.3803,1.7473,3.2404,0.2826,,,
1,Line,0.0062,,,,,,,,,,,,,,,,90,0.0000,0.5013,0.0000,1.7473,3.2466,0.2826,1.7473,3.2404,0.2826,,,
1,Line,0.0143,,,,,,,,,,,,,,,,90,0.0000,1.1519,0.0000,1.8043,4.2445,0.3803,1.8043,4.2303,0.3803,,,
1,Line,0.0511,,,,,,,,,,,,,,,,179,1.3429,0.0000,3.8993,1.8210,4.2445,0.4286,1.8043,4.2445,0.3803,,,
1,Line,0.0212,,,,,,,,,,,,,,,,90,0.0000,1.7085,0.0000,1.8210,4.2445,0.4286,1.8210,4.2234,0.4286,,,
1,Line,0.2390,,,,,,,,,,,,,,,,90,0.0000,19.3031,0.0000,1.8210,4.2445,0.7194,1.8210,4.0055,0.7194,,,
1,Line,0.0732,,,,,,,,,,,,,,,,90,0.0000,0.0000,5.9143,1.8210,4.2445,0.7194,1.8210,4.2445,0.6461,,,
1,Line,0.0527,,,,,,,,,,,,,,,,151,-3.7354,2.0390,0.0000,1.6025,4.7154,0.9011,1.6487,4.6902,0.9011,,,
1,Line,0.1301,,,,,,,,,,,,,,,,90,0.0000,2.7626,-10.1412,1.7071,4.6629,0.7755,1.7071,4.6287,0.9011,,,
1,Line,0.0527,,,,,,,,,,,,,,,,151,-3.7354,2.0390,0.0000,1.6025,4.7496,0.7755,1.6487,4.7244,0.7755,,,
1,Line,0.0848,,,,,,,,,,,,,,,,133,-4.7143,4.9697,0.0000,1.6487,4.6586,0.9665,1.7071,4.5971,0.9665,,,
1,Line,0.1301,,,,,,,,,,,,,,,,90,0.0000,2.7626,-10.1412,1.6487,4.7244,0.7755,1.6487,4.6902,0.9011,,,
1,Line,0.0527,,,,,,,,,,,,,,,,151,3.7354,-2.0390,0.0000,1.6487,4.7356,0.7343,1.6025,4.7609,0.7343,,,
1,Line,0.0482,,,,,,,,,,,,,,,,90,0.0000,2.0183,-3.3253,1.6487,4.7606,0.6931,1.6487,4.7356,0.7343,,,
1,Line,0.0527,,,,,,,,,,,,,,,,151,3.7354,-2.0390,0.0000,1.6487,4.7606,0.6931,1.6025,4.7859,0.6931,,,
1,Line,0.0848,,,,,,,,,,,,,,,,133,-4.7143,4.9697,0.0000,1.6487,4.7244,0.7755,1.7071,4.6629,0.7755,,,
1,Line,0.0848,,,,,,,,,,,,,,,,133,4.7143,-4.9697,0.0000,1.7071,4.6287,0.9011,1.6487,4.6902,0.9011,,,
1,Line,0.0288,,,,,,,,,,,,,,,,90,0.0000,1.0126,-2.0979,1.7071,4.5971,0.9665,1.7071,4.5846,0.9925,,,
1,Line,0.0318,,,,,,,,,,,,,,,,90,0.0000,1.7805,-1.8532,1.6487,4.6461,0.9925,1.6487,4.6240,1.0154,,,
1,Line,0.0848,,,,,,,,,,,,,,,,133,4.7143,-4.9697,0.0000,1.7071,4.5846,0.9925,1.6487,4.6461,0.9925,,,
1,Line,0.0527,,,,,,,,,,,,,,,,151,3.7354,-2.0390,0.0000,1.6487,4.6461,0.9925,1.6025,4.6713,0.9925,,,
1,Line,0.0570,,,,,,,,,,,,,,,,111,1.6180,-4.3103,0.0000,1.7271,4.5092,1.0154,1.7071,4.5625,1.0154,,,
1,Line,0.0265,,,,,,,,,,,,,,,,90,0.0000,1.9021,-0.9805,1.7271,4.5092,1.0154,1.7271,4.4856,1.0275,,,
1,Line,0.0288,,,,,,,,,,,,,,,,90,0.0000,1.0126,-2.0979,1.6487,4.6586,0.9665,1.6487,4.6461,0.9925,,,
1,Line,0.0527,,,,,,,,,,,,,,,,151,-3.7354,2.0390,0.0000,1.6025,4.6839,0.9665,1.6487,4.6586,0.9665,,,
1,Line,0.0318,,,,,,,,,,,,,,,,90,0.0000,1.7805,-1.8532,1.7271,4.5312,0.9925,1.7271,4.5092,1.0154,,,
1,Line,0.0318,,,,,,,,,,,,,,,,90,0.0000,1.7805,-1.8532,1.7071,4.5846,0.9925,1.7071,4.5625,1.0154,,,
1,Line,0.0570,,,,,,,,,,,,,,,,111,1.6180,-4.3103,0.0000,1.7271,4.5312,0.9925,1.7071,4.5846,0.9925,,,
1,Line,0.0090,,,,,,,,,,,,,,,,165,0.6834,-0.1831,0.4980,0.8804,2.4288,0.6527,0.8733,2.4307,0.6475,,,
1,Line,0.0076,,,,,,,,,,,,,,,,82,0.0957,0.7266,0.0000,0.8677,2.4322,0.6407,0.8667,2.4246,0.6407,,,
1,Line,0.0061,,,,,,,,,,,,,,,,83,0.0768,0.5832,0.0000,0.8733,2.4307,0.6475,0.8725,2.4246,0.6475,,,
1,Line,0.0042,,,,,,,,,,,,,,,,83,0.0527,0.4001,0.0000,0.8804,2.4288,0.6527,0.8799,2.4246,0.6527,,,
1,Line,0.0090,,,,,,,,,,,,,,,,165,0.7851,-0.2104,0.2998,0.8886,2.4266,0.6558,0.8804,2.4288,0.6527,,,
1,Line,0.0090,,,,,,,,,,,,,,,,83,0.1130,0.8584,0.0000,0.8626,2.4335,0.6237,0.8614,2.4246,0.6237,,,
1,Line,0.0089,,,,,,,,,,,,,,,,165,0.1416,-0.0379,0.8471,0.8641,2.4331,0.6325,0.8626,2.4335,0.6237,,,
1,Line,0.0090,,,,,,,,,,,,,,,,165,0.3503,-0.0939,0.7813,0.8677,2.4322,0.6407,0.8641,2.4331,0.6325,,,
1,Line,0.0090,,,,,,,,,,,,,,,,165,0.5351,-0.1434,0.6622,0.8733,2.4307,0.6475,0.8677,2.4322,0.6407,,,
1,Line,0.0086,,,,,,,,,,,,,,,,82,0.1080,0.8204,0.0000,0.8641,2.4331,0.6325,0.8630,2.4246,0.6325,,,
1,Line,0.0077,,,,,,,,,,,,,,,,165,0.7080,-0.1897,0.0690,0.8959,2.4246,0.6565,0.8886,2.4266,0.6558,,,
1,Line,0.0090,,,,,,,,,,,,,,,,165,-0.6435,0.1724,0.5473,0.8715,2.4312,0.5992,0.8781,2.4294,0.5935,,,
1,Line,0.0027,,,,,,,,,,,,,,,,82,0.0335,0.2546,0.0000,0.8860,2.4273,0.5898,0.8857,2.4246,0.5898,,,
1,Line,0.0048,,,,,,,,,,,,,,,,82,0.0603,0.4583,0.0000,0.8781,2.4294,0.5935,0.8775,2.4246,0.5935,,,
1,Line,0.0089,,,,,,,,,,,,,,,,165,-0.4831,0.1294,0.7001,0.8664,2.4325,0.6065,0.8715,2.4312,0.5992,,,
1,Line,0.0080,,,,,,,,,,,,,,,,83,-0.1001,-0.7602,0.0000,0.8654,2.4246,0.6065,0.8664,2.4325,0.6065,,,
1,Line,0.0014,,,,,,,,,,,,,,,,165,-0.1254,0.0336,-0.0122,0.8946,2.4250,0.5883,0.8959,2.4246,0.5884,,,
1,Line,0.0020,,,,,,,,,,,,,,,,83,0.0250,0.1897,0.0000,0.8886,2.4266,0.6558,0.8883,2.4246,0.6558,,,
1,Line,0.0090,,,,,,,,,,,,,,,,165,-0.8248,0.2210,0.1429,0.8860,2.4273,0.5898,0.8946,2.4250,0.5883,,,
1,Line,0.0090,,,,,,,,,,,,,,,,165,-0.7601,0.2037,0.3573,0.8781,2.4294,0.5935,0.8860,2.4273,0.5898,,,
1,Line,0.0004,,,,,,,,,,,,,,,,82,0.0044,0.0336,0.0000,0.8946,2.4250,0.5883,0.8946,2.4246,0.5883,,,
1,Line,0.0077,,,,,,,,,,,,,,,,150,0.6348,-0.3665,0.0690,0.8959,2.4246,0.6565,0.8893,2.4284,0.6558,,,
1,Line,0.0042,,,,,,,,,,,,,,,,68,0.1544,0.3728,0.0000,0.8820,2.4327,0.6527,0.8804,2.4288,0.6527,,,
1,Line,0.0020,,,,,,,,,,,,,,,,68,0.0732,0.1768,0.0000,0.8893,2.4284,0.6558,0.8886,2.4266,0.6558,,,
1,Line,0.0090,,,,,,,,,,,,,,,,150,-0.7395,0.4270,0.1429,0.8871,2.4297,0.5898,0.8948,2.4253,0.5883,,,
1,Line,0.0014,,,,,,,,,,,,,,,,150,-0.1124,0.0649,-0.0122,0.8948,2.4253,0.5883,0.8959,2.4246,0.5884,,,
1,Line,0.0076,,,,,,,,,,,,,,,,68,0.2804,0.6770,0.0000,0.8707,2.4392,0.6407,0.8677,2.4322,0.6407,,,
1,Line,0.0090,,,,,,,,,,,,,,,,150,0.4797,-0.2770,0.6622,0.8756,2.4363,0.6475,0.8707,2.4392,0.6407,,,
1,Line,0.0090,,,,,,,,,,,,,,,,150,0.6127,-0.3537,0.4980,0.8820,2.4327,0.6527,0.8756,2.4363,0.6475,,,
1,Line,0.0090,,,,,,,,,,,,,,,,150,0.7039,-0.4064,0.2998,0.8893,2.4284,0.6558,0.8820,2.4327,0.6527,,,
1,Line,0.0061,,,,,,,,,,,,,,,,68,0.2251,0.5434,0.0000,0.8756,2.4363,0.6475,0.8733,2.4307,0.6475,,,
1,Line,0.0004,,,,,,,,,,,,,,,,68,0.0130,0.0313,0.0000,0.8948,2.4253,0.5883,0.8946,2.4250,0.5883,,,
1,Line,0.0066,,,,,,,,,,,,,,,,68,0.2434,0.5877,0.0000,0.8740,2.4373,0.5992,0.8715,2.4312,0.5992,,,
1,Line,0.0089,,,,,,,,,,,,,,,,150,-0.4331,0.2501,0.7001,0.8695,2.4399,0.6065,0.8740,2.4373,0.5992,,,
1,Line,0.0089,,,,,,,,,,,,,,,,165,-0.2898,0.0776,0.8051,0.8634,2.4333,0.6148,0.8664,2.4325,0.6065,,,
1,Line,0.0088,,,,,,,,,,,,,,,,82,0.1103,0.8378,0.0000,0.8634,2.4333,0.6148,0.8623,2.4246,0.6148,,,
1,Line,0.0089,,,,,,,,,,,,,,,,165,-0.0767,0.0206,0.8552,0.8626,2.4335,0.6237,0.8634,2.4333,0.6148,,,
1,Line,0.0027,,,,,,,,,,,,,,,,67,0.0983,0.2373,0.0000,0.8871,2.4297,0.5898,0.8860,2.4273,0.5898,,,
1,Line,0.0090,,,,,,,,,,,,,,,,150,-0.6815,0.3934,0.3573,0.8800,2.4338,0.5935,0.8871,2.4297,0.5898,,,
1,Line,0.0090,,,,,,,,,,,,,,,,150,-0.5770,0.3331,0.5473,0.8740,2.4373,0.5992,0.8800,2.4338,0.5935,,,
1,Line,0.0080,,,,,,,,,,,,,,,,68,-0.2934,-0.7084,0.0000,0.8664,2.4325,0.6065,0.8695,2.4399,0.6065,,,
1,Line,0.0048,,,,,,,,,,,,,,,,68,0.1769,0.4270,0.0000,0.8800,2.4338,0.5935,0.8781,2.4294,0.5935,,,
1,Line,0.0066,,,,,,,,,,,,,,,,83,0.0830,0.6307,0.0000,0.8715,2.4312,0.5992,0.8706,2.4246,0.5992,,,
1,Line,0.0088,,,,,,,,,,,,,,,,112,-0.3234,0.7807,0.0000,0.8634,2.4159,0.6148,0.8668,2.4078,0.6148,,,
1,Line,0.0089,,,,,,,,,,,,,,,,15,-0.0767,-0.0206,0.8552,0.8626,2.4157,0.6237,0.8634,2.4159,0.6148,,,
1,Line,0.0089,,,,,,,,,,,,,,,,15,0.1416,0.0379,0.8471,0.8641,2.4161,0.6325,0.8626,2.4157,0.6237,,,
1,Line,0.0090,,,,,,,,,,,,,,,,15,0.3503,0.0939,0.7813,0.8677,2.4171,0.6407,0.8641,2.4161,0.6325,,,
1,Line,0.0090,,,,,,,,,,,,,,,,113,-0.3313,0.7999,0.0000,0.8626,2.4157,0.6237,0.8661,2.4074,0.6237,,,
1,Line,0.0080,,,,,,,,,,,,,,,,97,0.1001,-0.7602,0.0000,0.8664,2.4167,0.6065,0.8654,2.4246,0.6065,,,
1,Line,0.0048,,,,,,,,,,,,,,,,98,-0.0603,0.4583,0.0000,0.8775,2.4246,0.5935,0.8781,2.4199,0.5935,,,
1,Line,0.0089,,,,,,,,,,,,,,,,180,-0.5002,0.0000,0.7001,0.8654,2.4246,0.6065,0.8706,2.4246,0.5992,,,
1,Line,0.0089,,,,,,,,,,,,,,,,15,-0.2898,-0.0776,0.8051,0.8634,2.4159,0.6148,0.8664,2.4167,0.6065,,,
1,Line,0.0066,,,,,,,,,,,,,,,,97,-0.0830,0.6307,0.0000,0.8706,2.4246,0.5992,0.8715,2.4181,0.5992,,,
1,Line,0.0086,,,,,,,,,,,,,,,,112,-0.3167,0.7645,0.0000,0.8641,2.4161,0.6325,0.8674,2.4081,0.6325,,,
1,Line,0.0077,,,,,,,,,,,,,,,,15,0.7080,0.1897,0.0690,0.8959,2.4246,0.6565,0.8886,2.4226,0.6558,,,
1,Line,0.0042,,,,,,,,,,,,,,,,112,-0.1544,0.3728,0.0000,0.8804,2.4205,0.6527,0.8820,2.4166,0.6527,,,
1,Line,0.0020,,,,,,,,,,,,,,,,113,-0.0732,0.1768,0.0000,0.8886,2.4226,0.6558,0.8893,2.4208,0.6558,,,
1,Line,0.0090,,,,,,,,,,,,,,,,15,-0.8248,-0.2210,0.1429,0.8860,2.4220,0.5898,0.8946,2.4243,0.5883,,,
1,Line,0.0014,,,,,,,,,,,,,,,,15,-0.1254,-0.0336,-0.0122,0.8946,2.4243,0.5883,0.8959,2.4246,0.5884,,,
1,Line,0.0076,,,,,,,,,,,,,,,,113,-0.2804,0.6770,0.0000,0.8677,2.4171,0.6407,0.8707,2.4100,0.6407,,,
1,Line,0.0090,,,,,,,,,,,,,,,,15,0.5351,0.1434,0.6622,0.8733,2.4186,0.6475,0.8677,2.4171,0.6407,,,
1,Line,0.0090,,,,,,,,,,,,,,,,15,0.6834,0.1831,0.4980,0.8804,2.4205,0.6527,0.8733,2.4186,0.6475,,,
1,Line,0.0090,,,,,,,,,,,,,,,,15,0.7851,0.2104,0.2998,0.8886,2.4226,0.6558,0.8804,2.4205,0.6527,,,
1,Line,0.0061,,,,,,,,,,,,,,,,112,-0.2251,0.5434,0.0000,0.8733,2.4186,0.6475,0.8756,2.4129,0.6475,,,
1,Line,0.0086,,,,,,,,,,,,,,,,98,-0.1080,0.8204,0.0000,0.8630,2.4246,0.6325,0.8641,2.4161,0.6325,,,
1,Line,0.0090,,,,,,,,,,,,,,,,0,0.3626,0.0000,0.7813,0.8667,2.4246,0.6407,0.8630,2.4246,0.6325,,,
1,Line,0.0090,,,,,,,,,,,,,,,,180,0.5539,0.0000,0.6622,0.8725,2.4246,0.6475,0.8667,2.4246,0.6407,,,
1,Line,0.0090,,,,,,,,,,,,,,,,0,0.7075,0.0000,0.4980,0.8799,2.4246,0.6527,0.8725,2.4246,0.6475,,,
1,Line,0.0076,,,,,,,,,,,,,,,,98,-0.0957,0.7266,0.0000,0.8667,2.4246,0.6407,0.8677,2.4171,0.6407,,,
1,Line,0.0089,,,,,,,,,,,,,,,,180,-0.0794,0.0000,0.8552,0.8614,2.4246,0.6237,0.8623,2.4246,0.6148,,,
1,Line,0.0089,,,,,,,,,,,,,,,,180,-0.3000,0.0000,0.8051,0.8623,2.4246,0.6148,0.8654,2.4246,0.6065,,,
1,Line,0.0088,,,,,,,,,,,,,,,,98,-0.1103,0.8378,0.0000,0.8623,2.4246,0.6148,0.8634,2.4159,0.6148,,,
1,Line,0.0090,,,,,,,,,,,,,,,,97,-0.1130,0.8584,0.0000,0.8614,2.4246,0.6237,0.8626,2.4157,0.6237,,,
1,Line,0.0089,,,,,,,,,,,,,,,,0,0.1466,0.0000,0.8471,0.8630,2.4246,0.6325,0.8614,2.4246,0.6237,,,
1,Line,0.0061,,,,,,,,,,,,,,,,97,-0.0768,0.5832,0.0000,0.8725,2.4246,0.6475,0.8733,2.4186,0.6475,,,
1,Line,0.0004,,,,,,,,,,,,,,,,98,-0.0044,0.0336,0.0000,0.8946,2.4246,0.5883,0.8946,2.4243,0.5883,,,
1,Line,0.0090,,,,,,,,,,,,,,,,180,-0.8539,0.0000,0.1429,0.8857,2.4246,0.5898,0.8946,2.4246,0.5883,,,
1,Line,0.0090,,,,,,,,,,,,,,,,180,-0.7869,0.0000,0.3573,0.8775,2.4246,0.5935,0.8857,2.4246,0.5898,,,
1,Line,0.0090,,,,,,,,,,,,,,,,180,-0.6662,0.0000,0.5473,0.8706,2.4246,0.5992,0.8775,2.4246,0.5935,,,
1,Line,0.0027,,,,,,,,,,,,,,,,98,-0.0335,0.2546,0.0000,0.8857,2.4246,0.5898,0.8860,2.4220,0.5898,,,
1,Line,0.0042,,,,,,,,,,,,,,,,97,-0.0527,0.4001,0.0000,0.8799,2.4246,0.6527,0.8804,2.4205,0.6527,,,
1,Line,0.0090,,,,,,,,,,,,,,,,0,0.8128,0.0000,0.2998,0.8883,2.4246,0.6558,0.8799,2.4246,0.6527,,,
1,Line,0.0077,,,,,,,,,,,,,,,,0,0.7329,0.0000,0.0690,0.8959,2.4246,0.6565,0.8883,2.4246,0.6558,,,
1,Line,0.0014,,,,,,,,,,,,,,,,180,-0.1298,0.0000,-0.0122,0.8946,2.4246,0.5883,0.8959,2.4246,0.5884,,,
1,Line,0.0020,,,,,,,,,,,,,,,,97,-0.0250,0.1897,0.0000,0.8883,2.4246,0.6558,0.8886,2.4226,0.6558,,,
1,Line,0.0086,,,,,,,,,,,,,,,,68,0.3167,0.7645,0.0000,0.8674,2.4411,0.6325,0.8641,2.4331,0.6325,,,
1,Line,0.0965,,,,,,,,,,,,,,,,148,7.8618,-4.9420,0.0000,0.2721,1.5267,1.0202,0.1904,1.5780,1.0202,,,
1,Line,0.3083,,,,,,,,,,,,,,,,175,-29.5529,2.4895,-0.2680,0.4016,1.4845,1.0202,0.7088,1.4586,1.0230,,,
1,Line,0.1362,,,,,,,,,,,,,,,,162,12.4586,-4.0552,0.0000,0.4016,1.4845,1.0202,0.2721,1.5267,1.0202,,,
1,Line,0.1482,,,,,,,,,,,,,,,,101,-0.5226,2.5973,-14.0059,1.4532,1.6138,0.4503,1.4586,1.5868,0.5959,,,
1,Line,0.0165,,,,,,,,,,,,,,,,0,1.5842,0.0000,0.0000,1.4696,1.6138,0.4503,1.4532,1.6138,0.4503,,,
1,Line,0.0325,,,,,,,,,,,,,,,,0,3.1226,0.0000,0.0000,1.6950,1.5780,1.0202,1.6625,1.5780,1.0202,,,
1,Line,0.2176,,,,,,,,,,,,,,,,180,-20.9355,0.0000,0.0000,0.9265,1.4586,1.0230,1.1441,1.4586,1.0230,,,
1,Line,0.1362,,,,,,,,,,,,,,,,18,-12.4586,-4.0552,0.0000,1.4513,1.4845,1.0202,1.5808,1.5267,1.0202,,,
1,Line,0.1000,,,,,,,,,,,,,,,,5,9.5854,0.8074,-0.0869,1.2437,1.4670,1.0221,1.1441,1.4586,1.0230,,,
1,Line,0.0965,,,,,,,,,,,,,,,,32,-7.8618,-4.9420,0.0000,1.5808,1.5267,1.0202,1.6625,1.5780,1.0202,,,
1,Line,0.0215,,,,,,,,,,,,,,,,0,2.0642,0.0000,0.0000,1.4586,1.5868,0.5959,1.4372,1.5868,0.5959,,,
1,Line,0.0165,,,,,,,,,,,,,,,,180,-1.5842,0.0000,0.0000,1.4699,1.6312,0.3565,1.4864,1.6312,0.3565,,,
1,Line,0.0954,,,,,,,,,,,,,,,,89,0.0235,1.6742,-9.0281,1.4699,1.6312,0.3565,1.4696,1.6138,0.4503,,,
1,Line,0.0954,,,,,,,,,,,,,,,,89,-0.0235,-1.6742,9.0281,1.4013,1.6138,0.4503,1.4015,1.6312,0.3565,,,
1,Line,0.0954,,,,,,,,,,,,,,,,89,0.0235,1.6742,-9.0281,1.4167,1.6312,0.3565,1.4165,1.6138,0.4503,,,
1,Line,0.0152,,,,,,,,,,,,,,,,180,-1.4641,0.0000,0.0000,1.4015,1.6312,0.3565,1.4167,1.6312,0.3565,,,
1,Line,0.0152,,,,,,,,,,,,,,,,0,1.4641,0.0000,0.0000,1.4317,1.6138,0.4503,1.4165,1.6138,0.4503,,,
1,Line,0.1482,,,,,,,,,,,,,,,,101,0.5226,-2.5973,14.0059,1.4372,1.5868,0.5959,1.4317,1.6138,0.4503,,,
1,Line,0.0531,,,,,,,,,,,,,,,,180,-5.1125,0.0000,0.0000,1.4167,1.6312,0.3565,1.4699,1.6312,0.3565,,,
1,Line,0.0165,,,,,,,,,,,,,,,,0,1.5842,0.0000,0.0000,1.4861,1.6138,0.4503,1.4696,1.6138,0.4503,,,
1,Line,0.0954,,,,,,,,,,,,,,,,89,0.0235,1.6742,-9.0281,1.4864,1.6312,0.3565,1.4861,1.6138,0.4503,,,
1,Line,0.2600,,,,,,,,,,,,,,,,3,-24.9760,-1.3587,0.0000,1.1917,1.4704,1.0202,1.4513,1.4845,1.0202,,,
1,Line,0.0340,,,,,,,,,,,,,,,,90,0.0000,2.4853,-2.1234,0.0917,1.9074,0.9619,0.0917,1.8816,0.9840,,,
1,Line,0.0429,,,,,,,,,,,,,,,,14,-3.9992,-0.9880,0.2342,1.1501,1.4601,1.0226,1.1917,1.4704,1.0202,,,
1,Line,0.0391,,,,,,,,,,,,,,,,162,3.5764,-1.1308,0.2680,1.1441,1.4586,1.0230,1.1069,1.4704,1.0202,,,
1,Line,0.2070,,,,,,,,,,,,,,,,169,-19.5480,3.7880,-0.2680,0.9409,1.4980,1.0202,1.1441,1.4586,1.0230,,,
