Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z,Position X1,Position Y1,Position Z1
1,Line,0.0460,,,,,,,,,,,,,,,,162,-1.2020,0.4066,3.4903,-0.0084,3.4285,0.4235,0.0064,3.4234,0.3803,,,
1,Line,0.0057,,,,,,,,,,,,,,,,134,-0.1409,0.1499,0.4090,-0.0102,3.4303,0.4286,-0.0084,3.4285,0.4235,,,
1,Line,0.0438,,,,,,,,,,,,,,,,90,0.0000,1.2180,3.3226,-0.0102,3.4568,0.5009,-0.0102,3.4418,0.4598,,,
1,Line,0.0332,,,,,,,,,,,,,,,,90,0.0000,0.9243,2.5215,-0.0102,3.4418,0.4598,-0.0102,3.4303,0.4286,,,
1,Line,0.0616,,,,,,,,,,,,,,,,131,-2.8225,3.2268,-2.5316,-0.0366,0.9021,0.7324,-0.0017,0.8622,0.7637,,,
1,Line,0.0519,,,,,,,,,,,,,,,,180,2.9161,0.0000,3.0116,-0.0005,0.9021,0.7696,-0.0366,0.9021,0.7324,,,
1,Line,0.0883,,,,,,,,,,,,,,,,62,2.8225,5.3956,3.7117,-0.0017,0.8622,0.7637,-0.0366,0.7954,0.7177,,,
1,Line,0.0571,,,,,,,,,,,,,,,,90,0.0286,-3.4872,-3.0237,-0.0016,0.6527,0.6698,-0.0019,0.6959,0.7072,,,
1,Line,0.1363,,,,,,,,,,,,,,,,68,2.8033,6.8996,8.1120,-0.0019,0.6959,0.7072,-0.0366,0.6105,0.6068,,,
1,Line,0.0552,,,,,,,,,,,,,,,,16,1.5777,0.4827,4.1428,0.0415,0.4957,0.3549,0.0219,0.4897,0.3036,,,
1,Line,0.0986,,,,,,,,,,,,,,,,174,6.3077,-0.6525,-4.8210,0.0415,0.4957,0.3549,-0.0366,0.5037,0.4146,,,
1,Line,0.0548,,,,,,,,,,,,,,,,7,-3.4787,-0.4066,2.7108,-0.0366,1.3005,0.4146,0.0064,1.3056,0.3810,,,
1,Line,0.0337,,,,,,,,,,,,,,,,0,2.7184,0.0000,0.0000,0.0516,1.3146,0.3036,0.0180,1.3146,0.3036,,,
1,Line,0.1425,,,,,,,,,,,,,,,,10,-7.1284,-1.1352,8.9638,-0.0366,1.3005,0.4146,0.0516,1.3146,0.3036,,,
1,Line,0.0442,,,,,,,,,,,,,,,,180,2.8704,0.0000,2.1295,-0.0011,0.6105,0.6331,-0.0366,0.6105,0.6068,,,
1,Line,0.0474,,,,,,,,,,,,,,,,180,2.8033,0.0000,2.6081,-0.0019,0.6959,0.7072,-0.0366,0.6959,0.6749,,,
1,Line,0.0623,,,,,,,,,,,,,,,,40,2.6599,2.2226,3.6484,-0.0037,0.7234,0.7201,-0.0366,0.6959,0.6749,,,
1,Line,0.0502,,,,,,,,,,,,,,,,0,4.0555,0.0000,0.0000,0.0721,0.4897,0.3036,0.0219,0.4897,0.3036,,,
1,Line,0.0581,,,,,,,,,,,,,,,,0,4.6901,0.0000,0.0000,0.1638,0.4897,0.2089,0.1057,0.4897,0.2089,,,
1,Line,0.1264,,,,,,,,,,,,,,,,0,6.7700,0.0000,-7.6448,0.1057,0.4897,0.2089,0.0219,0.4897,0.3036,,,
1,Line,0.0559,,,,,,,,,,,,,,,,91,-0.0385,3.4124,2.9588,-0.0016,0.6527,0.6698,-0.0011,0.6105,0.6331,,,
1,Line,0.0836,,,,,,,,,,,,,,,,50,2.8319,3.4124,5.0883,-0.0016,0.6527,0.6698,-0.0366,0.6105,0.6068,,,
1,Line,0.0792,,,,,,,,,,,,,,,,115,-2.6599,5.8121,-0.1885,-0.0366,0.7954,0.7177,-0.0037,0.7234,0.7201,,,
1,Line,0.0544,,,,,,,,,,,,,,,,133,-2.7988,3.0426,-1.4849,-0.0366,0.7954,0.7177,-0.0020,0.7577,0.7361,,,
1,Line,0.0514,,,,,,,,,,,,,,,,180,2.9628,0.0000,2.9090,0.0000,0.7954,0.7538,-0.0366,0.7954,0.7177,,,
1,Line,0.0303,,,,,,,,,,,,,,,,4,2.1358,0.1499,1.1885,-0.0102,3.4303,0.4286,-0.0366,3.4285,0.4138,,,
1,Line,0.0068,,,,,,,,,,,,,,,,158,-0.4873,0.1954,0.1538,0.2560,2.1811,1.3544,0.2620,2.1787,1.3525,,,
1,Line,0.0061,,,,,,,,,,,,,,,,128,-0.2645,0.3377,0.2409,0.2910,2.2035,1.3681,0.2943,2.1993,1.3652,,,
1,Line,0.0438,,,,,,,,,,,,,,,,32,2.8320,1.8085,1.1070,0.2910,2.2035,1.3681,0.2560,2.1811,1.3544,,,
1,Line,0.0062,,,,,,,,,,,,,,,,134,-0.2718,0.2764,-0.3218,0.2526,2.1846,1.3505,0.2560,2.1811,1.3544,,,
1,Line,0.0058,,,,,,,,,,,,,,,,106,-0.1098,0.3799,-0.2584,0.2897,2.2082,1.3649,0.2910,2.2035,1.3681,,,
1,Line,0.0397,,,,,,,,,,,,,,,,32,2.5672,1.6394,1.0035,0.2956,2.1997,1.3609,0.2638,2.1794,1.3485,,,
1,Line,0.0059,,,,,,,,,,,,,,,,152,0.4205,-0.2205,-0.0064,0.2638,2.1794,1.3485,0.2586,2.1821,1.3486,,,
1,Line,0.0045,,,,,,,,,,,,,,,,16,-0.1068,-0.0291,0.3445,0.2943,2.1993,1.3652,0.2956,2.1997,1.3609,,,
1,Line,0.0404,,,,,,,,,,,,,,,,32,2.6092,1.6662,1.0199,0.2943,2.1993,1.3652,0.2620,2.1787,1.3525,,,
1,Line,0.0045,,,,,,,,,,,,,,,,21,-0.1487,-0.0559,0.3281,0.2620,2.1787,1.3525,0.2638,2.1794,1.3485,,,
1,Line,0.0463,,,,,,,,,,,,,,,,32,2.9941,1.9120,1.1704,0.2897,2.2082,1.3649,0.2526,2.1846,1.3505,,,
1,Line,0.0079,,,,,,,,,,,,,,,,15,-0.6082,-0.1626,-0.1095,0.0860,1.6706,1.0256,0.0935,1.6726,1.0269,,,
1,Line,0.0913,,,,,,,,,,,,,,,,149,-6.2947,3.8406,0.0000,0.0935,1.6726,1.0269,0.1715,1.6251,1.0269,,,
1,Line,0.0963,,,,,,,,,,,,,,,,149,-6.6424,4.0527,0.0000,0.0860,1.6706,1.0256,0.1683,1.6204,1.0256,,,
1,Line,0.1002,,,,,,,,,,,,,,,,149,-6.9111,4.2167,0.0000,0.0817,1.6712,1.0194,0.1672,1.6190,1.0194,,,
1,Line,0.0076,,,,,,,,,,,,,,,,172,-0.3508,0.0460,-0.4984,0.0817,1.6712,1.0194,0.0860,1.6706,1.0256,,,
1,Line,0.0068,,,,,,,,,,,,,,,,158,0.4873,-0.1954,-0.1538,0.2586,2.1821,1.3486,0.2526,2.1846,1.3505,,,
1,Line,0.0061,,,,,,,,,,,,,,,,128,0.2645,-0.3377,-0.2409,0.2929,2.2041,1.3620,0.2897,2.2082,1.3649,,,
1,Line,0.0072,,,,,,,,,,,,,,,,10,0.5285,0.0979,0.2301,0.0957,1.6744,1.0236,0.0892,1.6732,1.0207,,,
1,Line,0.0044,,,,,,,,,,,,,,,,39,-0.1776,-0.1440,0.2683,0.0935,1.6726,1.0269,0.0957,1.6744,1.0236,,,
1,Line,0.0905,,,,,,,,,,,,,,,,149,-6.2404,3.8074,0.0000,0.0957,1.6744,1.0236,0.1730,1.6272,1.0236,,,
1,Line,0.0058,,,,,,,,,,,,,,,,86,0.0260,0.3549,0.3031,0.6043,2.1774,1.3761,0.6040,2.1730,1.3723,,,
1,Line,0.3014,,,,,,,,,,,,,,,,0,24.3418,0.0000,0.0000,0.9054,2.1730,1.3723,0.6040,2.1730,1.3723,,,
1,Line,0.3010,,,,,,,,,,,,,,,,0,24.3158,0.0000,0.0000,0.9054,2.1774,1.3761,0.6043,2.1774,1.3761,,,
1,Line,0.3007,,,,,,,,,,,,,,,,0,24.2868,0.0000,0.0000,0.9054,2.1823,1.3734,0.6047,2.1823,1.3734,,,
1,Line,0.0056,,,,,,,,,,,,,,,,86,0.0290,0.3955,-0.2184,0.6047,2.1823,1.3734,0.6043,2.1774,1.3761,,,
1,Line,0.2243,,,,,,,,,,,,,,,,175,18.0353,-1.7213,0.0000,0.5225,2.0230,1.2896,0.2992,2.0443,1.2896,,,
1,Line,0.3426,,,,,,,,,,,,,,,,24,24.6481,10.7899,6.4667,0.6044,2.1779,1.3696,0.2992,2.0443,1.2896,,,
1,Line,0.0049,,,,,,,,,,,,,,,,86,-0.0269,-0.3675,-0.1414,0.6041,2.1734,1.3679,0.6044,2.1779,1.3696,,,
1,Line,0.0045,,,,,,,,,,,,,,,,86,-0.0021,-0.0280,0.3598,0.6040,2.1730,1.3723,0.6041,2.1734,1.3679,,,
1,Line,0.3013,,,,,,,,,,,,,,,,0,24.3397,0.0000,0.0000,0.9054,2.1734,1.3679,0.6041,2.1734,1.3679,,,
1,Line,0.0058,,,,,,,,,,,,,,,,86,-0.0260,-0.3549,-0.3031,0.6044,2.1779,1.3696,0.6047,2.1823,1.3734,,,
1,Line,0.0056,,,,,,,,,,,,,,,,86,0.0289,0.3955,-0.2184,0.3189,2.2115,1.3734,0.3186,2.2066,1.3761,,,
1,Line,0.0289,,,,,,,,,,,,,,,,6,2.2262,0.2507,0.6423,0.3186,2.2066,1.3761,0.2910,2.2035,1.3681,,,
1,Line,0.0307,,,,,,,,,,,,,,,,6,2.3649,0.2664,0.6823,0.3189,2.2115,1.3734,0.2897,2.2082,1.3649,,,
1,Line,0.0052,,,,,,,,,,,,,,,,122,0.2165,-0.3508,-0.0861,0.2956,2.1997,1.3609,0.2929,2.2041,1.3620,,,
1,Line,0.0059,,,,,,,,,,,,,,,,98,0.0490,-0.3620,-0.3031,0.3195,2.2070,1.3696,0.3189,2.2115,1.3734,,,
1,Line,0.0254,,,,,,,,,,,,,,,,6,1.9577,0.2205,0.5648,0.3198,2.2024,1.3679,0.2956,2.1997,1.3609,,,
1,Line,0.0049,,,,,,,,,,,,,,,,94,0.0248,-0.3724,-0.1414,0.3198,2.2024,1.3679,0.3195,2.2070,1.3696,,,
1,Line,0.0045,,,,,,,,,,,,,,,,25,-0.0537,-0.0231,0.3598,0.3192,2.2022,1.3723,0.3198,2.2024,1.3679,,,
1,Line,0.0059,,,,,,,,,,,,,,,,98,-0.0490,0.3620,0.3031,0.3186,2.2066,1.3761,0.3192,2.2022,1.3723,,,
1,Line,0.0261,,,,,,,,,,,,,,,,6,2.0107,0.2265,0.5801,0.3192,2.2022,1.3723,0.2943,2.1993,1.3652,,,
1,Line,0.0079,,,,,,,,,,,,,,,,15,0.6082,0.1626,0.1095,0.0892,1.6732,1.0207,0.0817,1.6712,1.0194,,,
1,Line,0.0055,,,,,,,,,,,,,,,,86,-0.0312,-0.4255,-0.1095,0.6041,1.5502,1.0256,0.6045,1.5554,1.0269,,,
1,Line,0.3009,,,,,,,,,,,,,,,,180,-24.3030,0.0000,0.0000,0.6045,1.5554,1.0269,0.9054,1.5554,1.0269,,,
1,Line,0.3013,,,,,,,,,,,,,,,,180,-24.3342,0.0000,0.0000,0.6041,1.5502,1.0256,0.9054,1.5502,1.0256,,,
1,Line,0.1138,,,,,,,,,,,,,,,,73,2.6661,8.6223,1.7289,-0.0036,3.9336,0.7530,-0.0366,3.8268,0.7316,,,
1,Line,0.1138,,,,,,,,,,,,,,,,107,-2.6661,8.6223,-1.7289,-0.0366,3.8268,0.7316,-0.0036,3.7201,0.7530,,,
1,Line,0.3065,,,,,,,,,,,,,,,,175,24.6481,-2.3524,0.0000,0.6044,1.5538,1.0207,0.2992,1.5829,1.0207,,,
1,Line,0.0056,,,,,,,,,,,,,,,,73,0.1295,0.4161,0.1095,0.2992,1.5829,1.0207,0.2976,1.5778,1.0194,,,
1,Line,0.0055,,,,,,,,,,,,,,,,86,0.0312,0.4255,0.1095,0.6044,1.5538,1.0207,0.6040,1.5485,1.0194,,,
1,Line,0.0042,,,,,,,,,,,,,,,,86,-0.0147,-0.2012,0.2683,0.6045,1.5554,1.0269,0.6047,1.5579,1.0236,,,
1,Line,0.3007,,,,,,,,,,,,,,,,180,-24.2883,0.0000,0.0000,0.6047,1.5579,1.0236,0.9054,1.5579,1.0236,,,
1,Line,0.0519,,,,,,,,,,,,,,,,180,2.9161,0.0000,3.0116,-0.0005,3.8268,0.7689,-0.0366,3.8268,0.7316,,,
1,Line,0.0373,,,,,,,,,,,,,,,,180,2.1358,0.0000,2.1295,-0.0102,4.1185,0.6324,-0.0366,4.1185,0.6061,,,
1,Line,0.0591,,,,,,,,,,,,,,,,46,2.1358,2.2226,3.6484,-0.0102,3.6481,0.7194,-0.0366,3.6206,0.6742,,,
1,Line,0.0987,,,,,,,,,,,,,,,,73,2.1358,6.8996,-3.3744,-0.0102,4.1185,0.6324,-0.0366,4.0331,0.6742,,,
1,Line,0.1006,,,,,,,,,,,,,,,,124,2.1358,-3.1782,-7.1644,-0.0102,3.4303,0.4286,-0.0366,3.4697,0.5173,,,
1,Line,0.0324,,,,,,,,,,,,,,,,180,2.1358,0.0000,1.5058,-0.0102,3.4697,0.5359,-0.0366,3.4697,0.5173,,,
1,Line,0.0489,,,,,,,,,,,,,,,,52,-2.1358,-2.7317,1.8933,-0.0366,4.1185,0.6061,-0.0102,4.1523,0.5826,,,
1,Line,0.0996,,,,,,,,,,,,,,,,112,2.1358,-5.2942,-5.6670,-0.0102,3.4697,0.5359,-0.0366,3.5352,0.6061,,,
1,Line,0.0773,,,,,,,,,,,,,,,,129,-2.1358,2.5626,-5.2795,-0.0366,4.1840,0.5173,-0.0102,4.1523,0.5826,,,
1,Line,0.0767,,,,,,,,,,,,,,,,110,-2.1358,5.8121,-0.1885,-0.0366,3.7201,0.7170,-0.0102,3.6481,0.7194,,,
1,Line,0.0489,,,,,,,,,,,,,,,,180,2.6661,0.0000,2.9090,-0.0036,3.7201,0.7530,-0.0366,3.7201,0.7170,,,
1,Line,0.0058,,,,,,,,,,,,,,,,55,-0.2606,-0.3747,-0.1095,0.1683,1.6204,1.0256,0.1715,1.6251,1.0269,,,
1,Line,0.1345,,,,,,,,,,,,,,,,162,-10.3600,3.2730,0.0000,0.1715,1.6251,1.0269,0.2997,1.5845,1.0269,,,
1,Line,0.1362,,,,,,,,,,,,,,,,162,-10.4911,3.3144,0.0000,0.1683,1.6204,1.0256,0.2981,1.5794,1.0256,,,
1,Line,0.1367,,,,,,,,,,,,,,,,162,-10.5323,3.3274,0.0000,0.1672,1.6190,1.0194,0.2976,1.5778,1.0194,,,
1,Line,0.0064,,,,,,,,,,,,,,,,54,-0.0820,-0.1179,-0.4984,0.1672,1.6190,1.0194,0.1683,1.6204,1.0256,,,
1,Line,0.0053,,,,,,,,,,,,,,,,55,0.2053,0.2951,0.2301,0.1730,1.6272,1.0236,0.1705,1.6236,1.0207,,,
1,Line,0.0952,,,,,,,,,,,,,,,,149,6.5635,-4.0046,0.0000,0.1705,1.6236,1.0207,0.0892,1.6732,1.0207,,,
1,Line,0.0051,,,,,,,,,,,,,,,,73,0.1020,0.3277,0.2301,0.3005,1.5870,1.0236,0.2992,1.5829,1.0207,,,
1,Line,0.0043,,,,,,,,,,,,,,,,55,-0.1232,-0.1772,0.2683,0.1715,1.6251,1.0269,0.1730,1.6272,1.0236,,,
1,Line,0.1337,,,,,,,,,,,,,,,,162,-10.2980,3.2534,0.0000,0.1730,1.6272,1.0236,0.3005,1.5870,1.0236,,,
1,Line,0.0058,,,,,,,,,,,,,,,,55,0.2606,0.3747,0.1095,0.1705,1.6236,1.0207,0.1672,1.6190,1.0194,,,
1,Line,0.3074,,,,,,,,,,,,,,,,175,-24.7155,2.3588,0.0000,0.2981,1.5794,1.0256,0.6041,1.5502,1.0256,,,
1,Line,0.0056,,,,,,,,,,,,,,,,73,-0.1295,-0.4161,-0.1095,0.2981,1.5794,1.0256,0.2997,1.5845,1.0269,,,
1,Line,0.0064,,,,,,,,,,,,,,,,72,-0.0408,-0.1310,-0.4984,0.2976,1.5778,1.0194,0.2981,1.5794,1.0256,,,
1,Line,0.3078,,,,,,,,,,,,,,,,175,-24.7465,2.3618,0.0000,0.2976,1.5778,1.0194,0.6040,1.5485,1.0194,,,
1,Line,0.0064,,,,,,,,,,,,,,,,86,-0.0098,-0.1339,-0.4984,0.6040,1.5485,1.0194,0.6041,1.5502,1.0256,,,
1,Line,0.0050,,,,,,,,,,,,,,,,86,0.0245,0.3351,0.2301,0.6047,1.5579,1.0236,0.6044,1.5538,1.0207,,,
1,Line,0.3065,,,,,,,,,,,,,,,,175,-24.6727,2.0173,-0.2301,0.2992,1.5829,1.0207,0.6047,1.5579,1.0236,,,
1,Line,0.3056,,,,,,,,,,,,,,,,175,-24.5706,2.3450,0.0000,0.3005,1.5870,1.0236,0.6047,1.5579,1.0236,,,
1,Line,0.3062,,,,,,,,,,,,,,,,175,-24.6171,2.3494,0.0000,0.2997,1.5845,1.0269,0.6045,1.5554,1.0269,,,
1,Line,0.0042,,,,,,,,,,,,,,,,73,-0.0612,-0.1967,0.2683,0.2997,1.5845,1.0269,0.3005,1.5870,1.0236,,,
1,Line,0.0851,,,,,,,,,,,,,,,,103,-1.4477,6.4021,-2.0279,0.2151,3.3917,1.3257,0.2330,3.3124,1.3508,,,
1,Line,0.1690,,,,,,,,,,,,,,,,93,0.5804,-12.9523,4.2628,0.0786,4.1200,1.0781,0.0714,4.2803,1.0254,,,
1,Line,0.0527,,,,,,,,,,,,,,,,29,-3.7354,-2.0390,0.0000,0.1620,4.6240,1.0154,0.2083,4.6493,1.0154,,,
1,Line,0.0261,,,,,,,,,,,,,,,,104,0.4103,-1.5814,1.3267,0.0836,4.1004,1.0946,0.0786,4.1200,1.0781,,,
1,Line,0.2726,,,,,,,,,,,,,,,,88,-0.8966,-21.8060,-2.8987,0.0365,3.7681,0.9421,0.0476,4.0381,0.9780,,,
1,Line,0.3513,,,,,,,,,,,,,,,,90,0.0000,28.3785,0.0000,0.0064,4.0497,0.8047,0.0064,3.6984,0.8047,,,
1,Line,0.0570,,,,,,,,,,,,,,,,69,-1.6180,-4.3103,0.0000,0.0836,4.5092,1.0154,0.1037,4.5625,1.0154,,,
1,Line,0.0265,,,,,,,,,,,,,,,,90,0.0000,1.9021,-0.9805,0.0836,4.5092,1.0154,0.0836,4.4856,1.0275,,,
1,Line,0.0265,,,,,,,,,,,,,,,,90,0.0000,1.9021,-0.9805,0.1037,4.5625,1.0154,0.1037,4.5390,1.0275,,,
1,Line,0.0265,,,,,,,,,,,,,,,,90,0.0000,1.9021,-0.9805,0.1620,4.6240,1.0154,0.1620,4.6005,1.0275,,,
1,Line,0.0848,,,,,,,,,,,,,,,,47,-4.7143,-4.9697,0.0000,0.1037,4.5625,1.0154,0.1620,4.6240,1.0154,,,
1,Line,0.1785,,,,,,,,,,,,,,,,163,-3.3237,0.9385,-13.9992,0.0064,4.0497,0.8047,0.0476,4.0381,0.9780,,,
1,Line,0.2390,,,,,,,,,,,,,,,,90,0.0000,19.3031,0.0000,-0.0102,4.2445,0.7194,-0.0102,4.0055,0.7194,,,
1,Line,0.0732,,,,,,,,,,,,,,,,90,0.0000,0.0000,5.9143,-0.0102,4.2445,0.7194,-0.0102,4.2445,0.6461,,,
1,Line,0.1496,,,,,,,,,,,,,,,,59,-2.4271,-4.1199,-11.1005,0.0064,3.4404,0.8047,0.0365,3.4914,0.9421,,,
1,Line,0.0355,,,,,,,,,,,,,,,,90,0.0000,-0.9968,-2.6857,-0.0102,3.3580,0.5826,-0.0102,3.3703,0.6159,,,
1,Line,0.1496,,,,,,,,,,,,,,,,59,2.4271,4.1199,11.1005,0.0365,3.4852,0.9421,0.0064,3.4342,0.8047,,,
1,Line,0.0345,,,,,,,,,,,,,,,,0,-2.3499,0.0000,1.4905,0.0938,4.2445,0.2267,0.1229,4.2445,0.2082,,,
1,Line,0.3148,,,,,,,,,,,,,,,,96,2.4271,-22.7445,11.1005,0.0365,3.7681,0.9421,0.0064,4.0497,0.8047,,,
1,Line,0.0511,,,,,,,,,,,,,,,,1,-1.3429,0.0000,3.8993,-0.0102,4.2445,0.4286,0.0064,4.2445,0.3803,,,
1,Line,0.0212,,,,,,,,,,,,,,,,90,0.0000,1.7085,0.0000,-0.0102,4.2445,0.4286,-0.0102,4.2234,0.4286,,,
1,Line,0.0143,,,,,,,,,,,,,,,,90,0.0000,1.1519,0.0000,0.0064,4.2445,0.3803,0.0064,4.2303,0.3803,,,
1,Line,0.0848,,,,,,,,,,,,,,,,47,4.7143,4.9697,0.0000,0.1620,4.7244,0.7755,0.1037,4.6629,0.7755,,,
1,Line,0.0848,,,,,,,,,,,,,,,,47,-4.7143,-4.9697,0.0000,0.1037,4.6287,0.9011,0.1620,4.6902,0.9011,,,
1,Line,0.1301,,,,,,,,,,,,,,,,90,0.0000,2.7626,-10.1412,0.1037,4.6629,0.7755,0.1037,4.6287,0.9011,,,
1,Line,0.0527,,,,,,,,,,,,,,,,29,3.7354,2.0390,0.0000,0.2083,4.7496,0.7755,0.1620,4.7244,0.7755,,,
1,Line,0.0527,,,,,,,,,,,,,,,,29,3.7354,2.0390,0.0000,0.2083,4.7154,0.9011,0.1620,4.6902,0.9011,,,
1,Line,0.0488,,,,,,,,,,,,,,,,90,0.0000,2.8525,-2.7178,0.1620,4.7959,0.6594,0.1620,4.7606,0.6931,,,
1,Line,0.0527,,,,,,,,,,,,,,,,29,3.7354,2.0390,0.0000,0.2083,4.8212,0.6594,0.1620,4.7959,0.6594,,,
1,Line,0.0482,,,,,,,,,,,,,,,,90,0.0000,2.0183,-3.3253,0.1620,4.7606,0.6931,0.1620,4.7356,0.7343,,,
1,Line,0.0527,,,,,,,,,,,,,,,,29,-3.7354,-2.0390,0.0000,0.1620,4.7606,0.6931,0.2083,4.7859,0.6931,,,
1,Line,0.0527,,,,,,,,,,,,,,,,29,-3.7354,-2.0390,0.0000,0.1620,4.7356,0.7343,0.2083,4.7609,0.7343,,,
1,Line,0.1301,,,,,,,,,,,,,,,,90,0.0000,2.7626,-10.1412,0.1620,4.7244,0.7755,0.1620,4.6902,0.9011,,,
1,Line,0.0318,,,,,,,,,,,,,,,,90,0.0000,1.7805,-1.8532,0.1037,4.5846,0.9925,0.1037,4.5625,1.0154,,,
1,Line,0.0570,,,,,,,,,,,,,,,,69,-1.6180,-4.3103,0.0000,0.0836,4.5312,0.9925,0.1037,4.5846,0.9925,,,
1,Line,0.0848,,,,,,,,,,,,,,,,47,-4.7143,-4.9697,0.0000,0.1037,4.5846,0.9925,0.1620,4.6461,0.9925,,,
1,Line,0.0527,,,,,,,,,,,,,,,,29,-3.7354,-2.0390,0.0000,0.1620,4.6461,0.9925,0.2083,4.6713,0.9925,,,
1,Line,0.0318,,,,,,,,,,,,,,,,90,0.0000,1.7805,-1.8532,0.1620,4.6461,0.9925,0.1620,4.6240,1.0154,,,
1,Line,0.0288,,,,,,,,,,,,,,,,90,0.0000,1.0126,-2.0979,0.1037,4.5971,0.9665,0.1037,4.5846,0.9925,,,
1,Line,0.0848,,,,,,,,,,,,,,,,47,4.7143,4.9697,0.0000,0.1620,4.6586,0.9665,0.1037,4.5971,0.9665,,,
1,Line,0.0527,,,,,,,,,,,,,,,,29,3.7354,2.0390,0.0000,0.2083,4.6839,0.9665,0.1620,4.6586,0.9665,,,
1,Line,0.0318,,,,,,,,,,,,,,,,90,0.0000,1.7805,-1.8532,0.0836,4.5312,0.9925,0.0836,4.5092,1.0154,,,
1,Line,0.0288,,,,,,,,,,,,,,,,90,0.0000,1.0126,-2.0979,0.1620,4.6586,0.9665,0.1620,4.6461,0.9925,,,
1,Line,0.0062,,,,,,,,,,,,,,,,90,0.0000,0.5013,0.0000,0.0635,3.2466,0.2826,0.0635,3.2404,0.2826,,,
1,Line,0.0086,,,,,,,,,,,,,,,,50,0.1937,0.2324,0.6261,0.0389,3.4880,0.9498,0.0365,3.4852,0.9421,,,
1,Line,0.0062,,,,,,,,,,,,,,,,90,0.0000,-0.5013,0.0000,0.0365,3.4852,0.9421,0.0365,3.4914,0.9421,,,
1,Line,0.7048,,,,,,,,,,,,,,,,90,0.0000,-56.9311,0.0576,0.0365,2.7803,0.9428,0.0365,3.4852,0.9421,,,
1,Line,0.0176,,,,,,,,,,,,,,,,146,-0.6431,0.4403,1.1863,0.0714,3.2349,0.2679,0.0794,3.2295,0.2532,,,
1,Line,0.0062,,,,,,,,,,,,,,,,90,0.0000,0.5013,0.0000,0.0794,3.2357,0.2532,0.0794,3.2295,0.2532,,,
1,Line,0.1537,,,,,,,,,,,,,,,,90,0.0000,12.4120,0.0000,-0.0102,3.5240,0.6159,-0.0102,3.3703,0.6159,,,
1,Line,0.0062,,,,,,,,,,,,,,,,90,0.0000,0.5013,0.0000,-0.0102,3.3703,0.6159,-0.0102,3.3641,0.6159,,,
1,Line,0.0323,,,,,,,,,,,,,,,,90,0.0000,-0.9076,-2.4455,-0.0102,3.3703,0.6159,-0.0102,3.3815,0.6461,,,
1,Line,0.0103,,,,,,,,,,,,,,,,50,-0.2316,-0.2780,-0.7489,0.0365,3.4914,0.9421,0.0394,3.4948,0.9514,,,
1,Line,0.1695,,,,,,,,,,,,,,,,90,0.0000,-13.6907,0.0000,-0.0102,3.3815,0.6461,-0.0102,3.5510,0.6461,,,
1,Line,0.0062,,,,,,,,,,,,,,,,90,0.0000,-0.5013,0.0000,0.0714,3.2349,0.2679,0.0714,3.2412,0.2679,,,
1,Line,0.0058,,,,,,,,,,,,,,,,90,0.0000,-0.4700,0.0000,0.0714,2.6195,0.2686,0.0714,2.6253,0.2686,,,
1,Line,0.0058,,,,,,,,,,,,,,,,90,0.0000,0.4700,0.0000,0.0794,2.6253,0.2539,0.0794,2.6195,0.2539,,,
1,Line,0.0167,,,,,,,,,,,,,,,,1,0.6431,0.0000,-1.1863,0.0794,2.6253,0.2539,0.0714,2.6253,0.2686,,,
1,Line,0.0869,,,,,,,,,,,,,,,,178,-1.3429,0.0000,-6.8896,-0.0102,2.6253,0.7201,0.0064,2.6253,0.8054,,,
1,Line,0.0058,,,,,,,,,,,,,,,,90,0.0000,0.4700,0.0000,0.0064,2.6253,0.8054,0.0064,2.6195,0.8054,,,
1,Line,0.0049,,,,,,,,,,,,,,,,90,0.0011,0.3917,0.0037,0.0389,3.4929,0.9499,0.0389,3.4880,0.9498,,,
1,Line,0.0176,,,,,,,,,,,,,,,,146,0.6431,-0.4403,-1.1863,0.0794,3.2357,0.2532,0.0714,3.2412,0.2679,,,
1,Line,0.0025,,,,,,,,,,,,,,,,77,0.0368,0.1551,0.1191,0.0394,3.4948,0.9514,0.0389,3.4929,0.9499,,,
1,Line,0.0920,,,,,,,,,,,,,,,,178,1.5872,0.0000,7.2590,0.0261,2.6195,0.8952,0.0064,2.6195,0.8054,,,
1,Line,0.0938,,,,,,,,,,,,,,,,178,-1.6176,0.0000,-7.3979,0.0064,2.6253,0.8054,0.0265,2.6253,0.8970,,,
1,Line,0.0062,,,,,,,,,,,,,,,,90,0.0000,0.5013,0.0000,-0.0102,3.3276,0.5009,-0.0102,3.3214,0.5009,,,
1,Line,0.0333,,,,,,,,,,,,,,,,90,0.0000,0.9358,2.5215,-0.0102,3.3062,0.4598,-0.0102,3.2946,0.4286,,,
1,Line,0.0062,,,,,,,,,,,,,,,,90,0.0000,-0.5013,0.0000,-0.0102,3.3518,0.5826,-0.0102,3.3580,0.5826,,,
1,Line,0.0781,,,,,,,,,,,,,,,,90,0.0000,-2.1951,-5.9143,-0.0102,3.3815,0.6461,-0.0102,3.4087,0.7194,,,
1,Line,0.0872,,,,,,,,,,,,,,,,90,0.0000,2.4495,6.5998,-0.0102,3.3518,0.5826,-0.0102,3.3214,0.5009,,,
