Count,Name,Area,Center X,Center Y,Center Z,Length,Radius,Start Angle,Total Angle,Circumference,Diameter,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,4.3504,,,,,,,,,,,,90,0.0000,-1.0033,0.0000,24.0659,2.1468,3.5107,24.0659,6.4972,3.5107
1,Line,,,,,1.4060,,,,,,,,,,,,0,0.0000,0.0000,0.3242,24.0659,6.4972,4.9167,24.0659,6.4972,3.5107
1,Line,,,,,0.4221,,,,,,,,,,,,5,0.0845,0.0070,-0.0479,18.2990,0.3381,1.4367,17.9328,0.3077,1.6444
1,Line,,,,,1.1525,,,,,,,,,,,,167,0.1501,-0.0341,0.2167,18.5838,0.1599,2.5839,17.9328,0.3077,1.6444
1,Line,,,,,0.5495,,,,,,,,,,,,3,0.1171,0.0070,-0.0479,18.4406,0.3381,1.4367,17.9328,0.3077,1.6444
1,Line,,,,,1.4060,,,,,,,,,,,,0,0.0000,0.0000,0.3242,24.0659,2.1468,4.9167,24.0659,2.1468,3.5107
1,Line,,,,,0.1416,,,,,,,,,,,,0,0.0327,0.0000,0.0000,18.4406,0.3381,1.4367,18.2990,0.3381,1.4367
1,Line,,,,,4.3504,,,,,,,,,,,,90,0.0000,-1.0033,0.0000,24.5707,2.1468,2.3936,24.5707,6.4972,2.3936
1,Line,,,,,0.5936,,,,,,,,,,,,0,0.0000,0.0000,0.1369,24.5707,6.4972,2.9872,24.5707,6.4972,2.3936
1,Line,,,,,0.9635,,,,,,,,,,,,0,0.1854,0.0000,0.1224,24.5707,2.1468,2.3936,23.7666,2.1468,1.8626
1,Line,,,,,0.5724,,,,,,,,,,,,180,-0.1164,0.0000,0.0622,24.0659,2.1468,3.5107,24.5707,2.1468,3.2408
1,Line,,,,,0.5724,,,,,,,,,,,,180,-0.1164,0.0000,0.0622,24.0659,6.4972,3.5107,24.5707,6.4972,3.2408
1,Line,,,,,0.5936,,,,,,,,,,,,0,0.0000,0.0000,0.1369,24.5707,2.1468,2.9872,24.5707,2.1468,2.3936
1,Line,,,,,1.1697,,,,,,,,,,,,129,0.0330,-0.0411,0.2646,18.5838,0.1599,2.5839,18.4406,0.3381,1.4367
1,Line,,,,,0.3069,,,,,,,,,,,,107,-0.0075,0.0251,0.0658,1.3521,0.2478,3.7753,1.3846,0.1390,3.4902
1,Line,,,,,0.3562,,,,,,,,,,,,112,-0.0303,0.0764,0.0000,1.2207,0.5789,3.7753,1.3521,0.2478,3.7753
1,Line,,,,,4.1346,,,,,,,,,,,,180,-0.7474,0.0000,0.5921,17.2895,6.4972,9.1852,20.5302,6.4972,6.6176
1,Line,,,,,0.5664,,,,,,,,,,,,107,-0.0138,0.0463,0.1214,1.1951,0.7737,5.1540,1.2550,0.5730,4.6277
1,Line,,,,,1.6659,,,,,,,,,,,,172,-0.0152,0.0021,-0.3839,1.1291,0.7827,3.4894,1.1951,0.7737,5.1540
1,Line,,,,,0.6925,,,,,,,,,,,,112,-0.0589,0.1484,-0.0002,1.1291,0.7827,3.4894,1.3846,0.1390,3.4902
1,Line,,,,,4.3504,,,,,,,,,,,,90,0.0000,-1.0033,0.0000,17.2895,2.1468,9.1852,17.2895,6.4972,9.1852
1,Line,,,,,0.3250,,,,,,,,,,,,180,0.0610,-0.0003,-0.0436,22.4611,0.0755,3.2976,22.1966,0.0770,3.4865
1,Line,,,,,0.2667,,,,,,,,,,,,23,0.0391,0.0167,0.0444,22.6307,0.1481,3.4902,22.4611,0.0755,3.2976
1,Line,,,,,0.3069,,,,,,,,,,,,136,-0.0028,0.0027,-0.0707,1.3846,0.1390,3.4902,1.3966,0.1274,3.7966
1,Line,,,,,0.9360,,,,,,,,,,,,1,-0.2021,-0.0029,0.0757,21.2107,0.1200,4.2273,22.0871,0.1325,3.8989
1,Line,,,,,0.7709,,,,,,,,,,,,8,0.1762,0.0239,0.0003,22.0871,0.1325,3.8989,21.3231,0.0289,3.8974
1,Line,,,,,0.4398,,,,,,,,,,,,9,-0.1001,-0.0164,-0.0009,22.1966,0.0770,3.4865,22.6307,0.1481,3.4902
1,Line,,,,,4.3504,,,,,,,,,,,,90,0.0000,-1.0033,0.0000,23.7666,2.1468,1.8626,23.7666,6.4972,1.8626
