Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,1.0953,,,,,,,,,,,,,,,,4,0.9035,0.0627,0.6160,-177.5906,-16.9218,421.4135,-178.4941,-16.9845,420.7975
1,Line,1.6843,,,,,,,,,,,,,,,,31,1.1548,0.7040,-1.0038,-180.4961,-19.4168,429.5011,-181.6510,-20.1209,430.5050
1,Line,8.2926,,,,,,,,,,,,,,,,176,8.2714,-0.5911,-0.0437,-161.9830,-17.3891,420.4927,-170.2544,-16.7980,420.5364
1,Line,1.8280,,,,,,,,,,,,,,,,81,0.2246,1.4359,-1.1087,-174.2709,-25.9202,445.1226,-174.4955,-27.3561,446.2313
1,Line,8.3444,,,,,,,,,,,,,,,,179,8.2714,-0.1374,-1.0929,-161.9830,-16.9354,419.4434,-170.2544,-16.7980,420.5364
1,Line,1.1294,,,,,,,,,,,,,,,,15,1.0676,0.2825,0.2366,-180.1616,-18.7506,427.3569,-181.2292,-19.0331,427.1203
1,Line,1.1236,,,,,,,,,,,,,,,,174,0.9711,-0.1045,0.5554,-174.4955,-27.3561,446.2313,-175.4667,-27.2517,445.6759
1,Line,8.1577,,,,,,,,,,,,,,,,13,7.8695,1.8504,-1.0929,-163.0759,-25.2445,445.7323,-170.9455,-27.0948,446.8252
1,Line,1.2350,,,,,,,,,,,,,,,,165,-0.5556,0.1484,-1.0929,-177.5066,-16.3853,419.4434,-176.9509,-16.5337,420.5364
1,Line,9.1354,,,,,,,,,,,,,,,,9,8.9625,1.4462,-1.0189,-161.9830,-25.6486,445.8063,-170.9455,-27.0948,446.8252
1,Line,1.7414,,,,,,,,,,,,,,,,66,0.6013,1.3496,-0.9217,-173.8943,-26.0065,445.3097,-174.4955,-27.3561,446.2313
1,Line,1.3499,,,,,,,,,,,,,,,,24,1.1592,0.5090,-0.4685,-180.4258,-19.2538,428.9329,-181.5850,-19.7628,429.4014
1,Line,1.1912,,,,,,,,,,,,,,,,24,1.0749,0.4733,-0.1991,-180.2282,-20.8622,434.5565,-181.3031,-21.3355,434.7556
1,Line,1.1350,,,,,,,,,,,,,,,,16,1.0804,0.3042,0.1685,-180.3629,-19.0902,428.4237,-181.4433,-19.3944,428.2552
1,Line,0.9176,,,,,,,,,,,,,,,,40,-0.4048,-0.3393,0.7503,-174.4673,-17.0350,421.2867,-174.0624,-16.6957,420.5364
1,Line,1.1197,,,,,,,,,,,,,,,,13,1.0291,0.2408,0.3697,-179.5588,-18.0969,425.2722,-180.5878,-18.3377,424.9025
1,Line,1.9607,,,,,,,,,,,,,,,,42,1.3845,1.2439,-0.6163,-173.1110,-26.1122,445.6150,-174.4955,-27.3561,446.2313
1,Line,1.7897,,,,,,,,,,,,,,,,52,0.9884,1.2856,-0.7574,-173.5072,-26.0706,445.4740,-174.4955,-27.3561,446.2313
1,Line,2.2244,,,,,,,,,,,,,,,,34,1.7884,1.2249,-0.4991,-172.7071,-26.1312,445.7323,-174.4955,-27.3561,446.2313
1,Line,1.9511,,,,,,,,,,,,,,,,176,1.8535,-0.1365,0.5939,-172.6421,-27.4926,446.8252,-174.4955,-27.3561,446.2313
1,Line,3.3755,,,,,,,,,,,,,,,,26,2.9939,1.4769,-0.4991,-171.5016,-25.8793,445.7323,-174.4955,-27.3561,446.2313
1,Line,1.2576,,,,,,,,,,,,,,,,31,1.0262,0.6216,-0.3767,-179.2666,-22.4363,438.0657,-180.2929,-23.0580,438.4424
1,Line,1.2355,,,,,,,,,,,,,,,,29,1.0543,0.5756,-0.2889,-179.8214,-21.5271,436.3314,-180.8757,-22.1028,436.6203
1,Line,1.2688,,,,,,,,,,,,,,,,33,1.0094,0.6441,-0.4196,-178.9349,-22.8802,438.9138,-179.9443,-23.5243,439.3334
1,Line,1.1741,,,,,,,,,,,,,,,,21,1.0928,0.4275,-0.0387,-180.5568,-20.0380,431.6705,-181.6496,-20.4655,431.7092
1,Line,1.2936,,,,,,,,,,,,,,,,35,0.9720,0.6886,-0.5046,-178.5866,-23.2935,439.7043,-179.5586,-23.9821,440.2089
1,Line,1.5059,,,,,,,,,,,,,,,,20,1.4176,0.5063,-0.0440,-175.9526,-25.1786,443.8728,-177.3702,-25.6849,443.9167
1,Line,1.3451,,,,,,,,,,,,,,,,30,1.1299,0.6401,-0.3507,-176.2402,-25.0448,443.5660,-177.3702,-25.6849,443.9167
1,Line,1.7817,,,,,,,,,,,,,,,,12,1.7230,0.3819,0.2452,-175.6472,-25.3029,444.1619,-177.3702,-25.6849,443.9167
1,Line,1.2464,,,,,,,,,,,,,,,,30,1.0412,0.5988,-0.3331,-179.5623,-21.9850,437.2044,-180.6035,-22.5838,437.5375
1,Line,1.5638,,,,,,,,,,,,,,,,19,1.4764,0.5129,-0.0513,-175.6472,-25.3029,444.1619,-177.1236,-25.8158,444.2131
1,Line,1.7506,,,,,,,,,,,,,,,,17,1.6759,0.4973,0.0932,-175.3837,-25.3965,444.3832,-177.0597,-25.8938,444.2900
