Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,,,0.0974,,,,,,,,,,90,0.0000,-0.0371,0.0901,3.4276,10.5300,1.7798,3.4276,10.5671,1.6897
1,Line,,,,,,,0.0423,,,,,,,,,,164,-0.0384,0.0109,-0.0141,3.3893,10.5409,1.7657,3.4276,10.5300,1.7798
1,Line,,,,,,,0.0736,,,,,,,,,,3,-0.0667,-0.0040,0.0309,3.3610,10.5259,1.8107,3.4276,10.5300,1.7798
1,Line,,,,,,,0.1458,,,,,,,,,,173,0.1446,-0.0182,-0.0024,3.5056,10.5077,1.8083,3.3610,10.5259,1.8107
1,Line,,,,,,,0.3850,,,,,,,,,,173,0.3818,-0.0492,-0.0048,3.4277,10.6458,1.4985,3.0459,10.6950,1.5033
1,Line,,,,,,,0.4573,,,,,,,,,,180,-0.4573,0.0000,0.0000,2.2283,10.7334,1.5273,2.6856,10.7334,1.5273
1,Line,,,,,,,0.1900,,,,,,,,,,151,0.1256,-0.0684,0.1251,3.4276,10.5671,1.6897,3.3020,10.6354,1.5646
1,Line,,,,,,,0.2700,,,,,,,,,,167,0.2561,-0.0596,0.0613,3.3020,10.6354,1.5646,3.0459,10.6950,1.5033
1,Line,,,,,,,0.3044,,,,,,,,,,90,0.0000,-0.1169,0.2810,2.2283,10.5980,1.8007,2.2283,10.7149,1.5196
1,Line,,,,,,,0.0200,,,,,,,,,,90,0.0000,-0.0185,-0.0077,2.6856,10.7149,1.5196,2.6856,10.7334,1.5273
1,Line,,,,,,,0.0200,,,,,,,,,,90,0.0000,-0.0185,-0.0077,2.2283,10.5980,1.8007,2.2283,10.6165,1.8083
1,Line,,,,,,,0.3044,,,,,,,,,,90,0.0000,0.1169,-0.2810,2.6832,10.7151,1.5197,2.6832,10.5981,1.8007
1,Line,,,,,,,0.0200,,,,,,,,,,90,0.0000,-0.0185,-0.0077,2.6856,10.5980,1.8007,2.6856,10.6165,1.8083
1,Line,,,,,,,0.3044,,,,,,,,,,90,0.0000,0.1169,-0.2810,2.6856,10.7149,1.5196,2.6856,10.5980,1.8007
1,Line,,,,,,,0.4573,,,,,,,,,,180,-0.4573,0.0000,0.0000,2.2283,10.7149,1.5196,2.6856,10.7149,1.5196
