Count,Name,Length,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,4.4665,,,,,,,,,,,,,,,,108,-0.0213,0.0672,-0.3655,374.6744,677.5831,83.1512,374.9303,676.7768,87.5370
1,Line,3.8983,,,,,,,,,,,,,,,,149,0.2617,-0.1552,-0.1138,378.0706,674.9142,86.1711,374.9303,676.7768,87.5370
1,Line,3.6659,,,,,,,,,,,,,,,,152,0.2630,-0.1394,-0.0688,374.9303,676.7768,87.5370,371.7746,678.4497,88.3630
1,Line,3.2224,,,,,,,,,,,,,,,,155,0.2413,-0.1110,-0.0393,371.7746,678.4497,88.3630,368.8787,679.7819,88.8346
1,Line,6.0268,,,,,,,,,,,,,,,,163,0.2416,-0.0722,-0.4343,374.6744,677.5831,83.1512,371.7746,678.4497,88.3630
1,Line,6.5316,,,,,,,,,,,,,,,,151,0.4239,-0.2397,-0.2432,379.7610,674.7072,80.2326,374.6744,677.5831,83.1512
1,Line,6.1384,,,,,,,,,,,,,,,,148,-0.4358,0.2678,0.0000,374.5309,677.9207,80.2326,379.7610,674.7072,80.2326
1,Line,6.6365,,,,,,,,,,,,,,,,147,-0.4612,0.3052,0.0033,374.6744,677.5831,83.1512,380.2087,673.9207,83.1113
1,Line,5.2703,,,,,,,,,,,,,,,,142,-0.2830,0.2224,-0.2517,374.6744,677.5831,83.1512,378.0706,674.9142,86.1711
1,Line,3.8627,,,,,,,,,,,,,,,,155,0.1782,-0.0828,-0.2550,380.2087,673.9207,83.1113,378.0706,674.9142,86.1711
1,Line,1.8947,,,,,,,,,,,,,,,,138,0.1002,-0.0893,0.0831,380.9631,673.6351,81.2303,379.7610,674.7072,80.2326
1,Line,7.6481,,,,,,,,,,,,,,,,157,0.5447,-0.2279,-0.2399,374.5309,677.9207,80.2326,367.9945,680.6559,83.1113
1,Line,0.9445,,,,,,,,,,,,,,,,144,-0.0635,0.0457,0.0085,379.7610,674.7072,80.2326,380.5231,674.1589,80.1301
