Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.0230,,,,,,,,,,,,,,,,90,0.0000,0.0000,0.0707,0.8396,0.5761,0.5423,0.8396,0.5761,0.5208
1,Line,0.0353,,,,,,,,,,,,,,,,90,0.0000,0.0000,0.0793,0.8396,0.5761,0.5956,0.8396,0.5761,0.5716
1,3D Polyline,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,
1,Line,0.0086,,,,,,,,,,,,,,,,15,0.0000,0.0000,-0.0014,0.8396,0.5761,0.4774,0.8396,0.5761,0.4779
1,3D Polyline,0.0500,,,,,,,,,,,,,,,,,,,,,,,,,
1,Line,0.0079,,,,,,,,,,,,,,,,82,0.0000,0.0000,0.0138,0.8396,0.5761,0.5281,0.8396,0.5761,0.5239
1,Line,0.0039,,,,,,,,,,,,,,,,90,0.0000,0.0000,0.0000,0.8396,0.5761,0.6124,0.8396,0.5761,0.6124
1,Line,0.0208,,,,,,,,,,,,,,,,167,0.0000,0.0000,0.0000,0.8396,0.5761,0.6826,0.8396,0.5761,0.6826
1,Line,0.0225,,,,,,,,,,,,,,,,59,0.0000,0.0000,0.0695,0.8396,0.5761,0.6082,0.8396,0.5761,0.5871
1,Line,0.0255,,,,,,,,,,,,,,,,11,0.0000,0.0000,0.0715,0.8396,0.5761,0.6337,0.8396,0.5761,0.6120
1,Line,0.0029,,,,,,,,,,,,,,,,90,0.0000,0.0000,0.0000,0.8396,0.5761,0.6197,0.8396,0.5761,0.6197
1,Line,0.0231,,,,,,,,,,,,,,,,72,0.0000,0.0000,-0.0747,0.8396,0.5761,0.5871,0.8396,0.5761,0.6098
1,Line,0.0202,,,,,,,,,,,,,,,,0,0.0000,0.0000,0.0000,0.8396,0.5761,0.6826,0.8396,0.5761,0.6826
1,Line,0.0068,,,,,,,,,,,,,,,,41,0.0000,0.0000,0.0181,0.8396,0.5761,0.6272,0.8396,0.5761,0.6218
1,Line,0.0095,,,,,,,,,,,,,,,,115,0.0000,0.0000,0.0193,0.8396,0.5761,0.5613,0.8396,0.5761,0.5555
1,Line,0.0070,,,,,,,,,,,,,,,,144,0.0000,0.0000,-0.0001,0.8396,0.5761,0.6555,0.8396,0.5761,0.6556
