Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z
1,Line,,,,,,,102,-0.0281,0.1274,-0.0704,45.9469,88.7924,26.3416,0.1483,45.9749,88.6650,26.4120
1,Line,,,,,,,72,0.3029,0.9437,-0.7658,45.9469,88.7924,26.3416,1.2525,45.6440,87.8488,27.1074
1,Line,,,,,,,50,-0.1033,-0.1239,0.0098,42.3154,68.1955,33.6873,0.1616,42.4187,68.3194,33.6774
1,Line,,,,,,,85,0.2106,2.5212,-0.4930,42.7788,74.8648,33.0289,2.5775,42.5683,72.3436,33.5219
1,Line,,,,,,,83,0.2967,2.5112,-0.5051,42.7788,74.8648,33.0289,2.5787,42.4822,72.3535,33.5340
1,Line,,,,,,,68,0.3310,0.8162,-0.6953,45.9749,88.6650,26.4120,1.1222,45.6440,87.8488,27.1074
1,Line,,,,,,,173,0.1492,-0.0185,-0.2533,42.4187,68.3194,33.6774,0.2945,42.2695,68.3379,33.9307
1,Line,,,,,,,80,0.2835,1.6534,-0.5439,43.3308,78.2810,31.9836,1.7635,43.0473,76.6276,32.5275
1,Line,,,,,,,80,0.2820,1.6516,-0.5439,43.4141,78.2622,31.9730,1.7615,43.1321,76.6106,32.5168
1,Line,,,,,,,161,-0.0807,0.0284,0.0065,45.0194,85.9095,28.4237,0.0858,45.1001,85.8811,28.4172
1,Line,,,,,,,169,-0.0848,0.0170,0.0106,43.0473,76.6276,32.5275,0.0871,43.1321,76.6106,32.5168
1,Line,,,,,,,84,0.1828,1.7768,-0.4902,43.0473,76.6276,32.5275,1.8522,42.8645,74.8508,33.0176
1,Line,,,,,,,83,0.1986,1.6704,-0.5333,43.3308,78.2810,31.9836,1.7647,43.1321,76.6106,32.5168
1,Line,,,,,,,85,0.1843,2.1081,-0.2591,42.5683,72.3436,33.5219,2.1320,42.3839,70.2355,33.7811
1,Line,,,,,,,167,0.0834,-0.0189,-0.0106,43.4141,78.2622,31.9730,0.0861,43.3308,78.2810,31.9836
1,Line,,,,,,,81,0.3381,2.0239,-0.7616,43.6689,80.3049,31.2219,2.1887,43.3308,78.2810,31.9836
