Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z
1,Line,,,,,,,90,0.0002,-0.0325,-0.0790,0.0919,3.8654,0.2134,0.0331,0.0918,3.8781,0.2440
1,Line,,,,,,,123,0.0678,-0.1048,0.0634,0.1182,3.8248,0.2380,0.0543,0.0919,3.8654,0.2134
1,Line,,,,,,,71,0.0185,0.0547,-0.0190,0.1334,3.6432,0.2827,0.0236,0.1262,3.6220,0.2901
1,Line,,,,,,,59,-0.0203,-0.0336,-0.0333,0.1255,3.6302,0.2698,0.0200,0.1334,3.6432,0.2827
1,Line,,,,,,,86,-0.0076,-0.0974,0.0565,0.1365,3.8185,0.2329,0.0437,0.1395,3.8562,0.2110
1,Line,,,,,,,95,0.0055,-0.0692,0.0062,0.1261,3.6687,0.3519,0.0270,0.1239,3.6955,0.3494
1,Line,,,,,,,116,-0.0680,0.1373,0.0156,0.0918,3.8781,0.2440,0.0597,0.1182,3.8248,0.2380
1,Line,,,,,,,56,0.0549,0.0809,-0.0696,0.1395,3.8562,0.2110,0.0465,0.1182,3.8248,0.2380
1,Line,,,,,,,71,-0.0267,-0.0792,0.0392,0.1228,3.6014,0.3106,0.0358,0.1332,3.6321,0.2954
1,Line,,,,,,,99,-0.0077,0.0462,-0.1040,0.1365,3.5778,0.4642,0.0442,0.1394,3.5598,0.5045
1,Line,,,,,,,88,0.0037,0.1269,0.0456,0.2889,3.8439,0.1677,0.0523,0.2874,3.7947,0.1500
1,Line,,,,,,,90,0.0005,0.1865,0.1973,0.0902,3.5334,0.5039,0.1053,0.0900,3.4611,0.4274
1,Line,,,,,,,156,0.0548,-0.0245,0.1039,0.1394,3.5598,0.5045,0.0465,0.1182,3.5693,0.4643
1,Line,,,,,,,90,-0.0001,-0.0888,-0.1687,0.2889,3.8439,0.1677,0.0739,0.2889,3.8783,0.2331
1,Line,,,,,,,70,0.0272,0.0730,0.0187,0.1333,3.6297,0.3178,0.0311,0.1228,3.6014,0.3106
1,Line,,,,,,,90,0.0001,0.0175,0.1144,0.2889,3.8506,0.2120,0.0449,0.2889,3.8439,0.1677
1,Line,,,,,,,1,0.0407,0.0010,0.0025,0.2889,3.8783,0.2331,0.0158,0.2731,3.8779,0.2321
1,Line,,,,,,,53,0.0408,0.0546,0.1388,0.2884,3.4577,0.4260,0.0599,0.2726,3.4366,0.3722
1,Line,,,,,,,18,-0.0407,-0.0136,-0.1114,0.2726,3.4274,0.3148,0.0463,0.2883,3.4327,0.3580
1,Line,,,,,,,90,0.0002,0.1764,-0.0894,0.2687,3.6065,0.1205,0.0767,0.2686,3.5381,0.1551
1,Line,,,,,,,20,-0.2741,-0.1023,0.0703,0.1624,3.5668,0.1477,0.1167,0.2687,3.6065,0.1205
1,Line,,,,,,,94,0.0059,-0.0770,-0.0416,0.1593,3.6727,0.3499,0.0340,0.1570,3.7026,0.3660
1,Line,,,,,,,103,-0.0068,0.0300,0.1055,0.1567,3.6843,0.3908,0.0426,0.1593,3.6727,0.3499
1,Line,,,,,,,13,-0.0298,-0.0067,-0.0201,0.1239,3.6955,0.3494,0.0142,0.1355,3.6981,0.3572
1,Line,,,,,,,133,-0.0614,0.0655,0.0190,0.1355,3.6981,0.3572,0.0356,0.1593,3.6727,0.3499
1,Line,,,,,,,14,-0.0034,-0.0008,0.0689,0.2872,3.5695,0.1214,0.0267,0.2885,3.5699,0.0947
1,Line,,,,,,,82,0.0039,0.0269,-0.0767,0.1254,3.7059,0.3197,0.0316,0.1239,3.6955,0.3494
1,Line,,,,,,,109,0.0205,-0.0581,0.0302,0.1334,3.6834,0.3314,0.0266,0.1254,3.7059,0.3197
1,Line,,,,,,,147,-0.0912,0.0587,-0.0012,0.1239,3.6955,0.3494,0.0420,0.1593,3.6727,0.3499
1,Line,,,,,,,128,-0.0243,0.0312,0.0466,0.1239,3.6955,0.3494,0.0237,0.1334,3.6834,0.3314
1,Line,,,,,,,90,0.0004,0.1413,-0.1868,0.2732,3.8877,0.3504,0.0908,0.2730,3.8329,0.4228
1,Line,,,,,,,91,0.0031,-0.1901,0.1264,0.2884,3.4959,0.1704,0.0885,0.2872,3.5695,0.1214
1,Line,,,,,,,90,-0.0003,-0.0540,-0.0586,0.2730,3.8668,0.3277,0.0309,0.2732,3.8877,0.3504
1,Line,,,,,,,90,-0.0001,-0.0873,0.2454,0.2730,3.8329,0.4228,0.1010,0.2730,3.8668,0.3277
1,Line,,,,,,,89,-0.0007,-0.0671,-0.0966,0.0900,3.4611,0.4274,0.0456,0.0903,3.4871,0.4649
1,Line,,,,,,,56,-0.0680,-0.1019,-0.0933,0.0918,3.4456,0.2347,0.0597,0.1182,3.4851,0.2709
1,Line,,,,,,,117,-0.0551,0.1064,-0.0088,0.1182,3.4851,0.2709,0.0466,0.1395,3.4439,0.2743
1,Line,,,,,,,91,0.0002,-0.0197,0.0831,0.0919,3.4380,0.2669,0.0331,0.0918,3.4456,0.2347
1,Line,,,,,,,61,0.0678,0.1216,0.0102,0.1182,3.4851,0.2709,0.0541,0.0919,3.4380,0.2669
1,Line,,,,,,,90,0.0005,-0.1102,-0.0805,0.1649,3.6499,0.2792,0.0529,0.1647,3.6926,0.3104
1,Line,,,,,,,91,-0.0004,0.0323,0.1604,0.1647,3.6624,0.3414,0.0634,0.1649,3.6499,0.2792
1,Line,,,,,,,179,-0.0797,0.0018,-0.0017,0.1334,3.6834,0.3314,0.0309,0.1643,3.6827,0.3321
