Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.2389,,,,,,,,,,90,0.0000,0.2368,-0.0312,-10.0943,-44.1585,5.8682,-10.0943,-44.3953,5.8993
1,Line,0.0421,,,,,,,,,,244,-0.0164,-0.0336,0.0194,-10.0580,-45.0457,5.3598,-10.0416,-45.0121,5.3404
1,Line,0.0421,,,,,,,,,,113,-0.0046,0.0108,0.0405,-10.0943,-44.1585,5.8682,-10.0897,-44.1694,5.8277
1,Line,0.0421,,,,,,,,,,153,-0.0192,0.0097,0.0363,-10.0416,-44.2110,5.6722,-10.0224,-44.2208,5.6359
1,Line,0.1859,,,,,,,,,,90,0.0000,0.1843,-0.0243,-10.0416,-44.2110,5.6722,-10.0416,-44.3953,5.6965
1,Line,0.0601,,,,,,,,,,78,0.0032,0.0155,0.0580,-10.0926,-44.0858,6.1396,-10.0958,-44.1013,6.0816
1,Line,0.0601,,,,,,,,,,294,0.0217,-0.0486,0.0280,-10.0458,-45.5813,5.6690,-10.0675,-45.5328,5.6410
1,Line,0.0421,,,,,,,,,,253,-0.0106,-0.0353,0.0204,-10.0821,-45.1156,5.4002,-10.0715,-45.0803,5.3798
1,Line,0.0421,,,,,,,,,,239,-0.0192,-0.0325,0.0188,-10.0416,-45.0121,5.3404,-10.0224,-44.9796,5.3216
1,Line,0.1235,,,,,,,,,,90,0.0000,0.0752,0.0979,-10.0416,-44.8989,5.4879,-10.0416,-44.9741,5.3899
1,Line,0.0624,,,,,,,,,,90,0.0000,0.0380,0.0495,-10.0416,-44.9741,5.3899,-10.0416,-45.0121,5.3404
1,Line,0.3917,,,,,,,,,,90,0.0000,0.3883,-0.0511,-8.8450,-44.0070,6.4336,-8.8450,-44.3953,6.4847
1,Line,0.0601,,,,,,,,,,9,0.0506,0.0084,0.0313,-9.8071,-43.9730,6.5607,-9.8578,-43.9813,6.5294
1,Line,0.1577,,,,,,,,,,90,0.0000,0.1564,-0.0206,-9.9762,-44.2390,5.5679,-9.9762,-44.3953,5.5885
1,Line,0.4176,,,,,,,,,,90,0.0000,0.4140,-0.0545,-9.8578,-43.9813,6.5294,-9.8578,-44.3953,6.5839
1,Line,0.4386,,,,,,,,,,90,0.0000,0.4348,-0.0572,-9.6971,-43.9605,6.6071,-9.6971,-44.3953,6.6643
1,Line,0.6693,,,,,,,,,,0,0.6693,0.0000,0.0000,-9.0278,-43.9605,6.6071,-9.6971,-43.9605,6.6071
1,Line,0.0421,,,,,,,,,,160,-0.0244,0.0089,0.0332,-10.0006,-44.2301,5.6011,-9.9762,-44.2390,5.5679
1,Line,0.4031,,,,,,,,,,90,0.0000,0.3997,-0.0526,-8.8729,-43.9957,6.4759,-8.8729,-44.3953,6.5285
1,Line,0.0519,,,,,,,,,,338,0.0279,-0.0113,-0.0423,-8.8450,-44.0070,6.4336,-8.8729,-43.9957,6.4759
1,Line,0.4315,,,,,,,,,,90,0.0000,0.4278,-0.0563,-8.9835,-43.9675,6.5809,-8.9835,-44.3953,6.6372
1,Line,0.4386,,,,,,,,,,90,0.0000,0.4348,-0.0572,-9.0278,-43.9605,6.6071,-9.0278,-44.3953,6.6643
1,Line,0.0519,,,,,,,,,,351,0.0443,-0.0070,-0.0262,-8.9835,-43.9675,6.5809,-9.0278,-43.9605,6.6071
1,Line,0.0419,,,,,,,,,,90,0.0000,0.0255,0.0332,-9.7837,-44.5088,5.0978,-9.7837,-44.5343,5.0646
1,Line,0.2499,,,,,,,,,,270,0.0000,-0.1982,-0.1521,-10.0958,-43.9168,4.1554,-10.0958,-43.7186,4.3075
1,Line,0.2499,,,,,,,,,,270,0.0000,-0.2308,-0.0956,-10.0958,-44.1476,4.0598,-10.0958,-43.9168,4.1554
1,Line,0.2499,,,,,,,,,,270,0.0000,-0.1521,-0.1982,-10.0958,-43.7186,4.3075,-10.0958,-43.5664,4.5057
1,Line,0.2499,,,,,,,,,,270,0.0000,-0.0326,-0.2477,-10.0958,-43.4708,4.7366,-10.0958,-43.4382,4.9843
1,Line,0.2499,,,,,,,,,,270,0.0000,-0.0956,-0.2308,-10.0958,-43.5664,4.5057,-10.0958,-43.4708,4.7366
1,Line,0.2499,,,,,,,,,,270,0.0000,-0.2477,0.0326,-10.0958,-44.6431,4.0598,-10.0958,-44.3953,4.0272
1,Line,0.2965,,,,,,,,,,270,0.0000,-0.0387,0.2940,-10.0958,-45.5313,4.9843,-10.0958,-45.4926,4.6903
1,Line,0.2965,,,,,,,,,,270,0.0000,-0.1135,0.2740,-10.0958,-45.4926,4.6903,-10.0958,-45.3791,4.4163
1,Line,0.2965,,,,,,,,,,90,0.0000,0.0387,0.2940,-10.0958,-45.4926,5.2783,-10.0958,-45.5313,4.9843
1,Line,0.2499,,,,,,,,,,270,0.0000,-0.2308,0.0956,-10.0958,-44.8739,4.1554,-10.0958,-44.6431,4.0598
1,Line,0.2965,,,,,,,,,,90,0.0000,0.1135,0.2740,-10.0958,-45.3791,5.5523,-10.0958,-45.4926,5.2783
1,Line,0.2499,,,,,,,,,,90,0.0000,0.0326,-0.2477,-10.0958,-43.4382,4.9843,-10.0958,-43.4708,5.2320
1,Line,0.2499,,,,,,,,,,270,0.0000,-0.0326,0.2477,-10.0958,-45.3525,4.9843,-10.0958,-45.3199,4.7366
1,Line,0.2499,,,,,,,,,,90,0.0000,0.0326,0.2477,-10.0958,-45.3199,5.2320,-10.0958,-45.3525,4.9843
1,Line,0.2499,,,,,,,,,,270,0.0000,-0.0956,0.2308,-10.0958,-45.3199,4.7366,-10.0958,-45.2243,4.5057
1,Line,0.2499,,,,,,,,,,270,0.0000,-0.1982,0.1521,-10.0958,-45.0721,4.3075,-10.0958,-44.8739,4.1554
1,Line,0.2499,,,,,,,,,,270,0.0000,-0.1521,0.1982,-10.0958,-45.2243,4.5057,-10.0958,-45.0721,4.3075
1,Line,0.2499,,,,,,,,,,90,0.0000,0.0956,0.2308,-10.0958,-45.2243,5.4629,-10.0958,-45.3199,5.2320
1,Line,0.2499,,,,,,,,,,90,0.0000,0.1521,-0.1982,-10.0958,-43.5664,5.4629,-10.0958,-43.7186,5.6611
1,Line,0.2499,,,,,,,,,,90,0.0000,0.0956,-0.2308,-10.0958,-43.4708,5.2320,-10.0958,-43.5664,5.4629
1,Line,0.2499,,,,,,,,,,90,0.0000,0.1982,-0.1521,-10.0958,-43.7186,5.6611,-10.0958,-43.9168,5.8132
1,Line,0.2499,,,,,,,,,,90,0.0000,0.2477,-0.0326,-10.0958,-44.1476,5.9088,-10.0958,-44.3953,5.9415
1,Line,0.2499,,,,,,,,,,90,0.0000,0.2308,-0.0956,-10.0958,-43.9168,5.8132,-10.0958,-44.1476,5.9088
1,Line,0.0519,,,,,,,,,,332,0.0227,-0.0121,-0.0451,-8.8223,-44.0191,6.3885,-8.8450,-44.0070,6.4336
1,Line,0.4137,,,,,,,,,,90,0.0000,0.4101,-0.0540,-8.9055,-43.9852,6.5149,-8.9055,-44.3953,6.5689
1,Line,0.3795,,,,,,,,,,90,0.0000,0.3506,-0.1452,-8.8223,-43.6685,6.2433,-8.8223,-44.0191,6.3885
1,Line,0.4232,,,,,,,,,,90,0.0000,0.4195,-0.0552,-8.9425,-43.9758,6.5501,-8.9425,-44.3953,6.6053
1,Line,0.0421,,,,,,,,,,98,-0.0015,0.0109,0.0407,-10.0958,-44.1476,5.9088,-10.0943,-44.1585,5.8682
1,Line,0.0601,,,,,,,,,,12,0.0469,0.0097,0.0363,-9.8578,-43.9813,6.5294,-9.9047,-43.9911,6.4931
1,Line,0.0496,,,,,,,,,,305,0.0165,-0.0234,-0.0405,-8.8058,-43.6919,6.2028,-8.8223,-43.6685,6.2433
1,Line,0.4137,,,,,,,,,,90,0.0000,0.3822,-0.1583,-8.9055,-43.6031,6.3566,-8.9055,-43.9852,6.5149
1,Line,0.0519,,,,,,,,,,346,0.0370,-0.0094,-0.0351,-8.9055,-43.9852,6.5149,-8.9425,-43.9758,6.5501
