Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,25.0990,,,,,,,,,,180,-25.0990,0.0000,0.0000,71.8545,176.3071,43.9193,96.9535,176.3071,43.9193
1,Line,38.0000,,,,,,,,,,270,0.0000,-12.6969,-35.8160,122.0525,163.6102,35.1025,122.0525,176.3071,70.9186
1,Line,25.0990,,,,,,,,,,180,-25.0990,0.0000,0.0000,96.9535,176.3071,43.9193,122.0525,176.3071,43.9193
1,Line,26.9993,,,,,,,,,,0,0.0000,0.0000,-26.9993,96.9535,176.3071,43.9193,96.9535,176.3071,70.9186
1,Line,25.0990,,,,,,,,,,180,-25.0990,0.0000,0.0000,96.9535,163.6102,35.1025,122.0525,163.6102,35.1025
1,Line,40.0813,,,,,,,,,,0,0.0000,0.0000,-40.0813,71.8545,176.3071,3.8380,71.8545,176.3071,43.9193
1,Line,38.0000,,,,,,,,,,270,0.0000,-12.6969,-35.8160,96.9535,163.6102,35.1025,96.9535,176.3071,70.9186
1,Line,35.0645,,,,,,,,,,180,-35.0645,0.0000,0.0000,61.8890,163.6102,35.1025,96.9535,163.6102,35.1025
1,Line,12.5495,,,,,,,,,,180,-12.5495,0.0000,0.0000,109.5030,168.5219,43.9710,122.0525,168.5219,43.9710
1,Line,7.1066,,,,,,,,,,270,0.0000,-1.9725,-6.8274,122.0525,168.5219,43.9710,122.0525,170.4943,50.7984
1,Line,7.1066,,,,,,,,,,270,0.0000,-1.9725,-6.8274,96.9535,168.5219,43.9710,96.9535,170.4943,50.7984
1,Line,12.5495,,,,,,,,,,180,-12.5495,0.0000,0.0000,109.5030,170.4943,50.7984,122.0525,170.4943,50.7984
1,Line,15.4579,,,,,,,,,,270,0.0000,-12.6969,-8.8168,122.0525,163.6102,35.1025,122.0525,176.3071,43.9193
