Count,Name,Length,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.0073,,,,,,,,,,,,,,,,90,0.0000,0.0057,0.0045,1.2698,0.2994,1.6723,1.2698,0.2937,1.6678
1,Line,0.0138,,,,,,,,,,,,,,,,90,0.0000,0.0132,0.0040,1.4231,0.8235,1.4734,1.4231,0.8103,1.4694
1,Line,0.2074,,,,,,,,,,,,,,,,59,0.0926,0.1570,-0.0989,1.3631,0.4779,1.5888,1.2704,0.3208,1.6877
1,Line,0.0264,,,,,,,,,,,,,,,,88,0.0007,0.0214,0.0154,1.2704,0.3208,1.6877,1.2698,0.2994,1.6723
1,Line,0.0372,,,,,,,,,,,,,,,,90,0.0000,0.0366,0.0064,1.3631,0.8187,1.7164,1.3631,0.7821,1.7100
1,Line,0.1442,,,,,,,,,,,,,,,,51,0.0686,0.0849,-0.0942,1.3631,0.8187,1.7164,1.2945,0.7338,1.8106
1,Line,0.0235,,,,,,,,,,,,,,,,169,0.0053,-0.0010,-0.0229,1.4231,0.8235,1.4734,1.4178,0.8246,1.4963
1,Line,0.0178,,,,,,,,,,,,,,,,178,0.0041,-0.0001,-0.0173,1.4178,0.8246,1.4963,1.4137,0.8247,1.5136
1,Line,0.4094,,,,,,,,,,,,,,,,81,0.0600,0.3994,0.0667,1.4231,0.5865,1.2021,1.3631,0.1871,1.1355
1,Arc,0.0301,,,,,,,0.0000,1.4231,1.0073,1.0932,0.4347,15,4,,,,,,,,,,,,
1,Line,0.0246,,,,,,,,,,,,,,,,41,-0.0123,-0.0105,-0.0186,1.3496,0.6487,0.8044,1.3619,0.6592,0.8229
1,Line,0.0023,,,,,,,,,,,,,,,,38,-0.0011,-0.0009,-0.0017,1.3619,0.6592,0.8229,1.3631,0.6601,0.8246
1,Line,0.0139,,,,,,,,,,,,,,,,90,-0.0001,-0.0129,0.0052,1.2679,0.0552,0.8049,1.2680,0.0681,0.7996
1,Line,0.0212,,,,,,,,,,,,,,,,89,-0.0003,-0.0197,0.0077,1.2680,0.0681,0.7996,1.2683,0.0878,0.7919
1,Line,0.3982,,,,,,,,,,,,,,,,81,0.0600,0.3916,0.0402,1.4231,0.5943,1.2286,1.3631,0.2026,1.1885
1,Line,0.2680,,,,,,,,,,,,,,,,67,0.0952,0.2243,0.1118,1.3631,0.2795,0.9167,1.2679,0.0552,0.8049
1,Line,0.2197,,,,,,,,,,,,,,,,67,0.0506,0.1176,-0.1785,1.4137,0.8247,1.5136,1.3631,0.7071,1.6921
1,Line,0.2971,,,,,,,,,,,,,,,,70,0.1023,0.2741,0.0520,1.3631,0.1832,1.1166,1.2608,-0.0909,1.0646
1,Line,0.0040,,,,,,,,,,,,,,,,77,0.0003,0.0011,0.0038,1.2608,-0.0909,1.0646,1.2605,-0.0920,1.0608
1,Line,0.0058,,,,,,,,,,,,,,,,90,0.0000,0.0049,0.0032,1.2712,0.3538,1.7095,1.2712,0.3489,1.7063
1,Line,0.2034,,,,,,,,,,,,,,,,58,0.0919,0.1495,-0.1027,1.3631,0.4984,1.6036,1.2712,0.3489,1.7063
1,Line,0.0393,,,,,,,,,,,,,,,,85,-0.0035,-0.0387,0.0059,1.2718,0.2552,0.7359,1.2753,0.2939,0.7300
1,Line,0.2172,,,,,,,,,,,,,,,,61,0.0878,0.1568,0.1220,1.3631,0.4507,0.8521,1.2753,0.2939,0.7300
1,Line,0.0216,,,,,,,,,,,,,,,,80,0.0008,0.0044,0.0212,1.2605,-0.0920,1.0608,1.2597,-0.0964,1.0396
1,Line,0.0013,,,,,,,,,,,,,,,,90,0.0000,0.0001,0.0013,1.2597,-0.0964,1.0396,1.2597,-0.0966,1.0383
1,Line,0.0253,,,,,,,,,,,,,,,,16,0.0061,0.0018,-0.0245,1.4057,0.8239,1.5462,1.3996,0.8221,1.5706
1,Line,0.0247,,,,,,,,,,,,,,,,24,0.0060,0.0027,-0.0238,1.3996,0.8221,1.5706,1.3936,0.8195,1.5945
1,Line,0.0079,,,,,,,,,,,,,,,,179,0.0019,0.0000,-0.0077,1.4137,0.8247,1.5136,1.4118,0.8247,1.5213
1,Line,0.0256,,,,,,,,,,,,,,,,7,0.0061,0.0008,-0.0249,1.4118,0.8247,1.5213,1.4057,0.8239,1.5462
1,Line,0.0109,,,,,,,,,,,,,,,,44,0.0026,0.0026,-0.0102,1.3822,0.8115,1.6389,1.3796,0.8090,1.6491
