Count,Name,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z
1,Line,180,-1.7323,0.0000,0.0000,392.3892,-249.0573,13.6747,1.7323,394.1215,-249.0573,13.6747,,,,,,
1,Line,0,1.7323,0.0000,0.0000,394.1215,-247.3520,2.6382,1.7323,392.3892,-247.3520,2.6382,,,,,,
1,Line,90,0.0000,-1.4823,1.0855,394.1215,-248.8343,3.7238,1.8373,394.1215,-247.3520,2.6382,,,,,,
1,Line,90,0.0000,1.7542,0.3082,392.3892,-199.9949,2.3027,1.7810,392.3892,-201.7490,1.9945,,,,,,
1,Line,90,0.0000,1.6146,0.7517,392.3892,-198.3803,3.0545,1.7810,392.3892,-199.9949,2.3027,,,,,,
1,Line,90,0.0000,1.3650,1.1440,392.3892,-197.0152,4.1985,1.7810,392.3892,-198.3803,3.0545,,,,,,
1,Line,90,0.0000,1.4583,-1.0224,392.3892,-205.1965,2.7609,1.7810,392.3892,-206.6548,3.7834,,,,,,
1,Line,90,0.0000,1.6733,-0.6101,392.3892,-203.5232,2.1508,1.7810,392.3892,-205.1965,2.7609,,,,,,
1,Line,90,0.0000,1.7742,-0.1563,392.3892,-201.7490,1.9945,1.7810,392.3892,-203.5232,2.1508,,,,,,
1,Line,90,0.0000,1.0224,1.4583,392.3892,-195.9928,5.6568,1.7810,392.3892,-197.0152,4.1985,,,,,,
1,Line,90,0.0000,-1.1509,1.4322,392.3892,-239.1064,13.8976,1.8373,392.3892,-237.9556,12.4654,,,,,,
1,Line,90,0.0000,-1.4823,1.0855,392.3892,-240.5888,14.9832,1.8373,392.3892,-239.1064,13.8976,,,,,,
1,Line,90,0.0000,-1.7128,0.6649,392.3892,-242.3015,15.6481,1.8373,392.3892,-240.5888,14.9832,,,,,,
1,Line,90,0.0000,0.1989,1.8265,392.3892,-236.9340,8.9684,1.8373,392.3892,-237.1330,7.1419,,,,,,
1,Line,90,0.0000,-0.2806,1.8158,392.3892,-237.2146,10.7841,1.8373,392.3892,-236.9340,8.9684,,,,,,
1,Line,90,0.0000,-0.7410,1.6813,392.3892,-237.9556,12.4654,1.8373,392.3892,-237.2146,10.7841,,,,,,
1,Line,90,0.0000,-1.7742,0.1563,392.3892,-202.3361,15.6269,1.7810,392.3892,-200.5619,15.4706,,,,,,
1,Line,90,0.0000,-1.7542,-0.3082,392.3892,-204.0902,15.3187,1.7810,392.3892,-202.3361,15.6269,,,,,,
1,Line,90,0.0000,-1.6146,-0.7517,392.3892,-205.7049,14.5669,1.7810,392.3892,-204.0902,15.3187,,,,,,
1,Line,90,0.0000,-1.1440,1.3650,392.3892,-197.4303,13.8380,1.7810,392.3892,-196.2863,12.4730,,,,,,
1,Line,90,0.0000,-1.4583,1.0224,392.3892,-198.8887,14.8605,1.7810,392.3892,-197.4303,13.8380,,,,,,
1,Line,90,0.0000,-1.6733,0.6101,392.3892,-200.5619,15.4706,1.7810,392.3892,-198.8887,14.8605,,,,,,
1,Line,90,0.0000,-1.3650,-1.1440,392.3892,-207.0699,13.4229,1.7810,392.3892,-205.7049,14.5669,,,,,,
1,Line,90,0.0000,0.3082,-1.7542,392.3892,-208.5505,6.7630,1.7810,392.3892,-208.8588,8.5172,,,,,,
1,Line,90,0.0000,0.7517,-1.6146,392.3892,-207.7988,5.1484,1.7810,392.3892,-208.5505,6.7630,,,,,,
1,Line,90,0.0000,1.1440,-1.3650,392.3892,-206.6548,3.7834,1.7810,392.3892,-207.7988,5.1484,,,,,,
1,Line,90,0.0000,-1.0224,-1.4583,392.3892,-208.0923,11.9646,1.7810,392.3892,-207.0699,13.4229,,,,,,
1,Line,90,0.0000,-0.6101,-1.6733,392.3892,-208.7025,10.2913,1.7810,392.3892,-208.0923,11.9646,,,,,,
1,Line,90,0.0000,-0.1563,-1.7742,392.3892,-208.8588,8.5172,1.7810,392.3892,-208.7025,10.2913,,,,,,
1,Line,90,0.0000,1.0855,1.4823,392.3892,-237.7979,5.4291,1.8373,392.3892,-238.8834,3.9468,,,,,,
1,Line,90,0.0000,0.6649,1.7128,392.3892,-237.1330,7.1419,1.8373,392.3892,-237.7979,5.4291,,,,,,
1,Line,0,0.9449,0.0000,0.0000,392.3892,-193.4250,12.2795,0.9449,391.4443,-193.4250,12.2795,,,,,,
1,Line,90,0.0000,1.8158,0.2806,392.3892,-241.9969,2.0549,1.8373,392.3892,-243.8127,1.7744,,,,,,
1,Line,90,0.0000,1.6813,0.7410,392.3892,-240.3157,2.7959,1.8373,392.3892,-241.9969,2.0549,,,,,,
1,Line,90,0.0000,1.4322,1.1509,392.3892,-238.8834,3.9468,1.8373,392.3892,-240.3157,2.7959,,,,,,
1,Line,180,-1.6929,0.0000,0.0000,138.3735,-189.6563,12.2276,1.6929,140.0664,-189.6563,12.2276,,,,,,
1,Line,0,1.6929,0.0000,0.0000,140.0664,-189.8833,10.0617,1.6929,138.3735,-189.8833,10.0617,,,,,,
1,Line,180,-1.6929,0.0000,0.0000,138.3735,-189.9976,14.3785,1.6929,140.0664,-189.9976,14.3785,,,,,,
1,Line,90,0.0000,0.8863,-1.9893,138.3735,-189.9976,14.3785,2.1778,138.3735,-190.8840,16.3677,,,,,,
1,Line,90,0.0000,-0.2270,-2.1659,138.3735,-189.8833,10.0617,2.1778,138.3735,-189.6563,12.2276,,,,,,
1,Line,90,0.0000,0.3413,-2.1509,138.3735,-189.6563,12.2276,2.1778,138.3735,-189.9976,14.3785,,,,,,
1,Line,90,0.0000,0.7799,2.0334,138.3735,-189.8833,10.0617,2.1778,138.3735,-190.6632,8.0283,,,,,,
1,Line,90,0.0000,-1.4322,-1.1509,392.3892,-249.0573,13.6747,1.8373,392.3892,-247.6251,14.8255,,,,,,
1,Line,90,0.0000,-1.0855,-1.4823,392.3892,-250.1429,12.1923,1.8373,392.3892,-249.0573,13.6747,,,,,,
1,Line,90,0.0000,-0.6649,-1.7128,392.3892,-250.8078,10.4795,1.8373,392.3892,-250.1429,12.1923,,,,,,
1,Line,90,0.0000,-1.8265,0.1989,392.3892,-244.1281,15.8470,1.8373,392.3892,-242.3015,15.6481,,,,,,
1,Line,90,0.0000,-1.8158,-0.2806,392.3892,-245.9438,15.5665,1.8373,392.3892,-244.1281,15.8470,,,,,,
1,Line,90,0.0000,-1.6813,-0.7410,392.3892,-247.6251,14.8255,1.8373,392.3892,-245.9438,15.5665,,,,,,
1,Line,90,0.0000,-0.1989,-1.8265,392.3892,-251.0067,8.6530,1.8373,392.3892,-250.8078,10.4795,,,,,,
1,Line,90,0.0000,1.4823,-1.0855,392.3892,-247.3520,2.6382,1.8373,392.3892,-248.8343,3.7238,,,,,,
1,Line,90,0.0000,1.7128,-0.6649,392.3892,-245.6392,1.9733,1.8373,392.3892,-247.3520,2.6382,,,,,,
1,Line,90,0.0000,1.8265,-0.1989,392.3892,-243.8127,1.7744,1.8373,392.3892,-245.6392,1.9733,,,,,,
1,Line,90,0.0000,0.2806,-1.8158,392.3892,-250.7261,6.8373,1.8373,392.3892,-251.0067,8.6530,,,,,,
1,Line,90,0.0000,0.7410,-1.6813,392.3892,-249.9852,5.1560,1.8373,392.3892,-250.7261,6.8373,,,,,,
1,Line,90,0.0000,1.1509,-1.4322,392.3892,-248.8343,3.7238,1.8373,392.3892,-249.9852,5.1560,,,,,,
1,Line,90,0.0000,-1.6921,-1.3710,140.0664,-193.6348,4.8951,2.1778,140.0664,-191.9428,6.2661,,,,,,
1,Line,90,0.0000,-1.9893,-0.8863,140.0664,-195.6241,4.0088,2.1778,140.0664,-193.6348,4.8951,,,,,,
1,Line,90,0.0000,-2.1509,-0.3413,140.0664,-197.7750,3.6675,2.1778,140.0664,-195.6241,4.0088,,,,,,
1,Line,90,0.0000,-0.2270,-2.1659,140.0664,-189.8833,10.0617,2.1778,140.0664,-189.6563,12.2276,,,,,,
1,Line,90,0.0000,-0.7799,-2.0334,140.0664,-190.6632,8.0283,2.1778,140.0664,-189.8833,10.0617,,,,,,
1,Line,90,0.0000,-1.2796,-1.7622,140.0664,-191.9428,6.2661,2.1778,140.0664,-190.6632,8.0283,,,,,,
1,Line,90,0.0000,-2.1659,0.2270,140.0664,-199.9409,3.8945,2.1778,140.0664,-197.7750,3.6675,,,,,,
1,Line,90,0.0000,-0.8863,1.9893,140.0664,-205.9938,9.6352,2.1778,140.0664,-205.1075,7.6460,,,,,,
1,Line,90,0.0000,-0.0225,2.0566,140.0664,-252.8759,12.6153,2.0567,140.0664,-252.8534,10.5587,,,,,,
1,Line,90,0.0000,0.5106,1.9923,140.0664,-252.3653,14.6076,2.0567,140.0664,-252.8759,12.6153,,,,,,
1,Line,90,0.0000,-2.0334,0.7799,140.0664,-201.9742,4.6744,2.1778,140.0664,-199.9409,3.8945,,,,,,
1,Line,90,0.0000,-1.7622,1.2796,140.0664,-203.7365,5.9539,2.1778,140.0664,-201.9742,4.6744,,,,,,
1,Line,90,0.0000,-1.3710,1.6921,140.0664,-205.1075,7.6460,2.1778,140.0664,-203.7365,5.9539,,,,,,
1,Line,90,0.0000,1.2796,1.7622,140.0664,-204.0487,17.7476,2.1778,140.0664,-205.3282,15.9854,,,,,,
1,Line,90,0.0000,1.6921,1.3710,140.0664,-202.3566,19.1186,2.1778,140.0664,-204.0487,17.7476,,,,,,
1,Line,90,0.0000,1.9893,0.8863,140.0664,-200.3673,20.0050,2.1778,140.0664,-202.3566,19.1186,,,,,,
1,Line,90,0.0000,-0.3413,2.1509,140.0664,-206.3351,11.7861,2.1778,140.0664,-205.9938,9.6352,,,,,,
1,Line,90,0.0000,0.2270,2.1659,140.0664,-206.1081,13.9520,2.1778,140.0664,-206.3351,11.7861,,,,,,
1,Line,90,0.0000,0.7799,2.0334,140.0664,-205.3282,15.9854,2.1778,140.0664,-206.1081,13.9520,,,,,,
1,Line,90,0.0000,2.1509,0.3413,140.0664,-198.2165,20.3463,2.1778,140.0664,-200.3673,20.0050,,,,,,
1,Line,90,0.0000,1.3710,-1.6921,140.0664,-190.8840,16.3677,2.1778,140.0664,-192.2550,18.0598,,,,,,
1,Line,90,0.0000,0.8863,-1.9893,140.0664,-189.9976,14.3785,2.1778,140.0664,-190.8840,16.3677,,,,,,
1,Line,90,0.0000,0.3413,-2.1509,140.0664,-189.6563,12.2276,2.1778,140.0664,-189.9976,14.3785,,,,,,
1,Line,90,0.0000,2.1659,-0.2270,140.0664,-196.0505,20.1192,2.1778,140.0664,-198.2165,20.3463,,,,,,
1,Line,90,0.0000,2.0334,-0.7799,140.0664,-194.0172,19.3394,2.1778,140.0664,-196.0505,20.1192,,,,,,
1,Line,90,0.0000,1.7622,-1.2796,140.0664,-192.2550,18.0598,2.1778,140.0664,-194.0172,19.3394,,,,,,
1,Line,90,0.0000,-2.0566,-0.0225,140.0664,-245.9970,3.8505,2.0567,140.0664,-243.9404,3.8730,,,,,,
1,Line,90,0.0000,-1.9923,0.5106,140.0664,-247.9893,4.3611,2.0567,140.0664,-245.9970,3.8505,,,,,,
1,Line,90,0.0000,-1.7923,1.0088,140.0664,-249.7816,5.3699,2.0567,140.0664,-247.9893,4.3611,,,,,,
1,Line,90,0.0000,-1.4383,-1.4701,140.0664,-240.1899,5.4747,2.0567,140.0664,-238.7516,6.9448,,,,,,
1,Line,90,0.0000,-1.7698,-1.0477,140.0664,-241.9597,4.4270,2.0567,140.0664,-240.1899,5.4747,,,,,,
1,Line,90,0.0000,-1.9807,-0.5540,140.0664,-243.9404,3.8730,2.0567,140.0664,-241.9597,4.4270,,,,,,
1,Line,90,0.0000,-1.4701,1.4383,140.0664,-251.2517,6.8082,2.0567,140.0664,-249.7816,5.3699,,,,,,
1,Line,90,0.0000,0.1563,1.7742,392.3892,-195.2264,9.1042,1.7810,392.3892,-195.3826,7.3301,,,,,,
1,Line,90,0.0000,-0.3082,1.7542,392.3892,-195.5346,10.8584,1.7810,392.3892,-195.2264,9.1042,,,,,,
1,Line,90,0.0000,-0.7517,1.6146,392.3892,-196.2863,12.4730,1.7810,392.3892,-195.5346,10.8584,,,,,,
1,Line,90,0.0000,-1.0477,1.7698,140.0664,-252.2994,8.5780,2.0567,140.0664,-251.2517,6.8082,,,,,,
1,Line,90,0.0000,-0.5540,1.9807,140.0664,-252.8534,10.5587,2.0567,140.0664,-252.2994,8.5780,,,,,,
1,Line,90,0.0000,0.6101,1.6733,392.3892,-195.3826,7.3301,1.7810,392.3892,-195.9928,5.6568,,,,,,
1,Line,90,0.0000,1.9807,0.5540,140.0664,-246.1677,19.4717,2.0567,140.0664,-248.1483,18.9177,,,,,,
1,Line,90,0.0000,2.0566,0.0225,140.0664,-244.1111,19.4942,2.0567,140.0664,-246.1677,19.4717,,,,,,
1,Line,90,0.0000,1.9923,-0.5106,140.0664,-242.1188,18.9836,2.0567,140.0664,-244.1111,19.4942,,,,,,
1,Line,90,0.0000,1.0088,1.7923,140.0664,-251.3565,16.3999,2.0567,140.0664,-252.3653,14.6076,,,,,,
1,Line,90,0.0000,1.4383,1.4701,140.0664,-249.9182,17.8700,2.0567,140.0664,-251.3565,16.3999,,,,,,
1,Line,90,0.0000,1.7698,1.0477,140.0664,-248.1483,18.9177,2.0567,140.0664,-249.9182,17.8700,,,,,,
1,Line,90,0.0000,1.7923,-1.0088,140.0664,-240.3265,17.9748,2.0567,140.0664,-242.1188,18.9836,,,,,,
1,Line,90,0.0000,0.0225,-2.0566,140.0664,-237.2322,10.7294,2.0567,140.0664,-237.2547,12.7860,,,,,,
1,Line,90,0.0000,-0.5106,-1.9923,140.0664,-237.7428,8.7371,2.0567,140.0664,-237.2322,10.7294,,,,,,
1,Line,90,0.0000,-1.0088,-1.7923,140.0664,-238.7516,6.9448,2.0567,140.0664,-237.7428,8.7371,,,,,,
1,Line,90,0.0000,1.4701,-1.4383,140.0664,-238.8564,16.5365,2.0567,140.0664,-240.3265,17.9748,,,,,,
1,Line,90,0.0000,1.0477,-1.7698,140.0664,-237.8087,14.7667,2.0567,140.0664,-238.8564,16.5365,,,,,,
1,Line,90,0.0000,0.5540,-1.9807,140.0664,-237.2547,12.7860,2.0567,140.0664,-237.8087,14.7667,,,,,,
1,Line,90,0.0000,1.2796,1.7622,138.3735,-190.6632,8.0283,2.1778,138.3735,-191.9428,6.2661,,,,,,
1,Line,90,0.0000,0.5540,-1.9807,138.2947,-237.2547,12.7860,2.0567,138.2947,-237.8087,14.7667,,,,,,
1,Line,90,0.0000,1.0088,1.7923,138.2947,-237.7428,8.7371,2.0567,138.2947,-238.7516,6.9448,,,,,,
1,Line,0,1.7717,0.0000,0.0000,140.0664,-237.7428,8.7371,1.7717,138.2947,-237.7428,8.7371,,,,,,
1,Line,90,0.0000,0.5106,1.9923,138.2947,-237.2322,10.7294,2.0567,138.2947,-237.7428,8.7371,,,,,,
1,Line,0,1.7717,0.0000,0.0000,140.0664,-237.2322,10.7294,1.7717,138.2947,-237.2322,10.7294,,,,,,
1,Line,180,-1.7717,0.0000,0.0000,138.2947,-237.2547,12.7860,1.7717,140.0664,-237.2547,12.7860,,,,,,
1,Line,180,-1.7717,0.0000,0.0000,138.2947,-237.8087,14.7667,1.7717,140.0664,-237.8087,14.7667,,,,,,
1,Line,180,-1.7717,0.0000,0.0000,138.2947,-238.8564,16.5365,1.7717,140.0664,-238.8564,16.5365,,,,,,
1,Line,90,0.0000,1.4701,-1.4383,138.2947,-238.8564,16.5365,2.0567,138.2947,-240.3265,17.9748,,,,,,
1,Line,0,1.7717,0.0000,0.0000,140.0664,-240.1899,5.4747,1.7717,138.2947,-240.1899,5.4747,,,,,,
1,Line,90,0.0000,1.0477,-1.7698,138.2947,-237.8087,14.7667,2.0567,138.2947,-238.8564,16.5365,,,,,,
1,Line,90,0.0000,1.4383,1.4701,138.2947,-238.7516,6.9448,2.0567,138.2947,-240.1899,5.4747,,,,,,
1,Line,0,1.7717,0.0000,0.0000,140.0664,-238.7516,6.9448,1.7717,138.2947,-238.7516,6.9448,,,,,,
1,Line,90,0.0000,1.7622,-1.2796,140.0664,-201.9742,4.6744,2.1778,140.0664,-203.7365,5.9539,,,,,,
1,Line,90,0.0000,-1.9893,-0.8863,140.0664,-202.3566,19.1186,2.1778,140.0664,-200.3673,20.0050,,,,,,
1,Line,90,0.0000,-1.2796,-1.7622,140.0664,-205.3282,15.9854,2.1778,140.0664,-204.0487,17.7476,,,,,,
1,Line,90,0.0000,2.1659,-0.2270,140.0664,-197.7750,3.6675,2.1778,140.0664,-199.9409,3.8945,,,,,,
1,Line,90,0.0000,2.0334,-0.7799,140.0664,-199.9409,3.8945,2.1778,140.0664,-201.9742,4.6744,,,,,,
1,Line,90,0.0000,-2.1509,-0.3413,140.0664,-200.3673,20.0050,2.1778,140.0664,-198.2165,20.3463,,,,,,
1,Line,90,0.0000,1.3710,-1.6921,140.0664,-203.7365,5.9539,2.1778,140.0664,-205.1075,7.6460,,,,,,
1,Line,90,0.0000,0.3413,-2.1509,140.0664,-205.9938,9.6352,2.1778,140.0664,-206.3351,11.7861,,,,,,
1,Line,90,0.0000,-0.2270,-2.1659,140.0664,-206.3351,11.7861,2.1778,140.0664,-206.1081,13.9520,,,,,,
1,Line,90,0.0000,0.0225,-2.0566,138.2947,-237.2322,10.7294,2.0567,138.2947,-237.2547,12.7860,,,,,,
1,Line,90,0.0000,-1.6921,-1.3710,140.0664,-204.0487,17.7476,2.1778,140.0664,-202.3566,19.1186,,,,,,
1,Line,90,0.0000,0.8863,-1.9893,140.0664,-205.1075,7.6460,2.1778,140.0664,-205.9938,9.6352,,,,,,
1,Line,90,0.0000,-0.7799,-2.0334,140.0664,-206.1081,13.9520,2.1778,140.0664,-205.3282,15.9854,,,,,,
1,Line,90,0.0000,1.9807,0.5540,138.2947,-246.1677,19.4717,2.0567,138.2947,-248.1483,18.9177,,,,,,
1,Line,90,0.0000,-1.7923,1.0088,138.2947,-249.7816,5.3699,2.0567,138.2947,-247.9893,4.3611,,,,,,
1,Line,90,0.0000,-1.4701,1.4383,138.2947,-251.2517,6.8082,2.0567,138.2947,-249.7816,5.3699,,,,,,
1,Line,0,1.7717,0.0000,0.0000,140.0664,-247.9893,4.3611,1.7717,138.2947,-247.9893,4.3611,,,,,,
1,Line,180,-1.7717,0.0000,0.0000,138.2947,-249.7816,5.3699,1.7717,140.0664,-249.7816,5.3699,,,,,,
1,Line,180,-1.7717,0.0000,0.0000,138.2947,-246.1677,19.4717,1.7717,140.0664,-246.1677,19.4717,,,,,,
1,Line,90,0.0000,1.0477,-1.7698,138.2947,-251.2517,6.8082,2.0567,138.2947,-252.2994,8.5780,,,,,,
1,Line,90,0.0000,-1.4383,-1.4701,138.2947,-251.3565,16.3999,2.0567,138.2947,-249.9182,17.8700,,,,,,
1,Line,180,-1.7717,0.0000,0.0000,138.2947,-249.9182,17.8700,1.7717,140.0664,-249.9182,17.8700,,,,,,
1,Line,90,0.0000,-1.0088,-1.7923,138.2947,-252.3653,14.6076,2.0567,138.2947,-251.3565,16.3999,,,,,,
1,Line,0,1.7717,0.0000,0.0000,140.0664,-251.2517,6.8082,1.7717,138.2947,-251.2517,6.8082,,,,,,
1,Line,180,-1.7717,0.0000,0.0000,138.2947,-248.1483,18.9177,1.7717,140.0664,-248.1483,18.9177,,,,,,
1,Line,90,0.0000,-1.7698,-1.0477,138.2947,-249.9182,17.8700,2.0567,138.2947,-248.1483,18.9177,,,,,,
1,Line,0,1.7717,0.0000,0.0000,140.0664,-241.9597,4.4270,1.7717,138.2947,-241.9597,4.4270,,,,,,
1,Line,90,0.0000,1.9807,0.5540,138.2947,-241.9597,4.4270,2.0567,138.2947,-243.9404,3.8730,,,,,,
1,Line,180,-1.7717,0.0000,0.0000,138.2947,-242.1188,18.9836,1.7717,140.0664,-242.1188,18.9836,,,,,,
1,Line,90,0.0000,1.7698,1.0477,138.2947,-240.1899,5.4747,2.0567,138.2947,-241.9597,4.4270,,,,,,
1,Line,180,-1.7717,0.0000,0.0000,138.2947,-240.3265,17.9748,1.7717,140.0664,-240.3265,17.9748,,,,,,
1,Line,90,0.0000,1.7923,-1.0088,138.2947,-240.3265,17.9748,2.0567,138.2947,-242.1188,18.9836,,,,,,
1,Line,90,0.0000,1.9923,-0.5106,138.2947,-242.1188,18.9836,2.0567,138.2947,-244.1111,19.4942,,,,,,
1,Line,90,0.0000,2.0566,0.0225,138.2947,-244.1111,19.4942,2.0567,138.2947,-246.1677,19.4717,,,,,,
1,Line,0,1.7717,0.0000,0.0000,140.0664,-245.9970,3.8505,1.7717,138.2947,-245.9970,3.8505,,,,,,
1,Line,90,0.0000,1.9923,-0.5106,138.2947,-245.9970,3.8505,2.0567,138.2947,-247.9893,4.3611,,,,,,
1,Line,0,1.7717,0.0000,0.0000,140.0664,-243.9404,3.8730,1.7717,138.2947,-243.9404,3.8730,,,,,,
1,Line,90,0.0000,2.0566,0.0225,138.2947,-243.9404,3.8730,2.0567,138.2947,-245.9970,3.8505,,,,,,
1,Line,180,-1.7717,0.0000,0.0000,138.2947,-244.1111,19.4942,1.7717,140.0664,-244.1111,19.4942,,,,,,
1,Line,90,0.0000,2.1659,-0.2270,138.3735,-197.7750,3.6675,2.1778,138.3735,-199.9409,3.8945,,,,,,
1,Line,180,-1.6929,0.0000,0.0000,138.3735,-198.2165,20.3463,1.6929,140.0664,-198.2165,20.3463,,,,,,
1,Line,90,0.0000,2.1509,0.3413,138.3735,-198.2165,20.3463,2.1778,138.3735,-200.3673,20.0050,,,,,,
1,Line,180,-1.6929,0.0000,0.0000,138.3735,-196.0505,20.1192,1.6929,140.0664,-196.0505,20.1192,,,,,,
1,Line,90,0.0000,2.1659,-0.2270,138.3735,-196.0505,20.1192,2.1778,138.3735,-198.2165,20.3463,,,,,,
1,Line,0,1.6929,0.0000,0.0000,140.0664,-197.7750,3.6675,1.6929,138.3735,-197.7750,3.6675,,,,,,
1,Line,0,1.6929,0.0000,0.0000,140.0664,-199.9409,3.8945,1.6929,138.3735,-199.9409,3.8945,,,,,,
1,Line,90,0.0000,1.9893,0.8863,138.3735,-200.3673,20.0050,2.1778,138.3735,-202.3566,19.1186,,,,,,
1,Line,90,0.0000,-1.7622,1.2796,138.3735,-203.7365,5.9539,2.1778,138.3735,-201.9742,4.6744,,,,,,
1,Line,90,0.0000,1.3710,-1.6921,138.3735,-203.7365,5.9539,2.1778,138.3735,-205.1075,7.6460,,,,,,
1,Line,90,0.0000,2.0334,-0.7799,138.3735,-199.9409,3.8945,2.1778,138.3735,-201.9742,4.6744,,,,,,
1,Line,0,1.6929,0.0000,0.0000,140.0664,-201.9742,4.6744,1.6929,138.3735,-201.9742,4.6744,,,,,,
1,Line,180,-1.6929,0.0000,0.0000,138.3735,-200.3673,20.0050,1.6929,140.0664,-200.3673,20.0050,,,,,,
1,Line,0,1.6929,0.0000,0.0000,140.0664,-191.9428,6.2661,1.6929,138.3735,-191.9428,6.2661,,,,,,
1,Line,90,0.0000,1.6921,1.3710,138.3735,-191.9428,6.2661,2.1778,138.3735,-193.6348,4.8951,,,,,,
1,Line,180,-1.6929,0.0000,0.0000,138.3735,-192.2550,18.0598,1.6929,140.0664,-192.2550,18.0598,,,,,,
1,Line,0,1.6929,0.0000,0.0000,140.0664,-190.6632,8.0283,1.6929,138.3735,-190.6632,8.0283,,,,,,
1,Line,180,-1.6929,0.0000,0.0000,138.3735,-190.8840,16.3677,1.6929,140.0664,-190.8840,16.3677,,,,,,
1,Line,90,0.0000,1.3710,-1.6921,138.3735,-190.8840,16.3677,2.1778,138.3735,-192.2550,18.0598,,,,,,
1,Line,90,0.0000,1.7622,-1.2796,138.3735,-192.2550,18.0598,2.1778,138.3735,-194.0172,19.3394,,,,,,
1,Line,90,0.0000,2.0334,-0.7799,138.3735,-194.0172,19.3394,2.1778,138.3735,-196.0505,20.1192,,,,,,
1,Line,0,1.6929,0.0000,0.0000,140.0664,-195.6241,4.0088,1.6929,138.3735,-195.6241,4.0088,,,,,,
1,Line,90,0.0000,2.1509,0.3413,138.3735,-195.6241,4.0088,2.1778,138.3735,-197.7750,3.6675,,,,,,
1,Line,0,1.6929,0.0000,0.0000,140.0664,-193.6348,4.8951,1.6929,138.3735,-193.6348,4.8951,,,,,,
1,Line,90,0.0000,1.9893,0.8863,138.3735,-193.6348,4.8951,2.1778,138.3735,-195.6241,4.0088,,,,,,
1,Line,180,-1.6929,0.0000,0.0000,138.3735,-194.0172,19.3394,1.6929,140.0664,-194.0172,19.3394,,,,,,
1,Line,90,0.0000,0.7799,2.0334,140.0664,-189.8833,10.0617,2.1778,140.0664,-190.6632,8.0283,,,,,,
1,Line,90,0.0000,-0.8863,1.9893,140.0664,-190.8840,16.3677,2.1778,140.0664,-189.9976,14.3785,,,,,,
1,Line,90,0.0000,1.2796,1.7622,140.0664,-190.6632,8.0283,2.1778,140.0664,-191.9428,6.2661,,,,,,
1,Line,0,1.6929,0.0000,0.0000,140.0664,-205.1075,7.6460,1.6929,138.3735,-205.1075,7.6460,,,,,,
1,Line,90,0.0000,-0.3413,2.1509,140.0664,-189.9976,14.3785,2.1778,140.0664,-189.6563,12.2276,,,,,,
1,Line,90,0.0000,0.2270,2.1659,140.0664,-189.6563,12.2276,2.1778,140.0664,-189.8833,10.0617,,,,,,
1,Line,90,0.0000,-1.3710,1.6921,140.0664,-192.2550,18.0598,2.1778,140.0664,-190.8840,16.3677,,,,,,
1,Line,90,0.0000,-2.0334,0.7799,140.0664,-196.0505,20.1192,2.1778,140.0664,-194.0172,19.3394,,,,,,
1,Line,90,0.0000,2.1509,0.3413,140.0664,-195.6241,4.0088,2.1778,140.0664,-197.7750,3.6675,,,,,,
1,Line,90,0.0000,-2.1659,0.2270,140.0664,-198.2165,20.3463,2.1778,140.0664,-196.0505,20.1192,,,,,,
1,Line,90,0.0000,1.6921,1.3710,140.0664,-191.9428,6.2661,2.1778,140.0664,-193.6348,4.8951,,,,,,
1,Line,90,0.0000,-1.7622,1.2796,140.0664,-194.0172,19.3394,2.1778,140.0664,-192.2550,18.0598,,,,,,
1,Line,90,0.0000,1.9893,0.8863,140.0664,-193.6348,4.8951,2.1778,140.0664,-195.6241,4.0088,,,,,,
1,Line,90,0.0000,-1.2796,-1.7622,138.3735,-205.3282,15.9854,2.1778,138.3735,-204.0487,17.7476,,,,,,
1,Line,180,-1.6929,0.0000,0.0000,138.3735,-204.0487,17.7476,1.6929,140.0664,-204.0487,17.7476,,,,,,
1,Line,90,0.0000,-0.7799,-2.0334,138.3735,-206.1081,13.9520,2.1778,138.3735,-205.3282,15.9854,,,,,,
1,Line,0,1.6929,0.0000,0.0000,140.0664,-203.7365,5.9539,1.6929,138.3735,-203.7365,5.9539,,,,,,
1,Line,180,-1.6929,0.0000,0.0000,138.3735,-202.3566,19.1186,1.6929,140.0664,-202.3566,19.1186,,,,,,
1,Line,90,0.0000,-1.6921,-1.3710,138.3735,-204.0487,17.7476,2.1778,138.3735,-202.3566,19.1186,,,,,,
1,Line,180,-1.6929,0.0000,0.0000,138.3735,-205.3282,15.9854,1.6929,140.0664,-205.3282,15.9854,,,,,,
1,Line,180,-1.6929,0.0000,0.0000,138.3735,-206.3351,11.7861,1.6929,140.0664,-206.3351,11.7861,,,,,,
1,Line,90,0.0000,0.8863,-1.9893,138.3735,-205.1075,7.6460,2.1778,138.3735,-205.9938,9.6352,,,,,,
1,Line,180,-1.6929,0.0000,0.0000,138.3735,-205.9938,9.6352,1.6929,140.0664,-205.9938,9.6352,,,,,,
1,Line,90,0.0000,-0.2270,-2.1659,138.3735,-206.3351,11.7861,2.1778,138.3735,-206.1081,13.9520,,,,,,
1,Line,180,-1.6929,0.0000,0.0000,138.3735,-206.1081,13.9520,1.6929,140.0664,-206.1081,13.9520,,,,,,
