Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z
1,Line,11.2500,,,,,,,,,,90,0.0000,-11.2500,0.0000,145.6861,170.1558,178.1206,145.6861,181.4058,178.1206,,,,,,
1,Line,11.2500,,,,,,,,,,90,0.0000,-11.2500,0.0000,146.0863,170.1558,178.7860,146.0863,181.4058,178.7860,,,,,,
1,Line,11.2500,,,,,,,,,,90,0.0000,-11.2500,0.0000,146.1444,170.1558,179.1732,146.1444,181.4058,179.1732,,,,,,
1,Line,11.2500,,,,,,,,,,90,0.0000,-11.2500,0.0000,145.9300,170.1558,178.4270,145.9300,181.4058,178.4270,,,,,,
1,Circle,,38.6339,144.6447,162.4058,179.2002,3.5068,,,22.0338,7.0136,,,,,,,,,,,,,,,,
1,Circle,,7.0686,144.6447,170.1558,179.2002,1.5000,,,9.4248,3.0000,,,,,,,,,,,,,,,,
1,Line,7.8438,,,,,,,,,,98,1.0364,-7.7500,-0.6234,146.9664,162.4058,177.8035,145.9300,170.1558,178.4270,,,,,,
1,Line,11.2500,,,,,,,,,,90,0.0000,-11.2500,0.0000,146.1003,170.1558,179.5623,146.1003,181.4058,179.5623,,,,,,
1,Line,11.2500,,,,,,,,,,90,0.0000,-11.2500,0.0000,144.6716,170.1558,180.7000,144.6716,181.4058,180.7000,,,,,,
1,Line,11.2500,,,,,,,,,,90,0.0000,-11.2500,0.0000,144.2826,170.1558,180.6558,144.2826,181.4058,180.6558,,,,,,
1,Line,11.2500,,,,,,,,,,90,0.0000,-11.2500,0.0000,143.9181,170.1558,180.5125,143.9181,181.4058,180.5125,,,,,,
1,Line,11.2500,,,,,,,,,,90,0.0000,-11.2500,0.0000,145.0589,170.1558,180.6419,145.0589,181.4058,180.6419,,,,,,
1,Line,11.2500,,,,,,,,,,90,0.0000,-11.2500,0.0000,145.9570,170.1558,179.9267,145.9570,181.4058,179.9267,,,,,,
1,Line,11.2500,,,,,,,,,,90,0.0000,-11.2500,0.0000,145.7242,170.1558,180.2416,145.7242,181.4058,180.2416,,,,,,
1,Line,11.2500,,,,,,,,,,90,0.0000,-11.2500,0.0000,145.4179,170.1558,180.4855,145.4179,181.4058,180.4855,,,,,,
1,Circle,,23.0624,144.6447,162.4058,179.2002,2.7094,,,17.0238,5.4189,,,,,,,,,,,,,,,,
1,Line,11.4071,,,,,,,,,,81,-1.8503,-11.2500,0.3698,151.1680,158.6407,180.1415,153.0183,169.8907,179.7718,,,,,,
