Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z
1,Line,,,,,,,90,0.0000,0.3946,0.2489,-1.1977,-71.8099,0.8303,0.4665,-1.1977,-72.2045,0.5814
1,Line,,,,,,,180,-1.7500,0.0000,0.0000,-2.9477,-71.8099,0.8303,1.7500,-1.1977,-71.8099,0.8303
1,Line,,,,,,,90,0.0000,0.3497,0.3089,-2.9477,-71.4602,1.1391,0.4665,-2.9477,-71.8099,0.8303
1,Line,,,,,,,90,0.0000,0.4294,-0.1825,-2.9477,-74.4700,0.3989,0.4665,-2.9477,-74.8994,0.5814
1,Line,,,,,,,90,0.0000,0.4294,-0.1825,-1.1977,-74.4700,0.3989,0.4665,-1.1977,-74.8994,0.5814
1,Line,,,,,,,90,0.0000,0.4294,-0.1825,12.5523,-74.4700,0.3989,0.4665,12.5523,-74.8994,0.5814
1,Line,,,,,,,90,0.0000,-0.4294,-0.1825,12.5523,-72.6339,0.3989,0.4665,12.5523,-72.2045,0.5814
1,Line,,,,,,,180,-2.5000,0.0000,0.0000,12.5523,-74.4700,0.3989,2.5000,15.0523,-74.4700,0.3989
1,Line,,,,,,,90,0.0000,-2.1377,1.9279,15.0523,-2.9094,4.1933,2.8786,15.0523,-0.7718,2.2654
1,Line,,,,,,,90,0.0000,-0.4650,0.0375,15.0523,-74.0170,0.2875,0.4665,15.0523,-73.5520,0.2500
1,Line,,,,,,,0,1.7500,0.0000,0.0000,-1.1977,-74.8994,0.5814,1.7500,-2.9477,-74.8994,0.5814
1,Line,,,,,,,0,0.0000,0.0000,-0.6883,15.0523,-2.9094,4.1933,0.6883,15.0523,-2.9094,4.8816
1,Line,,,,,,,90,0.0000,-0.4530,0.1114,15.0523,-74.4700,0.3989,0.4665,15.0523,-74.0170,0.2875
1,Line,,,,,,,0,0.0000,0.0000,-2.7828,15.0523,-2.9094,1.4105,2.7828,15.0523,-2.9094,4.1933
1,Line,,,,,,,90,0.0000,-2.1377,1.9279,13.5523,-2.9094,4.1933,2.8786,13.5523,-0.7718,2.2654
1,Line,,,,,,,0,1.5000,0.0000,0.0000,15.0523,-2.9094,4.1933,1.5000,13.5523,-2.9094,4.1933
1,Line,,,,,,,90,0.0000,-0.4294,-0.1825,15.0523,-72.6339,0.3989,0.4665,15.0523,-72.2045,0.5814
1,Line,,,,,,,180,-2.5000,0.0000,0.0000,12.5523,-72.2045,0.5814,2.5000,15.0523,-72.2045,0.5814
1,Line,,,,,,,90,0.0000,-0.3946,-0.2489,12.5523,-72.2045,0.5814,0.4665,12.5523,-71.8099,0.8303
1,Line,,,,,,,180,-2.5000,0.0000,0.0000,12.5523,-74.8994,0.5814,2.5000,15.0523,-74.8994,0.5814
1,Line,,,,,,,90,0.0000,0.3946,-0.2489,12.5523,-74.8994,0.5814,0.4665,12.5523,-75.2940,0.8303
1,Line,,,,,,,90,0.0000,-0.4530,-0.1114,15.0523,-73.0869,0.2875,0.4665,15.0523,-72.6339,0.3989
1,Line,,,,,,,90,0.0000,0.4650,-0.0375,-1.1977,-73.5520,0.2500,0.4665,-1.1977,-74.0170,0.2875
1,Line,,,,,,,90,0.0000,0.4294,0.1825,-2.9477,-72.2045,0.5814,0.4665,-2.9477,-72.6339,0.3989
1,Line,,,,,,,90,0.0000,0.4650,-0.0375,-2.9477,-73.5520,0.2500,0.4665,-2.9477,-74.0170,0.2875
1,Line,,,,,,,180,-2.5000,0.0000,0.0000,12.5523,-73.0869,0.2875,2.5000,15.0523,-73.0869,0.2875
1,Line,,,,,,,0,1.7500,0.0000,0.0000,-1.1977,-74.0170,0.2875,1.7500,-2.9477,-74.0170,0.2875
1,Line,,,,,,,90,0.0000,0.4650,-0.0375,12.5523,-73.5520,0.2500,0.4665,12.5523,-74.0170,0.2875
1,Line,,,,,,,90,0.0000,-0.4650,-0.0375,12.5523,-73.5520,0.2500,0.4665,12.5523,-73.0869,0.2875
1,Line,,,,,,,180,-2.5000,0.0000,0.0000,12.5523,-73.5520,0.2500,2.5000,15.0523,-73.5520,0.2500
1,Line,,,,,,,90,0.0000,0.4530,0.1114,-1.1977,-72.6339,0.3989,0.4665,-1.1977,-73.0869,0.2875
1,Line,,,,,,,180,-1.7500,0.0000,0.0000,-2.9477,-72.6339,0.3989,1.7500,-1.1977,-72.6339,0.3989
1,Line,,,,,,,90,0.0000,-0.4530,-0.1114,12.5523,-73.0869,0.2875,0.4665,12.5523,-72.6339,0.3989
1,Line,,,,,,,90,0.0000,0.4530,-0.1114,-1.1977,-74.0170,0.2875,0.4665,-1.1977,-74.4700,0.3989
1,Line,,,,,,,90,0.0000,0.3946,0.2489,-2.9477,-71.8099,0.8303,0.4665,-2.9477,-72.2045,0.5814
1,Line,,,,,,,90,0.0000,0.4530,-0.1114,-2.9477,-74.0170,0.2875,0.4665,-2.9477,-74.4700,0.3989
1,Line,,,,,,,180,-2.5000,0.0000,0.0000,12.5523,-72.6339,0.3989,2.5000,15.0523,-72.6339,0.3989
1,Line,,,,,,,0,1.7500,0.0000,0.0000,-1.1977,-74.4700,0.3989,1.7500,-2.9477,-74.4700,0.3989
1,Line,,,,,,,180,-2.5000,0.0000,0.0000,12.5523,-74.0170,0.2875,2.5000,15.0523,-74.0170,0.2875
