Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,5.9897,,,,,,,,90,0.0000,5.9897,0.0000,-1.9817,78.8336,-1.0782,-1.9817,72.8439,-1.0782
1,Line,0.0140,,,,,,,,0,0.0000,0.0000,0.0140,-3.9826,67.8414,-1.0782,-3.9826,67.8414,-1.0922
1,Line,2.0522,,,,,,,,270,0.0000,-2.0522,0.0000,-7.0217,131.0311,6.9728,-7.0217,133.0833,6.9728
1,Line,5.0400,,,,,,,,0,5.0400,0.0000,0.0000,-2.0080,63.0720,9.0220,-7.0480,63.0720,9.0220
1,Line,1.0430,,,,,,,,0,0.0000,0.0000,-1.0430,-5.0047,67.8311,-1.0922,-5.0047,67.8311,-0.0492
1,Line,1.0117,,,,,,,,0,1.0117,-0.0069,0.0000,-3.9877,67.8311,-1.0782,-4.9994,67.8380,-1.0782
1,Line,1.0290,,,,,,,,0,0.0000,0.0000,-1.0290,-3.9877,67.8311,-1.0782,-3.9877,67.8311,-0.0492
1,Line,2.0170,,,,,,,,180,-2.0170,-0.0068,0.0000,-7.0217,67.8311,-1.0782,-5.0047,67.8380,-1.0782
1,Line,1.9968,,,,,,,,180,-1.9968,0.0000,0.0000,-9.0185,131.0311,6.9728,-7.0217,131.0311,6.9728
1,Line,3.2153,,,,,,,,252,-1.0116,-3.0520,0.0000,-4.9993,64.7791,-1.0782,-3.9877,67.8311,-1.0782
1,Line,2.0000,,,,,,,,0,0.0000,0.0000,2.0000,-7.0242,127.7305,8.9728,-7.0242,127.7305,6.9728
1,Line,0.0150,,,,,,,,180,-0.0150,0.0000,0.0000,-6.0574,67.8311,6.9728,-6.0424,67.8311,6.9728
1,Line,3.0060,,,,,,,,0,0.0023,0.0000,3.0060,-9.0374,106.0443,4.9358,-9.0397,106.0443,1.9298
1,Line,2.0448,,,,,,,,180,-2.0448,0.0000,0.0000,-9.0664,67.8311,6.9728,-7.0217,67.8311,6.9728
1,Line,0.9642,,,,,,,,180,-0.9642,0.0000,0.0000,-7.0217,67.8311,6.9728,-6.0574,67.8311,6.9728
1,Line,3.0060,,,,,,,,90,0.0000,3.0060,0.0000,-9.0397,106.0443,1.9298,-9.0397,103.0383,1.9298
1,Arc,3.0945,1.5240,-1.9817,71.8629,-1.0782,0.9850,0,180,,,,,,,,,,
1,Line,1.9396,,,,,,,,270,0.0000,-1.9396,0.0000,-7.0217,70.8931,-1.0782,-7.0217,72.8326,-1.0782
1,Line,3.0060,,,,,,,,180,-0.0023,0.0000,-3.0060,-9.0397,103.0383,1.9298,-9.0374,103.0383,4.9358
1,Line,3.0060,,,,,,,,270,0.0000,-3.0060,0.0000,-9.0374,103.0383,4.9358,-9.0374,106.0443,4.9358
1,Line,0.0053,,,,,,,,0,0.0053,0.0000,0.0000,-4.9993,67.8311,-0.0492,-5.0047,67.8311,-0.0492
1,Line,0.0053,,,,,,,,0,0.0053,0.0000,0.0000,-4.9994,67.8380,-1.0782,-5.0047,67.8380,-1.0782
1,Line,1.0290,,,,,,,,270,0.0000,-0.0068,1.0290,-5.0047,67.8311,-0.0492,-5.0047,67.8380,-1.0782
1,Line,3.2153,,,,,,,,72,1.0116,3.0520,0.0000,-3.9877,67.8311,-0.0492,-4.9993,64.7791,-0.0492
1,Line,1.0290,,,,,,,,90,0.0000,0.0068,-1.0290,-4.9994,67.8380,-1.0782,-4.9993,67.8311,-0.0492
1,Line,2.8469,,,,,,,,270,0.0000,-2.0260,-2.0000,-7.0217,67.8311,6.9728,-7.0217,69.8571,8.9728
1,Line,4.0751,,,,,,,,0,4.0751,0.0000,0.0000,0.0873,67.8311,-0.0492,-3.9877,67.8311,-0.0492
1,Line,1.0116,,,,,,,,0,1.0116,0.0000,0.0000,-3.9877,67.8311,-0.0492,-4.9993,67.8311,-0.0492
1,Line,2.8469,,,,,,,,90,0.0000,2.0260,2.0000,-1.9817,69.8571,8.9728,-1.9817,67.8311,6.9728
1,Line,1.0080,,,,,,,,180,-1.0080,0.0000,0.0000,-2.9897,67.8311,6.9728,-1.9817,67.8311,6.9728
1,Line,2.9760,,,,,,,,0,0.0000,0.0000,2.9760,-9.0548,83.0814,4.9358,-9.0548,83.0814,1.9598
1,Line,0.0051,,,,,,,,90,0.0000,0.0051,0.0000,-7.0217,82.8351,-0.0492,-7.0217,82.8300,-0.0492
1,Line,2.0507,,,,,,,,270,-0.0016,-2.0507,0.0000,-9.0184,131.0327,6.9728,-9.0169,133.0833,6.9728
1,Line,1.5030,,,,,,,,90,0.0000,1.5030,0.0000,-2.9897,67.8311,0.9158,-2.9897,66.3281,0.9158
1,Line,0.0051,,,,,,,,270,0.0000,-0.0051,0.0000,-7.0217,82.8300,-1.0782,-7.0217,82.8351,-1.0782
1,Line,35.0678,,,,,,,,90,0.0000,35.0678,0.0000,-7.0217,117.9029,-0.0492,-7.0217,82.8351,-0.0492
1,Line,2.0068,,,,,,,,180,-2.0068,0.0000,0.0000,-9.0284,117.9029,-0.0492,-7.0217,117.9029,-0.0492
1,Line,35.4280,,,,,,,,82,5.0393,35.0678,0.0000,-1.9817,117.9029,-0.0492,-7.0209,82.8351,-0.0492
1,Line,7.0220,,,,,,,,0,0.0000,0.0000,-7.0220,-9.0664,67.8311,-0.0492,-9.0664,67.8311,6.9728
1,Line,1.9952,,,,,,,,0,1.9952,0.0000,0.0000,-7.0217,133.0833,6.9728,-9.0169,133.0833,6.9728
1,Line,2.0690,,,,,,,,180,-2.0690,0.0000,0.0000,-1.9817,133.0833,-0.0492,0.0873,133.0833,-0.0492
1,Line,6.0570,,,,,,,,0,0.0000,0.0000,-6.0570,-6.0424,66.3281,0.9158,-6.0424,66.3281,6.9728
1,Line,15.1804,,,,,,,,270,0.0000,-15.1804,0.0000,-9.0664,117.9029,-0.0492,-9.0664,133.0833,-0.0492
1,Line,1.6358,,,,,,,,270,0.0000,-1.6358,0.0000,-9.0297,116.2671,-0.0492,-9.0297,117.9029,-0.0492
1,Line,35.0678,,,,,,,,270,0.0000,-35.0678,0.0000,-7.0217,82.8351,-1.0782,-7.0217,117.9029,-1.0782
1,Line,7.0220,,,,,,,,0,0.0000,0.0000,7.0220,0.0873,67.8311,6.9728,0.0873,67.8311,-0.0492
1,Line,3.0528,,,,,,,,0,3.0528,0.0000,0.0000,-2.9897,66.3281,0.9158,-6.0424,66.3281,0.9158
1,Line,0.0114,,,,,,,,180,-0.0114,0.0000,0.0000,-9.0664,82.8351,-0.0492,-9.0550,82.8351,-0.0492
1,Line,14.9989,,,,,,,,90,0.0000,14.9989,0.0000,0.0873,82.8300,-0.0492,0.0873,67.8311,-0.0492
1,Line,6.0570,,,,,,,,0,0.0000,0.0000,-6.0570,-2.9897,66.3281,0.9158,-2.9897,66.3281,6.9728
1,Line,15.1804,,,,,,,,90,0.0115,15.1804,0.0000,-9.0169,133.0833,-0.0492,-9.0284,117.9029,-0.0492
1,Line,2.9710,,,,,,,,269,-0.0480,-2.9706,0.0000,-9.0664,128.0677,4.9358,-9.0184,131.0383,4.9358
1,Line,0.0015,,,,,,,,90,0.0000,0.0015,0.0000,-1.9817,69.8571,8.9728,-1.9817,69.8556,8.9728
1,Line,2.9480,,,,,,,,0,0.0000,0.0000,2.9480,0.0873,126.0683,4.9468,0.0873,126.0683,1.9988
1,Line,2.9890,,,,,,,,270,0.0000,-2.9890,0.0000,0.0873,123.0793,4.9468,0.0873,126.0683,4.9468
1,Line,2.9710,,,,,,,,0,0.0000,0.0000,2.9710,-9.0184,131.0383,4.9358,-9.0184,131.0383,1.9648
1,Line,1.4623,,,,,,,,90,0.0000,1.0390,1.0290,-7.0088,133.0833,-0.0492,-7.0088,132.0443,-1.0782
1,Line,2.0371,,,,,,,,90,0.0000,2.0371,0.0000,-1.9817,119.9401,-1.0782,-1.9817,117.9029,-1.0782
1,Line,2.8262,,,,,,,,180,-1.9968,0.0015,-2.0000,-9.0649,69.8571,6.9728,-7.0681,69.8556,8.9728
1,Line,5.0400,,,,,,,,180,-5.0400,0.0000,0.0000,-7.0217,69.8571,8.9728,-1.9817,69.8571,8.9728
1,Line,2.9480,,,,,,,,0,0.0000,0.0000,2.9480,0.0873,118.0563,4.9468,0.0873,118.0563,1.9988
1,Line,1.5031,,,,,,,,271,0.0150,-1.5030,0.0000,-6.0424,66.3281,6.9728,-6.0574,67.8311,6.9728
1,Line,2.9890,,,,,,,,90,0.0000,2.9890,0.0000,0.0873,126.0683,1.9988,0.0873,123.0793,1.9988
1,Line,0.0012,,,,,,,,180,-0.0012,0.0000,0.0000,-9.0297,117.9029,-0.0492,-9.0284,117.9029,-0.0492
1,Line,1.6358,,,,,,,,90,0.0012,1.6358,0.0000,-9.0284,117.9029,-0.0492,-9.0297,116.2671,-0.0492
1,Line,2.9450,,,,,,,,270,0.0000,-2.9450,0.0000,0.0873,118.0563,1.9988,0.0873,121.0013,1.9988
1,Line,2.9480,,,,,,,,0,0.0000,0.0000,-2.9480,0.0873,121.0013,1.9988,0.0873,121.0013,4.9468
1,Line,2.9450,,,,,,,,90,0.0000,2.9450,0.0000,0.0873,121.0013,4.9468,0.0873,118.0563,4.9468
1,Line,2.9480,,,,,,,,0,0.0000,0.0000,-2.9480,0.0873,123.0793,1.9988,0.0873,123.0793,4.9468
1,Line,2.9910,,,,,,,,270,0.0000,-2.9910,0.0000,0.0873,128.0773,4.9468,0.0873,131.0683,4.9468
1,Line,3.0520,,,,,,,,0,0.0000,0.0000,-3.0520,-9.0222,126.0773,1.8838,-9.0222,126.0773,4.9358
1,Line,3.0520,,,,,,,,270,-0.0023,-3.0520,0.0000,-9.0245,123.0253,1.8838,-9.0222,126.0773,1.8838
1,Line,3.0070,,,,,,,,270,-0.0023,-3.0070,0.0000,-9.0435,98.0413,1.9288,-9.0412,101.0483,1.9288
1,Line,3.0000,,,,,,,,0,0.0000,0.0000,3.0000,-9.0283,118.0193,4.9358,-9.0283,118.0193,1.9358
1,Line,61.1740,,,,,,,,90,0.0464,61.1740,0.0000,-9.0185,131.0311,6.9728,-9.0649,69.8571,6.9728
1,Line,3.0520,,,,,,,,270,0.0000,0.0000,3.0520,-9.0245,123.0253,4.9358,-9.0245,123.0253,1.8838
1,Line,3.0000,,,,,,,,270,-0.0023,-3.0000,0.0000,-9.0283,118.0193,1.9358,-9.0260,121.0193,1.9358
1,Line,2.0260,,,,,,,,270,-0.0015,-2.0260,0.0000,-9.0664,67.8311,6.9728,-9.0649,69.8571,6.9728
1,Line,3.0000,,,,,,,,90,0.0023,3.0000,0.0000,-9.0260,121.0193,4.9358,-9.0283,118.0193,4.9358
1,Line,2.9520,,,,,,,,0,0.0000,0.0000,-2.9520,-9.0564,81.0454,1.9838,-9.0564,81.0454,4.9358
1,Line,2.9520,,,,,,,,90,0.0022,2.9520,0.0000,-9.0564,81.0454,4.9358,-9.0586,78.0934,4.9358
1,Line,2.9760,,,,,,,,0,0.0000,0.0000,-2.9760,-9.0526,86.0573,1.9598,-9.0526,86.0573,4.9358
1,Line,2.9820,,,,,,,,0,0.0000,0.0000,-2.9820,-9.0450,96.0563,1.9538,-9.0450,96.0563,4.9358
1,Line,2.9820,,,,,,,,90,0.0023,2.9820,0.0000,-9.0450,96.0563,4.9358,-9.0473,93.0743,4.9358
1,Line,2.9760,,,,,,,,270,-0.0023,-2.9760,0.0000,-9.0548,83.0814,1.9598,-9.0526,86.0573,1.9598
1,Line,3.0070,,,,,,,,0,0.0000,0.0000,3.0070,-9.0435,98.0413,4.9358,-9.0435,98.0413,1.9288
1,Line,2.9820,,,,,,,,270,-0.0023,-2.9820,0.0000,-9.0473,93.0743,1.9538,-9.0450,96.0563,1.9538
1,Line,2.9820,,,,,,,,0,0.0000,0.0000,2.9820,-9.0473,93.0743,4.9358,-9.0473,93.0743,1.9538
1,Line,2.9760,,,,,,,,90,0.0023,2.9760,0.0000,-9.0526,86.0573,4.9358,-9.0548,83.0814,4.9358
1,Line,3.0520,,,,,,,,90,0.0023,3.0520,0.0000,-9.0222,126.0773,4.9358,-9.0245,123.0253,4.9358
1,Line,2.0690,,,,,,,,180,-2.0690,0.0000,0.0000,-1.9817,67.8311,6.9728,0.0873,67.8311,6.9728
1,Line,7.0220,,,,,,,,0,0.0000,0.0000,-7.0220,0.0873,133.0833,-0.0492,0.0873,133.0833,6.9728
1,Line,2.0690,,,,,,,,0,2.0690,0.0000,0.0000,0.0873,133.0833,6.9728,-1.9817,133.0833,6.9728
1,Line,2.0260,,,,,,,,90,0.0000,2.0260,0.0000,0.0873,69.8571,6.9728,0.0873,67.8311,6.9728
1,Line,3.0528,,,,,,,,180,-3.0528,0.0000,0.0000,-6.0424,67.8311,0.9158,-2.9897,67.8311,0.9158
1,Line,5.0400,,,,,,,,0,5.0400,0.0000,0.0000,-1.9817,133.0833,6.9728,-7.0217,133.0833,6.9728
1,Line,6.0570,,,,,,,,0,0.0000,0.0000,6.0570,-2.9897,67.8311,6.9728,-2.9897,67.8311,0.9158
1,Line,6.0570,,,,,,,,0,0.0000,0.0000,6.0570,-6.0424,67.8311,6.9728,-6.0424,67.8311,0.9158
1,Line,7.0220,,,,,,,,0,0.0000,0.0000,7.0220,-9.0169,133.0833,6.9728,-9.0169,133.0833,-0.0492
1,Line,1.5030,,,,,,,,270,0.0000,-1.5030,0.0000,-6.0424,66.3281,0.9158,-6.0424,67.8311,0.9158
1,Line,3.0744,,,,,,,,0,3.0744,0.0000,0.0000,-2.9415,133.0833,1.9778,-6.0159,133.0833,1.9778
1,Line,3.0744,,,,,,,,180,-3.0744,0.0000,0.0000,-6.0159,133.0833,4.9588,-2.9415,133.0833,4.9588
1,Line,3.0000,,,,,,,,0,0.0000,0.0000,-3.0000,-9.0260,121.0193,1.9358,-9.0260,121.0193,4.9358
1,Line,0.0015,,,,,,,,90,0.0000,0.0015,0.0000,-9.0184,131.0327,6.9728,-9.0185,131.0311,6.9728
1,Line,2.0081,,,,,,,,180,-2.0081,0.0000,0.0000,-9.0169,133.0833,-0.0492,-7.0088,133.0833,-0.0492
1,Line,5.0271,,,,,,,,180,-5.0271,0.0000,0.0000,-7.0088,133.0833,-0.0492,-1.9817,133.0833,-0.0492
1,Line,0.0495,,,,,,,,180,-0.0495,0.0000,0.0000,-9.0664,133.0833,-0.0492,-9.0169,133.0833,-0.0492
1,Line,2.9810,,,,,,,,0,0.0000,0.0000,2.9810,-2.9415,133.0833,4.9588,-2.9415,133.0833,1.9778
1,Line,2.9810,,,,,,,,0,0.0000,0.0000,-2.9810,-6.0159,133.0833,1.9778,-6.0159,133.0833,4.9588
1,Line,5.9897,,,,,,,,270,0.0000,-5.9897,0.0000,-7.0480,54.0955,-1.0290,-7.0480,60.0852,-1.0290
1,Line,2.1443,,,,,,,,270,0.0000,-2.1443,0.0000,-7.0480,0.8848,-1.0290,-7.0480,3.0291,-1.0290
1,Arc,3.0945,1.5240,-7.0480,61.0663,-1.0290,0.9850,180,180,,,,,,,,,,
1,Line,1.9621,,,,,,,,270,0.0000,-1.9621,0.0000,-7.0480,60.0852,-1.0290,-7.0480,62.0473,-1.0290
1,Arc,2.7772,1.2275,-7.0480,3.9131,-1.0290,0.8840,0,180,,,,,,,,,,
1,Arc,3.0913,1.5209,-7.0480,12.0092,-1.0290,0.9840,180,180,,,,,,,,,,
1,Line,1.9597,,,,,,,,270,0.0000,-1.9597,0.0000,-7.0480,11.0293,-1.0290,-7.0480,12.9890,-1.0290
1,Arc,2.7772,1.2275,-7.0480,3.9131,-1.0290,0.8840,180,180,,,,,,,,,,
1,Arc,3.0913,1.5209,-7.0480,12.0092,-1.0290,0.9840,0,180,,,,,,,,,,
1,Arc,3.0945,1.5240,-7.0480,61.0663,-1.0290,0.9850,0,180,,,,,,,,,,
1,Arc,3.0693,1.4994,-2.0080,61.0663,-1.0290,0.9770,0,180,,,,,,,,,,
1,Arc,3.0693,1.4994,-2.0080,61.0663,-1.0290,0.9770,180,180,,,,,,,,,,
1,Line,1.9484,,,,,,,,90,0.0000,1.9484,0.0000,-2.0080,54.0962,-1.0290,-2.0080,52.1478,-1.0290
1,Line,3.0620,,,,,,,,90,0.0000,3.0620,0.0000,-2.0080,65.0980,-1.0290,-2.0080,62.0360,-1.0290
1,Line,1.9396,,,,,,,,90,0.0000,1.9396,0.0000,-2.0080,62.0360,-1.0290,-2.0080,60.0965,-1.0290
1,Line,1.9470,,,,,,,,270,0.0000,-1.9470,0.0000,-7.0480,52.1485,-1.0290,-7.0480,54.0955,-1.0290
1,Line,2.0494,,,,,,,,270,0.0000,-2.0494,0.0000,-7.0480,50.0991,-1.0290,-7.0480,52.1485,-1.0290
1,Arc,3.0725,1.5024,-7.0480,53.1220,-1.0290,0.9780,0,180,,,,,,,,,,
1,Arc,3.0725,1.5024,-7.0480,53.1220,-1.0290,0.9780,180,180,,,,,,,,,,
1,Line,6.2323,,,,,,,,270,0.0000,-6.2323,0.0000,-7.0480,4.7971,-1.0290,-7.0480,11.0293,-1.0290
1,Line,5.0274,,,,,,,,0,5.0274,0.0091,0.0000,-2.0206,0.8939,0.0000,-7.0480,0.8848,0.0000
1,Line,14.1323,,,,,,,,90,0.0126,14.1323,0.0000,-2.0080,15.0262,0.0000,-2.0206,0.8939,0.0000
1,Line,1.4623,,,,,,,,270,0.0000,-1.0390,1.0290,-2.0209,-0.1542,0.0000,-2.0209,0.8848,-1.0290
1,Line,5.0274,,,,,,,,180,-5.0274,-0.0091,0.0000,-7.0480,0.8848,-1.0290,-2.0206,0.8939,-1.0290
1,Line,1.0290,,,,,,,,0,0.0000,0.0000,1.0290,-2.0206,0.8939,0.0000,-2.0206,0.8939,-1.0290
1,Line,1.0290,,,,,,,,0,0.0000,0.0000,1.0290,-7.0480,0.8848,0.0000,-7.0480,0.8848,-1.0290
1,Line,2.0371,,,,,,,,270,0.0000,-2.0371,0.0000,-7.0480,12.9890,-1.0290,-7.0480,15.0262,-1.0290
1,Line,2.0471,,,,,,,,270,-0.0018,-2.0471,0.0000,-2.0098,12.9791,-1.0290,-2.0080,15.0262,-1.0290
1,Line,15.0127,,,,,,,,70,5.0400,14.1414,0.0000,-2.0080,15.0262,0.0000,-7.0480,0.8848,0.0000
1,Line,1.4623,,,,,,,,90,0.0000,1.0390,-1.0290,-7.0480,0.8848,-1.0290,-7.0480,-0.1542,0.0000
1,Line,1.9398,,,,,,,,270,-0.0017,-1.9398,0.0000,-2.0116,11.0393,-1.0290,-2.0098,12.9791,-1.0290
1,Line,6.1524,,,,,,,,270,-0.0055,-6.1523,0.0000,-2.0171,4.8869,-1.0290,-2.0116,11.0393,-1.0290
1,3D Polyline,3.0637,,,,,,,,,,,,,,,,,
1,Arc,3.0725,1.5024,-2.0107,12.0092,-1.0290,0.9780,180,180,,,,,,,,,,
1,Line,1.9477,,,,,,,,270,-0.0017,-1.9477,0.0000,-2.0188,2.9392,-1.0290,-2.0171,4.8869,-1.0290
1,Line,2.0081,,,,,,,,0,2.0081,0.0000,0.0000,-0.0128,-0.1542,0.0000,-2.0209,-0.1542,0.0000
1,Line,5.0271,,,,,,,,0,5.0271,0.0000,0.0000,-2.0209,0.8848,-1.0290,-7.0480,0.8848,-1.0290
1,Line,2.0453,,,,,,,,270,-0.0018,-2.0453,0.0000,-2.0206,0.8939,-1.0290,-2.0188,2.9392,-1.0290
1,Line,5.0271,,,,,,,,0,5.0271,0.0000,0.0000,-2.0209,-0.1542,0.0000,-7.0480,-0.1542,0.0000
1,Line,2.8262,,,,,,,,0,1.9968,-0.0015,-2.0000,0.0352,63.0720,7.0220,-1.9616,63.0735,9.0220
1,Line,2.8262,,,,,,,,180,-1.9968,0.0015,2.0000,-2.0080,1.8980,9.0220,-0.0112,1.8965,7.0220
1,Line,2.0260,,,,,,,,90,0.0015,2.0260,0.0000,0.0368,65.0980,7.0220,0.0352,63.0720,7.0220
1,Line,61.1740,,,,,,,,270,-0.0464,-61.1740,0.0000,-0.0112,1.8980,7.0220,0.0352,63.0720,7.0220
1,Line,2.0522,,,,,,,,90,0.0000,2.0522,0.0000,-2.0080,1.8980,7.0220,-2.0080,-0.1542,7.0220
1,Line,2.0000,,,,,,,,0,0.0000,0.0000,2.0000,-7.0480,1.8980,9.0220,-7.0480,1.8980,7.0220
1,Line,2.0690,,,,,,,,180,-2.0690,0.0000,0.0000,-9.1170,1.8980,7.0220,-7.0480,1.8980,7.0220
1,Line,5.0400,,,,,,,,180,-5.0400,0.0000,0.0000,-7.0480,1.8980,7.0220,-2.0080,1.8980,7.0220
1,Line,5.0400,,,,,,,,0,5.0400,0.0000,0.0000,-2.0080,1.8980,9.0220,-7.0480,1.8980,9.0220
1,Line,0.0015,,,,,,,,270,0.0000,-0.0015,0.0000,-0.0112,1.8965,7.0220,-0.0112,1.8980,7.0220
1,Line,1.9968,,,,,,,,0,1.9968,0.0000,0.0000,-0.0112,1.8980,7.0220,-2.0080,1.8980,7.0220
1,Line,3.3007,,,,,,,,90,0.0025,3.3007,0.0000,-2.0055,5.1987,9.0220,-2.0080,1.8980,9.0220
1,Line,5.0864,,,,,,,,180,-5.0864,0.0000,0.0000,-7.0480,63.0735,9.0220,-1.9616,63.0735,9.0220
1,Line,0.0015,,,,,,,,270,0.0000,-0.0015,0.0000,-7.0480,63.0720,9.0220,-7.0480,63.0735,9.0220
1,Line,2.0000,,,,,,,,90,0.0000,0.0000,2.0000,-2.0055,5.1987,9.0220,-2.0055,5.1987,7.0220
1,Line,3.3007,,,,,,,,90,0.0025,3.3007,0.0000,-2.0055,5.1987,7.0220,-2.0080,1.8980,7.0220
1,Line,2.0000,,,,,,,,0,0.0000,0.0000,-2.0000,-2.0080,1.8980,7.0220,-2.0080,1.8980,9.0220
1,Line,61.1740,,,,,,,,90,0.0000,61.1740,0.0000,-2.0080,63.0720,9.0220,-2.0080,1.8980,9.0220
1,Line,57.8733,,,,,,,,90,0.0439,57.8733,0.0000,-1.9616,63.0720,9.0220,-2.0055,5.1987,9.0220
1,Line,2.0522,,,,,,,,90,0.0000,2.0522,0.0000,-7.0480,1.8980,7.0220,-7.0480,-0.1542,7.0220
1,Line,2.0000,,,,,,,,0,0.0000,0.0000,-2.0000,-2.0080,63.0720,7.0220,-2.0080,63.0720,9.0220
1,Line,61.1740,,,,,,,,270,0.0000,-61.1740,0.0000,-2.0080,1.8980,7.0220,-2.0080,63.0720,7.0220
1,Line,61.1740,,,,,,,,90,0.0000,61.1740,0.0000,-7.0480,63.0720,9.0220,-7.0480,1.8980,9.0220
1,Line,61.1740,,,,,,,,90,0.0000,61.1740,0.0000,-7.0480,63.0720,7.0220,-7.0480,1.8980,7.0220
1,Line,2.0000,,,,,,,,0,0.0000,0.0000,2.0000,-7.0480,63.0720,9.0220,-7.0480,63.0720,7.0220
1,Arc,3.0850,1.5148,-2.0080,53.1220,-1.0290,0.9820,0,180,,,,,,,,,,
1,Arc,3.0850,1.5148,-2.0080,53.1220,-1.0290,0.9820,180,180,,,,,,,,,,
1,Line,5.0400,,,,,,,,180,-5.0400,0.0000,0.0000,-7.0480,63.0720,7.0220,-2.0080,63.0720,7.0220
1,Line,6.0003,,,,,,,,90,0.0000,6.0003,0.0000,-2.0080,60.0965,-1.0290,-2.0080,54.0962,-1.0290
1,Line,2.8469,,,,,,,,270,0.0000,-2.0260,2.0000,-7.0480,63.0720,9.0220,-7.0480,65.0980,7.0220
1,Line,2.0690,,,,,,,,180,-2.0690,0.0000,0.0000,-9.1170,-0.1542,7.0220,-7.0480,-0.1542,7.0220
1,Line,2.8656,,,,,,,,270,0.0000,-2.0522,-2.0000,-7.0480,-0.1542,7.0220,-7.0480,1.8980,9.0220
1,Line,2.8776,,,,,,,,0,2.0690,0.0000,2.0000,-7.0480,1.8980,9.0220,-9.1170,1.8980,7.0220
1,Line,2.0522,,,,,,,,90,0.0000,2.0522,0.0000,-9.1170,1.8980,7.0220,-9.1170,-0.1542,7.0220
1,Line,5.0400,,,,,,,,180,-5.0400,0.0000,0.0000,-7.0480,-0.1542,7.0220,-2.0080,-0.1542,7.0220
1,Line,1.0080,,,,,,,,0,1.0080,0.0000,0.0000,-6.0400,65.0980,7.0220,-7.0480,65.0980,7.0220
1,Line,2.8469,,,,,,,,90,0.0000,2.0260,-2.0000,-2.0080,65.0980,7.0220,-2.0080,63.0720,9.0220
1,Line,2.8656,,,,,,,,270,0.0000,-2.0522,-2.0000,-2.0080,-0.1542,7.0220,-2.0080,1.8980,9.0220
1,Line,2.0448,,,,,,,,0,2.0448,0.0000,0.0000,0.0368,65.0980,7.0220,-2.0080,65.0980,7.0220
1,Line,0.0707,,,,,,,,0,0.0000,0.0000,0.0707,-7.0480,15.0262,-1.0290,-7.0480,15.0262,-1.0997
1,Line,15.0040,,,,,,,,90,0.0000,15.0040,0.0000,0.0368,65.0980,0.0000,0.0368,50.0940,0.0000
1,Line,35.0678,,,,,,,,270,0.0000,-35.0678,0.0000,-9.1170,15.0262,0.0000,-9.1170,50.0940,0.0000
1,Line,2.0080,,,,,,,,180,-2.0080,0.0000,0.0000,-2.0080,50.0991,0.0000,0.0000,50.0991,0.0000
1,Line,2.0068,,,,,,,,0,2.0068,0.0000,0.0000,-0.0012,15.0262,0.0000,-2.0080,15.0262,0.0000
1,Line,15.1804,,,,,,,,270,0.0000,-15.1804,0.0000,-9.1170,-0.1542,0.0000,-9.1170,15.0262,0.0000
1,Line,6.0570,,,,,,,,0,0.0000,0.0000,6.0570,-6.0400,65.0980,7.0220,-6.0400,65.0980,0.9650
1,Line,1.5030,,,,,,,,270,0.0000,-1.5030,0.0000,-6.0400,65.0980,0.9650,-6.0400,66.6010,0.9650
1,Line,2.3108,,,,,,,,180,-2.0690,0.0000,1.0290,-9.1170,15.0262,0.0000,-7.0480,15.0262,-1.0290
1,Line,35.0678,,,,,,,,270,-0.0368,-35.0678,0.0000,0.0000,15.0262,0.0000,0.0368,50.0940,0.0000
1,Line,15.1804,,,,,,,,270,-0.0115,-15.1804,0.0000,-0.0128,-0.1542,0.0000,-0.0012,15.0262,0.0000
1,Line,5.0393,,,,,,,,180,-5.0393,0.0000,0.0000,-7.0480,50.0940,0.0000,-2.0087,50.0940,0.0000
1,Line,35.0678,,,,,,,,270,0.0000,-35.0678,0.0000,-7.0480,15.0262,0.0000,-7.0480,50.0940,0.0000
1,Line,5.0400,,,,,,,,180,-5.0400,0.0000,0.0000,-7.0480,50.0991,-1.0290,-2.0080,50.0991,-1.0290
1,Line,5.0400,,,,,,,,0,5.0400,0.0000,0.0000,-2.0080,15.0262,-1.0290,-7.0480,15.0262,-1.0290
1,Line,0.0007,,,,,,,,180,-0.0007,0.0000,0.0000,-2.0087,50.0940,0.0000,-2.0080,50.0940,0.0000
1,Line,0.0012,,,,,,,,0,0.0012,0.0000,0.0000,0.0000,15.0262,0.0000,-0.0012,15.0262,0.0000
1,Line,1.6358,,,,,,,,270,-0.0012,-1.6358,0.0000,-0.0012,15.0262,0.0000,0.0000,16.6620,0.0000
1,Line,35.4280,,,,,,,,262,-5.0393,-35.0678,0.0000,-7.0480,15.0262,0.0000,-2.0087,50.0940,0.0000
1,Line,0.0052,,,,,,,,262,-0.0007,-0.0051,0.0000,-2.0087,50.0940,0.0000,-2.0080,50.0991,0.0000
1,Line,6.0570,,,,,,,,0,0.0000,0.0000,-6.0570,-6.0400,66.6010,0.9650,-6.0400,66.6010,7.0220
1,Line,1.9952,,,,,,,,180,-1.9952,0.0000,0.0000,-2.0080,-0.1542,7.0220,-0.0128,-0.1542,7.0220
1,Line,7.0220,,,,,,,,0,0.0000,0.0000,7.0220,-0.0128,-0.1542,7.0220,-0.0128,-0.1542,0.0000
